id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_switch,pass_cross,pass_outcome_id,pass_outcome_name,interception_outcome_id,interception_outcome_name,pass_inswinging,pass_technique_id,pass_technique_name,counterpress,duel_type_id,duel_type_name,pass_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,out,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_outcome_id,duel_outcome_name,pass_cut_back,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_through_ball,dribble_outcome_id,dribble_outcome_name,pass_outswinging,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,ball_recovery_recovery_failure,pass_goal_assist,clearance_left_foot,injury_stoppage_in_chain,shot_one_on_one,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_aerial_won,miscontrol_aerial_won,pass_no_touch,shot_deflected,block_deflection,timestamp_seconds
5b0cc02e-1997-4c5b-9a46-1713b651c155,11,1,00:00:04.473,0,4,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['4a2b97f9-fbdc-49e5-b90e-1d3b442c1f12'],"[41.6, 20.6]",5588.0,Antonio Rukavina,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.473
1f8f96bf-eb1b-4c84-b0bd-ce1449712bbe,12,1,00:00:04.473,0,4,2,1.104679,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['33fd376c-138f-4878-b4f6-dd0db6b92c6d', '5b0cc02e-1997-4c5b-9a46-1713b651c155']","[41.6, 20.6]",5588.0,Antonio Rukavina,6.0,Left Back,,,,,,,,,,,,"[41.2, 20.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.473
33fd376c-138f-4878-b4f6-dd0db6b92c6d,13,1,00:00:05.577,0,5,2,1.774051,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['f3b47bd4-4f0d-48e2-8cad-14db397f9953'],"[41.2, 20.6]",5588.0,Antonio Rukavina,6.0,Left Back,6827.0,Daniele Bonera,34.8524,1.8171668,1.0,Ground Pass,"[32.7, 54.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.577
f3b47bd4-4f0d-48e2-8cad-14db397f9953,14,1,00:00:07.351,0,7,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['33fd376c-138f-4878-b4f6-dd0db6b92c6d'],"[32.7, 54.4]",6827.0,Daniele Bonera,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.351
4d6e633d-a645-4738-87a0-1f1244834b9d,15,1,00:00:07.351,0,7,2,7.044446,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['8b478c25-ffc1-441c-be32-9ce22e782997', 'f3b47bd4-4f0d-48e2-8cad-14db397f9953']","[32.7, 54.4]",6827.0,Daniele Bonera,3.0,Right Center Back,,,,,,,,,,,,"[54.3, 58.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.351
8b478c25-ffc1-441c-be32-9ce22e782997,16,1,00:00:14.396,0,14,2,2.065168,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['094a9c09-a31c-4960-b26b-423e737551b0'],"[54.3, 58.2]",6827.0,Daniele Bonera,3.0,Right Center Back,6752.0,Víctor Ruíz Torre,31.084562,-2.0200565,1.0,Ground Pass,"[40.8, 30.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.396
094a9c09-a31c-4960-b26b-423e737551b0,17,1,00:00:16.461,0,16,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['8b478c25-ffc1-441c-be32-9ce22e782997'],"[40.8, 30.2]",6752.0,Víctor Ruíz Torre,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.461
0f48f9e3-6753-4736-afb0-808d72c07d3f,18,1,00:00:16.461,0,16,2,1.744727,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['094a9c09-a31c-4960-b26b-423e737551b0', '3aef906a-fb1f-44e7-9839-150367c0fbb1']","[40.8, 30.2]",6752.0,Víctor Ruíz Torre,5.0,Left Center Back,,,,,,,,,,,,"[43.1, 29.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.461
3aef906a-fb1f-44e7-9839-150367c0fbb1,19,1,00:00:18.206,0,18,2,1.442733,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['a8943a81-99d9-49d6-ad60-4ba1f78c3b63'],"[43.1, 29.3]",6752.0,Víctor Ruíz Torre,5.0,Left Center Back,22819.0,Bruno Soriano Llido,17.99222,1.1469287,1.0,Ground Pass,"[50.5, 45.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.206
a8943a81-99d9-49d6-ad60-4ba1f78c3b63,20,1,00:00:19.648,0,19,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['3aef906a-fb1f-44e7-9839-150367c0fbb1'],"[50.5, 45.7]",22819.0,Bruno Soriano Llido,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.648
f4038b63-6f9a-49f4-a74d-1a84a7e4f48a,21,1,00:00:19.648,0,19,2,3.309184,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['51af09c9-3784-49e2-9d6b-e3ab5b57be00', 'a8943a81-99d9-49d6-ad60-4ba1f78c3b63']","[50.5, 45.7]",22819.0,Bruno Soriano Llido,9.0,Right Defensive Midfield,,,,,,,,,,,,"[58.0, 53.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.648
51af09c9-3784-49e2-9d6b-e3ab5b57be00,22,1,00:00:22.958,0,22,2,1.021203,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['0dae4827-bbaf-4c2e-892f-e8966c3df1b7'],"[58.0, 53.8]",22819.0,Bruno Soriano Llido,9.0,Right Defensive Midfield,6827.0,Daniele Bonera,16.524527,1.8466022,1.0,Ground Pass,"[53.5, 69.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.958
0dae4827-bbaf-4c2e-892f-e8966c3df1b7,23,1,00:00:23.979,0,23,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['51af09c9-3784-49e2-9d6b-e3ab5b57be00'],"[53.5, 69.7]",6827.0,Daniele Bonera,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.979
53e308cb-6147-4430-8530-9b66c0a196e0,24,1,00:00:23.979,0,23,2,1.629335,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['0dae4827-bbaf-4c2e-892f-e8966c3df1b7', '92cd12a9-340d-4fb8-a414-afe396f84207']","[53.5, 69.7]",6827.0,Daniele Bonera,3.0,Right Center Back,,,,,,,,,,,,"[54.2, 70.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.979
92cd12a9-340d-4fb8-a414-afe396f84207,25,1,00:00:25.608,0,25,2,1.414841,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['bbd534fb-db05-47e1-af64-377aa4bd0650'],"[54.2, 70.2]",6827.0,Daniele Bonera,3.0,Right Center Back,6783.0,Samuel García Sánchez,20.224985,0.36397895,1.0,Ground Pass,"[73.1, 77.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.608
bbd534fb-db05-47e1-af64-377aa4bd0650,26,1,00:00:27.023,0,27,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['92cd12a9-340d-4fb8-a414-afe396f84207'],"[73.1, 77.4]",6783.0,Samuel García Sánchez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.023
5fe4c673-df6e-4708-a564-62150c64185b,27,1,00:00:27.023,0,27,2,0.569969,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['cf6a8045-5e25-4f64-bd8f-ee577093d6fb'],"[73.5, 77.0]",6783.0,Samuel García Sánchez,12.0,Right Midfield,6735.0,Adrián López Álvarez,5.872819,-0.821527,1.0,Ground Pass,"[77.5, 72.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.023
cf6a8045-5e25-4f64-bd8f-ee577093d6fb,28,1,00:00:27.593,0,27,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['5fe4c673-df6e-4708-a564-62150c64185b'],"[77.5, 72.7]",6735.0,Adrián López Álvarez,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.593
e49f2bab-ce38-4326-94c1-b4d8a834bcc2,29,1,00:00:27.593,0,27,2,1.421409,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['1ae3cc6b-99c9-4829-9cd8-30c02bac95dc', 'a98e9ef7-06a8-4db9-8b51-bef143424c64', 'cf6a8045-5e25-4f64-bd8f-ee577093d6fb']","[77.5, 72.7]",6735.0,Adrián López Álvarez,22.0,Right Center Forward,,,,,,,,,,,,"[77.5, 72.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.593
a98e9ef7-06a8-4db9-8b51-bef143424c64,30,1,00:00:28.821,0,28,2,0.343523,17,Pressure,222,Villarreal,9,From Kick Off,219,RC Deportivo La Coruña,,,"['1ae3cc6b-99c9-4829-9cd8-30c02bac95dc', 'e49f2bab-ce38-4326-94c1-b4d8a834bcc2']","[42.9, 7.4]",6733.0,Pedro Mosquera Parada,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.821
1ae3cc6b-99c9-4829-9cd8-30c02bac95dc,31,1,00:00:29.014,0,29,2,0.994429,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['0af9f5ca-a904-4f60-86ea-a81028ff87af', 'a98e9ef7-06a8-4db9-8b51-bef143424c64']","[77.5, 72.4]",6735.0,Adrián López Álvarez,22.0,Right Center Forward,6772.0,Mario Gaspar Pérez Martínez,13.670406,2.782822,1.0,Ground Pass,"[64.7, 77.2]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.014
0af9f5ca-a904-4f60-86ea-a81028ff87af,32,1,00:00:30.009,0,30,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['1ae3cc6b-99c9-4829-9cd8-30c02bac95dc'],"[64.7, 77.2]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.009
96d83022-b478-4d6f-962f-237af442fec4,33,1,00:00:30.009,0,30,2,1.190583,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['0af9f5ca-a904-4f60-86ea-a81028ff87af', '24d1ed4e-6c1e-4aa0-92c9-0a16a15bc9d8']","[64.7, 77.2]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,"[63.4, 76.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.009
24d1ed4e-6c1e-4aa0-92c9-0a16a15bc9d8,34,1,00:00:31.199,0,31,2,1.349337,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['029c8926-ad01-49b7-8e68-7adc835dabad'],"[63.4, 76.8]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,6827.0,Daniele Bonera,17.098831,-2.8994508,1.0,Ground Pass,"[46.8, 72.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.199
029c8926-ad01-49b7-8e68-7adc835dabad,35,1,00:00:32.549,0,32,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['24d1ed4e-6c1e-4aa0-92c9-0a16a15bc9d8'],"[46.8, 72.7]",6827.0,Daniele Bonera,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.549
faccdffc-6aa9-47b0-90ed-c08cce387fa0,36,1,00:00:32.549,0,32,2,2.551798,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['029c8926-ad01-49b7-8e68-7adc835dabad', 'a24b9ca1-8234-47c1-8d81-afe342948a59']","[46.8, 72.7]",6827.0,Daniele Bonera,3.0,Right Center Back,,,,,,,,,,,,"[49.8, 68.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.549
a24b9ca1-8234-47c1-8d81-afe342948a59,37,1,00:00:35.100,0,35,2,1.058527,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['a250298e-6457-44d7-a9bf-174229970014'],"[49.8, 68.6]",6827.0,Daniele Bonera,3.0,Right Center Back,6735.0,Adrián López Álvarez,21.403738,-0.018689413,1.0,Ground Pass,"[71.2, 68.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1
a250298e-6457-44d7-a9bf-174229970014,38,1,00:00:36.159,0,36,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['a24b9ca1-8234-47c1-8d81-afe342948a59'],"[71.2, 68.2]",6735.0,Adrián López Álvarez,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.159
d48f85be-cc1a-46d3-9599-eebdf303f4af,39,1,00:00:36.159,0,36,2,1.101939,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['b71881cf-6afc-4b79-8faa-26e4abfd9366'],"[71.0, 68.2]",6735.0,Adrián López Álvarez,22.0,Right Center Forward,6783.0,Samuel García Sánchez,10.095544,0.98279375,1.0,Ground Pass,"[76.6, 76.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.159
b71881cf-6afc-4b79-8faa-26e4abfd9366,40,1,00:00:37.261,0,37,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['d48f85be-cc1a-46d3-9599-eebdf303f4af'],"[76.6, 76.6]",6783.0,Samuel García Sánchez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.261
