id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_switch,under_pressure,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,off_camera,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,out,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_aerial_won,counterpress,interception_outcome_id,interception_outcome_name,foul_committed_advantage,foul_won_advantage,dribble_outcome_id,dribble_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_aerial_won,pass_technique_id,pass_technique_name,pass_inswinging,pass_cross,pass_goal_assist,clearance_left_foot,duel_outcome_id,duel_outcome_name,foul_committed_penalty,foul_won_defensive,foul_won_penalty,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,shot_deflected,block_deflection,shot_first_time,pass_through_ball,clearance_right_foot,foul_committed_card_id,foul_committed_card_name,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_no_touch,shot_saved_off_target,goalkeeper_shot_saved_off_target,shot_aerial_won,ball_recovery_recovery_failure,pass_miscommunication,goalkeeper_punched_out,timestamp_seconds
9c47d171-9ad4-4491-9c14-1a83d8cf5a01,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,220,Real Madrid,1,Regular Play,220,Real Madrid,433.0,"[{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0a2a4eeb-0688-4be8-9c4a-b0a355c6c5f7,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,220,Real Madrid,1,Regular Play,214,Espanyol,4231.0,"[{'player': {'id': 31904, 'name': 'Giedrius Arlauskis'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 16456, 'name': 'Enzo Pablo Roco Roco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 6701, 'name': 'Joan Jordán Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 23924, 'name': 'Mamadou Sylla Diallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 28}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
77029e01-b98d-4f3c-acac-c204eefa6de2,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['1b72b9a4-fb74-482d-b9e5-34d78d83dc22'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1b72b9a4-fb74-482d-b9e5-34d78d83dc22,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,220,Real Madrid,1,Regular Play,214,Espanyol,,,['77029e01-b98d-4f3c-acac-c204eefa6de2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
da228976-9649-4fb9-b6f4-492188db5e95,5,1,00:00:00.998,0,0,2,0.23701,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['28614009-e704-4dab-848b-7edf23017295'],"[60.0, 40.0]",4926.0,Francisco Román Alarcón Suárez,15.0,Left Center Midfield,19677.0,Karim Benzema,4.2201896,-1.810028,1.0,Ground Pass,"[59.0, 35.9]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998
28614009-e704-4dab-848b-7edf23017295,6,1,00:00:01.235,0,1,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['da228976-9649-4fb9-b6f4-492188db5e95'],"[59.0, 35.9]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.235
1027497f-3989-43b5-8957-b505ef9b9283,7,1,00:00:01.235,0,1,2,0.159999,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['28614009-e704-4dab-848b-7edf23017295', 'a25c1b4c-283a-42bf-957f-37aa4f1534fe']","[59.0, 35.9]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,"[58.8, 36.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.235
a25c1b4c-283a-42bf-957f-37aa4f1534fe,8,1,00:00:01.395,0,1,2,1.038051,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['b9c3c3a7-549b-45a4-8a10-5b11f6746b5d'],"[58.8, 36.9]",19677.0,Karim Benzema,23.0,Center Forward,5463.0,Luka Modrić,12.92749,2.532134,1.0,Ground Pass,"[48.2, 44.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.395
b9c3c3a7-549b-45a4-8a10-5b11f6746b5d,9,1,00:00:02.434,0,2,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['a25c1b4c-283a-42bf-957f-37aa4f1534fe'],"[48.2, 44.3]",5463.0,Luka Modrić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.434
cb36adcd-fa50-4888-b22f-0bc7f83883eb,10,1,00:00:02.434,0,2,2,0.075358,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['51a1a284-cc49-4b3c-8847-4d1b8ca338f2', 'b9c3c3a7-549b-45a4-8a10-5b11f6746b5d']","[48.2, 44.3]",5463.0,Luka Modrić,13.0,Right Center Midfield,,,,,,,,,,,,"[48.2, 44.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.434
51a1a284-cc49-4b3c-8847-4d1b8ca338f2,11,1,00:00:02.509,0,2,2,1.118774,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['f2b431e3-944e-4b5c-acb4-568dd88c047f'],"[48.2, 44.3]",5463.0,Luka Modrić,13.0,Right Center Midfield,5574.0,Toni Kroos,11.8,-1.5707964,1.0,Ground Pass,"[48.2, 32.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.509
f2b431e3-944e-4b5c-acb4-568dd88c047f,12,1,00:00:03.628,0,3,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['51a1a284-cc49-4b3c-8847-4d1b8ca338f2'],"[48.2, 32.5]",5574.0,Toni Kroos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.628
5924ca9e-befe-4efc-bfd3-faa57128526a,13,1,00:00:03.628,0,3,2,1.320115,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['1deb8521-92e8-4fbe-9462-aeea7afe0bb9', 'f2b431e3-944e-4b5c-acb4-568dd88c047f']","[48.2, 32.5]",5574.0,Toni Kroos,10.0,Center Defensive Midfield,,,,,,,,,,,,"[48.2, 32.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.628
1deb8521-92e8-4fbe-9462-aeea7afe0bb9,14,1,00:00:04.948,0,4,2,1.493782,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['33710299-9720-4c52-ab0c-c8a4b830fc09'],"[48.2, 32.5]",5574.0,Toni Kroos,10.0,Center Defensive Midfield,5485.0,Raphaël Varane,22.145203,2.1926205,1.0,Ground Pass,"[35.3, 50.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.948
33710299-9720-4c52-ab0c-c8a4b830fc09,15,1,00:00:06.442,0,6,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['1deb8521-92e8-4fbe-9462-aeea7afe0bb9'],"[35.3, 50.5]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.442
b962a275-3a0f-4bc8-bb40-1d717913fd7b,16,1,00:00:06.442,0,6,2,0.699026,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['33710299-9720-4c52-ab0c-c8a4b830fc09', 'e5ba669c-e15d-4c6f-9c83-ac35a06a9ae8']","[35.3, 50.5]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,"[36.1, 50.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.442
e5ba669c-e15d-4c6f-9c83-ac35a06a9ae8,17,1,00:00:07.141,0,7,2,1.247117,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['e21b2b2f-7337-4746-ab22-6bff88bccf54'],"[36.1, 50.9]",5485.0,Raphaël Varane,3.0,Right Center Back,5721.0,Daniel Carvajal Ramos,21.140009,1.2879483,1.0,Ground Pass,"[42.0, 71.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.141
e21b2b2f-7337-4746-ab22-6bff88bccf54,18,1,00:00:08.388,0,8,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['e5ba669c-e15d-4c6f-9c83-ac35a06a9ae8'],"[42.0, 71.2]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.388
052b85b5-ccc4-41c4-ba6b-ef1993201483,19,1,00:00:08.388,0,8,2,1.155232,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['014a4749-c1bd-4342-8f4c-d87c275b066e', 'e21b2b2f-7337-4746-ab22-6bff88bccf54']","[42.0, 71.2]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,,,,,,,,,,,,"[42.2, 71.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.388
014a4749-c1bd-4342-8f4c-d87c275b066e,20,1,00:00:09.543,0,9,2,1.280781,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['5bb03aeb-de0c-4c81-8bf4-0d0fe4771411'],"[42.2, 71.2]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,5463.0,Luka Modrić,13.124405,-1.9045945,1.0,Ground Pass,"[37.9, 58.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.543
5bb03aeb-de0c-4c81-8bf4-0d0fe4771411,21,1,00:00:10.824,0,10,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['014a4749-c1bd-4342-8f4c-d87c275b066e'],"[37.9, 58.8]",5463.0,Luka Modrić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.824
a0d4ef4c-ccff-4e77-862d-fc8f2ce32951,22,1,00:00:10.824,0,10,2,1.202086,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['5bb03aeb-de0c-4c81-8bf4-0d0fe4771411', 'e96f6a60-bc89-48e5-b5b5-ac1afff5b277']","[37.9, 58.8]",5463.0,Luka Modrić,13.0,Right Center Midfield,,,,,,,,,,,,"[37.9, 58.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.824
e96f6a60-bc89-48e5-b5b5-ac1afff5b277,23,1,00:00:12.026,0,12,2,2.355155,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['db7369da-48ee-4470-84bd-a58c1856ac1c'],"[37.9, 58.6]",5463.0,Luka Modrić,13.0,Right Center Midfield,5201.0,Sergio Ramos García,42.769146,-1.6597627,1.0,Ground Pass,"[34.1, 16.0]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.026
db7369da-48ee-4470-84bd-a58c1856ac1c,24,1,00:00:14.381,0,14,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['e96f6a60-bc89-48e5-b5b5-ac1afff5b277'],"[34.1, 16.0]",5201.0,Sergio Ramos García,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.381
5d0f330d-d56b-4e4c-ad41-c1f235d51d98,25,1,00:00:14.381,0,14,2,0.198775,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['db7369da-48ee-4470-84bd-a58c1856ac1c', 'feeb29d2-85ef-42f6-b378-2a0ad0fe55fd']","[34.1, 16.0]",5201.0,Sergio Ramos García,5.0,Left Center Back,,,,,,,,,,,,"[34.1, 16.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.381
feeb29d2-85ef-42f6-b378-2a0ad0fe55fd,26,1,00:00:14.580,0,14,2,1.355909,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['1a9256bc-08f3-4024-b06a-99316fdd4e2f'],"[34.1, 16.2]",5201.0,Sergio Ramos García,5.0,Left Center Back,5552.0,Marcelo Vieira da Silva Júnior,26.067987,-0.54436684,1.0,Ground Pass,"[56.4, 2.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58
1a9256bc-08f3-4024-b06a-99316fdd4e2f,27,1,00:00:15.936,0,15,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['feeb29d2-85ef-42f6-b378-2a0ad0fe55fd'],"[56.4, 2.7]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.936
943befff-0a05-4e0c-8bb2-ec92269c6d60,28,1,00:00:15.936,0,15,2,0.24272,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['1a9256bc-08f3-4024-b06a-99316fdd4e2f', 'd86d6b4d-3311-4ff8-8999-470db26cfc78']","[56.4, 2.7]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,"[56.4, 2.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.936
d86d6b4d-3311-4ff8-8999-470db26cfc78,29,1,00:00:16.178,0,16,2,1.138199,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['de4abad5-e18a-4fa1-9bc1-f9ffdbee3303'],"[56.4, 2.7]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,5201.0,Sergio Ramos García,18.76193,2.7878125,1.0,Ground Pass,"[38.8, 9.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.178
de4abad5-e18a-4fa1-9bc1-f9ffdbee3303,30,1,00:00:17.317,0,17,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['d86d6b4d-3311-4ff8-8999-470db26cfc78'],"[38.8, 9.2]",5201.0,Sergio Ramos García,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.317
3bbe4602-7065-4c57-8137-04dc732e995c,31,1,00:00:17.317,0,17,2,1.179074,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['d512297d-1daa-40f0-be62-f853c6fbe70f', 'de4abad5-e18a-4fa1-9bc1-f9ffdbee3303']","[38.8, 9.2]",5201.0,Sergio Ramos García,5.0,Left Center Back,,,,,,,,,,,,"[35.3, 9.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.317
d512297d-1daa-40f0-be62-f853c6fbe70f,32,1,00:00:18.496,0,18,2,1.514373,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['8c649fb2-94bf-4c52-a88a-04e4739d463a'],"[35.3, 9.8]",5201.0,Sergio Ramos García,5.0,Left Center Back,5485.0,Raphaël Varane,27.189152,1.4897932,1.0,Ground Pass,"[37.5, 36.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.496
8c649fb2-94bf-4c52-a88a-04e4739d463a,33,1,00:00:20.010,0,20,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['d512297d-1daa-40f0-be62-f853c6fbe70f'],"[37.5, 36.9]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.01
39d5395d-4675-4f3e-81ac-6e394c9f12c1,34,1,00:00:20.010,0,20,2,1.198649,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['75cf54b0-e575-49f9-baac-36bd30bc7fb3', '8c649fb2-94bf-4c52-a88a-04e4739d463a']","[37.5, 36.9]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,"[39.6, 53.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.01
75cf54b0-e575-49f9-baac-36bd30bc7fb3,35,1,00:00:21.209,0,21,2,1.622546,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['025b8054-50ac-495a-ab6b-f7bb13a0198b'],"[39.6, 53.5]",5485.0,Raphaël Varane,3.0,Right Center Back,5721.0,Daniel Carvajal Ramos,26.960897,0.93545526,1.0,Ground Pass,"[55.6, 75.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.209
025b8054-50ac-495a-ab6b-f7bb13a0198b,36,1,00:00:22.831,0,22,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['75cf54b0-e575-49f9-baac-36bd30bc7fb3'],"[55.6, 75.2]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.831
7929747e-dc10-4b8e-96d3-1da42c2f96cf,37,1,00:00:22.831,0,22,2,1.805082,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['025b8054-50ac-495a-ab6b-f7bb13a0198b', 'dd78d22d-4a6e-4a5a-bd7d-0a341f5736ce']","[55.6, 75.2]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,,,,,,,,,,,,"[56.0, 74.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.831
dd78d22d-4a6e-4a5a-bd7d-0a341f5736ce,38,1,00:00:24.636,0,24,2,1.496233,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['bb65a2f9-1144-49ed-b2a8-f1b4d57b1aaf'],"[56.0, 74.6]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,5485.0,Raphaël Varane,17.0,-2.4980915,1.0,Ground Pass,"[42.4, 64.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.636
bb65a2f9-1144-49ed-b2a8-f1b4d57b1aaf,39,1,00:00:26.133,0,26,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['dd78d22d-4a6e-4a5a-bd7d-0a341f5736ce'],"[42.4, 64.4]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.133
c00fb213-f809-4f63-b5c5-c49b0b5fa4a1,40,1,00:00:26.133,0,26,2,0.878747,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['976a8534-3c8a-40df-9f25-f1bacb99b371', 'bb65a2f9-1144-49ed-b2a8-f1b4d57b1aaf']","[42.4, 64.4]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,"[42.0, 64.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.133
976a8534-3c8a-40df-9f25-f1bacb99b371,41,1,00:00:27.011,0,27,2,2.271117,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['7be6ae4f-96ae-456f-891d-9b64030ac024'],"[42.0, 64.0]",5485.0,Raphaël Varane,3.0,Right Center Back,5201.0,Sergio Ramos García,37.9443,-1.7056118,1.0,Ground Pass,"[36.9, 26.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.011
