id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,duel_type_id,duel_type_name,out,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,pass_cross,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,pass_straight,pass_technique_id,pass_technique_name,foul_committed_offensive,foul_won_defensive,pass_aerial_won,clearance_left_foot,counterpress,interception_outcome_id,interception_outcome_name,block_offensive,pass_assisted_shot_id,pass_shot_assist,shot_one_on_one,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_right_foot,duel_outcome_id,duel_outcome_name,pass_goal_assist,shot_aerial_won,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,dribble_overrun,shot_first_time,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_cut_back,pass_miscommunication,pass_through_ball,foul_committed_advantage,foul_won_advantage,clearance_other,foul_committed_card_id,foul_committed_card_name,foul_committed_type_id,foul_committed_type_name,miscontrol_aerial_won,pass_inswinging,pass_no_touch,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,goalkeeper_punched_out,shot_open_goal,pass_outswinging,dribble_nutmeg,timestamp_seconds
df5d976d-e74a-4122-b916-619339325faa,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,322,Eibar,1,Regular Play,322,Eibar,4231.0,"[{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
ac3379b2-ea5a-45f5-9591-1b2d09d9911d,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,322,Eibar,1,Regular Play,213,Sevilla,4231.0,"[{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
746d6037-a142-4d28-aa37-3c1152fe1344,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,322,Eibar,1,Regular Play,322,Eibar,,,['1032f5b7-529c-411e-9376-3dd47d282b5e'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1032f5b7-529c-411e-9376-3dd47d282b5e,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,322,Eibar,1,Regular Play,213,Sevilla,,,['746d6037-a142-4d28-aa37-3c1152fe1344'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
f5182edf-78b2-4f7c-bcdd-7dc37bb697a6,5,1,00:00:00.607,0,0,2,0.404287,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['1020befa-ead0-43c7-aa53-9f0dc41c7bbc'],True,"[60.0, 40.0]",6401.0,Kevin Gameiro,23.0,Center Forward,23816.0,José Antonio Reyes Calderón,2.0518284,-2.3906636,1.0,Ground Pass,"[58.5, 38.6]",38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.607
1020befa-ead0-43c7-aa53-9f0dc41c7bbc,6,1,00:00:01.012,0,1,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['f5182edf-78b2-4f7c-bcdd-7dc37bb697a6'],,"[58.5, 38.6]",23816.0,José Antonio Reyes Calderón,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.012
fe76e76a-272e-4d5a-b260-e7108921a7b8,7,1,00:00:01.922,0,1,2,2.039775,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,['050e11c5-f947-4012-a553-d6edb83c19b1'],,"[55.7, 41.2]",23816.0,José Antonio Reyes Calderón,17.0,Right Wing,3253.0,Adil Rami,23.16247,2.7378347,1.0,Ground Pass,"[34.4, 50.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.922
050e11c5-f947-4012-a553-d6edb83c19b1,8,1,00:00:03.962,0,3,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['fe76e76a-272e-4d5a-b260-e7108921a7b8'],,"[34.4, 50.3]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.962
278459ef-811a-4851-9d8e-38e2f3190c56,9,1,00:00:03.962,0,3,2,1.194619,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['050e11c5-f947-4012-a553-d6edb83c19b1', '2f52624e-9249-4b83-9a25-fa1e2e2c4287', '6264ca68-e6bb-4754-a265-523acd0f7ff6']",,"[34.4, 50.3]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,True,"[32.3, 49.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.962
2f52624e-9249-4b83-9a25-fa1e2e2c4287,10,1,00:00:05.085,0,5,2,0.528123,17,Pressure,213,Sevilla,9,From Kick Off,322,Eibar,,,"['278459ef-811a-4851-9d8e-38e2f3190c56', '6264ca68-e6bb-4754-a265-523acd0f7ff6']",,"[84.9, 31.6]",5687.0,Takashi Inui,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.085
6264ca68-e6bb-4754-a265-523acd0f7ff6,11,1,00:00:05.156,0,5,2,3.399199,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['2f52624e-9249-4b83-9a25-fa1e2e2c4287', '614217b8-e6ac-40d6-ba6a-a5d009795558']",,"[32.3, 49.3]",3253.0,Adil Rami,3.0,Right Center Back,,,64.813965,-0.50574976,3.0,High Pass,"[89.0, 17.9]",40.0,Right Foot,,,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.156
7d32c508-3b41-4b1f-9bd2-2a57a33f6d7e,12,1,00:00:08.555,0,8,2,0.0,4,Duel,213,Sevilla,9,From Kick Off,213,Sevilla,,,['614217b8-e6ac-40d6-ba6a-a5d009795558'],,"[89.0, 17.9]",3497.0,Vicente Iborra De La Fuente,19.0,Center Attacking Midfield,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.555
614217b8-e6ac-40d6-ba6a-a5d009795558,13,1,00:00:08.555,0,8,2,0.0,9,Clearance,213,Sevilla,9,From Kick Off,322,Eibar,,,"['6264ca68-e6bb-4754-a265-523acd0f7ff6', '7d32c508-3b41-4b1f-9bd2-2a57a33f6d7e']",,"[31.1, 62.2]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,,,,,,,,,,,,True,,,,,,True,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.555
eecde3fe-2c23-49b5-a8da-584bc329629b,14,1,00:00:26.169,0,26,3,3.443416,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,['f989d9ab-9849-434d-94e1-df6591174b5d'],,"[105.3, 0.1]",23816.0,José Antonio Reyes Calderón,17.0,Right Wing,,,36.532864,1.2274041,3.0,High Pass,"[117.6, 34.5]",,,67.0,Throw-in,,,9.0,Incomplete,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.169
f989d9ab-9849-434d-94e1-df6591174b5d,15,1,00:00:29.612,0,29,3,0.0,2,Ball Recovery,213,Sevilla,4,From Throw In,322,Eibar,,,['eecde3fe-2c23-49b5-a8da-584bc329629b'],,"[2.5, 45.6]",10763.0,Asier Riesgo Unamuno,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.612
01590fab-0b59-4025-8893-ce23fc97e6b3,16,1,00:00:29.612,0,29,3,11.351552,43,Carry,213,Sevilla,4,From Throw In,322,Eibar,,,"['dd0696e1-d14b-41dd-aa75-0968cf2f198f', 'f989d9ab-9849-434d-94e1-df6591174b5d']",,"[2.5, 45.6]",10763.0,Asier Riesgo Unamuno,1.0,Goalkeeper,,,,,,,,,,,,,"[14.9, 49.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.612
dd0696e1-d14b-41dd-aa75-0968cf2f198f,17,1,00:00:40.964,0,40,3,2.662245,30,Pass,213,Sevilla,4,From Throw In,322,Eibar,,,"['c30bdcea-f97e-45bb-b985-2e4421f243e1', 'e69f2293-245d-4e70-a462-e4635a0db875']",,"[14.9, 49.2]",10763.0,Asier Riesgo Unamuno,1.0,Goalkeeper,6566.0,Borja González Tomás,58.40625,0.2561908,3.0,High Pass,"[71.4, 64.0]",68.0,Drop Kick,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.964
e69f2293-245d-4e70-a462-e4635a0db875,18,1,00:00:43.626,0,43,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,322,Eibar,,,['dd0696e1-d14b-41dd-aa75-0968cf2f198f'],,"[71.4, 64.0]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.626
c30bdcea-f97e-45bb-b985-2e4421f243e1,19,1,00:00:43.626,0,43,3,2.098576,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,"['d6ad99bf-a7ac-4a27-8989-ad03f9a9df66', 'dd0696e1-d14b-41dd-aa75-0968cf2f198f']",,"[48.7, 16.1]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,6401.0,Kevin Gameiro,25.06392,0.83620185,3.0,High Pass,"[65.5, 34.7]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.626
1e56c4ba-7412-404b-82a3-a1465ff1ad92,20,1,00:00:44.855,0,44,3,0.963046,17,Pressure,213,Sevilla,4,From Throw In,322,Eibar,,,"['8965b074-7b94-4d03-9d9a-8c4e564ba994', 'd6ad99bf-a7ac-4a27-8989-ad03f9a9df66']",,"[54.9, 45.1]",6778.0,Iván Ramis Barrios,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.855
d6ad99bf-a7ac-4a27-8989-ad03f9a9df66,21,1,00:00:45.724,0,45,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,"['1e56c4ba-7412-404b-82a3-a1465ff1ad92', 'c30bdcea-f97e-45bb-b985-2e4421f243e1']",,"[65.5, 34.7]",6401.0,Kevin Gameiro,23.0,Center Forward,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.724
8965b074-7b94-4d03-9d9a-8c4e564ba994,22,1,00:00:45.793,0,45,3,1.053966,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,"['1e56c4ba-7412-404b-82a3-a1465ff1ad92', '863b0280-6e79-4ca7-8d81-6287b6b98849']",,"[64.1, 36.3]",6401.0,Kevin Gameiro,23.0,Center Forward,,,9.284934,1.18429,3.0,High Pass,"[67.6, 44.9]",37.0,Head,,,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.793
863b0280-6e79-4ca7-8d81-6287b6b98849,23,1,00:00:46.847,0,46,3,1.664343,30,Pass,213,Sevilla,4,From Throw In,322,Eibar,,,"['8965b074-7b94-4d03-9d9a-8c4e564ba994', 'd83b22b4-fcaf-48dd-8677-e5da1487103f']",,"[52.5, 35.2]",6776.0,David Juncà Reñé,6.0,Left Back,,,13.431679,0.6852057,3.0,High Pass,"[62.9, 43.7]",38.0,Left Foot,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.847
d83b22b4-fcaf-48dd-8677-e5da1487103f,24,1,00:00:48.511,0,48,3,0.0,2,Ball Recovery,213,Sevilla,4,From Throw In,213,Sevilla,,,['863b0280-6e79-4ca7-8d81-6287b6b98849'],,"[57.2, 36.4]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.511
3063efbd-0f7a-4038-85aa-f5e9b5032814,25,1,00:00:48.511,0,48,3,1.060239,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['38d6d847-ad8d-4cc7-812d-74632858aaf3', 'd83b22b4-fcaf-48dd-8677-e5da1487103f']",,"[57.2, 36.4]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,,,,,,,,,,,,,"[55.9, 36.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.511
38d6d847-ad8d-4cc7-812d-74632858aaf3,26,1,00:00:49.572,0,49,3,3.700008,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,['68f0af36-bb04-44fb-bb13-1c5841713f8c'],,"[55.9, 36.3]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,3253.0,Adil Rami,38.838768,2.325239,2.0,Low Pass,"[29.3, 64.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.572
68f0af36-bb04-44fb-bb13-1c5841713f8c,27,1,00:00:53.272,0,53,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['38d6d847-ad8d-4cc7-812d-74632858aaf3'],,"[29.3, 64.6]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.272
648c73d0-8063-46f2-b2c5-08afa813085f,28,1,00:00:53.272,0,53,3,2.59712,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['54e3ac33-6e22-4903-9503-624eb41ab256', '68f0af36-bb04-44fb-bb13-1c5841713f8c', 'a4b1e1b6-d0d5-49b4-9f4a-6240c2d317ce']",,"[29.3, 64.6]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,True,"[21.9, 60.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.272
a4b1e1b6-d0d5-49b4-9f4a-6240c2d317ce,29,1,00:00:54.947,0,54,3,1.150897,17,Pressure,213,Sevilla,4,From Throw In,322,Eibar,,,"['54e3ac33-6e22-4903-9503-624eb41ab256', '648c73d0-8063-46f2-b2c5-08afa813085f']",,"[99.5, 24.7]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.947
3d8b4cc8-60c2-4d2d-99d1-9a90685cce40,30,1,00:00:55.267,0,55,3,0.711236,17,Pressure,213,Sevilla,4,From Throw In,322,Eibar,,,['54e3ac33-6e22-4903-9503-624eb41ab256'],,"[103.0, 26.2]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.267
54e3ac33-6e22-4903-9503-624eb41ab256,31,1,00:00:55.869,0,55,3,2.961998,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,"['3d61b191-206d-4214-beed-29b7890e51ea', '3d8b4cc8-60c2-4d2d-99d1-9a90685cce40', 'a4b1e1b6-d0d5-49b4-9f4a-6240c2d317ce']",,"[21.9, 60.6]",3253.0,Adil Rami,3.0,Right Center Back,,,58.45143,-0.45905697,3.0,High Pass,"[74.3, 34.7]",40.0,Right Foot,,,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.869
3d61b191-206d-4214-beed-29b7890e51ea,32,1,00:00:58.831,0,58,3,0.0,9,Clearance,213,Sevilla,4,From Throw In,322,Eibar,,,['54e3ac33-6e22-4903-9503-624eb41ab256'],,"[45.8, 45.4]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,,,,,,,,,,,,True,,,,,,,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.831
1df8e92e-fd30-4c18-a784-6380feeb5b5e,33,1,00:01:01.013,1,1,3,1.646336,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,['df363c72-bef2-40af-b4cc-693eb30d24b6'],,"[57.6, 33.2]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,27483.0,Benoît Trémoulinas,24.901808,-1.5828439,2.0,Low Pass,"[57.3, 8.3]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.013
df363c72-bef2-40af-b4cc-693eb30d24b6,34,1,00:01:02.660,1,2,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['1df8e92e-fd30-4c18-a784-6380feeb5b5e'],,"[57.3, 8.3]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.66
6468deaf-2471-4ba5-b0f8-1eb1b63c26c3,35,1,00:01:02.660,1,2,3,1.619101,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['df363c72-bef2-40af-b4cc-693eb30d24b6', 'e44dd1ae-1307-463a-9979-a68230d63189']",,"[57.3, 8.3]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,"[56.8, 8.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.66
e44dd1ae-1307-463a-9979-a68230d63189,36,1,00:01:04.279,1,4,3,1.348169,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,['1cd49182-9880-48ee-883e-cb04c2842fe7'],,"[56.8, 8.3]",27483.0,Benoît Trémoulinas,6.0,Left Back,3637.0,Grzegorz Krychowiak,12.088011,1.8559141,1.0,Ground Pass,"[53.4, 19.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.279
1cd49182-9880-48ee-883e-cb04c2842fe7,37,1,00:01:05.627,1,5,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['e44dd1ae-1307-463a-9979-a68230d63189'],,"[53.4, 19.9]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.627
05d3db39-bbe9-4326-bf7d-7d8990f70709,38,1,00:01:05.627,1,5,3,3.196867,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['1cd49182-9880-48ee-883e-cb04c2842fe7', '426a73f6-90f6-48d1-8e3d-c5ef407f8ebe', '59110e43-10bd-4952-a0f5-f79402071a0b']",,"[53.4, 19.9]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,,,,,,,,,,,,True,"[57.1, 30.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.627
426a73f6-90f6-48d1-8e3d-c5ef407f8ebe,39,1,00:01:08.323,1,8,3,0.736585,17,Pressure,213,Sevilla,4,From Throw In,322,Eibar,,,"['05d3db39-bbe9-4326-bf7d-7d8990f70709', '59110e43-10bd-4952-a0f5-f79402071a0b']",,"[60.9, 48.5]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.32300000000001
59110e43-10bd-4952-a0f5-f79402071a0b,40,1,00:01:08.824,1,8,3,1.34872,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,"['426a73f6-90f6-48d1-8e3d-c5ef407f8ebe', 'de60c0ed-fb3c-4646-97c8-86e96ba7a628']",,"[57.1, 30.9]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,6841.0,Víctor Machín Pérez,33.981907,0.9378893,1.0,Ground Pass,"[77.2, 58.3]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.824
