id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,pass_switch,out,under_pressure,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,duel_type_id,duel_type_name,clearance_head,clearance_aerial_won,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,clearance_right_foot,ball_recovery_recovery_failure,foul_won_defensive,pass_cross,foul_committed_card_id,foul_committed_card_name,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,dribble_nutmeg,pass_cut_back,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_advantage,foul_won_advantage,pass_technique_id,pass_technique_name,pass_inswinging,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_first_time,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_outswinging,pass_no_touch,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_type_id,foul_committed_type_name,shot_one_on_one,goalkeeper_lost_in_play,dribble_overrun,ball_recovery_offensive,pass_goal_assist,timestamp_seconds
c2e45f91-1401-411c-93ab-f2d1449dff19,1030,1,00:26:36.923,26,36,50,1.953088,43,Carry,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['450bbbbd-50fa-46f4-9247-d2466d889c84', 'c0d930e3-d183-4146-9c56-da3cfec72320']",,"[21.9, 14.1]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,"[23.8, 0.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596.923
450bbbbd-50fa-46f4-9247-d2466d889c84,1031,1,00:26:38.876,26,38,50,2.845409,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['43b61dae-6081-4f4d-b675-bc79afd09184', '7757f3bc-4363-4d94-ab20-bf8e59b8189e']",,"[23.8, 0.9]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,10755.0,Jonathan Viera Ramos,50.94281,0.11607663,3.0,High Pass,"[74.4, 6.8]",,,38.0,Left Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.876
43b61dae-6081-4f4d-b675-bc79afd09184,1032,1,00:26:41.721,26,41,50,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['450bbbbd-50fa-46f4-9247-d2466d889c84'],,"[75.2, 6.8]",10755.0,Jonathan Viera Ramos,16.0,Left Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.721
13d8068f-6025-4463-ba27-d2c79650e171,1033,1,00:26:41.721,26,41,50,0.0,4,Duel,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['7757f3bc-4363-4d94-ab20-bf8e59b8189e'],,"[74.4, 6.8]",10755.0,Jonathan Viera Ramos,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.721
7757f3bc-4363-4d94-ab20-bf8e59b8189e,1034,1,00:26:41.721,26,41,50,0.0,9,Clearance,208,Las Palmas,4,From Throw In,219,RC Deportivo La Coruña,,,"['13d8068f-6025-4463-ba27-d2c79650e171', '450bbbbd-50fa-46f4-9247-d2466d889c84']",,"[45.7, 73.3]",6738.0,Juan Francisco Moreno Fuertes,2.0,Right Back,,,,,,,,,,,,,,,,,,,True,True,37.0,Head,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.721
e1654ca3-92c2-43c6-af6c-6b227c8aecab,1035,1,00:26:46.991,26,46,51,0.191977,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['1d7fabb4-157c-4880-8546-0f66ac93f6f3'],True,"[53.4, 0.1]",6932.0,Dani Castellano Betancor,6.0,Left Back,6929.0,José Vicente Gómez Umpiérrez,8.30542,1.5346675,2.0,Low Pass,"[53.7, 8.4]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606.991
1d7fabb4-157c-4880-8546-0f66ac93f6f3,1036,1,00:26:47.183,26,47,51,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['e1654ca3-92c2-43c6-af6c-6b227c8aecab'],,"[53.7, 8.4]",6929.0,José Vicente Gómez Umpiérrez,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.183
814996f8-32e1-424b-bcfb-1d61c2730369,1037,1,00:26:47.834,26,47,51,0.717984,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['f62109eb-cbe4-482d-855b-f0d341b87a2a'],True,"[53.7, 11.7]",6929.0,José Vicente Gómez Umpiérrez,15.0,Left Center Midfield,6932.0,Dani Castellano Betancor,10.667708,-1.6835239,1.0,Ground Pass,"[52.5, 1.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.834
f62109eb-cbe4-482d-855b-f0d341b87a2a,1038,1,00:26:48.552,26,48,51,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['814996f8-32e1-424b-bcfb-1d61c2730369'],,"[52.5, 1.1]",6932.0,Dani Castellano Betancor,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608.552
baa4d71e-faca-4b7f-ad53-74df24e0b85d,1039,1,00:26:50.274,26,50,51,1.593133,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['52f8e787-a5f4-4ba5-9322-a20ae9150836'],,"[55.0, 8.0]",6932.0,Dani Castellano Betancor,6.0,Left Back,3610.0,Roque Mesa Quevedo,12.940248,1.8607727,1.0,Ground Pass,"[51.3, 20.4]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.274
271af0ff-b85c-40cc-a0c4-28210db6a3b8,1040,1,00:26:51.801,26,51,51,1.661555,17,Pressure,208,Las Palmas,4,From Throw In,219,RC Deportivo La Coruña,,,"['115aa388-ca8e-4b8e-8ca5-adf2a1479bd6', '52f8e787-a5f4-4ba5-9322-a20ae9150836', 'f0172db0-8077-4fc4-99a6-645e4c7d3725']",,"[72.4, 58.3]",6733.0,Pedro Mosquera Parada,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.801
52f8e787-a5f4-4ba5-9322-a20ae9150836,1041,1,00:26:51.868,26,51,51,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['271af0ff-b85c-40cc-a0c4-28210db6a3b8', 'baa4d71e-faca-4b7f-ad53-74df24e0b85d']",,"[51.3, 20.4]",3610.0,Roque Mesa Quevedo,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.868
115aa388-ca8e-4b8e-8ca5-adf2a1479bd6,1042,1,00:26:51.868,26,51,51,1.55271,43,Carry,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['271af0ff-b85c-40cc-a0c4-28210db6a3b8', '52f8e787-a5f4-4ba5-9322-a20ae9150836', 'f0172db0-8077-4fc4-99a6-645e4c7d3725']",,"[51.3, 20.4]",3610.0,Roque Mesa Quevedo,13.0,Right Center Midfield,,,,,,,,,,,,"[45.0, 22.8]",,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.868
f0172db0-8077-4fc4-99a6-645e4c7d3725,1043,1,00:26:53.420,26,53,51,1.245109,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['271af0ff-b85c-40cc-a0c4-28210db6a3b8', '5dbd4b06-c7a8-43d5-8feb-73276793fd84']",,"[45.0, 22.8]",3610.0,Roque Mesa Quevedo,13.0,Right Center Midfield,8440.0,Aythami Artiles Oliva,22.717834,1.6104232,1.0,Ground Pass,"[44.1, 45.5]",,,40.0,Right Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.42
5dbd4b06-c7a8-43d5-8feb-73276793fd84,1044,1,00:26:54.665,26,54,51,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['f0172db0-8077-4fc4-99a6-645e4c7d3725'],,"[44.1, 45.5]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.665
1cb8369d-2a88-48df-93ce-05f3b548c0f4,1045,1,00:26:54.665,26,54,51,1.719996,43,Carry,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['5dbd4b06-c7a8-43d5-8feb-73276793fd84', 'd91e95a1-d3f0-484e-b960-1c0d19367af3']",,"[44.1, 45.5]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,,,,,,,,,,,,"[43.9, 57.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.665
d91e95a1-d3f0-484e-b960-1c0d19367af3,1046,1,00:26:56.385,26,56,51,2.118708,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['072fddae-246d-4183-97c4-e6c2e4548c1d'],,"[43.9, 57.1]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,7906.0,David Simón Rodríguez Santana,17.047287,1.0756631,1.0,Ground Pass,"[52.0, 72.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.385
072fddae-246d-4183-97c4-e6c2e4548c1d,1047,1,00:26:58.504,26,58,51,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['d91e95a1-d3f0-484e-b960-1c0d19367af3'],,"[52.0, 72.1]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.504
c08bc339-29b0-47e5-9e8c-84715c97f2f8,1048,1,00:26:58.504,26,58,51,2.821287,43,Carry,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['072fddae-246d-4183-97c4-e6c2e4548c1d', 'be96f6a9-f3c7-4fb8-8aa2-7656876712e7']",,"[52.0, 72.1]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,,,,,,,,,,,,"[52.0, 72.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.504
be96f6a9-f3c7-4fb8-8aa2-7656876712e7,1049,1,00:27:01.325,27,1,51,0.851909,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['2c36c6fb-d6e0-4b9e-8140-eb72255a2b63'],,"[52.0, 72.1]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,3610.0,Roque Mesa Quevedo,18.792019,-1.7473181,1.0,Ground Pass,"[48.7, 53.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.325
2c36c6fb-d6e0-4b9e-8140-eb72255a2b63,1050,1,00:27:02.177,27,2,51,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['be96f6a9-f3c7-4fb8-8aa2-7656876712e7'],,"[48.7, 53.6]",3610.0,Roque Mesa Quevedo,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622.177
b683a5f3-4d33-4717-b423-dbef1afdefae,1051,1,00:27:02.177,27,2,51,2.211199,43,Carry,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['211db854-0864-4898-b518-54b2e9dd190f', '2c36c6fb-d6e0-4b9e-8140-eb72255a2b63', 'b46ceb74-c82a-42dd-a42d-3e73f8c82e9c']",,"[48.7, 53.6]",3610.0,Roque Mesa Quevedo,13.0,Right Center Midfield,,,,,,,,,,,,"[40.3, 45.5]",,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622.177
b46ceb74-c82a-42dd-a42d-3e73f8c82e9c,1052,1,00:27:03.020,27,3,51,1.190307,17,Pressure,208,Las Palmas,4,From Throw In,219,RC Deportivo La Coruña,,,['b683a5f3-4d33-4717-b423-dbef1afdefae'],,"[68.4, 24.1]",6733.0,Pedro Mosquera Parada,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.02
211db854-0864-4898-b518-54b2e9dd190f,1053,1,00:27:04.388,27,4,51,2.335625,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['1697f585-d94e-4cc4-8bd6-b4b1841ce38d'],,"[40.3, 45.5]",3610.0,Roque Mesa Quevedo,13.0,Right Center Midfield,26753.0,Javier Varas Herrera,31.29345,-2.8764617,1.0,Ground Pass,"[10.1, 37.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624.388
1697f585-d94e-4cc4-8bd6-b4b1841ce38d,1054,1,00:27:06.724,27,6,51,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['211db854-0864-4898-b518-54b2e9dd190f'],,"[10.1, 37.3]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.724
9e45d78f-aec6-41c7-9344-4ac2599f6ab5,1055,1,00:27:06.724,27,6,51,1.770998,43,Carry,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['1697f585-d94e-4cc4-8bd6-b4b1841ce38d', '49d59ede-4cc8-4dfa-8117-439a344e68ae']",,"[10.1, 37.3]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,"[19.2, 38.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.724
49d59ede-4cc8-4dfa-8117-439a344e68ae,1056,1,00:27:08.495,27,8,51,2.268723,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['11b29031-5bc8-485c-8007-2af11394acc6'],,"[19.2, 38.6]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,6932.0,Dani Castellano Betancor,43.759457,-1.075462,3.0,High Pass,"[40.0, 0.1]",,,40.0,Right Foot,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.495
11b29031-5bc8-485c-8007-2af11394acc6,1057,1,00:27:10.764,27,10,51,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['49d59ede-4cc8-4dfa-8117-439a344e68ae'],,"[42.0, 1.1]",6932.0,Dani Castellano Betancor,6.0,Left Back,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.764
0725297f-ca60-411a-a8e1-e67e792b2498,1058,1,00:27:29.830,27,29,52,1.793193,30,Pass,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,"['b0514093-a853-47c9-a21c-711f239fd5af', 'cd413ddf-f934-442b-bc5e-2a154f4cb6ec']",,"[81.4, 80.0]",6738.0,Juan Francisco Moreno Fuertes,2.0,Right Back,6732.0,Lucas Pérez Martínez,25.339693,-0.8300612,3.0,High Pass,"[98.5, 61.3]",67.0,Throw-in,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.83
b0514093-a853-47c9-a21c-711f239fd5af,1059,1,00:27:31.624,27,31,52,,42,Ball Receipt*,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['0725297f-ca60-411a-a8e1-e67e792b2498'],,"[99.3, 58.9]",6732.0,Lucas Pérez Martínez,24.0,Left Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.624
cd413ddf-f934-442b-bc5e-2a154f4cb6ec,1060,1,00:27:31.624,27,31,52,0.0,10,Interception,219,RC Deportivo La Coruña,4,From Throw In,208,Las Palmas,,,['0725297f-ca60-411a-a8e1-e67e792b2498'],,"[21.6, 18.8]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.624
feb1113f-7f37-4147-a0ab-1083c212cef8,1061,1,00:27:33.076,27,33,52,1.165268,30,Pass,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['13593f66-2afa-4775-acf7-7168e58bd3df'],,"[89.8, 65.7]",25921.0,Rubén Gracia Calmache,12.0,Right Midfield,26288.0,Jonathan Javier Rodríguez Portillo,15.606409,-0.5382217,2.0,Low Pass,"[103.2, 57.7]",66.0,Recovery,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.076
13593f66-2afa-4775-acf7-7168e58bd3df,1062,1,00:27:34.242,27,34,52,,42,Ball Receipt*,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['feb1113f-7f37-4147-a0ab-1083c212cef8'],,"[103.2, 57.7]",26288.0,Jonathan Javier Rodríguez Portillo,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654.242
b31a7ba1-4ab5-4e09-85fb-2f9faf70b4eb,1063,1,00:27:34.242,27,34,52,0.239999,43,Carry,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,"['13593f66-2afa-4775-acf7-7168e58bd3df', '4869d63e-491a-4a7f-a581-ca0fdeea5ff9']",,"[103.2, 57.7]",26288.0,Jonathan Javier Rodríguez Portillo,22.0,Right Center Forward,,,,,,,,,,,,"[102.9, 54.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654.242
4869d63e-491a-4a7f-a581-ca0fdeea5ff9,1064,1,00:27:34.482,27,34,52,0.0,38,Miscontrol,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,,,"[102.9, 54.0]",26288.0,Jonathan Javier Rodríguez Portillo,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654.482
ce461014-159f-40b2-b1bc-9a1ac236e5e3,1065,1,00:27:35.032,27,35,52,0.0,9,Clearance,219,RC Deportivo La Coruña,4,From Throw In,208,Las Palmas,,,,,"[17.2, 27.8]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,True,38.0,Left Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.032
d51066db-61f6-4cbc-a248-5faa44f6c50a,1066,1,00:27:38.260,27,38,53,0.0,2,Ball Recovery,208,Las Palmas,1,Regular Play,208,Las Palmas,,,,,"[54.0, 17.9]",8167.0,Sergio Ezequiel Araújo,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.26
c8726d3e-04ff-46a9-89c1-66eba5f81398,1067,1,00:27:38.260,27,38,53,1.249786,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['7b41b091-c6f4-457d-89f8-5c1e56f9c22d', '9d8a5354-1225-48b0-b784-098e57ccb4d6', 'd51066db-61f6-4cbc-a248-5faa44f6c50a']",,"[54.0, 17.9]",8167.0,Sergio Ezequiel Araújo,23.0,Center Forward,,,,,,,,,,,,"[53.1, 17.7]",,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.26
9d8a5354-1225-48b0-b784-098e57ccb4d6,1068,1,00:27:38.786,27,38,53,1.216003,17,Pressure,208,Las Palmas,1,Regular Play,219,RC Deportivo La Coruña,,,"['7b41b091-c6f4-457d-89f8-5c1e56f9c22d', 'c8726d3e-04ff-46a9-89c1-66eba5f81398', 'ca827ffb-22cb-4aab-bd7c-8aeacc79c74a']",,"[63.1, 62.4]",6869.0,Alejandro Arribas Garrido,3.0,Right Center Back,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.786
2f87f0fd-8aa9-403e-87ef-0f8ddd4de651,1069,1,00:27:39.510,27,39,53,0.0,22,Foul Committed,208,Las Palmas,1,Regular Play,219,RC Deportivo La Coruña,,,"['7b41b091-c6f4-457d-89f8-5c1e56f9c22d', 'ca827ffb-22cb-4aab-bd7c-8aeacc79c74a']",,"[67.0, 62.4]",6869.0,Alejandro Arribas Garrido,3.0,Right Center Back,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.51
7b41b091-c6f4-457d-89f8-5c1e56f9c22d,1070,1,00:27:39.510,27,39,53,0.0,21,Foul Won,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['2f87f0fd-8aa9-403e-87ef-0f8ddd4de651', '9d8a5354-1225-48b0-b784-098e57ccb4d6']",,"[53.1, 17.7]",8167.0,Sergio Ezequiel Araújo,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.51
ca827ffb-22cb-4aab-bd7c-8aeacc79c74a,1071,1,00:27:39.510,27,39,53,3.651252,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['016803b9-dc69-451d-beb6-6aa1ea4a7a31', '2f87f0fd-8aa9-403e-87ef-0f8ddd4de651', '7b41b091-c6f4-457d-89f8-5c1e56f9c22d', '9d8a5354-1225-48b0-b784-098e57ccb4d6']",,"[53.1, 17.7]",8167.0,Sergio Ezequiel Araújo,23.0,Center Forward,,,,,,,,,,,,"[49.8, 27.8]",,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.51
016803b9-dc69-451d-beb6-6aa1ea4a7a31,1072,1,00:27:43.161,27,43,53,2.210196,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['77c61998-7d6f-4233-98fa-050f2248d5ae'],,"[49.8, 27.8]",8167.0,Sergio Ezequiel Araújo,23.0,Center Forward,7906.0,David Simón Rodríguez Santana,40.62142,1.696678,1.0,Ground Pass,"[44.7, 68.1]",,,40.0,Right Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663.161
77c61998-7d6f-4233-98fa-050f2248d5ae,1073,1,00:27:45.371,27,45,53,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['016803b9-dc69-451d-beb6-6aa1ea4a7a31'],,"[44.7, 68.1]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665.371
d2bf8729-2cac-472e-9c6c-b5c72ade2f7a,1074,1,00:27:45.371,27,45,53,1.447373,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['248f8dd9-cace-4ab3-84c6-00c5b07433cc', '77c61998-7d6f-4233-98fa-050f2248d5ae']",,"[44.7, 68.1]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,,,,,,,,,,,,"[44.7, 68.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665.371
