id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,pass_switch,out,under_pressure,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,duel_type_id,duel_type_name,clearance_head,clearance_aerial_won,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,clearance_right_foot,ball_recovery_recovery_failure,foul_won_defensive,pass_cross,foul_committed_card_id,foul_committed_card_name,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,dribble_nutmeg,pass_cut_back,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_advantage,foul_won_advantage,pass_technique_id,pass_technique_name,pass_inswinging,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_first_time,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_outswinging,pass_no_touch,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_type_id,foul_committed_type_name,shot_one_on_one,goalkeeper_lost_in_play,dribble_overrun,ball_recovery_offensive,pass_goal_assist,timestamp_seconds
d8f24057-c326-4568-b81d-e2020ee8b1fc,11,1,00:00:04.777,0,4,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['0cc8a2ba-0fa6-427e-a7f9-4abe3945a0d5'],,"[54.7, 14.6]",6913.0,Fernando Navarro i Corbacho,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.777
a485bb6b-6e7a-4c28-969a-098909a81bee,12,1,00:00:04.777,0,4,2,1.953337,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['a1fcb8ab-2fec-4d7c-bb6b-c2209948c316', 'd8f24057-c326-4568-b81d-e2020ee8b1fc']",,"[54.7, 14.6]",6913.0,Fernando Navarro i Corbacho,6.0,Left Back,,,,,,,,,,,,"[56.4, 9.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.777
a1fcb8ab-2fec-4d7c-bb6b-c2209948c316,13,1,00:00:06.730,0,6,2,2.935152,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['a9468616-c886-4786-8fee-699d20517e95'],,"[56.4, 9.5]",6913.0,Fernando Navarro i Corbacho,6.0,Left Back,6777.0,Sidnei Rechel da Silva Júnior,32.824684,2.3260312,1.0,Ground Pass,"[33.9, 33.4]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73
a9468616-c886-4786-8fee-699d20517e95,14,1,00:00:09.665,0,9,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['a1fcb8ab-2fec-4d7c-bb6b-c2209948c316'],,"[33.9, 33.4]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.665
25a0c596-3706-4d45-96ea-12d797fac465,15,1,00:00:09.665,0,9,2,2.58476,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['a9468616-c886-4786-8fee-699d20517e95', 'bd393340-8bf7-498d-8884-c79a9691b28f']",,"[33.9, 33.4]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,"[33.6, 38.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.665
bd393340-8bf7-498d-8884-c79a9691b28f,16,1,00:00:12.250,0,12,2,6.278794,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['a86ff4fa-3640-4e76-96af-142c15a67bdb'],,"[33.6, 38.7]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,26288.0,Jonathan Javier Rodríguez Portillo,89.56517,0.26664373,3.0,High Pass,"[120.0, 62.3]",,,40.0,Right Foot,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.25
a86ff4fa-3640-4e76-96af-142c15a67bdb,17,1,00:00:18.529,0,18,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['bd393340-8bf7-498d-8884-c79a9691b28f'],,"[93.4, 59.8]",26288.0,Jonathan Javier Rodríguez Portillo,22.0,Right Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.529
3cbf948b-81a6-41cc-ad3a-6be798499050,18,1,00:00:41.313,0,41,3,3.001125,30,Pass,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,"['b38e44d8-7a30-4b4d-9df7-344e2a7b11aa', 'f258bd3d-12e0-4c2b-9ec1-a41f67e78b07']",,"[6.0, 36.0]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,6929.0,José Vicente Gómez Umpiérrez,54.795986,-0.19095327,3.0,High Pass,"[59.8, 25.6]",63.0,Goal Kick,40.0,Right Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.313
b38e44d8-7a30-4b4d-9df7-344e2a7b11aa,19,1,00:00:44.314,0,44,3,,42,Ball Receipt*,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['3cbf948b-81a6-41cc-ad3a-6be798499050'],,"[58.6, 25.1]",6929.0,José Vicente Gómez Umpiérrez,15.0,Left Center Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.314
f258bd3d-12e0-4c2b-9ec1-a41f67e78b07,20,1,00:00:44.314,0,44,3,0.0,2,Ball Recovery,208,Las Palmas,7,From Goal Kick,219,RC Deportivo La Coruña,,,['3cbf948b-81a6-41cc-ad3a-6be798499050'],,"[60.3, 54.5]",23806.0,Alejandro Bergantiños García,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.314
d621c5e8-321d-4dae-8caf-5ea3a2a37cf7,21,1,00:00:46.105,0,46,3,1.326277,30,Pass,208,Las Palmas,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['48aaef66-a4b4-4b16-bc5f-f7542b79e2f3', '8cfa06c4-918d-485d-a855-5d8ab4ad610f']",,"[57.5, 53.9]",23806.0,Alejandro Bergantiños García,9.0,Right Defensive Midfield,6733.0,Pedro Mosquera Parada,11.328283,-0.07067853,3.0,High Pass,"[68.8, 53.1]",,,37.0,Head,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.105
48aaef66-a4b4-4b16-bc5f-f7542b79e2f3,22,1,00:00:47.432,0,47,3,,42,Ball Receipt*,208,Las Palmas,7,From Goal Kick,219,RC Deportivo La Coruña,,,['d621c5e8-321d-4dae-8caf-5ea3a2a37cf7'],,"[65.1, 53.1]",6733.0,Pedro Mosquera Parada,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.432
8cfa06c4-918d-485d-a855-5d8ab4ad610f,23,1,00:00:47.432,0,47,3,0.0,2,Ball Recovery,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['d621c5e8-321d-4dae-8caf-5ea3a2a37cf7'],,"[51.3, 27.0]",3610.0,Roque Mesa Quevedo,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.432
df92d3aa-912a-4f72-87c4-e259ff3985cc,24,1,00:00:47.432,0,47,3,0.715484,43,Carry,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,"['09340ea0-4618-4c3e-9efe-5a6b754a2dd2', '8cfa06c4-918d-485d-a855-5d8ab4ad610f']",,"[51.3, 27.0]",3610.0,Roque Mesa Quevedo,13.0,Right Center Midfield,,,,,,,,,,,,"[48.3, 27.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.432
09340ea0-4618-4c3e-9efe-5a6b754a2dd2,25,1,00:00:48.147,0,48,3,0.0,38,Miscontrol,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,,,"[48.3, 27.3]",3610.0,Roque Mesa Quevedo,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.147
511b5ee2-b84d-416d-b95d-2fc070ec3dc2,26,1,00:00:49.664,0,49,3,0.0,2,Ball Recovery,208,Las Palmas,7,From Goal Kick,219,RC Deportivo La Coruña,,,,,"[84.8, 52.3]",6732.0,Lucas Pérez Martínez,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.664
fb441846-9710-4f7d-ab67-7ab1f7681cf5,27,1,00:00:49.664,0,49,3,0.854716,43,Carry,208,Las Palmas,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['511b5ee2-b84d-416d-b95d-2fc070ec3dc2', 'a50b0dca-a1ec-4630-843f-bd419896867a']",,"[84.8, 52.3]",6732.0,Lucas Pérez Martínez,24.0,Left Center Forward,,,,,,,,,,,,"[87.6, 52.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.664
a50b0dca-a1ec-4630-843f-bd419896867a,28,1,00:00:50.519,0,50,3,0.121252,30,Pass,208,Las Palmas,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['36c1e97b-2764-44b5-be00-15f67b06b60a', '8f8803a8-fca6-4c7f-87e0-4b2dc5244efd']",,"[87.6, 52.3]",6732.0,Lucas Pérez Martínez,24.0,Left Center Forward,26288.0,Jonathan Javier Rodríguez Portillo,2.8178005,0.47951928,1.0,Ground Pass,"[90.1, 53.6]",,,38.0,Left Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.519
36c1e97b-2764-44b5-be00-15f67b06b60a,29,1,00:00:50.640,0,50,3,,42,Ball Receipt*,208,Las Palmas,7,From Goal Kick,219,RC Deportivo La Coruña,,,['a50b0dca-a1ec-4630-843f-bd419896867a'],,"[93.4, 60.1]",26288.0,Jonathan Javier Rodríguez Portillo,22.0,Right Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.64
8f8803a8-fca6-4c7f-87e0-4b2dc5244efd,30,1,00:00:50.640,0,50,3,0.0,6,Block,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['a50b0dca-a1ec-4630-843f-bd419896867a'],,"[30.0, 26.5]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.64
8e2fa7e5-44ae-4f0e-8d64-9079a4ea2fb6,31,1,00:00:54.725,0,54,3,0.0,2,Ball Recovery,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,,,"[3.6, 58.5]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.725
1c45cbdf-0dce-4730-9d44-4ae40f875b0a,32,1,00:00:54.725,0,54,3,4.762777,43,Carry,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,"['49b95b1c-9daf-48db-abfc-4cfa0b376d43', '8e2fa7e5-44ae-4f0e-8d64-9079a4ea2fb6']",,"[3.6, 58.5]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,"[13.4, 53.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.725
49b95b1c-9daf-48db-abfc-4cfa0b376d43,33,1,00:00:59.488,0,59,3,0.979348,30,Pass,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['d3c53673-9615-4931-955a-c6450f582b0f'],,"[13.4, 53.1]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,8440.0,Aythami Artiles Oliva,5.408327,1.6262949,1.0,Ground Pass,"[13.1, 58.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.488
d3c53673-9615-4931-955a-c6450f582b0f,34,1,00:01:00.467,1,0,3,,42,Ball Receipt*,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['49b95b1c-9daf-48db-abfc-4cfa0b376d43'],,"[13.1, 58.5]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.467
fb1dab6b-aa56-4a27-afe2-e59e7c99a150,35,1,00:01:00.467,1,0,3,1.414877,43,Carry,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,"['37f25534-180d-41c4-968b-99f8ad2295c8', 'd3c53673-9615-4931-955a-c6450f582b0f']",,"[13.1, 58.5]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,,,,,,,,,,,,"[15.1, 64.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.467
37f25534-180d-41c4-968b-99f8ad2295c8,36,1,00:01:01.882,1,1,3,1.122295,30,Pass,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['6dcaeb86-222e-4a86-8b1b-5953fc223639'],,"[15.1, 64.9]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,26753.0,Javier Varas Herrera,19.61734,-1.9797041,1.0,Ground Pass,"[7.3, 46.9]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.882
6dcaeb86-222e-4a86-8b1b-5953fc223639,37,1,00:01:03.004,1,3,3,,42,Ball Receipt*,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['37f25534-180d-41c4-968b-99f8ad2295c8'],,"[7.3, 46.9]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.004
