id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,duel_type_id,duel_type_name,pass_aerial_won,pass_switch,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,out,dribble_outcome_id,dribble_outcome_name,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_cross,duel_outcome_id,duel_outcome_name,clearance_right_foot,pass_cut_back,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_outcome_id,goalkeeper_outcome_name,shot_deflected,block_deflection,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,miscontrol_aerial_won,clearance_other,pass_outswinging,pass_technique_id,pass_technique_name,pass_deflected,ball_recovery_recovery_failure,dribble_overrun,ball_recovery_offensive,clearance_left_foot,goalkeeper_punched_out,pass_inswinging,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_miscommunication,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,timestamp_seconds
67e10e0d-2727-4e28-acda-a79ff481f456,3635,2,00:41:34.880,86,34,167,0.694748,17,Pressure,212,Atlético Madrid,1,Regular Play,208,Las Palmas,,,"['8c65afcc-913d-4fee-ab83-53cc5bb6adee', 'bc634759-1a71-453e-b000-03519661bca9']",,"[70.0, 68.8]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2494.88
eed5880f-b8f7-420c-8ba1-c211cc1a33b7,3636,2,00:41:35.099,86,35,167,0.0,22,Foul Committed,212,Atlético Madrid,1,Regular Play,208,Las Palmas,,,['8c65afcc-913d-4fee-ab83-53cc5bb6adee'],,"[69.6, 61.7]",6721.0,Willian José da Silva,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495.099
8c65afcc-913d-4fee-ab83-53cc5bb6adee,3637,2,00:41:35.099,86,35,167,0.0,21,Foul Won,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['67e10e0d-2727-4e28-acda-a79ff481f456', 'eed5880f-b8f7-420c-8ba1-c211cc1a33b7', 'ef1e90c1-88a6-4a7b-a0ee-83fe85be2710']",,"[50.5, 18.4]",6377.0,Ángel Martín Correa,19.0,Center Attacking Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495.099
60362ccf-8f4c-4288-92e9-8be2fc38015e,3638,2,00:41:59.787,86,59,168,2.896082,30,Pass,212,Atlético Madrid,3,From Free Kick,212,Atlético Madrid,,,['5205226f-0677-4768-a952-4f5d03262443'],True,"[53.2, 20.6]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,5259.0,José María Giménez de Vargas,37.33738,1.4849861,1.0,Ground Pass,"[56.4, 57.8]",62.0,Free Kick,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519.787
5205226f-0677-4768-a952-4f5d03262443,3639,2,00:42:02.683,87,2,168,,42,Ball Receipt*,212,Atlético Madrid,3,From Free Kick,212,Atlético Madrid,,,['60362ccf-8f4c-4288-92e9-8be2fc38015e'],,"[56.4, 57.8]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522.683
0fd14851-7251-4772-aa98-67a5619823fd,3640,2,00:42:03.896,87,3,168,1.574489,30,Pass,212,Atlético Madrid,3,From Free Kick,212,Atlético Madrid,,,['ebc15fef-866f-4906-aa6b-0aeef2c66732'],True,"[56.6, 58.6]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,6391.0,Raúl García Escudero,35.852196,0.4224724,1.0,Ground Pass,"[89.3, 73.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2523.896
ebc15fef-866f-4906-aa6b-0aeef2c66732,3641,2,00:42:05.470,87,5,168,,42,Ball Receipt*,212,Atlético Madrid,3,From Free Kick,212,Atlético Madrid,,,['0fd14851-7251-4772-aa98-67a5619823fd'],,"[89.3, 73.3]",6391.0,Raúl García Escudero,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2525.47
2f67f058-a40e-4b69-8a1e-60170443a9a5,3642,2,00:42:06.682,87,6,168,0.857872,30,Pass,212,Atlético Madrid,3,From Free Kick,212,Atlético Madrid,,,['0cb8d850-3e9a-48cc-9f5e-fe4b3ff37983'],,"[83.3, 72.0]",6391.0,Raúl García Escudero,17.0,Right Wing,6384.0,Gabriel Fernández Arenas,7.826238,-1.7506498,1.0,Ground Pass,"[81.9, 64.3]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526.682
0cb8d850-3e9a-48cc-9f5e-fe4b3ff37983,3643,2,00:42:07.540,87,7,168,,42,Ball Receipt*,212,Atlético Madrid,3,From Free Kick,212,Atlético Madrid,,,['2f67f058-a40e-4b69-8a1e-60170443a9a5'],,"[81.9, 64.3]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2527.54
a833bfa6-85a9-4a0e-8fe9-b7546cfbc9cd,3644,2,00:42:07.540,87,7,168,0.711483,43,Carry,212,Atlético Madrid,3,From Free Kick,212,Atlético Madrid,,,"['0cb8d850-3e9a-48cc-9f5e-fe4b3ff37983', '5af69226-2f52-4d55-b89d-d293366403af']",,"[81.9, 64.3]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,,"[81.9, 64.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2527.54
