id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,under_pressure,dribble_outcome_id,dribble_outcome_name,interception_outcome_id,interception_outcome_name,off_camera,pass_through_ball,pass_technique_id,pass_technique_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,out,ball_recovery_recovery_failure,pass_switch,pass_cross,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,pass_inswinging,foul_committed_type_id,foul_committed_type_name,foul_committed_advantage,foul_won_advantage,clearance_aerial_won,clearance_head,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_goal_assist,pass_outswinging,shot_aerial_won,foul_committed_card_id,foul_committed_card_name,shot_first_time,pass_deflected,shot_one_on_one,clearance_right_foot,foul_committed_offensive,foul_won_defensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,bad_behaviour_card_id,bad_behaviour_card_name,dribble_overrun,timestamp_seconds
d5a91978-9fe3-4340-8eb5-329e2eb31aeb,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,4231.0,"[{'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 23761, 'name': 'Alhassane Bangoura'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
651aec13-4fc7-444c-a24c-e74b9cfba9e3,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,360,Rayo Vallecano,1,Regular Play,210,Real Sociedad,4231.0,"[{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8724, 'name': 'Carlos Martínez Díez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 8522, 'name': 'Armindo Tué Na Bangna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
6163c4d7-16ec-4272-8a82-9e3f0d63963b,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,360,Rayo Vallecano,1,Regular Play,210,Real Sociedad,,,['a9edf213-cf08-44c1-b8e2-74a05dde038f'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
a9edf213-cf08-44c1-b8e2-74a05dde038f,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['6163c4d7-16ec-4272-8a82-9e3f0d63963b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
40138c9a-cd31-47fb-b856-b5ec41ab2764,5,1,00:00:00.364,0,0,2,1.442574,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['45ed0c39-797c-4040-b350-f80843c9fdcf'],"[60.0, 40.0]",11542.0,Javier Guerra Rodríguez,23.0,Center Forward,26607.0,José Raúl Baena Urdiales,13.420135,-2.8622694,1.0,Ground Pass,"[47.1, 36.3]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364
45ed0c39-797c-4040-b350-f80843c9fdcf,6,1,00:00:01.807,0,1,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['40138c9a-cd31-47fb-b856-b5ec41ab2764'],"[47.1, 36.3]",26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.807
5cef923c-047a-4de9-8529-865b79b050c7,7,1,00:00:01.807,0,1,2,1.765733,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['11b40b24-b8bb-4ad7-a6ea-6e2bd589d637', '45ed0c39-797c-4040-b350-f80843c9fdcf']","[47.1, 36.3]",26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,,,,,,,,,,,,"[44.6, 39.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.807
11b40b24-b8bb-4ad7-a6ea-6e2bd589d637,8,1,00:00:03.573,0,3,2,2.87112,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['9a9c15d9-6fb1-4b68-b22e-a89403afdfb7', 'b05242cd-7a32-4b2c-b8e2-9a2a82468b6b']","[44.6, 39.7]",26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,23761.0,Alhassane Bangoura,58.291767,0.37222368,3.0,High Pass,"[98.9, 60.9]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.573
b05242cd-7a32-4b2c-b8e2-9a2a82468b6b,9,1,00:00:06.444,0,6,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['11b40b24-b8bb-4ad7-a6ea-6e2bd589d637'],"[98.2, 71.6]",23761.0,Alhassane Bangoura,17.0,Right Wing,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.444
9a9c15d9-6fb1-4b68-b22e-a89403afdfb7,10,1,00:00:06.444,0,6,3,2.153997,30,Pass,210,Real Sociedad,6,From Counter,210,Real Sociedad,,,"['11b40b24-b8bb-4ad7-a6ea-6e2bd589d637', 'de3ec577-ce9d-42d9-8162-bf11d9c32f97']","[21.2, 19.2]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,8522.0,Armindo Tué Na Bangna,17.259491,-0.87976724,3.0,High Pass,"[32.2, 5.9]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.444
de3ec577-ce9d-42d9-8162-bf11d9c32f97,11,1,00:00:08.598,0,8,3,,42,Ball Receipt*,210,Real Sociedad,6,From Counter,210,Real Sociedad,,,['9a9c15d9-6fb1-4b68-b22e-a89403afdfb7'],"[32.2, 5.9]",8522.0,Armindo Tué Na Bangna,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.598
55c138f2-2ea0-487a-8037-e9139a2e124a,12,1,00:00:08.598,0,8,3,0.149155,43,Carry,210,Real Sociedad,6,From Counter,210,Real Sociedad,,,"['347ba7bd-6f43-418f-9407-462bda382acb', 'de3ec577-ce9d-42d9-8162-bf11d9c32f97']","[32.2, 5.9]",8522.0,Armindo Tué Na Bangna,21.0,Left Wing,,,,,,,,,,,,"[32.2, 6.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.598
347ba7bd-6f43-418f-9407-462bda382acb,13,1,00:00:08.747,0,8,3,1.761196,30,Pass,210,Real Sociedad,6,From Counter,210,Real Sociedad,,,['9b58123e-d921-4427-90bf-b9e44a674064'],"[32.2, 6.6]",8522.0,Armindo Tué Na Bangna,21.0,Left Wing,8584.0,Jonathas Cristian de Jesus,24.901808,0.3827435,3.0,High Pass,"[55.3, 15.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.747
9b58123e-d921-4427-90bf-b9e44a674064,14,1,00:00:10.508,0,10,3,,42,Ball Receipt*,210,Real Sociedad,6,From Counter,210,Real Sociedad,,,['347ba7bd-6f43-418f-9407-462bda382acb'],"[55.3, 15.9]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.508
00a23a0b-16aa-4659-afea-4ebfc788c73f,15,1,00:00:10.508,0,10,3,0.019331,43,Carry,210,Real Sociedad,6,From Counter,210,Real Sociedad,,,"['9b58123e-d921-4427-90bf-b9e44a674064', 'b9870e42-ee7d-4ee5-a6cd-5dded646cf72']","[55.3, 15.9]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,"[55.5, 15.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.508
b9870e42-ee7d-4ee5-a6cd-5dded646cf72,16,1,00:00:10.527,0,10,3,0.72688,30,Pass,210,Real Sociedad,6,From Counter,210,Real Sociedad,,,['f7f6acee-c7c5-4a8c-83a1-8b195e2eef12'],"[55.5, 15.7]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,8.188406,2.9945142,2.0,Low Pass,"[47.4, 16.9]",70.0,Other,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.527
f7f6acee-c7c5-4a8c-83a1-8b195e2eef12,17,1,00:00:11.254,0,11,4,1.373883,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['9e211236-cae2-43bb-848d-1134ad2d4510', 'b9870e42-ee7d-4ee5-a6cd-5dded646cf72']","[72.7, 63.2]",26848.0,Roberto Trashorras Gayoso,15.0,Left Center Midfield,6713.0,Diego Javier Llorente Ríos,11.30177,2.6026907,2.0,Low Pass,"[63.0, 69.0]",38.0,Left Foot,64.0,Interception,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.254
9e211236-cae2-43bb-848d-1134ad2d4510,18,1,00:00:12.628,0,12,4,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['f7f6acee-c7c5-4a8c-83a1-8b195e2eef12'],"[63.0, 69.0]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.628
6a8696b1-b8d0-4899-b204-52bf89d3efa8,19,1,00:00:12.628,0,12,4,1.298382,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['315dc90b-5dba-43a6-a578-37441a9fad57', '9df79f94-1ff2-473f-94a7-17c849e2c2cf', '9e211236-cae2-43bb-848d-1134ad2d4510']","[63.0, 69.0]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,"[57.9, 70.9]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.628
9df79f94-1ff2-473f-94a7-17c849e2c2cf,20,1,00:00:13.402,0,13,4,0.661793,17,Pressure,360,Rayo Vallecano,1,Regular Play,210,Real Sociedad,,,"['315dc90b-5dba-43a6-a578-37441a9fad57', '6a8696b1-b8d0-4899-b204-52bf89d3efa8', 'fb6f71b1-d483-4d10-a257-72b3ebb315c3']","[59.5, 10.8]",8522.0,Armindo Tué Na Bangna,21.0,Left Wing,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.402
7b5c3b69-0232-4a8a-852d-3328306a400e,21,1,00:00:13.927,0,13,4,0.0,39,Dribbled Past,360,Rayo Vallecano,1,Regular Play,210,Real Sociedad,,,"['315dc90b-5dba-43a6-a578-37441a9fad57', 'fb6f71b1-d483-4d10-a257-72b3ebb315c3']","[62.2, 9.2]",8522.0,Armindo Tué Na Bangna,21.0,Left Wing,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.927
315dc90b-5dba-43a6-a578-37441a9fad57,22,1,00:00:13.927,0,13,4,0.0,14,Dribble,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['7b5c3b69-0232-4a8a-852d-3328306a400e', '9df79f94-1ff2-473f-94a7-17c849e2c2cf']","[57.9, 70.9]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,,,,,,,True,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.927
fb6f71b1-d483-4d10-a257-72b3ebb315c3,23,1,00:00:13.927,0,13,4,1.442524,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['315dc90b-5dba-43a6-a578-37441a9fad57', '7b5c3b69-0232-4a8a-852d-3328306a400e', '9df79f94-1ff2-473f-94a7-17c849e2c2cf', 'e7f56978-2850-47dc-a5f3-0650a08ef9a7']","[57.9, 70.9]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,"[57.6, 74.4]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.927
e7f56978-2850-47dc-a5f3-0650a08ef9a7,24,1,00:00:15.369,0,15,4,2.667123,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['7b86ce6a-8c58-4586-b152-ea106f9740af', 'b49ac4c4-220a-4c2a-8f5e-99b293a6894c']","[57.6, 74.4]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,23761.0,Alhassane Bangoura,43.802853,-0.06854235,3.0,High Pass,"[101.3, 71.4]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.369
7b86ce6a-8c58-4586-b152-ea106f9740af,25,1,00:00:18.036,0,18,4,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['e7f56978-2850-47dc-a5f3-0650a08ef9a7'],"[99.3, 73.2]",23761.0,Alhassane Bangoura,17.0,Right Wing,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.036
b49ac4c4-220a-4c2a-8f5e-99b293a6894c,26,1,00:00:18.036,0,18,4,0.0,10,Interception,360,Rayo Vallecano,1,Regular Play,210,Real Sociedad,,,['e7f56978-2850-47dc-a5f3-0650a08ef9a7'],"[18.8, 8.7]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.036
fa535446-7164-4a24-803b-4529f53f6a69,27,1,00:00:29.689,0,29,5,1.210288,30,Pass,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,['1a9284be-52dd-44f1-9e69-c40517933d8e'],"[99.2, 80.0]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,23761.0,Alhassane Bangoura,13.508515,-0.4437827,2.0,Low Pass,"[111.4, 74.2]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.689
a4d56e5d-a40c-4989-8566-11cd7474e728,28,1,00:00:30.855,0,30,5,0.362336,17,Pressure,360,Rayo Vallecano,4,From Throw In,210,Real Sociedad,,,"['1a9284be-52dd-44f1-9e69-c40517933d8e', '2b2892de-2f6c-4ccc-b789-769b8f8b213c', '41318085-5f9c-4296-aba2-8f66fd77f8cf']","[6.7, 8.0]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.855
1a9284be-52dd-44f1-9e69-c40517933d8e,29,1,00:00:30.899,0,30,5,,42,Ball Receipt*,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,"['a4d56e5d-a40c-4989-8566-11cd7474e728', 'fa535446-7164-4a24-803b-4529f53f6a69']","[111.4, 74.2]",23761.0,Alhassane Bangoura,17.0,Right Wing,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.899
2b2892de-2f6c-4ccc-b789-769b8f8b213c,30,1,00:00:30.899,0,30,5,0.237138,43,Carry,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,"['1a9284be-52dd-44f1-9e69-c40517933d8e', '41318085-5f9c-4296-aba2-8f66fd77f8cf', 'a4d56e5d-a40c-4989-8566-11cd7474e728']","[111.4, 74.2]",23761.0,Alhassane Bangoura,17.0,Right Wing,,,,,,,,,,,,"[113.7, 73.9]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.899
41318085-5f9c-4296-aba2-8f66fd77f8cf,31,1,00:00:31.136,0,31,5,1.177263,30,Pass,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,['a4d56e5d-a40c-4989-8566-11cd7474e728'],"[113.7, 73.9]",23761.0,Alhassane Bangoura,17.0,Right Wing,,,18.027756,-1.2315037,3.0,High Pass,"[119.7, 56.9]",40.0,Right Foot,,,,75.0,Out,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.136
229cd4cc-4d70-4435-8c0a-36ed143ee607,32,1,00:00:49.650,0,49,6,2.788729,30,Pass,210,Real Sociedad,7,From Goal Kick,210,Real Sociedad,,,['5a131006-d721-4179-84a3-5f442b10c5e6'],"[7.0, 44.1]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,60.567978,0.21293835,3.0,High Pass,"[66.2, 56.9]",40.0,Right Foot,63.0,Goal Kick,,9.0,Incomplete,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.65
5a131006-d721-4179-84a3-5f442b10c5e6,33,1,00:00:52.439,0,52,6,1.621592,30,Pass,210,Real Sociedad,7,From Goal Kick,360,Rayo Vallecano,,,"['229cd4cc-4d70-4435-8c0a-36ed143ee607', '58b17d3e-ca6c-416e-bd54-fe30c9ae1278', '9aafd9b1-b343-4415-a4f6-e863db8757ae']","[53.9, 23.2]",6914.0,Roberto Román Triguero,6.0,Left Back,11539.0,Adrián Embarba Blázquez,25.174591,-0.30667633,2.0,Low Pass,"[77.9, 15.6]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.439
9aafd9b1-b343-4415-a4f6-e863db8757ae,34,1,00:00:54.060,0,54,6,,42,Ball Receipt*,210,Real Sociedad,7,From Goal Kick,360,Rayo Vallecano,,,['5a131006-d721-4179-84a3-5f442b10c5e6'],"[81.8, 18.1]",11539.0,Adrián Embarba Blázquez,21.0,Left Wing,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.06
58b17d3e-ca6c-416e-bd54-fe30c9ae1278,35,1,00:00:54.060,0,54,6,2.862207,30,Pass,210,Real Sociedad,7,From Goal Kick,210,Real Sociedad,,,"['5a131006-d721-4179-84a3-5f442b10c5e6', '8bbe770a-3b83-41ff-b227-f2c55fe36046']","[42.2, 64.5]",8724.0,Carlos Martínez Díez,2.0,Right Back,8584.0,Jonathas Cristian de Jesus,34.56371,-0.32083565,3.0,High Pass,"[75.0, 53.6]",38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,True,108.0,Through Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.06
8bbe770a-3b83-41ff-b227-f2c55fe36046,36,1,00:00:56.923,0,56,6,,42,Ball Receipt*,210,Real Sociedad,7,From Goal Kick,210,Real Sociedad,,,['58b17d3e-ca6c-416e-bd54-fe30c9ae1278'],"[75.0, 53.6]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.923
9bf65357-df6b-4df3-87b8-7c2442764572,37,1,00:00:56.923,0,56,6,2.106682,43,Carry,210,Real Sociedad,7,From Goal Kick,210,Real Sociedad,,,"['2c911cca-342f-4451-abc4-c6cfba276455', '5ac63d78-9370-4228-b2eb-5ceb26f7f95f', '8bbe770a-3b83-41ff-b227-f2c55fe36046']","[75.0, 53.6]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,"[103.2, 50.8]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.923
2c911cca-342f-4451-abc4-c6cfba276455,38,1,00:00:57.893,0,57,6,1.136546,17,Pressure,210,Real Sociedad,7,From Goal Kick,360,Rayo Vallecano,,,"['5ac63d78-9370-4228-b2eb-5ceb26f7f95f', '9bf65357-df6b-4df3-87b8-7c2442764572']","[29.7, 29.7]",26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.893
5ac63d78-9370-4228-b2eb-5ceb26f7f95f,39,1,00:00:59.029,0,59,6,0.0,3,Dispossessed,210,Real Sociedad,7,From Goal Kick,210,Real Sociedad,,,"['2c911cca-342f-4451-abc4-c6cfba276455', '8ddd5ba2-1e79-4d74-9709-a67785584a50']","[103.2, 50.8]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.029
