id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,ball_receipt_outcome_id,ball_receipt_outcome_name,carry_end_location,out,counterpress,foul_won_defensive,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_switch,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,shot_aerial_won,goalkeeper_end_location,interception_outcome_id,interception_outcome_name,clearance_right_foot,pass_technique_id,pass_technique_name,pass_outswinging,clearance_left_foot,ball_recovery_recovery_failure,pass_inswinging,dribble_overrun,foul_committed_card_id,foul_committed_card_name,shot_first_time,block_offensive,pass_miscommunication,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,50_50_outcome_id,50_50_outcome_name,pass_no_touch,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_through_ball,pass_straight,shot_saved_off_target,goalkeeper_shot_saved_off_target,pass_cut_back,pass_goal_assist,shot_one_on_one,dribble_nutmeg,timestamp_seconds
8c342c5b-5726-4613-a02c-196b09e56c66,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,218,Real Betis,1,Regular Play,218,Real Betis,4231.0,"[{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6865, 'name': 'Francisco José Molinero Calderón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 24132, 'name': 'Francisco Miguel Varela Martín'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 186264, 'name': 'Foued Kadir'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 5}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
92b8458f-12e7-433e-947c-1b170c69a49b,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,218,Real Betis,1,Regular Play,208,Las Palmas,433.0,"[{'player': {'id': 7905, 'name': 'Raúl Lizoáin Cruz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 26448, 'name': 'Javier Garrido Behovide'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 6929, 'name': 'José Vicente Gómez Umpiérrez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 24144, 'name': 'Ángel Montoro Sánchez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 27251, 'name': 'Francisco José Perdomo Borges'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 6934, 'name': 'Jerónimo Figueroa Cabrera'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
80b6a3ca-d534-431d-9686-0bbb7ca37c10,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,218,Real Betis,1,Regular Play,218,Real Betis,,,['0294feaf-f012-43d2-b13f-bea434f93d40'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0294feaf-f012-43d2-b13f-bea434f93d40,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,218,Real Betis,1,Regular Play,208,Las Palmas,,,['80b6a3ca-d534-431d-9686-0bbb7ca37c10'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
c4297494-296f-464c-9787-1f3c1916e616,5,1,00:00:00.623,0,0,2,1.900762,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['390f2af3-11a7-46a5-a09d-5ed39a360788'],True,"[60.0, 40.0]",6832.0,Rubén Castro Martín,23.0,Center Forward,6872.0,Bruno González Cabrera,29.21592,-2.7407458,1.0,Ground Pass,"[33.1, 28.6]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.623
390f2af3-11a7-46a5-a09d-5ed39a360788,6,1,00:00:02.524,0,2,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['c4297494-296f-464c-9787-1f3c1916e616'],,"[33.1, 28.6]",6872.0,Bruno González Cabrera,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.524
7df56748-baca-42d3-b813-e944fe33d2e7,7,1,00:00:04.398,0,4,2,3.716588,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['aad05118-b161-47ed-bffc-91abc7535545'],,"[34.0, 32.6]",6872.0,Bruno González Cabrera,5.0,Left Center Back,,,56.82438,0.38802257,3.0,High Pass,"[86.6, 54.1]",,,40.0,Right Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.398
a08d4b95-bb08-4e41-bb04-84bbad810e14,8,1,00:00:08.115,0,8,2,0.0,4,Duel,218,Real Betis,9,From Kick Off,218,Real Betis,,,['aad05118-b161-47ed-bffc-91abc7535545'],,"[86.6, 54.1]",6651.0,Joaquín Sánchez Rodríguez,19.0,Center Attacking Midfield,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.115
aad05118-b161-47ed-bffc-91abc7535545,9,1,00:00:08.115,0,8,2,1.524801,30,Pass,218,Real Betis,9,From Kick Off,208,Las Palmas,,,"['7df56748-baca-42d3-b813-e944fe33d2e7', '8fdd9c90-fb5f-48ba-b330-5ec1a3fa05f2', 'a08d4b95-bb08-4e41-bb04-84bbad810e14', 'db29647c-6967-4e52-abc8-75acd7264227']",,"[33.5, 26.0]",6929.0,José Vicente Gómez Umpiérrez,10.0,Center Defensive Midfield,6934.0,Jerónimo Figueroa Cabrera,13.971757,-0.26060238,3.0,High Pass,"[47.0, 22.4]",66.0,Recovery,,,9.0,Incomplete,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.115
8fdd9c90-fb5f-48ba-b330-5ec1a3fa05f2,10,1,00:00:09.639,0,9,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,208,Las Palmas,,,['aad05118-b161-47ed-bffc-91abc7535545'],,"[42.0, 19.3]",6934.0,Jerónimo Figueroa Cabrera,21.0,Left Wing,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.639
db29647c-6967-4e52-abc8-75acd7264227,11,1,00:00:09.639,0,9,2,1.103704,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['95378889-1711-48dc-af24-e1d18b64ae57', 'aad05118-b161-47ed-bffc-91abc7535545']",,"[73.1, 57.7]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,6651.0,Joaquín Sánchez Rodríguez,11.332254,-0.27708754,3.0,High Pass,"[84.0, 54.6]",66.0,Recovery,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.639
2cf84065-4c75-4b1e-a75b-b8acaa154b7c,12,1,00:00:10.554,0,10,2,0.324529,17,Pressure,218,Real Betis,9,From Kick Off,208,Las Palmas,,,"['33f145f7-a191-477c-a568-b68c2b6e2ae5', '95378889-1711-48dc-af24-e1d18b64ae57', 'ba1300e6-e98f-4421-bd81-7955cbe1e329']",,"[33.5, 25.9]",6929.0,José Vicente Gómez Umpiérrez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.554
95378889-1711-48dc-af24-e1d18b64ae57,13,1,00:00:10.743,0,10,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['2cf84065-4c75-4b1e-a75b-b8acaa154b7c', 'db29647c-6967-4e52-abc8-75acd7264227']",,"[84.0, 54.6]",6651.0,Joaquín Sánchez Rodríguez,19.0,Center Attacking Midfield,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.743
33f145f7-a191-477c-a568-b68c2b6e2ae5,14,1,00:00:10.743,0,10,2,0.002581,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['2cf84065-4c75-4b1e-a75b-b8acaa154b7c', '95378889-1711-48dc-af24-e1d18b64ae57', 'ba1300e6-e98f-4421-bd81-7955cbe1e329']",,"[84.0, 54.6]",6651.0,Joaquín Sánchez Rodríguez,19.0,Center Attacking Midfield,,,,,,,,,,,,,,True,,,,,,"[85.1, 54.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.743
ba1300e6-e98f-4421-bd81-7955cbe1e329,15,1,00:00:10.746,0,10,2,1.39745,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['2cf84065-4c75-4b1e-a75b-b8acaa154b7c', 'c51b8c3f-f5eb-4210-8c5e-a1549eb6cf84']",,"[85.1, 54.4]",6651.0,Joaquín Sánchez Rodríguez,19.0,Center Attacking Midfield,186264.0,Foued Kadir,8.814193,1.6275535,2.0,Low Pass,"[84.6, 63.2]",,,40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.746
3c6c63b5-2004-44c2-8d4e-dc14ae13c49d,16,1,00:00:11.823,0,11,2,0.324275,17,Pressure,218,Real Betis,9,From Kick Off,208,Las Palmas,,,"['be17c111-ddc4-4ca3-9923-d0b9392abff1', 'c51b8c3f-f5eb-4210-8c5e-a1549eb6cf84']",,"[31.9, 17.5]",26448.0,Javier Garrido Behovide,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.823
c51b8c3f-f5eb-4210-8c5e-a1549eb6cf84,17,1,00:00:12.143,0,12,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['3c6c63b5-2004-44c2-8d4e-dc14ae13c49d', 'ba1300e6-e98f-4421-bd81-7955cbe1e329']",,"[84.6, 63.2]",186264.0,Foued Kadir,17.0,Right Wing,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.143
be17c111-ddc4-4ca3-9923-d0b9392abff1,18,1,00:00:12.143,0,12,2,0.73443,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['3c6c63b5-2004-44c2-8d4e-dc14ae13c49d', 'cfddab5e-d544-4709-8c8c-ed2e88d8d9bc']",,"[85.6, 62.7]",186264.0,Foued Kadir,17.0,Right Wing,27346.0,Petros Matheus dos Santos Araújo,8.077747,-2.878598,1.0,Ground Pass,"[77.8, 60.6]",,,38.0,Left Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.143
769e78ae-6a39-4bf3-b9cf-eb44ec871bc2,19,1,00:00:12.750,0,12,2,0.186874,17,Pressure,218,Real Betis,9,From Kick Off,208,Las Palmas,,,"['cfddab5e-d544-4709-8c8c-ed2e88d8d9bc', 'e56a82f3-a349-496b-a66d-3651061ebf63']",,"[43.0, 22.7]",6928.0,Pedro Taunausú Domínguez Placeres,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75
cfddab5e-d544-4709-8c8c-ed2e88d8d9bc,20,1,00:00:12.878,0,12,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['769e78ae-6a39-4bf3-b9cf-eb44ec871bc2', 'be17c111-ddc4-4ca3-9923-d0b9392abff1']",,"[77.8, 60.6]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.878
e56a82f3-a349-496b-a66d-3651061ebf63,21,1,00:00:12.878,0,12,2,1.053557,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['5553aecd-02f8-4b34-846a-ec06f4ab7c88', '769e78ae-6a39-4bf3-b9cf-eb44ec871bc2']",,"[77.3, 59.3]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,6651.0,Joaquín Sánchez Rodríguez,16.223747,0.12359047,1.0,Ground Pass,"[93.4, 61.3]",,,40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.878
5553aecd-02f8-4b34-846a-ec06f4ab7c88,22,1,00:00:13.931,0,13,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['e56a82f3-a349-496b-a66d-3651061ebf63'],,"[93.4, 61.3]",6651.0,Joaquín Sánchez Rodríguez,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.931
1689fa2f-47d5-4adb-a735-6981e9cc4c1f,23,1,00:00:13.931,0,13,2,5.19108,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['5553aecd-02f8-4b34-846a-ec06f4ab7c88', '5f54fb4c-a162-4072-a540-d353223515b9', 'c46f8926-fc2d-4425-b16c-b7b250d816ed']",,"[93.4, 61.3]",6651.0,Joaquín Sánchez Rodríguez,19.0,Center Attacking Midfield,,,,,,,,,,,,,,True,,,,,,"[115.4, 67.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.931
5f54fb4c-a162-4072-a540-d353223515b9,24,1,00:00:18.928,0,18,2,0.258558,17,Pressure,218,Real Betis,9,From Kick Off,208,Las Palmas,,,"['1689fa2f-47d5-4adb-a735-6981e9cc4c1f', 'c46f8926-fc2d-4425-b16c-b7b250d816ed']",,"[9.9, 14.4]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.928
c46f8926-fc2d-4425-b16c-b7b250d816ed,25,1,00:00:19.122,0,19,2,0.167017,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['0e5010bf-33c4-4bc7-ad4f-85b7d852b1bd', '5f54fb4c-a162-4072-a540-d353223515b9']",,"[115.4, 67.1]",6651.0,Joaquín Sánchez Rodríguez,19.0,Center Attacking Midfield,,,2.8160255,-1.677532,2.0,Low Pass,"[115.1, 64.3]",,,40.0,Right Foot,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.122
1d6488ca-8c06-4733-aeb8-76689ff9c38a,26,1,00:00:19.269,0,19,2,0.0,6,Block,218,Real Betis,9,From Kick Off,218,Real Betis,,,,,"[116.3, 65.8]",6651.0,Joaquín Sánchez Rodríguez,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.269
0e5010bf-33c4-4bc7-ad4f-85b7d852b1bd,27,1,00:00:19.289,0,19,2,0.0,6,Block,218,Real Betis,9,From Kick Off,208,Las Palmas,,,['c46f8926-fc2d-4425-b16c-b7b250d816ed'],,"[5.0, 15.8]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.289
3d5f1676-d3a5-4801-b3a7-b0763d7f6353,28,1,00:00:44.648,0,44,3,3.391386,30,Pass,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,"['1b803fb7-4451-4984-8c0e-05e4debc94ab', 'f78a3b00-2c35-4d4b-8cb1-5446f138fa78']",,"[7.0, 36.1]",7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,6721.0,Willian José da Silva,65.44005,-0.2850166,3.0,High Pass,"[69.8, 17.7]",63.0,Goal Kick,38.0,Left Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.648
f78a3b00-2c35-4d4b-8cb1-5446f138fa78,29,1,00:00:48.039,0,48,3,,42,Ball Receipt*,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['3d5f1676-d3a5-4801-b3a7-b0763d7f6353'],,"[68.8, 17.5]",6721.0,Willian José da Silva,23.0,Center Forward,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.039
1b803fb7-4451-4984-8c0e-05e4debc94ab,30,1,00:00:48.039,0,48,3,1.901071,30,Pass,208,Las Palmas,7,From Goal Kick,218,Real Betis,,,"['2f58ab83-7cc8-4991-bf2e-e33674d47d0b', '3d5f1676-d3a5-4801-b3a7-b0763d7f6353', 'aec378c0-4263-48d4-80c1-233b1131c4f1']",,"[50.3, 62.4]",7161.0,Germán Alejandro Pezzella,3.0,Right Center Back,,,30.727837,-0.7347503,3.0,High Pass,"[73.1, 41.8]",66.0,Recovery,,,9.0,Incomplete,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.039
2f58ab83-7cc8-4991-bf2e-e33674d47d0b,31,1,00:00:48.039,0,48,3,0.0,4,Duel,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['1b803fb7-4451-4984-8c0e-05e4debc94ab'],,"[69.8, 17.7]",6721.0,Willian José da Silva,23.0,Center Forward,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.039
aec378c0-4263-48d4-80c1-233b1131c4f1,32,1,00:00:49.940,0,49,3,0.631178,30,Pass,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,"['1b803fb7-4451-4984-8c0e-05e4debc94ab', '55c5f774-1b19-4f2c-9b0a-61376bf77c9c']",,"[47.0, 38.3]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,24144.0,Ángel Montoro Sánchez,8.931965,-0.3784274,2.0,Low Pass,"[55.3, 35.0]",66.0,Recovery,70.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.94
55c5f774-1b19-4f2c-9b0a-61376bf77c9c,33,1,00:00:50.571,0,50,3,,42,Ball Receipt*,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['aec378c0-4263-48d4-80c1-233b1131c4f1'],,"[55.3, 35.0]",24144.0,Ángel Montoro Sánchez,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.571
56cde032-3c3a-4f59-91f6-aa158833162c,34,1,00:00:50.571,0,50,3,1.895616,43,Carry,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,"['55c5f774-1b19-4f2c-9b0a-61376bf77c9c', '85837d55-ee1e-4f7a-bffd-c2ead521b51c']",,"[55.3, 35.0]",24144.0,Ángel Montoro Sánchez,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,"[51.8, 42.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.571
85837d55-ee1e-4f7a-bffd-c2ead521b51c,35,1,00:00:52.467,0,52,3,1.401306,30,Pass,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['5ae14ab2-c30c-468a-a9bc-f10c004a715c'],,"[51.8, 42.7]",24144.0,Ángel Montoro Sánchez,15.0,Left Center Midfield,6927.0,David García Santana,25.58945,1.8034533,3.0,High Pass,"[45.9, 67.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.467
5ae14ab2-c30c-468a-a9bc-f10c004a715c,36,1,00:00:53.868,0,53,3,,42,Ball Receipt*,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,['85837d55-ee1e-4f7a-bffd-c2ead521b51c'],,"[45.9, 67.6]",6927.0,David García Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.868
5f02259e-7635-4d31-8ffa-46dc55677b8a,37,1,00:00:53.868,0,53,3,1.366977,43,Carry,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,"['5ae14ab2-c30c-468a-a9bc-f10c004a715c', 'd1814300-ea41-49f0-a289-a46565b11579', 'f5c6636a-984b-43bd-83ca-898d6e9ceb25']",,"[45.9, 67.6]",6927.0,David García Santana,2.0,Right Back,,,,,,,,,,,,,,True,,,,,,"[50.8, 71.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.868
f5c6636a-984b-43bd-83ca-898d6e9ceb25,38,1,00:00:54.822,0,54,3,0.441916,17,Pressure,208,Las Palmas,7,From Goal Kick,218,Real Betis,,,"['5f02259e-7635-4d31-8ffa-46dc55677b8a', 'd1814300-ea41-49f0-a289-a46565b11579']",,"[65.3, 13.5]",6697.0,Daniel Ceballos Fernández,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.822
d1814300-ea41-49f0-a289-a46565b11579,39,1,00:00:55.235,0,55,3,0.02833,30,Pass,208,Las Palmas,7,From Goal Kick,208,Las Palmas,,,"['72c49615-e30f-4602-aa96-92e58abecbca', 'f5c6636a-984b-43bd-83ca-898d6e9ceb25', 'fed0a5e6-4870-4ab4-b675-27e898b2c741']",,"[50.8, 71.4]",6927.0,David García Santana,2.0,Right Back,27251.0,Francisco José Perdomo Borges,1.0198039,0.19739556,2.0,Low Pass,"[51.8, 71.6]",,,40.0,Right Foot,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.235
