id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,off_camera,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,duel_type_id,duel_type_name,pass_aerial_won,counterpress,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,foul_committed_advantage,foul_won_advantage,pass_technique_id,pass_technique_name,pass_through_ball,pass_cross,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_right_foot,interception_outcome_id,interception_outcome_name,ball_recovery_recovery_failure,out,clearance_head,pass_no_touch,dribble_nutmeg,pass_outswinging,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,block_offensive,block_deflection,shot_first_time,pass_inswinging,shot_one_on_one,dribble_overrun,clearance_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,pass_deflected,miscontrol_aerial_won,timestamp_seconds
e313d12e-23f1-4c21-8e77-e123439a7181,1346,1,00:34:01.471,34,1,70,0.133165,16,Shot,218,Real Betis,6,From Counter,218,Real Betis,,,"['1ad3a006-fbd0-469f-9016-156fa82095d5', '56995dd4-fcdf-4373-b83f-4b51b583ba67', 'e1b38c35-049b-4f65-b941-1b6e88e48b2a']","[108.3, 26.5]",6832.0,Rubén Castro Martín,23.0,Center Forward,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050566785,"[110.4, 28.7]",efed191f-844d-4509-bab8-3151919480fb,93.0,Normal,38.0,Left Foot,87.0,Open Play,96.0,Blocked,"[{'location': [102.3, 24.9], 'player': {'id': 19724, 'name': 'Rafael van der Vaart'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.9, 34.2], 'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.9, 47.1], 'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.3, 56.3], 'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.1, 37.2], 'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 41.0], 'player': {'id': 27335, 'name': 'Arthur Etienne Boka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 31.0], 'player': {'id': 19431, 'name': 'Fernando Damián Tissone'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.2, 20.7], 'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.5, 38.1], 'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 27.7], 'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 28.7], 'player': {'id': 27184, 'name': 'Marcos Alberto Angeleri'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041.471
e1b38c35-049b-4f65-b941-1b6e88e48b2a,1347,1,00:34:01.604,34,1,70,0.0,6,Block,218,Real Betis,1,Regular Play,223,Málaga,,,['e313d12e-23f1-4c21-8e77-e123439a7181'],"[9.7, 51.4]",27184.0,Marcos Alberto Angeleri,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2041.604
1ad3a006-fbd0-469f-9016-156fa82095d5,1348,1,00:34:02.234,34,2,70,0.0,23,Goal Keeper,218,Real Betis,1,Regular Play,223,Málaga,,,['e313d12e-23f1-4c21-8e77-e123439a7181'],"[3.0, 42.9]",26103.0,Idriss Carlos Kameni,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3.0, 42.9]",32.0,Shot Faced,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2042.234
97b6cec4-b179-4156-bd93-6b30112314b5,1349,1,00:34:42.389,34,42,71,1.601405,30,Pass,218,Real Betis,2,From Corner,218,Real Betis,,,['9e65d0f5-f62e-4a1b-8d06-e029e610fc54'],"[120.0, 0.1]",6651.0,Joaquín Sánchez Rodríguez,21.0,Left Wing,,,46.19134,1.7010589,3.0,High Pass,"[114.0, 45.9]",61.0,Corner,40.0,Right Foot,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,104.0,Inswinging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,2082.389
9e65d0f5-f62e-4a1b-8d06-e029e610fc54,1350,1,00:34:43.991,34,43,72,0.0,23,Goal Keeper,223,Málaga,8,From Keeper,223,Málaga,,,['97b6cec4-b179-4156-bd93-6b30112314b5'],"[6.1, 34.2]",26103.0,Idriss Carlos Kameni,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,Collected,,,,,,,,,,,,49.0,Collected Twice,,,,,,,,,,,,,,,,,,,,,,,,,,2083.991
5428a7c5-7989-4063-afee-33c8618d3a36,1351,1,00:34:43.991,34,43,72,5.477357,43,Carry,223,Málaga,8,From Keeper,223,Málaga,,,"['10fb4e20-fda2-455f-90c9-8aba5ed903ae', '9e65d0f5-f62e-4a1b-8d06-e029e610fc54']","[6.1, 34.2]",26103.0,Idriss Carlos Kameni,1.0,Goalkeeper,,,,,,,,,,,,"[14.7, 23.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2083.991
10fb4e20-fda2-455f-90c9-8aba5ed903ae,1352,1,00:34:49.468,34,49,72,3.411768,30,Pass,223,Málaga,8,From Keeper,223,Málaga,,,['9db49437-82a6-4b81-8c9c-255098338aeb'],"[14.7, 23.0]",26103.0,Idriss Carlos Kameni,1.0,Goalkeeper,8264.0,Adnane Tighadouini,69.0974,0.7659533,3.0,High Pass,"[64.5, 70.9]",,,68.0,Drop Kick,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2089.468
9db49437-82a6-4b81-8c9c-255098338aeb,1353,1,00:34:52.880,34,52,72,,42,Ball Receipt*,223,Málaga,8,From Keeper,223,Málaga,,,['10fb4e20-fda2-455f-90c9-8aba5ed903ae'],"[64.5, 70.9]",8264.0,Adnane Tighadouini,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092.88
de4669aa-8066-4689-aedb-1482c56aec7e,1354,1,00:34:52.880,34,52,72,2.202681,43,Carry,223,Málaga,8,From Keeper,223,Málaga,,,"['7e9155e2-13bf-4603-b22c-fdfb4a7718b5', '9db49437-82a6-4b81-8c9c-255098338aeb']","[64.5, 70.9]",8264.0,Adnane Tighadouini,24.0,Left Center Forward,,,,,,,,,,,,"[84.0, 62.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092.88
7e9155e2-13bf-4603-b22c-fdfb4a7718b5,1355,1,00:34:55.082,34,55,72,4.032971,30,Pass,223,Málaga,8,From Keeper,223,Málaga,,,['a3433664-2d62-444f-b3f7-e81a77992d45'],"[84.0, 62.8]",8264.0,Adnane Tighadouini,24.0,Left Center Forward,25859.0,Sérgio Paulo Barbosa Valente,55.40632,-1.0514263,3.0,High Pass,"[111.5, 14.7]",,,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095.082
