id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,duel_type_id,duel_type_name,pass_aerial_won,pass_outcome_id,pass_outcome_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_cross,foul_won_defensive,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,goalkeeper_end_location,interception_outcome_id,interception_outcome_name,out,dribble_overrun,pass_switch,pass_outswinging,pass_technique_id,pass_technique_name,clearance_right_foot,clearance_left_foot,foul_committed_advantage,foul_won_advantage,block_deflection,foul_committed_card_id,foul_committed_card_name,pass_inswinging,dribble_nutmeg,pass_no_touch,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,injury_stoppage_in_chain,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,miscontrol_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,shot_aerial_won,ball_recovery_recovery_failure,timestamp_seconds
0e276d92-d21e-426e-84a1-e55c7b4fb7e3,11,1,00:00:04.748,0,4,2,1.35427,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['37a72dd1-f98d-421c-8255-5225a3b41676', 'b92a52d8-2d32-48e2-a65a-75f18e0530d3']",,"[29.3, 35.0]",4353.0,Aymeric Laporte,5.0,Left Center Back,6576.0,Gorka Iraizoz Moreno,20.237095,2.5960884,1.0,Ground Pass,"[12.0, 45.5]",38.0,Left Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.748
b92a52d8-2d32-48e2-a65a-75f18e0530d3,12,1,00:00:06.102,0,6,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['0e276d92-d21e-426e-84a1-e55c7b4fb7e3'],,"[12.0, 45.5]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.102
6f9321f9-64a8-45f6-807b-84ecb13840c9,13,1,00:00:06.102,0,6,2,0.28729,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['01f95051-b3ec-4149-abbd-8cd87f02e27d', 'b92a52d8-2d32-48e2-a65a-75f18e0530d3']",,"[12.0, 45.5]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,,,,,,,,,,,,,"[11.7, 45.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.102
01f95051-b3ec-4149-abbd-8cd87f02e27d,14,1,00:00:06.390,0,6,2,4.191407,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['e93c7289-afa4-426e-9431-5558feac37eb'],,"[11.7, 45.5]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,6394.0,Aritz Aduriz Zubeldia,66.2607,0.11799043,3.0,High Pass,"[77.5, 53.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39
e93c7289-afa4-426e-9431-5558feac37eb,15,1,00:00:10.581,0,10,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['01f95051-b3ec-4149-abbd-8cd87f02e27d'],,"[77.5, 53.3]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.581
03fe612f-2f33-45e5-802a-8c98bfb55595,16,1,00:00:10.581,0,10,2,0.0,4,Duel,215,Athletic Club,9,From Kick Off,222,Villarreal,,,['f8ab2ba2-1e52-4380-9d77-89fd989459e3'],,"[42.6, 26.8]",22819.0,Bruno Soriano Llido,11.0,Left Defensive Midfield,,,,,,,,,,,,True,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.581
f8ab2ba2-1e52-4380-9d77-89fd989459e3,17,1,00:00:10.581,0,10,2,0.842673,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['03fe612f-2f33-45e5-802a-8c98bfb55595', '60156a18-35a0-434e-8c57-b4676684bd7a']",,"[77.5, 53.3]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,6606.0,Javier Eraso Goñi,10.095544,-0.5880026,2.0,Low Pass,"[85.9, 47.7]",,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.581
60156a18-35a0-434e-8c57-b4676684bd7a,18,1,00:00:11.424,0,11,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['f8ab2ba2-1e52-4380-9d77-89fd989459e3'],,"[85.9, 47.7]",6606.0,Javier Eraso Goñi,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.424
0479a232-9435-4549-ab92-10f022c13f48,19,1,00:00:11.424,0,11,2,0.177604,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['60156a18-35a0-434e-8c57-b4676684bd7a', '7cfc3e39-4468-46c1-8932-2162bbcb927b']",,"[85.9, 47.7]",6606.0,Javier Eraso Goñi,19.0,Center Attacking Midfield,,,,,,,,,,,,,"[85.9, 47.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.424
7cfc3e39-4468-46c1-8932-2162bbcb927b,20,1,00:00:11.601,0,11,2,0.0,38,Miscontrol,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,,,"[85.9, 47.7]",6606.0,Javier Eraso Goñi,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.601
83d9cfdf-784a-4809-96c1-c48a9e102631,21,1,00:00:12.434,0,12,3,1.169194,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['09e0bf17-3252-403c-8d14-1650d13c3e7e'],,"[24.8, 35.1]",7034.0,Mateo Pablo Musacchio,3.0,Right Center Back,6771.0,Manuel Trigueros Muñoz,9.124144,0.47835243,2.0,Low Pass,"[32.9, 39.3]",38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.434
09e0bf17-3252-403c-8d14-1650d13c3e7e,22,1,00:00:13.603,0,13,3,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,['83d9cfdf-784a-4809-96c1-c48a9e102631'],,"[32.9, 39.3]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.603
1f9fb231-360a-4b5f-bfed-cda9da9428cd,23,1,00:00:13.603,0,13,3,0.543539,43,Carry,222,Villarreal,1,Regular Play,222,Villarreal,,,"['0961d66e-1068-4929-b56c-edeeca7f3f8e', '09e0bf17-3252-403c-8d14-1650d13c3e7e']",,"[32.9, 39.3]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,"[32.9, 39.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.603
0961d66e-1068-4929-b56c-edeeca7f3f8e,24,1,00:00:14.146,0,14,3,1.702519,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['7765721e-ca06-4a05-b6e1-ce6d3d3e358c'],,"[32.9, 39.3]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,6772.0,Mario Gaspar Pérez Martínez,16.4,1.5707964,1.0,Ground Pass,"[32.9, 55.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.146
7765721e-ca06-4a05-b6e1-ce6d3d3e358c,25,1,00:00:15.849,0,15,3,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,['0961d66e-1068-4929-b56c-edeeca7f3f8e'],,"[32.9, 55.7]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.849
dcf77b61-121a-49a3-8ead-74b4fd62d104,26,1,00:00:15.849,0,15,3,3.607454,43,Carry,222,Villarreal,1,Regular Play,222,Villarreal,,,"['7765721e-ca06-4a05-b6e1-ce6d3d3e358c', 'd9e4e9fa-98ab-4040-aacc-30c1e3bb12ce', 'e54c279f-aae6-4b24-9ab8-69211baaff16']",,"[32.9, 55.7]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,True,"[63.3, 77.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.849
e54c279f-aae6-4b24-9ab8-69211baaff16,27,1,00:00:17.541,0,17,3,2.343967,17,Pressure,222,Villarreal,1,Regular Play,215,Athletic Club,,,"['d9e4e9fa-98ab-4040-aacc-30c1e3bb12ce', 'dcf77b61-121a-49a3-8ead-74b4fd62d104']",,"[77.5, 19.9]",6396.0,Beñat Etxebarria Urkiaga,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.541
d9e4e9fa-98ab-4040-aacc-30c1e3bb12ce,28,1,00:00:19.456,0,19,3,1.508811,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,"['b32dcdd6-f612-4aeb-bfc7-fbe32798ed85', 'e54c279f-aae6-4b24-9ab8-69211baaff16']",,"[63.3, 77.7]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,26009.0,Roberto Soldado Rillo,23.829603,-1.0037452,1.0,Ground Pass,"[76.1, 57.6]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.456
b32dcdd6-f612-4aeb-bfc7-fbe32798ed85,29,1,00:00:20.965,0,20,3,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,['d9e4e9fa-98ab-4040-aacc-30c1e3bb12ce'],,"[76.1, 57.6]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.965
70f52cb7-61e5-4df4-a66b-27905075f774,30,1,00:00:20.965,0,20,3,0.999143,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['5e59924d-4c58-474c-8e6b-69f5b40d0026'],,"[76.1, 57.6]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,6357.0,Jonathan dos Santos Ramírez,8.515867,1.735945,2.0,Low Pass,"[74.7, 66.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.965
5e59924d-4c58-474c-8e6b-69f5b40d0026,31,1,00:00:21.964,0,21,3,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,['70f52cb7-61e5-4df4-a66b-27905075f774'],,"[74.7, 66.0]",6357.0,Jonathan dos Santos Ramírez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.964
cb744b6b-717b-4e81-b7a0-4805b360ed98,32,1,00:00:21.964,0,21,3,2.260068,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['808a159c-0b2d-452a-8262-77b7bbcb726a'],,"[74.7, 66.0]",6357.0,Jonathan dos Santos Ramírez,12.0,Right Midfield,,,45.754234,-0.7714887,3.0,High Pass,"[107.5, 34.1]",40.0,Right Foot,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.964
808a159c-0b2d-452a-8262-77b7bbcb726a,33,1,00:00:24.224,0,24,4,0.0,2,Ball Recovery,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['cb744b6b-717b-4e81-b7a0-4805b360ed98'],,"[12.6, 46.0]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.224
72858074-3943-42f9-8d57-cf3e362f0565,34,1,00:00:24.224,0,24,4,2.411094,43,Carry,215,Athletic Club,1,Regular Play,215,Athletic Club,,,"['1080eacd-dca1-4d66-b992-11d77a955058', '808a159c-0b2d-452a-8262-77b7bbcb726a']",,"[12.6, 46.0]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,,,,,,,,,,,,,"[13.2, 46.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.224
1080eacd-dca1-4d66-b992-11d77a955058,35,1,00:00:26.635,0,26,4,2.907129,30,Pass,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['576add96-0daf-4337-a406-247f57429eab'],,"[13.2, 46.0]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,4353.0,Aymeric Laporte,31.624357,-1.1850052,2.0,Low Pass,"[25.1, 16.7]",69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.635
576add96-0daf-4337-a406-247f57429eab,36,1,00:00:29.543,0,29,4,,42,Ball Receipt*,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['1080eacd-dca1-4d66-b992-11d77a955058'],,"[25.1, 16.7]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.543
4e24655b-d109-4a67-9b4e-6d0f46bd202f,37,1,00:00:29.543,0,29,4,5.996384,43,Carry,215,Athletic Club,1,Regular Play,215,Athletic Club,,,"['576add96-0daf-4337-a406-247f57429eab', '8857c848-4eaa-41d8-b0cb-73494ca35d58', 'ca5592f5-7000-4b04-b5b2-e21f7e296574']",,"[25.1, 16.7]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,True,"[56.4, 10.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.543
8857c848-4eaa-41d8-b0cb-73494ca35d58,38,1,00:00:33.429,0,33,4,1.996288,17,Pressure,215,Athletic Club,1,Regular Play,222,Villarreal,,,['4e24655b-d109-4a67-9b4e-6d0f46bd202f'],,"[78.1, 63.8]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.429
