id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,foul_committed_advantage,foul_won_advantage,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_cross,pass_technique_id,pass_technique_name,pass_inswinging,clearance_left_foot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,out,foul_won_defensive,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_aerial_won,goalkeeper_end_location,pass_cut_back,clearance_right_foot,ball_recovery_recovery_failure,pass_switch,shot_first_time,pass_goal_assist,pass_through_ball,miscontrol_aerial_won,pass_outswinging,shot_deflected,block_deflection,foul_committed_card_id,foul_committed_card_name,dribble_nutmeg,dribble_overrun,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,timestamp_seconds
a822dacf-404f-42df-9144-26923c9f997a,11,1,00:00:08.445,0,8,3,0.0,2,Ball Recovery,221,Levante UD,1,Regular Play,221,Levante UD,,,,"[32.2, 39.2]",6659.0,Víctor Camarasa Ferrando,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.445
84bb220a-6ff5-4ce9-895d-c2bae4f03d42,12,1,00:00:08.445,0,8,3,1.898686,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['20f1d72c-033d-48b7-b17b-a51ef1be3b7e', 'a822dacf-404f-42df-9144-26923c9f997a']","[32.2, 39.2]",6659.0,Víctor Camarasa Ferrando,9.0,Right Defensive Midfield,,,,,,,,,,,,"[32.2, 39.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.445
20f1d72c-033d-48b7-b17b-a51ef1be3b7e,13,1,00:00:10.344,0,10,3,2.299959,30,Pass,221,Levante UD,1,Regular Play,221,Levante UD,,,['c1230ebf-5132-4310-bd4f-c16b4e9ada74'],"[32.2, 39.2]",6659.0,Víctor Camarasa Ferrando,9.0,Right Defensive Midfield,6787.0,Pedro López Muñoz,33.653828,1.9132206,1.0,Ground Pass,"[20.9, 70.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.344
c1230ebf-5132-4310-bd4f-c16b4e9ada74,14,1,00:00:12.644,0,12,3,,42,Ball Receipt*,221,Levante UD,1,Regular Play,221,Levante UD,,,['20f1d72c-033d-48b7-b17b-a51ef1be3b7e'],"[20.9, 70.9]",6787.0,Pedro López Muñoz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.644
b7c86320-a7b3-4bbe-b1d1-bba172013f5e,15,1,00:00:12.644,0,12,3,0.398767,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['c1230ebf-5132-4310-bd4f-c16b4e9ada74', 'eef0a8fd-4544-4c1a-8c19-05f1febecc1e']","[20.9, 70.9]",6787.0,Pedro López Muñoz,2.0,Right Back,,,,,,,,,,,,"[20.9, 70.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.644
eef0a8fd-4544-4c1a-8c19-05f1febecc1e,16,1,00:00:13.042,0,13,3,1.350181,30,Pass,221,Levante UD,1,Regular Play,221,Levante UD,,,['623387b2-d50d-44c2-87ff-318187a477c7'],"[20.9, 70.9]",6787.0,Pedro López Muñoz,2.0,Right Back,27463.0,Mauricio Andrés Cuero Castillo,30.101496,-0.009966447,3.0,High Pass,"[51.0, 70.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.042
623387b2-d50d-44c2-87ff-318187a477c7,17,1,00:00:14.393,0,14,3,,42,Ball Receipt*,221,Levante UD,1,Regular Play,221,Levante UD,,,['eef0a8fd-4544-4c1a-8c19-05f1febecc1e'],"[51.0, 70.6]",27463.0,Mauricio Andrés Cuero Castillo,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.393
e9616aa1-ea0c-4917-88d9-9d752eb4a809,18,1,00:00:14.393,0,14,3,0.0,38,Miscontrol,221,Levante UD,1,Regular Play,221,Levante UD,,,,"[51.0, 70.6]",27463.0,Mauricio Andrés Cuero Castillo,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.393
3586bb8c-a0b0-4c2b-a935-178b2df2606d,19,1,00:00:14.966,0,14,4,2.786474,30,Pass,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['f8832f03-1493-4290-a4c6-dfc0edee6eba'],"[65.1, 10.5]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,6842.0,Iker Muniain Goñi,20.20396,-0.019799393,2.0,Low Pass,"[85.3, 10.1]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.966
f8832f03-1493-4290-a4c6-dfc0edee6eba,20,1,00:00:17.753,0,17,4,,42,Ball Receipt*,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['3586bb8c-a0b0-4c2b-a935-178b2df2606d'],"[85.3, 10.1]",6842.0,Iker Muniain Goñi,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.753
0d73b498-459b-488d-9eb2-b24826a4e661,21,1,00:00:17.753,0,17,4,2.638484,43,Carry,215,Athletic Club,1,Regular Play,215,Athletic Club,,,"['56d08199-014b-4225-8f95-e5f160b4c821', 'f8832f03-1493-4290-a4c6-dfc0edee6eba']","[85.3, 10.1]",6842.0,Iker Muniain Goñi,21.0,Left Wing,,,,,,,,,,,,"[84.3, 13.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.753
56d08199-014b-4225-8f95-e5f160b4c821,22,1,00:00:20.391,0,20,4,0.653396,30,Pass,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['ef993673-11c6-4548-9a33-e5a8eb6c4236'],"[84.3, 13.5]",6842.0,Iker Muniain Goñi,21.0,Left Wing,6789.0,Mikel Balenziaga Oruesagasti,8.220098,-1.7419449,1.0,Ground Pass,"[82.9, 5.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.391
ef993673-11c6-4548-9a33-e5a8eb6c4236,23,1,00:00:21.045,0,21,4,,42,Ball Receipt*,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['56d08199-014b-4225-8f95-e5f160b4c821'],"[82.9, 5.4]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.045
7b8da3dc-d6b9-4b5c-b93f-415252e06a81,24,1,00:00:21.045,0,21,4,0.720019,30,Pass,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['18117861-d25e-4a7d-b19d-a7b4b1217ee5'],"[82.9, 5.4]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,6842.0,Iker Muniain Goñi,9.464143,1.6872878,1.0,Ground Pass,"[81.8, 14.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.045
18117861-d25e-4a7d-b19d-a7b4b1217ee5,25,1,00:00:21.765,0,21,4,,42,Ball Receipt*,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['7b8da3dc-d6b9-4b5c-b93f-415252e06a81'],"[81.8, 14.8]",6842.0,Iker Muniain Goñi,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.765
dda36bf8-79e3-47e4-9a52-83d4f7f3b6bd,26,1,00:00:21.765,0,21,4,0.353069,43,Carry,215,Athletic Club,1,Regular Play,215,Athletic Club,,,"['1731c72e-4041-4b0b-a305-f43b14e6ee84', '18117861-d25e-4a7d-b19d-a7b4b1217ee5', '721f60ed-c089-4374-a4dc-15f55dcc35af']","[81.8, 14.8]",6842.0,Iker Muniain Goñi,21.0,Left Wing,,,,,,,,,,,,"[80.8, 14.3]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.765
1731c72e-4041-4b0b-a305-f43b14e6ee84,27,1,00:00:21.923,0,21,4,0.507711,17,Pressure,215,Athletic Club,1,Regular Play,221,Levante UD,,,"['721f60ed-c089-4374-a4dc-15f55dcc35af', 'dda36bf8-79e3-47e4-9a52-83d4f7f3b6bd']","[36.5, 66.1]",6659.0,Víctor Camarasa Ferrando,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.923
721f60ed-c089-4374-a4dc-15f55dcc35af,28,1,00:00:22.118,0,22,4,0.758828,30,Pass,215,Athletic Club,1,Regular Play,215,Athletic Club,,,"['1731c72e-4041-4b0b-a305-f43b14e6ee84', '94c27c73-bae7-4ec4-a0f6-59888fa7b155']","[80.8, 14.3]",6842.0,Iker Muniain Goñi,21.0,Left Wing,6789.0,Mikel Balenziaga Oruesagasti,8.956003,-1.8536972,1.0,Ground Pass,"[78.3, 5.7]",40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.118
94c27c73-bae7-4ec4-a0f6-59888fa7b155,29,1,00:00:22.877,0,22,4,,42,Ball Receipt*,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['721f60ed-c089-4374-a4dc-15f55dcc35af'],"[78.3, 5.7]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.877
7d184cdb-911e-4dea-b200-daf5c61b322b,30,1,00:00:22.877,0,22,4,0.897123,43,Carry,215,Athletic Club,1,Regular Play,215,Athletic Club,,,"['4d0ffe22-228e-435b-bef3-d50488dcdc1c', '94c27c73-bae7-4ec4-a0f6-59888fa7b155']","[78.3, 5.7]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,,,,,,,,,,,,"[73.0, 7.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.877
4d0ffe22-228e-435b-bef3-d50488dcdc1c,31,1,00:00:23.774,0,23,4,1.893783,30,Pass,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['3ca9d083-bff1-4720-bab6-5060f9754d1d'],"[73.0, 7.8]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,6788.0,Xabier Etxeita Gorritxategi,19.81237,2.686974,1.0,Ground Pass,"[55.2, 16.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.774
3ca9d083-bff1-4720-bab6-5060f9754d1d,32,1,00:00:25.668,0,25,4,,42,Ball Receipt*,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['4d0ffe22-228e-435b-bef3-d50488dcdc1c'],"[55.2, 16.5]",6788.0,Xabier Etxeita Gorritxategi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.668
d04c4802-b51a-4599-a25f-4224b1efc81b,33,1,00:00:25.668,0,25,4,1.111552,43,Carry,215,Athletic Club,1,Regular Play,215,Athletic Club,,,"['0bc0d959-bea2-4815-a623-2fe33330049b', '3ca9d083-bff1-4720-bab6-5060f9754d1d']","[55.2, 16.5]",6788.0,Xabier Etxeita Gorritxategi,5.0,Left Center Back,,,,,,,,,,,,"[53.0, 19.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.668
0bc0d959-bea2-4815-a623-2fe33330049b,34,1,00:00:26.779,0,26,4,1.776159,30,Pass,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['786eb164-1ae7-48aa-9997-51754962f9ec'],"[53.0, 19.5]",6788.0,Xabier Etxeita Gorritxategi,5.0,Left Center Back,6389.0,Mikel San José Domínguez,39.310303,1.7472368,1.0,Ground Pass,"[46.1, 58.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.779
786eb164-1ae7-48aa-9997-51754962f9ec,35,1,00:00:28.555,0,28,4,,42,Ball Receipt*,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['0bc0d959-bea2-4815-a623-2fe33330049b'],"[46.1, 58.2]",6389.0,Mikel San José Domínguez,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.555
90229c9a-0ccf-431d-8b97-776071a4c3a5,36,1,00:00:28.555,0,28,4,1.438577,43,Carry,215,Athletic Club,1,Regular Play,215,Athletic Club,,,"['6f416fb9-cb37-4bf8-b7dc-7fec8ce158c2', '786eb164-1ae7-48aa-9997-51754962f9ec']","[46.1, 58.2]",6389.0,Mikel San José Domínguez,3.0,Right Center Back,,,,,,,,,,,,"[46.1, 58.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.555
6f416fb9-cb37-4bf8-b7dc-7fec8ce158c2,37,1,00:00:29.994,0,29,4,1.129332,30,Pass,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['87e6fa4f-c9e7-41fa-8db5-f059eabdb7df'],"[46.1, 58.2]",6389.0,Mikel San José Domínguez,3.0,Right Center Back,6393.0,Iñaki Williams Arthuer,19.138704,0.120466486,1.0,Ground Pass,"[65.1, 60.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.994
87e6fa4f-c9e7-41fa-8db5-f059eabdb7df,38,1,00:00:31.123,0,31,4,,42,Ball Receipt*,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['6f416fb9-cb37-4bf8-b7dc-7fec8ce158c2'],"[65.1, 60.5]",6393.0,Iñaki Williams Arthuer,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.123
cfc43b08-16ca-4a44-95f5-536d0ce60cb8,39,1,00:00:31.123,0,31,4,0.828819,30,Pass,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['81e80502-8262-4fa8-82fd-89bab9ee86b2'],"[65.1, 60.5]",6393.0,Iñaki Williams Arthuer,17.0,Right Wing,6388.0,Ander Iturraspe Derteano,8.5440035,-1.8555268,1.0,Ground Pass,"[62.7, 52.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.123
