id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_switch,pass_outcome_id,pass_outcome_name,under_pressure,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,counterpress,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_no_touch,out,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_through_ball,shot_key_pass_id,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_outswinging,interception_outcome_id,interception_outcome_name,clearance_right_foot,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_cross,clearance_head,foul_won_defensive,shot_first_time,ball_recovery_recovery_failure,foul_committed_offensive,pass_cut_back,dribble_overrun,shot_aerial_won,shot_one_on_one,clearance_aerial_won,dribble_nutmeg,pass_miscommunication,foul_committed_advantage,foul_won_advantage,block_deflection,foul_committed_card_id,foul_committed_card_name,pass_inswinging,pass_goal_assist,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,miscontrol_aerial_won,timestamp_seconds
9a11b459-ccaa-4213-bf88-befbdc2a953e,18,1,00:00:13.013,0,13,2,2.177759,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['d1ad1d8a-935b-4922-8a8a-8cd22d01b655'],,"[55.8, 73.7]",6649.0,Óscar de Marcos Arana,2.0,Right Back,4353.0,Aymeric Laporte,44.531338,-1.9095907,1.0,Ground Pass,"[41.0, 31.7]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.013
d1ad1d8a-935b-4922-8a8a-8cd22d01b655,19,1,00:00:15.191,0,15,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['9a11b459-ccaa-4213-bf88-befbdc2a953e'],,"[41.0, 31.7]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.191
506cdbd8-1704-4c82-a7d7-1ca3a66ef1df,20,1,00:00:15.191,0,15,2,5.663589,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['d1ad1d8a-935b-4922-8a8a-8cd22d01b655', 'f79a4485-27ea-45ad-813f-c1d3609dfc60']",,"[41.0, 31.7]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,"[68.2, 14.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.191
f79a4485-27ea-45ad-813f-c1d3609dfc60,21,1,00:00:20.854,0,20,2,1.23706,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['e02c5132-8469-4de6-8231-64b28be906f7'],,"[68.2, 14.8]",4353.0,Aymeric Laporte,5.0,Left Center Back,6789.0,Mikel Balenziaga Oruesagasti,19.56732,-0.71306086,1.0,Ground Pass,"[83.0, 2.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.854
e02c5132-8469-4de6-8231-64b28be906f7,22,1,00:00:22.091,0,22,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['f79a4485-27ea-45ad-813f-c1d3609dfc60'],,"[83.0, 2.0]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.091
27dcbab1-5a8e-482d-aa52-6a174d7ee7e8,23,1,00:00:22.091,0,22,2,0.698076,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['4dc6e9eb-92da-44a6-b078-bc566c89bb4e', 'e02c5132-8469-4de6-8231-64b28be906f7']",,"[83.0, 2.0]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,,,,,,,,,,,,"[83.4, 2.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.091
4dc6e9eb-92da-44a6-b078-bc566c89bb4e,24,1,00:00:22.789,0,22,2,3.057958,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['87049d7e-3f74-4d1d-b06e-3a45847aa5f1'],,"[83.4, 2.0]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,6390.0,Markel Susaeta Laskurain,37.78783,0.25139707,1.0,Ground Pass,"[120.0, 11.4]",38.0,Left Foot,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.789
288813c6-30d1-440c-b85a-56036deccc90,25,1,00:00:25.582,0,25,2,0.633896,17,Pressure,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['f38dfd75-a1e9-4fe4-b878-d6c999f5795b'],,"[117.2, 14.0]",6390.0,Markel Susaeta Laskurain,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.582
f38dfd75-a1e9-4fe4-b878-d6c999f5795b,26,1,00:00:25.716,0,25,2,0.0,28,Shield,215,Athletic Club,9,From Kick Off,221,Levante UD,,,['288813c6-30d1-440c-b85a-56036deccc90'],,"[2.1, 67.5]",6787.0,Pedro López Muñoz,2.0,Right Back,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.716
87049d7e-3f74-4d1d-b06e-3a45847aa5f1,27,1,00:00:25.847,0,25,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['4dc6e9eb-92da-44a6-b078-bc566c89bb4e'],,"[119.0, 13.0]",6390.0,Markel Susaeta Laskurain,21.0,Left Wing,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.847
87978d7b-8bab-442d-9dff-c391df4d0567,28,1,00:00:40.693,0,40,3,2.090835,30,Pass,221,Levante UD,7,From Goal Kick,221,Levante UD,,,['3806ecc3-bb61-4efa-ad5f-1b5a056ee7fe'],,"[7.0, 44.1]",23843.0,Diego Mariño Villar,1.0,Goalkeeper,6647.0,Zouhair Feddal,35.362408,-1.6302164,1.0,Ground Pass,"[4.9, 8.8]",40.0,Right Foot,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.693
3806ecc3-bb61-4efa-ad5f-1b5a056ee7fe,29,1,00:00:42.784,0,42,3,,42,Ball Receipt*,221,Levante UD,7,From Goal Kick,221,Levante UD,,,['87978d7b-8bab-442d-9dff-c391df4d0567'],,"[4.9, 8.8]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.784
7a536bba-369c-4e35-8348-2c798533e9fb,30,1,00:00:42.784,0,42,3,1.372605,43,Carry,221,Levante UD,7,From Goal Kick,221,Levante UD,,,"['281878e1-a240-4fe8-9c6c-fa884efb611f', '3806ecc3-bb61-4efa-ad5f-1b5a056ee7fe']",,"[4.9, 8.8]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,"[8.4, 8.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.784
281878e1-a240-4fe8-9c6c-fa884efb611f,31,1,00:00:44.157,0,44,3,2.313157,30,Pass,221,Levante UD,7,From Goal Kick,221,Levante UD,,,"['1364226f-1e01-423d-8423-621ff03f364b', '4889d0de-2825-4650-b694-38c28269b0a0']",,"[8.4, 8.4]",6647.0,Zouhair Feddal,5.0,Left Center Back,27250.0,Nabil Ghilas,56.572254,0.5198039,3.0,High Pass,"[57.5, 36.5]",38.0,Left Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.157
4889d0de-2825-4650-b694-38c28269b0a0,32,1,00:00:46.470,0,46,3,,42,Ball Receipt*,221,Levante UD,7,From Goal Kick,221,Levante UD,,,['281878e1-a240-4fe8-9c6c-fa884efb611f'],,"[56.4, 35.5]",27250.0,Nabil Ghilas,23.0,Center Forward,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.47
0d1cb88c-b149-41d0-adcd-3229a37ff231,33,1,00:00:46.470,0,46,3,0.0,4,Duel,221,Levante UD,7,From Goal Kick,221,Levante UD,,,['1364226f-1e01-423d-8423-621ff03f364b'],,"[57.5, 36.5]",27250.0,Nabil Ghilas,23.0,Center Forward,,,,,,,,,,,,,,,,True,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.47
1364226f-1e01-423d-8423-621ff03f364b,34,1,00:00:46.470,0,46,4,3.15508,30,Pass,215,Athletic Club,6,From Counter,215,Athletic Club,,,"['0d1cb88c-b149-41d0-adcd-3229a37ff231', '281878e1-a240-4fe8-9c6c-fa884efb611f', 'ee3b2bd6-4e55-4b0b-8b32-a0bcb4f8d2cd']",,"[62.6, 43.6]",4353.0,Aymeric Laporte,5.0,Left Center Back,6394.0,Aritz Aduriz Zubeldia,35.92353,0.15370753,3.0,High Pass,"[98.1, 49.1]",,,66.0,Recovery,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.47
ee3b2bd6-4e55-4b0b-8b32-a0bcb4f8d2cd,35,1,00:00:49.625,0,49,4,,42,Ball Receipt*,215,Athletic Club,6,From Counter,215,Athletic Club,,,['1364226f-1e01-423d-8423-621ff03f364b'],,"[98.1, 49.1]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.625
d5e95bfd-0059-4cac-9d25-bd87f2591eb5,36,1,00:00:49.625,0,49,4,0.0,22,Foul Committed,215,Athletic Club,6,From Counter,221,Levante UD,,,['a828f140-0ed5-41a8-b5a0-2f426df14171'],,"[22.0, 30.2]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.625
a828f140-0ed5-41a8-b5a0-2f426df14171,37,1,00:00:49.625,0,49,4,0.0,21,Foul Won,215,Athletic Club,6,From Counter,215,Athletic Club,,,['d5e95bfd-0059-4cac-9d25-bd87f2591eb5'],,"[98.1, 49.9]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.625
