id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,under_pressure,duel_type_id,duel_type_name,out,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_right_foot,pass_cross,pass_switch,counterpress,dribble_outcome_id,dribble_outcome_name,pass_aerial_won,duel_outcome_id,duel_outcome_name,miscontrol_aerial_won,pass_goal_assist,shot_open_goal,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_left_foot,ball_recovery_recovery_failure,pass_through_ball,pass_technique_id,pass_technique_name,pass_deflected,pass_cut_back,foul_committed_type_id,foul_committed_type_name,shot_one_on_one,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_aerial_won,foul_won_defensive,foul_committed_card_id,foul_committed_card_name,pass_no_touch,dribble_nutmeg,foul_committed_advantage,foul_won_advantage,pass_straight,pass_miscommunication,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,foul_committed_offensive,pass_outswinging,timestamp_seconds
58e2a14a-44b2-4e12-9e46-fcfa080e7ec6,11,1,00:00:05.376,0,5,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['08fef002-a135-46a4-8b46-8df956c3ea67'],,"[42.6, 23.1]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.376
4839812f-efba-41db-8988-3a43c288b15a,12,1,00:00:05.376,0,5,2,1.46147,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['58e2a14a-44b2-4e12-9e46-fcfa080e7ec6', 'fab20445-aa4b-4fee-827d-46f578e92c1f']",,"[42.6, 23.1]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,"[41.0, 25.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.376
fab20445-aa4b-4fee-827d-46f578e92c1f,13,1,00:00:06.837,0,6,2,1.938245,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['5cf9caed-2ccb-4f48-9e04-5e0ae3ab21c9'],,"[41.0, 25.5]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,6927.0,David García Santana,36.20083,1.6454495,1.0,Ground Pass,"[38.3, 61.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.837
5cf9caed-2ccb-4f48-9e04-5e0ae3ab21c9,14,1,00:00:08.775,0,8,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['fab20445-aa4b-4fee-827d-46f578e92c1f'],,"[38.3, 61.6]",6927.0,David García Santana,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.775
d96d58e3-1d87-4577-959f-2c51290d7b63,15,1,00:00:08.775,0,8,2,0.246742,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['5cf9caed-2ccb-4f48-9e04-5e0ae3ab21c9', 'ef963c59-9575-420c-b2d7-2b2308743c0a']",,"[38.3, 61.6]",6927.0,David García Santana,3.0,Right Center Back,,,,,,,,,,,,"[36.3, 61.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.775
ef963c59-9575-420c-b2d7-2b2308743c0a,16,1,00:00:09.022,0,9,2,1.700319,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['13f12a73-b7c8-48c6-a433-daeb1cd6c9fe'],,"[36.3, 61.6]",6927.0,David García Santana,3.0,Right Center Back,8440.0,Aythami Artiles Oliva,16.643316,-1.9267541,1.0,Ground Pass,"[30.5, 46.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.022
13f12a73-b7c8-48c6-a433-daeb1cd6c9fe,17,1,00:00:10.722,0,10,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['ef963c59-9575-420c-b2d7-2b2308743c0a'],,"[30.5, 46.0]",8440.0,Aythami Artiles Oliva,4.0,Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.722
bb736e4f-9f86-4974-aa70-e2ffb1c344b4,18,1,00:00:10.722,0,10,2,2.218226,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['13f12a73-b7c8-48c6-a433-daeb1cd6c9fe', 'e7a2c15d-dc55-44a3-9823-c7d88d9c5e29']",,"[30.5, 46.0]",8440.0,Aythami Artiles Oliva,4.0,Center Back,,,,,,,,,,,,"[35.8, 42.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.722
e7a2c15d-dc55-44a3-9823-c7d88d9c5e29,19,1,00:00:12.941,0,12,2,1.95889,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['030a9ba3-358c-4aaa-a0a0-90ea2d9baa8e', '8a59c5ab-dd5d-4c81-b220-c331a0b7a2a0']",,"[35.8, 42.0]",8440.0,Aythami Artiles Oliva,4.0,Center Back,6932.0,Dani Castellano Betancor,44.477074,-0.78698796,3.0,High Pass,"[67.2, 10.5]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.941
8a59c5ab-dd5d-4c81-b220-c331a0b7a2a0,20,1,00:00:14.899,0,14,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['e7a2c15d-dc55-44a3-9823-c7d88d9c5e29'],,"[70.0, 5.0]",6932.0,Dani Castellano Betancor,8.0,Left Wing Back,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.899
030a9ba3-358c-4aaa-a0a0-90ea2d9baa8e,21,1,00:00:14.899,0,14,2,0.0,10,Interception,208,Las Palmas,9,From Kick Off,322,Eibar,,,['e7a2c15d-dc55-44a3-9823-c7d88d9c5e29'],,"[52.9, 69.6]",6699.0,Ander Capa Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.899
7e5611a4-549d-43bc-81b4-72d22937129f,22,1,00:00:17.919,0,17,2,0.0,4,Duel,208,Las Palmas,9,From Kick Off,322,Eibar,,,['d1c2f3b4-260c-4960-8418-7a554c9a72c3'],,"[68.7, 77.1]",24070.0,Saúl Berjón Pérez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.919
d1c2f3b4-260c-4960-8418-7a554c9a72c3,23,1,00:00:17.919,0,17,2,0.0,9,Clearance,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['7e5611a4-549d-43bc-81b4-72d22937129f'],,"[51.4, 3.0]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,True,,,True,True,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.919
fc9c8955-f8d1-4975-9533-30123658b174,24,1,00:00:31.913,0,31,3,2.360135,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,['a16c8deb-2f92-4372-b88f-e1576cfc2178'],,"[68.2, 80.0]",6699.0,Ander Capa Rodríguez,2.0,Right Back,6566.0,Borja González Tomás,34.745358,-0.4147176,3.0,High Pass,"[100.0, 66.0]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.913
4df4586b-0d7b-4338-b5a3-1a07eae94554,25,1,00:00:34.151,0,34,3,0.695812,17,Pressure,322,Eibar,4,From Throw In,208,Las Palmas,,,"['36c73f28-bc6b-4ae3-956f-7fa23a7cf8db', 'a16c8deb-2f92-4372-b88f-e1576cfc2178', 'fa8cf513-5daf-45e5-962f-cd9fe83fc971']",,"[18.9, 14.3]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.151
a16c8deb-2f92-4372-b88f-e1576cfc2178,26,1,00:00:34.273,0,34,3,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,"['4df4586b-0d7b-4338-b5a3-1a07eae94554', 'fc9c8955-f8d1-4975-9533-30123658b174']",,"[100.0, 66.0]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.273
fa8cf513-5daf-45e5-962f-cd9fe83fc971,27,1,00:00:34.273,0,34,3,0.511103,43,Carry,322,Eibar,4,From Throw In,322,Eibar,,,"['36c73f28-bc6b-4ae3-956f-7fa23a7cf8db', '4df4586b-0d7b-4338-b5a3-1a07eae94554', 'a16c8deb-2f92-4372-b88f-e1576cfc2178']",,"[100.0, 66.0]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,"[97.8, 67.5]",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.273
36c73f28-bc6b-4ae3-956f-7fa23a7cf8db,28,1,00:00:34.784,0,34,3,1.231861,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,"['4df4586b-0d7b-4338-b5a3-1a07eae94554', '748abe74-2bdc-4ddc-b721-947ac74c6cab']",,"[97.8, 67.5]",6566.0,Borja González Tomás,23.0,Center Forward,24070.0,Saúl Berjón Pérez,7.4242845,1.0951011,2.0,Low Pass,"[101.2, 74.1]",70.0,Other,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.784
1654d223-a340-49ac-82a5-e897d30c649e,29,1,00:00:35.944,0,35,3,0.329264,17,Pressure,322,Eibar,4,From Throw In,208,Las Palmas,,,"['748abe74-2bdc-4ddc-b721-947ac74c6cab', 'f599835e-d1a8-4573-be70-a2e01753c89f']",,"[19.1, 10.4]",6932.0,Dani Castellano Betancor,8.0,Left Wing Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.944
748abe74-2bdc-4ddc-b721-947ac74c6cab,30,1,00:00:36.016,0,36,3,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,"['1654d223-a340-49ac-82a5-e897d30c649e', '36c73f28-bc6b-4ae3-956f-7fa23a7cf8db']",,"[101.2, 74.1]",24070.0,Saúl Berjón Pérez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.016
f599835e-d1a8-4573-be70-a2e01753c89f,31,1,00:00:36.016,0,36,3,0.284608,43,Carry,322,Eibar,4,From Throw In,322,Eibar,,,"['1654d223-a340-49ac-82a5-e897d30c649e', '748abe74-2bdc-4ddc-b721-947ac74c6cab', '9bae61c4-0bdb-400c-a79b-fcd92f90c5a7']",,"[101.2, 74.1]",24070.0,Saúl Berjón Pérez,17.0,Right Wing,,,,,,,,,,,,"[106.2, 73.8]",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.016
9bae61c4-0bdb-400c-a79b-fcd92f90c5a7,32,1,00:00:36.301,0,36,3,1.381717,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,['18bd7e78-3ace-4679-8e31-e250dd53c81e'],,"[106.2, 73.8]",24070.0,Saúl Berjón Pérez,17.0,Right Wing,6566.0,Borja González Tomás,12.712199,-1.7928783,1.0,Ground Pass,"[103.4, 61.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.301
18bd7e78-3ace-4679-8e31-e250dd53c81e,33,1,00:00:37.683,0,37,3,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,['9bae61c4-0bdb-400c-a79b-fcd92f90c5a7'],,"[103.4, 61.4]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.683
47df3c94-72b3-408e-af8d-4831752fc6b4,34,1,00:00:37.683,0,37,3,0.748616,43,Carry,322,Eibar,4,From Throw In,322,Eibar,,,"['18bd7e78-3ace-4679-8e31-e250dd53c81e', '8b3b4ef4-4fdb-41f5-8ef0-6425a00f9f22']",,"[103.4, 61.4]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,"[103.0, 58.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.683
8b3b4ef4-4fdb-41f5-8ef0-6425a00f9f22,35,1,00:00:38.431,0,38,3,0.994883,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,['2d2d022e-7ec5-455f-af99-a15796d88f82'],,"[103.0, 58.8]",6566.0,Borja González Tomás,23.0,Center Forward,6557.0,Adrián González Morales,15.138032,-1.8382071,1.0,Ground Pass,"[99.0, 44.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,03ad4f66-6f98-45dd-8c99-9701dbcc2871,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.431
2d2d022e-7ec5-455f-af99-a15796d88f82,36,1,00:00:39.426,0,39,3,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,['8b3b4ef4-4fdb-41f5-8ef0-6425a00f9f22'],,"[99.0, 44.2]",6557.0,Adrián González Morales,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.426
