id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,under_pressure,duel_type_id,duel_type_name,out,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_right_foot,pass_cross,pass_switch,counterpress,dribble_outcome_id,dribble_outcome_name,pass_aerial_won,duel_outcome_id,duel_outcome_name,miscontrol_aerial_won,pass_goal_assist,shot_open_goal,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_left_foot,ball_recovery_recovery_failure,pass_through_ball,pass_technique_id,pass_technique_name,pass_deflected,pass_cut_back,foul_committed_type_id,foul_committed_type_name,shot_one_on_one,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_aerial_won,foul_won_defensive,foul_committed_card_id,foul_committed_card_name,pass_no_touch,dribble_nutmeg,foul_committed_advantage,foul_won_advantage,pass_straight,pass_miscommunication,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,foul_committed_offensive,pass_outswinging,timestamp_seconds
43b6353b-e03b-4528-9677-4f7fe906d323,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,208,Las Palmas,1,Regular Play,208,Las Palmas,352.0,"[{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 16}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 23}, {'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4e8942ea-cc88-40c6-aed6-fb37907278df,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,208,Las Palmas,1,Regular Play,322,Eibar,4231.0,"[{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
d15104b9-c1c3-4b69-a49c-b1d2bf1949bc,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,208,Las Palmas,1,Regular Play,322,Eibar,,,['22bd7dc0-46cc-4e9c-ad3c-c2c3abb962a3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
22bd7dc0-46cc-4e9c-ad3c-c2c3abb962a3,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['d15104b9-c1c3-4b69-a49c-b1d2bf1949bc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1d44f2f9-1e71-48d3-bc8a-ff2eeab8206b,5,1,00:00:00.711,0,0,2,0.174352,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['862f5d42-face-40b4-911b-874c280de5a3'],True,"[61.0, 40.1]",8167.0,Sergio Ezequiel Araújo,22.0,Right Center Forward,10755.0,Jonathan Viera Ramos,2.5495098,2.016902,1.0,Ground Pass,"[59.9, 42.4]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711
862f5d42-face-40b4-911b-874c280de5a3,6,1,00:00:00.885,0,0,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['1d44f2f9-1e71-48d3-bc8a-ff2eeab8206b'],,"[59.9, 42.4]",10755.0,Jonathan Viera Ramos,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.885
44741dad-c5b8-435c-b601-bbe487012e13,7,1,00:00:01.743,0,1,2,1.561397,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['bd4abcf4-2a34-4f34-abde-30382ad4ec16'],,"[58.8, 42.4]",10755.0,Jonathan Viera Ramos,24.0,Left Center Forward,27521.0,Juan Emmanuel Culio,17.447063,-2.0600793,1.0,Ground Pass,"[50.6, 27.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.743
bd4abcf4-2a34-4f34-abde-30382ad4ec16,8,1,00:00:03.304,0,3,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['44741dad-c5b8-435c-b601-bbe487012e13'],,"[50.6, 27.0]",27521.0,Juan Emmanuel Culio,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.304
1f9c0379-688c-4ee6-8708-e237b3a05c05,9,1,00:00:03.304,0,3,2,0.605999,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['08fef002-a135-46a4-8b46-8df956c3ea67', 'bd4abcf4-2a34-4f34-abde-30382ad4ec16']",,"[50.6, 27.0]",27521.0,Juan Emmanuel Culio,15.0,Left Center Midfield,,,,,,,,,,,,"[50.8, 27.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.304
08fef002-a135-46a4-8b46-8df956c3ea67,10,1,00:00:03.910,0,3,2,1.465535,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['58e2a14a-44b2-4e12-9e46-fcfa080e7ec6'],,"[50.8, 27.7]",27521.0,Juan Emmanuel Culio,15.0,Left Center Midfield,7907.0,Pedro Bigas Rigo,9.402127,-2.630362,1.0,Ground Pass,"[42.6, 23.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91
