id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,counterpress,out,off_camera,interception_outcome_id,interception_outcome_name,pass_switch,duel_type_id,duel_type_name,pass_aerial_won,miscontrol_aerial_won,duel_outcome_id,duel_outcome_name,dribble_overrun,dribble_outcome_id,dribble_outcome_name,ball_recovery_offensive,pass_no_touch,pass_cross,pass_technique_id,pass_technique_name,pass_outswinging,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_inswinging,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,foul_committed_advantage,50_50_outcome_id,50_50_outcome_name,clearance_right_foot,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_first_time,goalkeeper_end_location,goalkeeper_punched_out,shot_aerial_won,foul_won_defensive,block_offensive,foul_committed_card_id,foul_committed_card_name,clearance_left_foot,clearance_aerial_won,pass_deflected,block_deflection,foul_won_advantage,pass_through_ball,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_other,pass_goal_assist,shot_deflected,dribble_nutmeg,timestamp_seconds
f940607b-5128-4d0e-b693-977e71c6932d,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,442.0,"[{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
ba2b3bef-4241-433d-b875-c3c8046bca34,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,212,Atlético Madrid,1,Regular Play,223,Málaga,442.0,"[{'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6878, 'name': 'Miguel Torres Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6764, 'name': 'Pablo Fornals Malla'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 31}, {'player': {'id': 10868, 'name': 'Ricardo Jorge Luz Horta'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 8419, 'name': 'Duje Čop'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
01e6a1a6-62cc-428b-b7ea-191e4612c138,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,212,Atlético Madrid,1,Regular Play,223,Málaga,,,['5a6204a3-408c-4834-9232-ce36593062b6'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
5a6204a3-408c-4834-9232-ce36593062b6,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['01e6a1a6-62cc-428b-b7ea-191e4612c138'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
59dba5f1-68ae-4b54-9fec-7462b755a9d7,5,1,00:00:00.078,0,0,2,0.340448,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['64b563db-177b-4c62-a0c9-24640abef772'],"[61.0, 40.1]",6707.0,Charles Días Barbosa de Oliveira,24.0,Left Center Forward,8419.0,Duje Čop,2.5632012,1.929567,1.0,Ground Pass,"[60.1, 42.5]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078
64b563db-177b-4c62-a0c9-24640abef772,6,1,00:00:00.418,0,0,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['59dba5f1-68ae-4b54-9fec-7462b755a9d7'],"[60.1, 42.5]",8419.0,Duje Čop,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.418
d16d9014-ccec-4b90-a1b9-6ad79b5395fd,7,1,00:00:00.418,0,0,2,0.069265,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['64b563db-177b-4c62-a0c9-24640abef772', '97191d3e-699c-486d-9713-a1b15818c400']","[60.1, 42.5]",8419.0,Duje Čop,22.0,Right Center Forward,,,,,,,,,,,,"[59.9, 42.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.418
97191d3e-699c-486d-9713-a1b15818c400,8,1,00:00:00.487,0,0,2,1.978838,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['5ee9e60f-2f53-4d0b-859d-6d0dcea154c2'],"[59.9, 42.5]",8419.0,Duje Čop,22.0,Right Center Forward,26669.0,Weligton Róbson Pena de Oliveira,28.65397,-2.869525,1.0,Ground Pass,"[32.3, 34.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.487
5ee9e60f-2f53-4d0b-859d-6d0dcea154c2,9,1,00:00:02.466,0,2,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['97191d3e-699c-486d-9713-a1b15818c400'],"[32.3, 34.8]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.466
f75b498d-5b2f-43d5-be73-aa738f64137c,10,1,00:00:02.466,0,2,2,1.406145,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['5ee9e60f-2f53-4d0b-859d-6d0dcea154c2', 'ac90bfa3-ee8e-40ec-91d8-53eccaf50aab']","[32.3, 34.8]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,,,,,,,,,,,,"[34.1, 35.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.466
ac90bfa3-ee8e-40ec-91d8-53eccaf50aab,11,1,00:00:03.872,0,3,2,4.399939,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['4e17602a-e71b-44ac-9ece-74e845c807a9'],"[34.1, 35.0]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,,,63.705025,-0.01255821,3.0,High Pass,"[97.8, 34.2]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.872
4e17602a-e71b-44ac-9ece-74e845c807a9,12,1,00:00:08.272,0,8,3,1.929036,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['428f6308-9ab8-448c-b8a3-0b4fcafc7ca3', 'ac90bfa3-ee8e-40ec-91d8-53eccaf50aab']","[22.3, 45.9]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,5484.0,Lucas Hernández Pi,22.707928,-1.5972219,2.0,Low Pass,"[21.7, 23.2]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.272
428f6308-9ab8-448c-b8a3-0b4fcafc7ca3,13,1,00:00:10.201,0,10,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['4e17602a-e71b-44ac-9ece-74e845c807a9'],"[21.7, 23.2]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.201
dc3e00dc-392d-4e60-bf78-9abb8edcb34f,14,1,00:00:10.201,0,10,3,0.447683,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['428f6308-9ab8-448c-b8a3-0b4fcafc7ca3', 'eca5247e-62c9-463d-929a-6f4ba84f94f4']","[21.7, 23.2]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,,,,,,,,,,,,"[21.7, 23.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.201
eca5247e-62c9-463d-929a-6f4ba84f94f4,15,1,00:00:10.649,0,10,3,1.522337,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['6fc741df-8d8d-4e8f-9492-0d65aa749f30'],"[21.7, 23.0]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,6320.0,Filipe Luís Kasmirski,15.182226,-1.2698761,1.0,Ground Pass,"[26.2, 8.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.649
6fc741df-8d8d-4e8f-9492-0d65aa749f30,16,1,00:00:12.171,0,12,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['eca5247e-62c9-463d-929a-6f4ba84f94f4'],"[26.2, 8.5]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.171
de600d31-9e15-4ad2-bec1-50379af91c44,17,1,00:00:12.171,0,12,3,1.820506,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['6fc741df-8d8d-4e8f-9492-0d65aa749f30', 'dd33c8e1-8471-457c-b9d8-6620da7aeb23']","[26.2, 8.5]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,,,,,,,,,,,,"[39.4, 3.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.171
dd33c8e1-8471-457c-b9d8-6620da7aeb23,18,1,00:00:13.992,0,13,3,1.19478,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['ed618ea8-d2ad-45ab-a834-a2c097748734'],"[39.4, 3.4]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,6381.0,Saúl Ñíguez Esclapez,5.503635,1.607144,1.0,Ground Pass,"[39.2, 8.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.992
ed618ea8-d2ad-45ab-a834-a2c097748734,19,1,00:00:15.186,0,15,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['dd33c8e1-8471-457c-b9d8-6620da7aeb23'],"[39.2, 8.9]",6381.0,Saúl Ñíguez Esclapez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.186
ecf25a61-9032-4ad3-a78b-5fe6ba2a9df5,20,1,00:00:15.186,0,15,3,1.389033,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['a0bee5e2-b327-44c5-a92b-edad44195e6e'],"[39.6, 8.9]",6381.0,Saúl Ñíguez Esclapez,12.0,Right Midfield,5484.0,Lucas Hernández Pi,14.375326,-2.9455614,1.0,Ground Pass,"[25.5, 6.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.186
a0bee5e2-b327-44c5-a92b-edad44195e6e,21,1,00:00:16.576,0,16,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['ecf25a61-9032-4ad3-a78b-5fe6ba2a9df5'],"[25.5, 6.1]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.576
cd4e1900-e53b-4c17-a109-93f990a4d781,22,1,00:00:16.576,0,16,3,0.883967,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['4fbd51f3-13f5-4940-9a53-1130cd844a9c', 'a0bee5e2-b327-44c5-a92b-edad44195e6e']","[25.5, 6.1]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,,,,,,,,,,,,"[25.5, 9.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.576
4fbd51f3-13f5-4940-9a53-1130cd844a9c,23,1,00:00:17.459,0,17,3,1.864844,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['95772e3b-f94b-4c4b-9174-64b2d44cb2c2'],"[25.5, 9.6]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,5259.0,José María Giménez de Vargas,22.231508,1.7152379,1.0,Ground Pass,"[22.3, 31.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.459
95772e3b-f94b-4c4b-9174-64b2d44cb2c2,24,1,00:00:19.324,0,19,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['4fbd51f3-13f5-4940-9a53-1130cd844a9c'],"[22.3, 31.6]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.324
6196a029-5ba9-4342-83a7-928ba98d4335,25,1,00:00:19.324,0,19,3,1.821058,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['18197b68-20f3-4aed-b3eb-7a0a4145596b', '95772e3b-f94b-4c4b-9174-64b2d44cb2c2']","[22.3, 31.6]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,"[27.9, 37.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.324
18197b68-20f3-4aed-b3eb-7a0a4145596b,26,1,00:00:21.145,0,21,3,2.279441,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['d32e1def-aea3-4691-a565-e10647814c99'],"[27.9, 37.6]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,6375.0,Juan Francisco Torres Belén,33.553837,1.4061376,1.0,Ground Pass,"[33.4, 70.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.145
d32e1def-aea3-4691-a565-e10647814c99,27,1,00:00:23.425,0,23,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['18197b68-20f3-4aed-b3eb-7a0a4145596b'],"[33.4, 70.7]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.425
b7de6c9a-8d9f-49f6-bf8c-331f8caa8aeb,28,1,00:00:23.425,0,23,3,2.242761,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['3942f52d-ff34-4485-9f7a-1fa7e4bcff60', 'd32e1def-aea3-4691-a565-e10647814c99']","[33.4, 70.7]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,,,,,,,,,,"[40.3, 72.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.425
3942f52d-ff34-4485-9f7a-1fa7e4bcff60,29,1,00:00:25.668,0,25,3,0.810992,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['4300a1eb-4410-4b7a-97af-793072fca677'],"[40.3, 72.0]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,5487.0,Antoine Griezmann,9.749359,0.17526637,1.0,Ground Pass,"[49.9, 73.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.668
4300a1eb-4410-4b7a-97af-793072fca677,30,1,00:00:26.479,0,26,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['3942f52d-ff34-4485-9f7a-1fa7e4bcff60'],"[49.9, 73.7]",5487.0,Antoine Griezmann,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.479
8b84a9a2-60d7-4e61-8b14-029fbdddb4ec,31,1,00:00:26.479,0,26,3,1.646174,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['4300a1eb-4410-4b7a-97af-793072fca677', '8d4d1c8b-4bde-40da-987c-4d55c78d45a2']","[49.9, 73.7]",5487.0,Antoine Griezmann,24.0,Left Center Forward,,,,,,,,,,,,"[43.3, 68.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.479
8d4d1c8b-4bde-40da-987c-4d55c78d45a2,32,1,00:00:28.125,0,28,3,1.415378,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['d0c60033-b094-4d03-94a5-90d32fbeca04'],"[43.3, 68.6]",5487.0,Antoine Griezmann,24.0,Left Center Forward,6384.0,Gabriel Fernández Arenas,32.485382,-1.7911347,1.0,Ground Pass,"[36.2, 36.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
d0c60033-b094-4d03-94a5-90d32fbeca04,33,1,00:00:29.540,0,29,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['8d4d1c8b-4bde-40da-987c-4d55c78d45a2'],"[36.2, 36.9]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.54
ed615316-147e-40d7-866e-013b6a1de439,34,1,00:00:29.540,0,29,3,2.11527,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['46019f15-dbd4-44c5-8876-470fbdb082d9', 'd0c60033-b094-4d03-94a5-90d32fbeca04']","[36.2, 36.9]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,"[37.7, 35.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.54
46019f15-dbd4-44c5-8876-470fbdb082d9,35,1,00:00:31.655,0,31,3,1.779664,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['60fc636a-7077-4e37-9d5b-b7323f32c3d1'],"[37.7, 35.7]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,6320.0,Filipe Luís Kasmirski,32.200623,-1.1822163,1.0,Ground Pass,"[49.9, 5.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.655
60fc636a-7077-4e37-9d5b-b7323f32c3d1,36,1,00:00:33.435,0,33,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['46019f15-dbd4-44c5-8876-470fbdb082d9'],"[49.9, 5.9]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.435
c3133d42-8335-4756-aa69-6ff0592071eb,37,1,00:00:33.435,0,33,3,1.486418,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['60fc636a-7077-4e37-9d5b-b7323f32c3d1', '79a514df-4436-4a41-8abc-3f1267103d4c']","[49.9, 5.9]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,,,,,,,,,,,,"[54.2, 4.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.435
79a514df-4436-4a41-8abc-3f1267103d4c,38,1,00:00:34.921,0,34,3,0.837227,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['20ea3f95-db3b-49d0-a3dc-8645f960cf99'],"[54.2, 4.9]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,5633.0,Yannick Ferreira Carrasco,12.601587,0.015871683,1.0,Ground Pass,"[66.8, 5.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.921
20ea3f95-db3b-49d0-a3dc-8645f960cf99,39,1,00:00:35.759,0,35,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['79a514df-4436-4a41-8abc-3f1267103d4c'],"[66.8, 5.1]",5633.0,Yannick Ferreira Carrasco,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.759
aa133926-e1b7-4ba0-acfa-e66caae4820e,40,1,00:00:35.759,0,35,3,0.106036,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['20ea3f95-db3b-49d0-a3dc-8645f960cf99', 'dac303c1-4e98-42fe-bd49-e84cfedbaeb1']","[66.8, 5.1]",5633.0,Yannick Ferreira Carrasco,16.0,Left Midfield,,,,,,,,,,,,"[66.6, 5.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.759
