id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,under_pressure,off_camera,pass_switch,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,foul_won_defensive,interception_outcome_id,interception_outcome_name,duel_outcome_id,duel_outcome_name,out,pass_aerial_won,clearance_other,clearance_right_foot,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,dribble_outcome_id,dribble_outcome_name,shot_first_time,goalkeeper_end_location,block_deflection,foul_committed_advantage,foul_won_advantage,clearance_left_foot,pass_no_touch,ball_recovery_recovery_failure,pass_goal_assist,pass_technique_id,pass_technique_name,pass_inswinging,pass_through_ball,block_offensive,50_50_outcome_id,50_50_outcome_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outswinging,dribble_overrun,foul_committed_card_id,foul_committed_card_name,pass_cut_back,injury_stoppage_in_chain,miscontrol_aerial_won,shot_one_on_one,pass_deflected,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,timestamp_seconds
3e8aa2bf-6318-4cb2-a1e4-fa98f8b017c3,1561,2,00:00:04.708,45,4,115,1.734193,43,Carry,1049,Granada,9,From Kick Off,1049,Granada,,,"['4a9ca10a-5dcb-4e65-aba9-cab950bedfcb', '651c51da-c78e-4ee5-818e-4bd56a2a9e0c', '9797ac98-97c9-4a09-a093-3480ad37f737']","[76.2, 20.8]",18721.0,Robert Ibáñez Castro,21.0,Left Wing,,,,,,,,,,,,"[86.6, 22.8]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.708
4a9ca10a-5dcb-4e65-aba9-cab950bedfcb,1562,2,00:00:06.284,45,6,115,0.354567,17,Pressure,1049,Granada,9,From Kick Off,219,RC Deportivo La Coruña,,,"['3e8aa2bf-6318-4cb2-a1e4-fa98f8b017c3', '651c51da-c78e-4ee5-818e-4bd56a2a9e0c']","[38.0, 59.8]",5724.0,Fayçal Fajr,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.284
651c51da-c78e-4ee5-818e-4bd56a2a9e0c,1563,2,00:00:06.442,45,6,115,1.595485,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['4a9ca10a-5dcb-4e65-aba9-cab950bedfcb', '936bde92-a428-47d7-9c33-88567130dce9']","[86.6, 22.8]",18721.0,Robert Ibáñez Castro,21.0,Left Wing,7158.0,Cristiano Biraghi,19.399227,-1.0471746,1.0,Ground Pass,"[96.3, 6.0]",40.0,Right Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.442
936bde92-a428-47d7-9c33-88567130dce9,1564,2,00:00:08.037,45,8,115,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['651c51da-c78e-4ee5-818e-4bd56a2a9e0c'],"[96.3, 6.0]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.037
c6e09c2c-23f7-45b6-b716-2d8986586cfd,1565,2,00:00:08.037,45,8,115,0.049854,43,Carry,1049,Granada,9,From Kick Off,1049,Granada,,,"['5aa112d3-9687-41f9-900e-95b26ecec938', '936bde92-a428-47d7-9c33-88567130dce9']","[96.3, 6.0]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,"[95.8, 6.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.037
5aa112d3-9687-41f9-900e-95b26ecec938,1566,2,00:00:08.087,45,8,115,0.15506,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['bd428abc-808e-42e1-86d7-15e933617240'],"[95.8, 6.0]",7158.0,Cristiano Biraghi,6.0,Left Back,,,5.5542774,1.1635405,1.0,Ground Pass,"[98.0, 11.1]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.087
bd428abc-808e-42e1-86d7-15e933617240,1567,2,00:00:08.242,45,8,115,0.0,6,Block,1049,Granada,9,From Kick Off,219,RC Deportivo La Coruña,,,['5aa112d3-9687-41f9-900e-95b26ecec938'],"[22.1, 69.0]",5724.0,Fayçal Fajr,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.242
246a000d-2ac0-41ff-acd0-099c8981347c,1568,2,00:00:08.748,45,8,115,0.0,2,Ball Recovery,1049,Granada,9,From Kick Off,219,RC Deportivo La Coruña,,,,"[17.0, 66.1]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,8.748
95acbc79-2d1c-4858-ac1c-fcb16755dc8a,1569,2,00:00:09.466,45,9,115,0.0,2,Ball Recovery,1049,Granada,9,From Kick Off,1049,Granada,,,,"[99.6, 14.9]",18721.0,Robert Ibáñez Castro,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,9.466
3cc27605-e3ab-4bc8-b86a-f8835355579c,1570,2,00:00:17.256,45,17,116,1.207926,30,Pass,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['8bbffad9-4ee1-41d8-8e88-6478a2cbb6e1'],"[20.5, 80.0]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,5582.0,Celso Borges Mora,12.747549,-2.016902,2.0,Low Pass,"[15.0, 68.5]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.256
