id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,out,interception_outcome_id,interception_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_technique_id,pass_technique_name,pass_inswinging,clearance_right_foot,pass_cross,clearance_other,goalkeeper_end_location,foul_committed_advantage,foul_won_advantage,pass_cut_back,pass_aerial_won,foul_committed_type_id,foul_committed_type_name,counterpress,off_camera,pass_goal_assist,pass_switch,clearance_aerial_won,clearance_head,ball_recovery_recovery_failure,foul_committed_offensive,foul_won_defensive,foul_committed_card_id,foul_committed_card_name,pass_no_touch,shot_deflected,block_deflection,miscontrol_aerial_won,pass_outswinging,bad_behaviour_card_id,bad_behaviour_card_name,dribble_overrun,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_one_on_one,pass_deflected,shot_aerial_won,pass_through_ball,timestamp_seconds
613f0daa-f6fb-4b59-a84e-e3d7a0db26e4,11,1,00:00:02.349,0,2,2,1.582169,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['c456d8f3-0a2f-4634-a345-ea18e131be6c'],"[44.1, 37.6]",6764.0,Pablo Fornals Malla,11.0,Left Defensive Midfield,27184.0,Marcos Alberto Angeleri,20.520477,2.207475,1.0,Ground Pass,"[31.9, 54.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.349
c456d8f3-0a2f-4634-a345-ea18e131be6c,12,1,00:00:03.931,0,3,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['613f0daa-f6fb-4b59-a84e-e3d7a0db26e4'],"[31.9, 54.1]",27184.0,Marcos Alberto Angeleri,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.931
6d945b78-0a3b-44d8-9357-2e93d232f37a,13,1,00:00:03.931,0,3,2,2.431216,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['375b6f76-95da-4797-a2a3-c39b4dc0d071', 'c456d8f3-0a2f-4634-a345-ea18e131be6c', 'cd93c323-faf2-4d61-b858-b2e95b9816df']","[31.9, 54.1]",27184.0,Marcos Alberto Angeleri,3.0,Right Center Back,,,,,,,,,,,,"[25.9, 60.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.931
cd93c323-faf2-4d61-b858-b2e95b9816df,14,1,00:00:05.550,0,5,2,0.73268,17,Pressure,223,Málaga,9,From Kick Off,214,Espanyol,,,['6d945b78-0a3b-44d8-9357-2e93d232f37a'],"[94.0, 21.1]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
375b6f76-95da-4797-a2a3-c39b4dc0d071,15,1,00:00:06.362,0,6,2,0.055373,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['f8ffa66a-69d0-4657-bc8a-ef55600ee6e3'],"[25.9, 60.1]",27184.0,Marcos Alberto Angeleri,3.0,Right Center Back,,,3.471311,-0.20304522,2.0,Low Pass,"[29.3, 59.4]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.362
f8ffa66a-69d0-4657-bc8a-ef55600ee6e3,16,1,00:00:06.417,0,6,2,0.0,6,Block,223,Málaga,9,From Kick Off,214,Espanyol,,,['375b6f76-95da-4797-a2a3-c39b4dc0d071'],"[90.8, 20.7]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.417
3ed21f43-cf24-494a-9886-02220f82e5c0,17,1,00:00:22.304,0,22,3,0.833114,30,Pass,223,Málaga,4,From Throw In,223,Málaga,,,['01510011-cd2f-4a0a-8032-989f53b4ab62'],"[40.0, 80.0]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,6764.0,Pablo Fornals Malla,7.368175,-1.7069353,2.0,Low Pass,"[39.0, 72.7]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.304
01510011-cd2f-4a0a-8032-989f53b4ab62,18,1,00:00:23.137,0,23,3,,42,Ball Receipt*,223,Málaga,4,From Throw In,223,Málaga,,,['3ed21f43-cf24-494a-9886-02220f82e5c0'],"[39.0, 72.7]",6764.0,Pablo Fornals Malla,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.137
d29f3f58-8106-4503-b980-ffb411771d98,19,1,00:00:23.137,0,23,3,0.079999,43,Carry,223,Málaga,4,From Throw In,223,Málaga,,,"['01510011-cd2f-4a0a-8032-989f53b4ab62', '845089c5-a956-4cea-9acc-96ac7d67c9f7']","[39.0, 72.7]",6764.0,Pablo Fornals Malla,11.0,Left Defensive Midfield,,,,,,,,,,,,"[39.0, 72.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.137
845089c5-a956-4cea-9acc-96ac7d67c9f7,20,1,00:00:23.217,0,23,3,1.174143,30,Pass,223,Málaga,4,From Throw In,223,Málaga,,,['14b3e3db-94d2-4a68-a1d2-209c7bff8391'],"[39.0, 72.5]",6764.0,Pablo Fornals Malla,11.0,Left Defensive Midfield,6569.0,Roberto José Rosales Altuve,5.6859474,0.97303796,2.0,Low Pass,"[42.2, 77.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.217
14b3e3db-94d2-4a68-a1d2-209c7bff8391,21,1,00:00:24.254,0,24,3,,42,Ball Receipt*,223,Málaga,4,From Throw In,223,Málaga,,,['845089c5-a956-4cea-9acc-96ac7d67c9f7'],"[42.2, 77.2]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.254
45c69565-e44c-40c1-bfce-1d07143728fc,22,1,00:00:24.254,0,24,3,0.176943,43,Carry,223,Málaga,4,From Throw In,223,Málaga,,,"['14b3e3db-94d2-4a68-a1d2-209c7bff8391', '3eb7adb7-dafc-40c7-8b1d-280d9ce561dd', '8e904f45-1a7a-4034-9e19-345536d365b0']","[42.2, 77.2]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,,,,,,,,,,,,"[43.5, 76.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.254
3eb7adb7-dafc-40c7-8b1d-280d9ce561dd,23,1,00:00:24.254,0,24,3,0.0,10,Interception,223,Málaga,4,From Throw In,214,Espanyol,,,['45c69565-e44c-40c1-bfce-1d07143728fc'],"[76.9, 2.9]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.254
8e904f45-1a7a-4034-9e19-345536d365b0,24,1,00:00:24.431,0,24,3,0.543246,30,Pass,223,Málaga,4,From Throw In,223,Málaga,,,['ada46eca-c72b-4c8f-ae6b-80459b355c6d'],"[43.5, 76.7]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,25859.0,Sérgio Paulo Barbosa Valente,6.8117547,-0.058755822,2.0,Low Pass,"[50.3, 76.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.431
7b526e43-edc3-48f0-be98-00aa67922f9c,25,1,00:00:24.904,0,24,3,0.64866,17,Pressure,223,Málaga,4,From Throw In,214,Espanyol,,,"['2be6d2d4-6b37-4a19-9ed5-7beacf6c72c4', 'abcab52f-06a4-4930-ba7a-3ee2b5ec11ae', 'ada46eca-c72b-4c8f-ae6b-80459b355c6d']","[69.6, 3.8]",27241.0,Víctor Guillermo Álvarez Delgado,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.904
ada46eca-c72b-4c8f-ae6b-80459b355c6d,26,1,00:00:24.975,0,24,3,,42,Ball Receipt*,223,Málaga,4,From Throw In,223,Málaga,,,"['7b526e43-edc3-48f0-be98-00aa67922f9c', '8e904f45-1a7a-4034-9e19-345536d365b0']","[50.3, 76.3]",25859.0,Sérgio Paulo Barbosa Valente,12.0,Right Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.975
2be6d2d4-6b37-4a19-9ed5-7beacf6c72c4,27,1,00:00:24.975,0,24,3,0.561231,43,Carry,223,Málaga,4,From Throw In,223,Málaga,,,"['7b526e43-edc3-48f0-be98-00aa67922f9c', 'abcab52f-06a4-4930-ba7a-3ee2b5ec11ae', 'ada46eca-c72b-4c8f-ae6b-80459b355c6d', 'b50bb9f0-fd0d-4870-9a91-0d152ae8aef1']","[50.3, 76.3]",25859.0,Sérgio Paulo Barbosa Valente,12.0,Right Midfield,,,,,,,,,,,,"[51.2, 78.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.975
b50bb9f0-fd0d-4870-9a91-0d152ae8aef1,28,1,00:00:25.276,0,25,3,0.455038,17,Pressure,223,Málaga,4,From Throw In,214,Espanyol,,,"['2be6d2d4-6b37-4a19-9ed5-7beacf6c72c4', 'abcab52f-06a4-4930-ba7a-3ee2b5ec11ae']","[68.9, 3.8]",4741.0,Juan Rafael Fuentes Hernández,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.276
abcab52f-06a4-4930-ba7a-3ee2b5ec11ae,29,1,00:00:25.536,0,25,3,1.438024,30,Pass,223,Málaga,4,From Throw In,223,Málaga,,,"['2d02df2b-dbed-4023-8901-8de0443b8832', '4aabd866-d03b-4e4b-9b5a-21371060143c', '7b526e43-edc3-48f0-be98-00aa67922f9c', 'b50bb9f0-fd0d-4870-9a91-0d152ae8aef1']","[51.2, 78.9]",25859.0,Sérgio Paulo Barbosa Valente,12.0,Right Midfield,3302.0,Nordin Amrabat,22.264996,-0.07642742,2.0,Low Pass,"[73.4, 77.2]",40.0,Right Foot,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.536
4aabd866-d03b-4e4b-9b5a-21371060143c,30,1,00:00:26.974,0,26,3,,42,Ball Receipt*,223,Málaga,4,From Throw In,223,Málaga,,,['abcab52f-06a4-4930-ba7a-3ee2b5ec11ae'],"[74.1, 75.9]",3302.0,Nordin Amrabat,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.974
2d02df2b-dbed-4023-8901-8de0443b8832,31,1,00:00:26.974,0,26,3,0.0,9,Clearance,223,Málaga,4,From Throw In,214,Espanyol,,,['abcab52f-06a4-4930-ba7a-3ee2b5ec11ae'],"[46.7, 2.9]",16456.0,Enzo Pablo Roco Roco,5.0,Left Center Back,,,,,,,,,,,,,True,,,True,,,,,38.0,Left Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.974
1362059f-9656-4023-9112-127674335234,32,1,00:00:29.791,0,29,4,2.791072,30,Pass,223,Málaga,4,From Throw In,223,Málaga,,,['66d1bdf0-dcb8-492f-8dfe-7b8a6719241a'],"[69.6, 80.0]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,3302.0,Nordin Amrabat,28.456985,-0.06329562,2.0,Low Pass,"[98.0, 78.2]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.791
66d1bdf0-dcb8-492f-8dfe-7b8a6719241a,33,1,00:00:32.582,0,32,4,,42,Ball Receipt*,223,Málaga,4,From Throw In,223,Málaga,,,['1362059f-9656-4023-9112-127674335234'],"[98.0, 78.2]",3302.0,Nordin Amrabat,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.582
903e80a2-4ba7-4212-9ae0-4f8a3ebf7311,34,1,00:00:32.582,0,32,4,3.92113,43,Carry,223,Málaga,4,From Throw In,223,Málaga,,,"['20666e47-7a37-431c-bd33-827d5adb629e', '421c7ffd-73e2-4a00-abf7-a8e7eca6b44a', '66d1bdf0-dcb8-492f-8dfe-7b8a6719241a']","[98.0, 78.2]",3302.0,Nordin Amrabat,22.0,Right Center Forward,,,,,,,,,,,,"[94.6, 76.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.582
20666e47-7a37-431c-bd33-827d5adb629e,35,1,00:00:35.565,0,35,4,0.479426,17,Pressure,223,Málaga,4,From Throw In,214,Espanyol,,,['903e80a2-4ba7-4212-9ae0-4f8a3ebf7311'],"[24.7, 4.6]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.565
421c7ffd-73e2-4a00-abf7-a8e7eca6b44a,36,1,00:00:36.503,0,36,4,0.0,14,Dribble,223,Málaga,4,From Throw In,223,Málaga,,,['f54ee3c8-bcac-4976-89a2-67a01fc2cf6a'],"[94.6, 76.7]",3302.0,Nordin Amrabat,22.0,Right Center Forward,,,,,,,,,,,,,True,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.503
f54ee3c8-bcac-4976-89a2-67a01fc2cf6a,37,1,00:00:36.503,0,36,4,0.0,4,Duel,223,Málaga,4,From Throw In,214,Espanyol,,,['421c7ffd-73e2-4a00-abf7-a8e7eca6b44a'],"[25.5, 3.4]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,True,,,,,,,,,,,,,11.0,Tackle,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.503
