id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,out,off_camera,shot_statsbomb_xg,shot_end_location,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,pass_switch,pass_outswinging,pass_technique_id,pass_technique_name,pass_cut_back,50_50_outcome_id,50_50_outcome_name,shot_first_time,pass_assisted_shot_id,pass_shot_assist,pass_through_ball,shot_one_on_one,shot_key_pass_id,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_straight,clearance_head,pass_aerial_won,pass_cross,interception_outcome_id,interception_outcome_name,clearance_left_foot,pass_no_touch,pass_goal_assist,ball_recovery_recovery_failure,foul_committed_advantage,foul_won_advantage,foul_won_defensive,clearance_aerial_won,shot_open_goal,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,dribble_overrun,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_deflected,shot_saved_to_post,goalkeeper_shot_saved_to_post,pass_inswinging,dribble_nutmeg,timestamp_seconds
b0105ab0-2b1c-485c-993b-6a2085606cc3,11,1,00:00:03.764,0,3,2,1.2,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['b67f7109-dcbe-48be-8a44-06b471b632a6'],"[47.1, 32.4]",6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,6332.0,Thomas Vermaelen,14.420125,-2.824228,1.0,Ground Pass,"[33.4, 27.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.764
b67f7109-dcbe-48be-8a44-06b471b632a6,12,1,00:00:04.964,0,4,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['b0105ab0-2b1c-485c-993b-6a2085606cc3'],"[33.4, 27.9]",6332.0,Thomas Vermaelen,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.964
b83a3bcd-2727-4d3d-8ac2-113b446f11d8,13,1,00:00:04.964,0,4,2,0.4376,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['b67f7109-dcbe-48be-8a44-06b471b632a6', 'd20ecc25-eb07-4f8d-b41e-05bdc6e1a196']","[33.4, 27.9]",6332.0,Thomas Vermaelen,5.0,Left Center Back,,,,,,,,,,,,"[33.6, 27.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.964
d20ecc25-eb07-4f8d-b41e-05bdc6e1a196,14,1,00:00:05.402,0,5,2,0.9753,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['d13e1b62-1291-481b-9fc3-d84d4d7a57b9'],"[33.6, 27.5]",6332.0,Thomas Vermaelen,5.0,Left Center Back,6379.0,Sergi Roberto Carnicer,10.447967,0.09585915,1.0,Ground Pass,"[44.0, 28.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.402
5f814234-f0af-4214-a005-e0e521f1778b,15,1,00:00:06.120,0,6,2,0.714644,17,Pressure,217,Barcelona,9,From Kick Off,1049,Granada,,,"['8c559b3a-3eb0-43dd-8779-105731829bd3', 'd13e1b62-1291-481b-9fc3-d84d4d7a57b9', 'e8cc0ec5-2ce9-42f9-bcdc-6c3d510dedf4']","[71.3, 51.6]",6680.0,Rubén Rochina Naixes,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12
d13e1b62-1291-481b-9fc3-d84d4d7a57b9,16,1,00:00:06.377,0,6,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['5f814234-f0af-4214-a005-e0e521f1778b', 'd20ecc25-eb07-4f8d-b41e-05bdc6e1a196']","[44.0, 28.5]",6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.377
e8cc0ec5-2ce9-42f9-bcdc-6c3d510dedf4,17,1,00:00:06.377,0,6,2,0.040000003,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['5f814234-f0af-4214-a005-e0e521f1778b', '8c559b3a-3eb0-43dd-8779-105731829bd3', 'd13e1b62-1291-481b-9fc3-d84d4d7a57b9']","[44.0, 28.5]",6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,,,,,,,,,,,,"[43.9, 29.2]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.377
8c559b3a-3eb0-43dd-8779-105731829bd3,18,1,00:00:06.417,0,6,2,0.864009,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['5f814234-f0af-4214-a005-e0e521f1778b', 'dcd34dbf-6591-4f52-b4ee-51ebca5c566f']","[43.9, 29.2]",6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,6332.0,Thomas Vermaelen,11.02225,3.078042,1.0,Ground Pass,"[32.9, 29.9]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.417
dcd34dbf-6591-4f52-b4ee-51ebca5c566f,19,1,00:00:07.281,0,7,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['8c559b3a-3eb0-43dd-8779-105731829bd3'],"[32.9, 29.9]",6332.0,Thomas Vermaelen,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.281
ae091e86-c4e2-4689-9524-b7455609bd57,20,1,00:00:07.281,0,7,2,1.211191,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['99586088-1694-4c8f-ae0a-afe0a7cebd07', 'dcd34dbf-6591-4f52-b4ee-51ebca5c566f']","[32.9, 29.9]",6332.0,Thomas Vermaelen,5.0,Left Center Back,,,,,,,,,,,,"[32.0, 30.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.281
99586088-1694-4c8f-ae0a-afe0a7cebd07,21,1,00:00:08.492,0,8,2,0.956878,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['60a8c4f0-8152-4af1-8dfd-f3b3729bc19d'],"[32.0, 30.7]",6332.0,Thomas Vermaelen,5.0,Left Center Back,5213.0,Gerard Piqué Bernabéu,12.206555,1.8873656,1.0,Ground Pass,"[28.2, 42.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.492
60a8c4f0-8152-4af1-8dfd-f3b3729bc19d,22,1,00:00:09.449,0,9,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['99586088-1694-4c8f-ae0a-afe0a7cebd07'],"[28.2, 42.3]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.449
d7369b7f-bc7e-4106-8205-6d292bed02a5,23,1,00:00:09.449,0,9,2,3.122122,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['60a8c4f0-8152-4af1-8dfd-f3b3729bc19d', '9c68a7b3-8eb6-4537-8956-c411c534e051', 'fd4b8bb6-f5df-47a2-b121-f4105b372eb4']","[28.2, 42.3]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[34.3, 43.5]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.449
fd4b8bb6-f5df-47a2-b121-f4105b372eb4,24,1,00:00:11.520,0,11,2,0.650468,17,Pressure,217,Barcelona,9,From Kick Off,1049,Granada,,,['d7369b7f-bc7e-4106-8205-6d292bed02a5'],"[82.0, 30.7]",6847.0,Adalberto Peñaranda Maestre,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.52
9c68a7b3-8eb6-4537-8956-c411c534e051,25,1,00:00:12.571,0,12,2,2.1894,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['e491e404-0f77-4035-b414-1f6bfdde2bca'],"[34.3, 43.5]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,4691.0,Claudio Andrés Bravo Muñoz,24.298971,-2.9845629,1.0,Ground Pass,"[10.3, 39.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.571
e491e404-0f77-4035-b414-1f6bfdde2bca,26,1,00:00:14.761,0,14,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['9c68a7b3-8eb6-4537-8956-c411c534e051'],"[10.3, 39.7]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.761
b5a6519f-fe85-4659-8961-a4cbd6624743,27,1,00:00:14.761,0,14,2,3.9709,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['5838e1f8-da9c-40fa-8cf2-635103dfc6a2', 'e491e404-0f77-4035-b414-1f6bfdde2bca']","[10.3, 39.7]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,"[15.0, 42.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.761
5838e1f8-da9c-40fa-8cf2-635103dfc6a2,28,1,00:00:18.732,0,18,2,2.2348,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['4aec88a9-e8c4-4bfe-951c-81bde48cc9cf'],"[15.0, 42.7]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,5211.0,Jordi Alba Ramos,41.959267,-1.2128625,3.0,High Pass,"[29.7, 3.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.732
e8ff1e74-39b8-4ff9-9a2f-7653cb158e8e,29,1,00:00:20.860,0,20,2,0.952769,17,Pressure,217,Barcelona,9,From Kick Off,1049,Granada,,,"['4aebcf18-669e-46df-8901-ebe67fd6e2a5', '4aec88a9-e8c4-4bfe-951c-81bde48cc9cf']","[91.3, 70.4]",6918.0,Isaac Ajayi Success,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.86
4aec88a9-e8c4-4bfe-951c-81bde48cc9cf,30,1,00:00:20.966,0,20,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['5838e1f8-da9c-40fa-8cf2-635103dfc6a2', 'e8ff1e74-39b8-4ff9-9a2f-7653cb158e8e']","[29.7, 3.4]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.966
4aebcf18-669e-46df-8901-ebe67fd6e2a5,31,1,00:00:20.966,0,20,2,1.0794,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['4aec88a9-e8c4-4bfe-951c-81bde48cc9cf', 'd210a01a-3c54-46fb-a248-ff92b8751018', 'e8ff1e74-39b8-4ff9-9a2f-7653cb158e8e']","[29.7, 3.4]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,"[29.5, 6.2]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.966
d210a01a-3c54-46fb-a248-ff92b8751018,32,1,00:00:22.046,0,22,2,2.1076,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['c1415095-eae2-4a36-ad09-8126d98a897d'],"[29.5, 6.2]",5211.0,Jordi Alba Ramos,6.0,Left Back,6332.0,Thomas Vermaelen,12.349089,2.768605,1.0,Ground Pass,"[18.0, 10.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.046
c1415095-eae2-4a36-ad09-8126d98a897d,33,1,00:00:24.153,0,24,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['d210a01a-3c54-46fb-a248-ff92b8751018'],"[18.0, 10.7]",6332.0,Thomas Vermaelen,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.153
0d0c87ca-0868-494b-8017-b05b1d181a49,34,1,00:00:24.153,0,24,2,1.598,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['c1415095-eae2-4a36-ad09-8126d98a897d', 'c5555b7b-5462-42b9-a3de-4ee5f0476054']","[18.0, 10.7]",6332.0,Thomas Vermaelen,5.0,Left Center Back,,,,,,,,,,,,"[18.0, 13.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.153
c5555b7b-5462-42b9-a3de-4ee5f0476054,35,1,00:00:25.751,0,25,2,1.4324,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['8fbf1c79-4cee-410a-9876-95205215712a'],"[18.0, 13.9]",6332.0,Thomas Vermaelen,5.0,Left Center Back,4691.0,Claudio Andrés Bravo Muñoz,21.854977,2.0876722,1.0,Ground Pass,"[7.2, 32.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.751
8fbf1c79-4cee-410a-9876-95205215712a,36,1,00:00:27.184,0,27,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['c5555b7b-5462-42b9-a3de-4ee5f0476054'],"[7.2, 32.9]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.184
7444df83-68f4-4bd0-a7f0-78e5704213f4,37,1,00:00:27.184,0,27,2,5.76,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['3f6b1c7c-5b54-4804-b464-5d85d5fc126d', '8fbf1c79-4cee-410a-9876-95205215712a']","[7.2, 32.9]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,"[12.7, 36.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.184
