id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,duel_type_id,duel_type_name,pass_outcome_id,pass_outcome_name,pass_aerial_won,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,carry_end_location,counterpress,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,foul_committed_advantage,foul_won_advantage,duel_outcome_id,duel_outcome_name,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_right_foot,ball_recovery_recovery_failure,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_end_location,out,clearance_left_foot,pass_inswinging,pass_technique_id,pass_technique_name,foul_won_defensive,pass_through_ball,shot_first_time,pass_switch,pass_deflected,block_deflection,shot_one_on_one,pass_outswinging,miscontrol_aerial_won,pass_cross,dribble_nutmeg,dribble_overrun,foul_committed_type_id,foul_committed_type_name,shot_saved_off_target,goalkeeper_shot_saved_off_target,foul_committed_card_id,foul_committed_card_name,pass_cut_back,foul_committed_penalty,shot_aerial_won,block_save_block,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,bad_behaviour_card_id,bad_behaviour_card_name,block_offensive,timestamp_seconds
6ab1dfa7-1622-42dd-b898-c10426f14c2c,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1049,Granada,1,Regular Play,1049,Granada,433.0,"[{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26781, 'name': 'Diego Mainz García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 26797, 'name': 'Francisco Medina Luna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
33a7c868-f574-4ce7-bae3-bc7c87206227,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1049,Granada,1,Regular Play,218,Real Betis,442.0,"[{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 24132, 'name': 'Francisco Miguel Varela Martín'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 6873, 'name': 'Francisco Portillo Soler'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 24277, 'name': 'Vincenzo Renato Rennella'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4578ef4b-0dc4-488d-92dd-897f6e6bce8f,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,1049,Granada,1,Regular Play,1049,Granada,,,['fa3efb16-0296-430d-a254-242397f3dd63'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
fa3efb16-0296-430d-a254-242397f3dd63,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,1049,Granada,1,Regular Play,218,Real Betis,,,['4578ef4b-0dc4-488d-92dd-897f6e6bce8f'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0464594a-efe1-4730-a9a1-1a6e58c61fd5,5,1,00:00:02.361,0,2,2,0.049176,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['528912a2-ffd3-402b-b034-6970e47d2684'],True,"[61.0, 40.1]",6832.0,Rubén Castro Martín,24.0,Left Center Forward,6651.0,Joaquín Sánchez Rodríguez,2.8635643,2.003204,1.0,Ground Pass,"[59.8, 42.7]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.361
528912a2-ffd3-402b-b034-6970e47d2684,6,1,00:00:02.410,0,2,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['0464594a-efe1-4730-a9a1-1a6e58c61fd5'],,"[59.8, 42.7]",6651.0,Joaquín Sánchez Rodríguez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
75c33dec-910e-4850-90e5-09ed9913adfd,7,1,00:00:02.570,0,2,2,1.891327,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['0166d53d-550e-437c-a9f0-5a44721252df'],True,"[60.1, 43.2]",6651.0,Joaquín Sánchez Rodríguez,12.0,Right Midfield,27349.0,Heiko Westermann,29.72154,-2.6086745,1.0,Ground Pass,"[34.5, 28.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
0166d53d-550e-437c-a9f0-5a44721252df,8,1,00:00:04.461,0,4,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['75c33dec-910e-4850-90e5-09ed9913adfd'],,"[34.5, 28.1]",27349.0,Heiko Westermann,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.461
e96728a3-09af-4ab6-8641-9c177a3f4be9,9,1,00:00:04.934,0,4,2,0.79915,17,Pressure,218,Real Betis,9,From Kick Off,1049,Granada,,,['8e1ad09b-a0e0-48a3-b689-f162f9978d6e'],,"[77.8, 52.8]",27109.0,Youssef El-Arabi,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.934
8e1ad09b-a0e0-48a3-b689-f162f9978d6e,10,1,00:00:05.628,0,5,2,2.882244,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['0dd0b760-6c94-4017-b8b3-8e8923736355', 'e96728a3-09af-4ab6-8641-9c177a3f4be9']",,"[33.8, 29.7]",27349.0,Heiko Westermann,5.0,Left Center Back,24277.0,Vincenzo Renato Rennella,58.424736,0.6726025,3.0,High Pass,"[79.5, 66.1]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.628
0dd0b760-6c94-4017-b8b3-8e8923736355,11,1,00:00:08.510,0,8,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['8e1ad09b-a0e0-48a3-b689-f162f9978d6e'],,"[79.5, 66.1]",24277.0,Vincenzo Renato Rennella,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.51
181a4165-89f4-43d9-9ba3-c76e8b691cc1,12,1,00:00:08.510,0,8,2,0.0,4,Duel,218,Real Betis,9,From Kick Off,1049,Granada,,,['e84a67b9-362b-4cf3-aef5-e20837903229'],,"[40.6, 14.0]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.51
e84a67b9-362b-4cf3-aef5-e20837903229,13,1,00:00:08.510,0,8,2,2.102703,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['12e0f378-0fc3-47de-8467-f0e1c89ac25d', '181a4165-89f4-43d9-9ba3-c76e8b691cc1', 'e4c186e2-cf01-4455-9a63-111fe953a80c']",,"[79.5, 66.1]",24277.0,Vincenzo Renato Rennella,22.0,Right Center Forward,5671.0,Alfred John Momar N''Diaye,9.674709,0.124354996,3.0,High Pass,"[89.1, 67.3]",,,,,True,,,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.51
12e0f378-0fc3-47de-8467-f0e1c89ac25d,14,1,00:00:10.613,0,10,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['e84a67b9-362b-4cf3-aef5-e20837903229'],,"[89.6, 67.4]",5671.0,Alfred John Momar N''Diaye,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.613
07109920-87f5-46c5-b79b-68e6d763e1f7,15,1,00:00:10.613,0,10,2,0.0,4,Duel,218,Real Betis,9,From Kick Off,218,Real Betis,,,['e4c186e2-cf01-4455-9a63-111fe953a80c'],,"[89.1, 67.3]",5671.0,Alfred John Momar N''Diaye,9.0,Right Defensive Midfield,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.613
e4c186e2-cf01-4455-9a63-111fe953a80c,16,1,00:00:10.613,0,10,2,0.0,9,Clearance,218,Real Betis,9,From Kick Off,1049,Granada,,,"['07109920-87f5-46c5-b79b-68e6d763e1f7', 'e84a67b9-362b-4cf3-aef5-e20837903229']",,"[31.0, 12.8]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,True,,,,,,,,True,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.613
b65e5902-7ff3-4f93-94e6-b3239ae99424,17,1,00:00:11.663,0,11,2,0.350781,17,Pressure,218,Real Betis,9,From Kick Off,1049,Granada,,,['1350e527-36fc-4179-9479-9bce985b2874'],,"[31.2, 20.2]",3160.0,Rene Krhin,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.663
1350e527-36fc-4179-9479-9bce985b2874,18,1,00:00:11.913,0,11,2,1.284692,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['815aed76-a6ab-4621-bb51-8d7368edd05b', 'b65e5902-7ff3-4f93-94e6-b3239ae99424']",,"[84.7, 64.5]",24277.0,Vincenzo Renato Rennella,22.0,Right Center Forward,6832.0,Rubén Castro Martín,8.203658,-1.4116596,3.0,High Pass,"[86.0, 56.4]",38.0,Left Foot,66.0,Recovery,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.913
815aed76-a6ab-4621-bb51-8d7368edd05b,19,1,00:00:13.197,0,13,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['1350e527-36fc-4179-9479-9bce985b2874'],,"[86.0, 56.4]",6832.0,Rubén Castro Martín,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.197
6627d022-274d-4a8a-90b2-6d23b5b0f6e4,20,1,00:00:13.207,0,13,2,0.689747,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['4853055b-c378-4147-8d04-30b757dcaa8b'],,"[86.0, 56.4]",6832.0,Rubén Castro Martín,24.0,Left Center Forward,6873.0,Francisco Portillo Soler,6.6483083,3.020969,2.0,Low Pass,"[79.4, 57.2]",37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.207
4853055b-c378-4147-8d04-30b757dcaa8b,21,1,00:00:13.896,0,13,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['6627d022-274d-4a8a-90b2-6d23b5b0f6e4'],,"[79.4, 57.2]",6873.0,Francisco Portillo Soler,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.896
5025e71e-6724-42f2-aa1e-7fbb31e1a3e8,22,1,00:00:13.896,0,13,2,0.757598,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['334b1c05-aafa-4b48-8396-5a98dd72623c', '4853055b-c378-4147-8d04-30b757dcaa8b', 'dfef20d1-f679-486b-8fc7-b4aa97de0570']",,"[79.4, 57.2]",6873.0,Francisco Portillo Soler,16.0,Left Midfield,,,,,,,,,,,,True,,,,,,,,,,,,"[79.4, 57.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.896
334b1c05-aafa-4b48-8396-5a98dd72623c,23,1,00:00:14.020,0,14,2,0.74713,17,Pressure,218,Real Betis,9,From Kick Off,1049,Granada,,,"['5025e71e-6724-42f2-aa1e-7fbb31e1a3e8', 'dfef20d1-f679-486b-8fc7-b4aa97de0570']",,"[36.6, 20.3]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.02
dfef20d1-f679-486b-8fc7-b4aa97de0570,24,1,00:00:14.654,0,14,2,2.67464,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['334b1c05-aafa-4b48-8396-5a98dd72623c', '3a1b79bc-ed4c-40df-a607-c38385d0e153', '81526d15-b883-4cfe-8e81-5eda1cd26afb']",,"[79.4, 57.2]",6873.0,Francisco Portillo Soler,16.0,Left Midfield,5671.0,Alfred John Momar N''Diaye,39.61818,-0.61320734,3.0,High Pass,"[111.8, 34.4]",38.0,Left Foot,,,True,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.654
01f92667-38c0-4935-bbf8-85ada7031f02,25,1,00:00:16.923,0,16,2,0.466774,17,Pressure,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['3a1b79bc-ed4c-40df-a607-c38385d0e153', '6dec195b-af85-44f3-9b3b-2d68e8abdb15']",,"[104.5, 35.9]",5671.0,Alfred John Momar N''Diaye,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.923
81526d15-b883-4cfe-8e81-5eda1cd26afb,26,1,00:00:17.329,0,17,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['dfef20d1-f679-486b-8fc7-b4aa97de0570'],,"[106.9, 35.6]",5671.0,Alfred John Momar N''Diaye,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.329
3a1b79bc-ed4c-40df-a607-c38385d0e153,27,1,00:00:17.329,0,17,3,0.0,2,Ball Recovery,1049,Granada,1,Regular Play,1049,Granada,,,"['01f92667-38c0-4935-bbf8-85ada7031f02', 'dfef20d1-f679-486b-8fc7-b4aa97de0570']",,"[8.3, 45.7]",8697.0,Andrés Eduardo Fernández Moreno,1.0,Goalkeeper,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.329
6dec195b-af85-44f3-9b3b-2d68e8abdb15,28,1,00:00:17.329,0,17,3,9.744284,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['01f92667-38c0-4935-bbf8-85ada7031f02', '3a1b79bc-ed4c-40df-a607-c38385d0e153', '3df4ba50-4239-4069-94ed-714acc0e2d52']",,"[8.3, 45.7]",8697.0,Andrés Eduardo Fernández Moreno,1.0,Goalkeeper,,,,,,,,,,,,True,,,,,,,,,,,,"[14.2, 44.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.329
3df4ba50-4239-4069-94ed-714acc0e2d52,29,1,00:00:27.073,0,27,3,3.172783,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['7b0c2b55-850a-43b6-97da-8039843fab8b'],,"[14.2, 44.9]",8697.0,Andrés Eduardo Fernández Moreno,1.0,Goalkeeper,6918.0,Isaac Ajayi Success,60.49504,-0.60084003,3.0,High Pass,"[64.1, 10.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.073
7b0c2b55-850a-43b6-97da-8039843fab8b,30,1,00:00:30.246,0,30,3,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['3df4ba50-4239-4069-94ed-714acc0e2d52'],,"[64.1, 10.7]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.246
de37860d-3ec2-4642-b7d3-189bbe9781b7,31,1,00:00:30.246,0,30,3,2.472697,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,"['46e60ec5-08cd-4364-9c3c-bc38b7b69685', 'e7825a06-7b61-42b4-91fe-1fb3ba2d10a6']",,"[64.1, 10.7]",6918.0,Isaac Ajayi Success,17.0,Right Wing,27109.0,Youssef El-Arabi,28.624815,0.40580922,3.0,High Pass,"[90.4, 22.0]",37.0,Head,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.246
e7825a06-7b61-42b4-91fe-1fb3ba2d10a6,32,1,00:00:32.718,0,32,3,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['de37860d-3ec2-4642-b7d3-189bbe9781b7'],,"[85.6, 21.7]",27109.0,Youssef El-Arabi,23.0,Center Forward,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.718
46e60ec5-08cd-4364-9c3c-bc38b7b69685,33,1,00:00:32.718,0,32,3,1.31506,30,Pass,1049,Granada,1,Regular Play,218,Real Betis,,,"['78aed8ef-5c20-4314-a167-be6fda6170db', 'de37860d-3ec2-4642-b7d3-189bbe9781b7', 'f00013f9-8264-426e-804a-8fe2244ca6af']",,"[29.7, 58.1]",6872.0,Bruno González Cabrera,3.0,Right Center Back,27346.0,Petros Matheus dos Santos Araújo,26.58195,0.24315384,3.0,High Pass,"[55.5, 64.5]",40.0,Right Foot,66.0,Recovery,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.718
78aed8ef-5c20-4314-a167-be6fda6170db,34,1,00:00:34.033,0,34,3,,42,Ball Receipt*,1049,Granada,1,Regular Play,218,Real Betis,,,['46e60ec5-08cd-4364-9c3c-bc38b7b69685'],,"[58.4, 69.4]",27346.0,Petros Matheus dos Santos Araújo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.033
f00013f9-8264-426e-804a-8fe2244ca6af,35,1,00:00:34.033,0,34,3,0.0,2,Ball Recovery,1049,Granada,1,Regular Play,1049,Granada,,,['46e60ec5-08cd-4364-9c3c-bc38b7b69685'],,"[64.6, 15.6]",6599.0,Rubén Salvador Pérez Del Mármol,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.033
e59671bf-65e9-4e4a-b423-bf5023b0295d,36,1,00:00:35.291,0,35,3,2.018155,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,"['66c7d3e7-a211-48dd-9d6d-802f2327a9b1', '7f214d4e-a610-4b52-9195-bedea23b4db2']",,"[63.6, 15.4]",6599.0,Rubén Salvador Pérez Del Mármol,13.0,Right Center Midfield,6918.0,Isaac Ajayi Success,13.782961,-0.49934673,3.0,High Pass,"[75.7, 8.8]",37.0,Head,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.291
7f214d4e-a610-4b52-9195-bedea23b4db2,37,1,00:00:37.309,0,37,3,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['e59671bf-65e9-4e4a-b423-bf5023b0295d'],,"[75.5, 6.8]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.309
e69fcbda-9036-4a24-a5c6-e958a4a5ff98,38,1,00:00:37.309,0,37,3,0.0,4,Duel,1049,Granada,1,Regular Play,1049,Granada,,,['66c7d3e7-a211-48dd-9d6d-802f2327a9b1'],,"[75.7, 8.8]",27109.0,Youssef El-Arabi,23.0,Center Forward,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.309
66c7d3e7-a211-48dd-9d6d-802f2327a9b1,39,1,00:00:37.309,0,37,4,0.609361,30,Pass,218,Real Betis,1,Regular Play,218,Real Betis,,,"['b0636113-b399-47ea-adb6-606e003f3367', 'e59671bf-65e9-4e4a-b423-bf5023b0295d', 'e69fcbda-9036-4a24-a5c6-e958a4a5ff98']",,"[44.4, 71.3]",11634.0,Cristiano Piccini,2.0,Right Back,6651.0,Joaquín Sánchez Rodríguez,10.20049,0.009803607,2.0,Low Pass,"[54.6, 71.4]",,,64.0,Interception,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.309
b0636113-b399-47ea-adb6-606e003f3367,40,1,00:00:37.919,0,37,4,,42,Ball Receipt*,218,Real Betis,1,Regular Play,218,Real Betis,,,['66c7d3e7-a211-48dd-9d6d-802f2327a9b1'],,"[54.6, 71.4]",6651.0,Joaquín Sánchez Rodríguez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.919
