id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,carry_end_location,pass_cross,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,counterpress,pass_assisted_shot_id,pass_shot_assist,dribble_outcome_id,dribble_outcome_name,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_switch,shot_first_time,shot_one_on_one,shot_redirect,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_aerial_won,clearance_head,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,out,ball_recovery_recovery_failure,pass_through_ball,pass_technique_id,pass_technique_name,pass_inswinging,foul_committed_type_id,foul_committed_type_name,foul_committed_card_id,foul_committed_card_name,clearance_left_foot,pass_outswinging,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,pass_goal_assist,shot_aerial_won,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,foul_committed_offensive,50_50_outcome_id,50_50_outcome_name,timestamp_seconds
abe2b27c-9e7f-4969-8be4-29108aac986e,11,1,00:00:07.569,0,7,2,0.763299,30,Pass,1049,Granada,9,From Kick Off,360,Rayo Vallecano,,,"['34392bdc-006b-4384-997b-6782da353cea', 'd17afe4c-5cef-4285-acf0-efa38d99fd47']",,"[29.4, 54.2]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,6914.0,Roberto Román Triguero,4.3324356,1.2417467,2.0,Low Pass,"[30.8, 58.3]",66.0,Recovery,70.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.569
d17afe4c-5cef-4285-acf0-efa38d99fd47,12,1,00:00:08.333,0,8,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,360,Rayo Vallecano,,,['abe2b27c-9e7f-4969-8be4-29108aac986e'],,"[30.8, 58.3]",6914.0,Roberto Román Triguero,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.333
554f9e4e-03ad-4a2f-8edf-11aebb904795,13,1,00:00:08.333,0,8,2,2.211243,30,Pass,1049,Granada,9,From Kick Off,360,Rayo Vallecano,,,"['1b50974c-cd6d-4516-a72e-207a57e90635', '5a00bc60-5f27-4bdd-a56e-f8acf12654d2']",,"[30.8, 58.3]",6914.0,Roberto Román Triguero,2.0,Right Back,11542.0,Javier Guerra Rodríguez,31.802515,-0.012577953,3.0,High Pass,"[62.6, 57.9]",,,38.0,Left Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.333
5a00bc60-5f27-4bdd-a56e-f8acf12654d2,14,1,00:00:10.544,0,10,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,360,Rayo Vallecano,,,['554f9e4e-03ad-4a2f-8edf-11aebb904795'],,"[64.0, 57.9]",11542.0,Javier Guerra Rodríguez,23.0,Center Forward,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.544
b61ba297-759e-476b-88ad-2891ab87b444,15,1,00:00:10.544,0,10,2,0.0,4,Duel,1049,Granada,9,From Kick Off,360,Rayo Vallecano,,,['1b50974c-cd6d-4516-a72e-207a57e90635'],,"[62.6, 57.9]",11542.0,Javier Guerra Rodríguez,23.0,Center Forward,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.544
1b50974c-cd6d-4516-a72e-207a57e90635,16,1,00:00:10.544,0,10,2,2.628698,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['514c7687-1f61-408e-a91b-daf5401bb8d6', '554f9e4e-03ad-4a2f-8edf-11aebb904795', 'b61ba297-759e-476b-88ad-2891ab87b444']",,"[57.5, 22.2]",3160.0,Rene Krhin,11.0,Left Defensive Midfield,6702.0,David Rodríguez Lombán,17.86197,1.7055676,3.0,High Pass,"[55.1, 39.9]",66.0,Recovery,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.544
514c7687-1f61-408e-a91b-daf5401bb8d6,17,1,00:00:13.172,0,13,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['1b50974c-cd6d-4516-a72e-207a57e90635'],,"[55.1, 39.9]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.172
b7c62cbd-f617-4c1b-9fee-a185d92025ce,18,1,00:00:13.172,0,13,2,1.768022,43,Carry,1049,Granada,9,From Kick Off,1049,Granada,,,"['514c7687-1f61-408e-a91b-daf5401bb8d6', '9c34e055-18b4-43e0-9d48-85d7a879087c']",,"[55.1, 39.9]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,"[59.0, 46.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.172
9c34e055-18b4-43e0-9d48-85d7a879087c,19,1,00:00:14.940,0,14,2,2.446607,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['469f9e5a-2726-4c0b-9d44-c742cfea51a0'],,"[59.0, 46.8]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,18721.0,Robert Ibáñez Castro,45.685883,-0.8659687,3.0,High Pass,"[88.6, 12.0]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.94
469f9e5a-2726-4c0b-9d44-c742cfea51a0,20,1,00:00:17.387,0,17,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['9c34e055-18b4-43e0-9d48-85d7a879087c'],,"[88.6, 12.0]",18721.0,Robert Ibáñez Castro,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.387
d13328cd-59f1-4041-a9ac-a38559a50fb8,21,1,00:00:17.387,0,17,2,2.19301,43,Carry,1049,Granada,9,From Kick Off,1049,Granada,,,"['469f9e5a-2726-4c0b-9d44-c742cfea51a0', '8da2c275-c2c6-4949-8bf3-67149e88e4a3', 'a6469948-4b0b-43c1-addd-8ea1174a3970']",,"[88.6, 12.0]",18721.0,Robert Ibáñez Castro,21.0,Left Wing,,,,,,,,,,,,,,,,True,,,,"[96.3, 10.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.387
a6469948-4b0b-43c1-addd-8ea1174a3970,22,1,00:00:17.454,0,17,2,1.644551,17,Pressure,1049,Granada,9,From Kick Off,360,Rayo Vallecano,,,['d13328cd-59f1-4041-a9ac-a38559a50fb8'],,"[31.5, 68.1]",6914.0,Roberto Román Triguero,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.454
23f53229-c85a-4da0-96cd-b374ee293bac,23,1,00:00:19.061,0,19,2,0.71609,17,Pressure,1049,Granada,9,From Kick Off,360,Rayo Vallecano,,,['8da2c275-c2c6-4949-8bf3-67149e88e4a3'],,"[26.0, 69.8]",4711.0,Pablo Hernández Domínguez,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.061
8da2c275-c2c6-4949-8bf3-67149e88e4a3,24,1,00:00:19.580,0,19,2,1.724426,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['1cf46eac-122f-4c5b-bb64-513eb9552da8', '23f53229-c85a-4da0-96cd-b374ee293bac']",,"[96.3, 10.3]",18721.0,Robert Ibáñez Castro,21.0,Left Wing,,,23.400213,1.0765655,1.0,Ground Pass,"[107.4, 30.9]",,,40.0,Right Foot,9.0,Incomplete,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.58
1cf46eac-122f-4c5b-bb64-513eb9552da8,25,1,00:00:21.305,0,21,2,0.0,9,Clearance,1049,Granada,9,From Kick Off,360,Rayo Vallecano,,,['8da2c275-c2c6-4949-8bf3-67149e88e4a3'],,"[12.7, 49.2]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,,,,,True,,,,,,True,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.305
cba69bb7-9f71-43f6-981f-1e7b72461d7c,26,1,00:00:24.558,0,24,2,2.020735,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['7f1e02d0-6f8b-4b72-965c-a5faabaad0fa'],,"[38.1, 27.2]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,3160.0,Rene Krhin,13.595955,0.47351572,2.0,Low Pass,"[50.2, 33.4]",66.0,Recovery,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.558
e9b16501-ea08-40a3-b797-3d8cce234220,27,1,00:00:26.272,0,26,2,0.586476,17,Pressure,1049,Granada,9,From Kick Off,360,Rayo Vallecano,,,"['209c4e79-eedf-44dd-add7-685d860a270a', '7f1e02d0-6f8b-4b72-965c-a5faabaad0fa', 'bc9cbcd1-67fe-44d1-87fa-df5ead094c0b']",,"[69.2, 46.4]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.272
7f1e02d0-6f8b-4b72-965c-a5faabaad0fa,28,1,00:00:26.579,0,26,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,"['cba69bb7-9f71-43f6-981f-1e7b72461d7c', 'e9b16501-ea08-40a3-b797-3d8cce234220']",,"[50.2, 33.4]",3160.0,Rene Krhin,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.579
bc9cbcd1-67fe-44d1-87fa-df5ead094c0b,29,1,00:00:26.579,0,26,2,0.064864,43,Carry,1049,Granada,9,From Kick Off,1049,Granada,,,"['209c4e79-eedf-44dd-add7-685d860a270a', '7f1e02d0-6f8b-4b72-965c-a5faabaad0fa', 'e9b16501-ea08-40a3-b797-3d8cce234220']",,"[50.2, 33.4]",3160.0,Rene Krhin,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,True,,,,"[49.5, 32.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.579
209c4e79-eedf-44dd-add7-685d860a270a,30,1,00:00:26.644,0,26,2,1.190749,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['666fcf6d-568b-4f65-8ea7-266afde82d35', 'e9b16501-ea08-40a3-b797-3d8cce234220']",,"[49.5, 32.4]",3160.0,Rene Krhin,11.0,Left Defensive Midfield,6599.0,Rubén Salvador Pérez Del Mármol,23.257257,1.6871516,2.0,Low Pass,"[46.8, 55.5]",,,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.644
666fcf6d-568b-4f65-8ea7-266afde82d35,31,1,00:00:27.835,0,27,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['209c4e79-eedf-44dd-add7-685d860a270a'],,"[46.8, 55.5]",6599.0,Rubén Salvador Pérez Del Mármol,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.835
6ce20e65-084e-4c5e-b859-872df305da1e,32,1,00:00:27.835,0,27,2,0.781915,43,Carry,1049,Granada,9,From Kick Off,1049,Granada,,,"['20f44243-a990-41bd-bacc-3979d5cb5983', '666fcf6d-568b-4f65-8ea7-266afde82d35', 'af8fa3e7-ad4b-42eb-b69f-12f45ffa7705']",,"[46.8, 55.5]",6599.0,Rubén Salvador Pérez Del Mármol,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,True,,,,"[47.0, 53.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.835
af8fa3e7-ad4b-42eb-b69f-12f45ffa7705,33,1,00:00:28.071,0,28,2,0.848392,17,Pressure,1049,Granada,9,From Kick Off,360,Rayo Vallecano,,,"['20f44243-a990-41bd-bacc-3979d5cb5983', '6ce20e65-084e-4c5e-b859-872df305da1e']",,"[71.0, 25.7]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.071
20f44243-a990-41bd-bacc-3979d5cb5983,34,1,00:00:28.616,0,28,2,1.045199,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['7aa8c9ee-a1ca-4fd2-b285-db8b41b11c0f', 'af8fa3e7-ad4b-42eb-b69f-12f45ffa7705']",,"[47.0, 53.0]",6599.0,Rubén Salvador Pérez Del Mármol,9.0,Right Defensive Midfield,3160.0,Rene Krhin,9.372299,-0.87605804,1.0,Ground Pass,"[53.0, 45.8]",,,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.616
7aa8c9ee-a1ca-4fd2-b285-db8b41b11c0f,35,1,00:00:29.662,0,29,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['20f44243-a990-41bd-bacc-3979d5cb5983'],,"[53.0, 45.8]",3160.0,Rene Krhin,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.662
8fd21f8e-c2e4-451c-9d90-e17f26c72584,36,1,00:00:29.662,0,29,2,4.479778,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['b0d74635-9731-4007-b0cf-5d086498480a', 'c24016a2-dacc-412b-b3cc-905c4d760f3b']",,"[53.0, 45.8]",3160.0,Rene Krhin,11.0,Left Defensive Midfield,26797.0,Francisco Medina Luna,58.260277,0.34129205,3.0,High Pass,"[107.9, 65.3]",,,40.0,Right Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.662
c24016a2-dacc-412b-b3cc-905c4d760f3b,37,1,00:00:34.141,0,34,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['8fd21f8e-c2e4-451c-9d90-e17f26c72584'],,"[107.5, 66.6]",26797.0,Francisco Medina Luna,17.0,Right Wing,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.141
b0d74635-9731-4007-b0cf-5d086498480a,38,1,00:00:34.141,0,34,2,0.0,2,Ball Recovery,1049,Granada,9,From Kick Off,360,Rayo Vallecano,,,['8fd21f8e-c2e4-451c-9d90-e17f26c72584'],,"[12.2, 14.8]",10727.0,Răzvan Dincă Raț,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.141
