id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,carry_end_location,pass_cross,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,counterpress,pass_assisted_shot_id,pass_shot_assist,dribble_outcome_id,dribble_outcome_name,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_switch,shot_first_time,shot_one_on_one,shot_redirect,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_aerial_won,clearance_head,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,out,ball_recovery_recovery_failure,pass_through_ball,pass_technique_id,pass_technique_name,pass_inswinging,foul_committed_type_id,foul_committed_type_name,foul_committed_card_id,foul_committed_card_name,clearance_left_foot,pass_outswinging,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,pass_goal_assist,shot_aerial_won,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,foul_committed_offensive,50_50_outcome_id,50_50_outcome_name,timestamp_seconds
62c52f60-261e-4abf-aacc-92bb46ba3a4c,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,4231.0,"[{'player': {'id': 26070, 'name': 'Antonio Rodríguez Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 10727, 'name': 'Răzvan Dincă Raț'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
409fe3df-6adf-4ccb-b2fc-3e8e5ee6db73,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,360,Rayo Vallecano,1,Regular Play,1049,Granada,4231.0,"[{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 26797, 'name': 'Francisco Medina Luna'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 18721, 'name': 'Robert Ibáñez Castro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
e71419fb-b990-4c9a-97f9-0007fe47d4db,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,360,Rayo Vallecano,1,Regular Play,1049,Granada,,,['fce544b1-7d24-473f-a174-a72b55007ef4'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
fce544b1-7d24-473f-a174-a72b55007ef4,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['e71419fb-b990-4c9a-97f9-0007fe47d4db'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
78cb7bae-41a3-4db4-8422-64a30581ee5b,5,1,00:00:00.534,0,0,2,0.301203,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['1d04f6fb-8c9a-44b2-944b-b6adca64ddfe'],True,"[61.0, 40.1]",27109.0,Youssef El-Arabi,23.0,Center Forward,24783.0,Javier Márquez Moreno,1.9209373,2.2455373,1.0,Ground Pass,"[59.8, 41.6]",65.0,Kick Off,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.534
1d04f6fb-8c9a-44b2-944b-b6adca64ddfe,6,1,00:00:00.835,0,0,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['78cb7bae-41a3-4db4-8422-64a30581ee5b'],,"[59.8, 41.6]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835
724c8328-220d-4696-b214-00ee32a99143,7,1,00:00:00.835,0,0,2,2.119742,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['144684a6-4944-46a5-9f22-d1931da5f336'],True,"[59.4, 43.0]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,6702.0,David Rodríguez Lombán,27.863237,-2.7357583,1.0,Ground Pass,"[33.8, 32.0]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.835
144684a6-4944-46a5-9f22-d1931da5f336,8,1,00:00:02.955,0,2,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['724c8328-220d-4696-b214-00ee32a99143'],,"[33.8, 32.0]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.955
34392bdc-006b-4384-997b-6782da353cea,9,1,00:00:04.450,0,4,2,3.11942,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['abe2b27c-9e7f-4969-8be4-29108aac986e', 'f80741ed-d57a-43a6-9f02-5245f36112db']",,"[33.8, 32.0]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,27109.0,Youssef El-Arabi,57.226044,-0.106797725,3.0,High Pass,"[90.7, 25.9]",,,38.0,Left Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45
f80741ed-d57a-43a6-9f02-5245f36112db,10,1,00:00:07.569,0,7,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['34392bdc-006b-4384-997b-6782da353cea'],,"[89.3, 25.5]",27109.0,Youssef El-Arabi,23.0,Center Forward,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.569
