id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,pass_outcome_id,pass_outcome_name,pass_aerial_won,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,off_camera,pass_switch,interception_outcome_id,interception_outcome_name,out,clearance_right_foot,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,counterpress,pass_cross,dribble_outcome_id,dribble_outcome_name,pass_technique_id,pass_technique_name,pass_through_ball,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_won_defensive,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_outswinging,dribble_overrun,foul_committed_advantage,foul_won_advantage,pass_goal_assist,ball_recovery_recovery_failure,block_deflection,pass_deflected,shot_one_on_one,pass_cut_back,injury_stoppage_in_chain,block_save_block,foul_committed_penalty,foul_won_penalty,bad_behaviour_card_id,bad_behaviour_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_aerial_won,foul_committed_card_id,foul_committed_card_name,pass_miscommunication,timestamp_seconds
e150a33c-bb48-478f-887a-cb0c8aeacb5c,11,1,00:00:04.204,0,4,2,1.989069,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['ed38353e-ea42-4389-b311-3f5fdaeda454'],"[53.9, 45.5]",18925.0,Ignacio Cases Mora,15.0,Left Center Midfield,23838.0,Pablo Pérez Rodríguez,38.326233,0.77801824,3.0,High Pass,"[81.2, 72.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.204
ed38353e-ea42-4389-b311-3f5fdaeda454,12,1,00:00:06.193,0,6,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['e150a33c-bb48-478f-887a-cb0c8aeacb5c'],"[81.2, 72.4]",23838.0,Pablo Pérez Rodríguez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.193
fde47db8-f283-430d-b38d-e052b2215ce6,13,1,00:00:06.273,0,6,2,0.0,4,Duel,1041,Sporting Gijón,9,From Kick Off,217,Barcelona,,,['1e339c44-7328-4714-a6e4-74cc78cb0ad2'],"[38.9, 7.7]",22102.0,Adriano Correia Claro,6.0,Left Back,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.273
1e339c44-7328-4714-a6e4-74cc78cb0ad2,14,1,00:00:06.273,0,6,2,2.7068,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['08c2729e-c14f-4c68-b1cc-91f70ae50fbb', 'a7887ac0-7124-47f3-b692-4c7cecb8b0be', 'fde47db8-f283-430d-b38d-e052b2215ce6']","[81.2, 72.4]",23838.0,Pablo Pérez Rodríguez,17.0,Right Wing,24173.0,Carlos Castro García,22.21936,-0.7472002,3.0,High Pass,"[97.5, 57.3]",,,,,,True,,,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.273
a7887ac0-7124-47f3-b692-4c7cecb8b0be,15,1,00:00:08.980,0,8,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['1e339c44-7328-4714-a6e4-74cc78cb0ad2'],"[96.1, 57.3]",24173.0,Carlos Castro García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.98
25939c96-4c98-45c9-8f54-17eca496d396,16,1,00:00:08.980,0,8,2,0.0,4,Duel,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['08c2729e-c14f-4c68-b1cc-91f70ae50fbb'],"[97.5, 57.3]",24173.0,Carlos Castro García,23.0,Center Forward,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.98
08c2729e-c14f-4c68-b1cc-91f70ae50fbb,17,1,00:00:08.980,0,8,2,0.0,9,Clearance,1041,Sporting Gijón,9,From Kick Off,217,Barcelona,,,"['1e339c44-7328-4714-a6e4-74cc78cb0ad2', '25939c96-4c98-45c9-8f54-17eca496d396']","[22.6, 22.8]",10609.0,Jérémy Mathieu,5.0,Left Center Back,,,,,,,,,,,,,True,,,,,,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.98
be1e0e71-225b-4d36-8426-db8693cbbac0,18,1,00:00:10.359,0,10,2,0.44062,17,Pressure,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['59602673-bf63-436a-aca4-f02722c84bf9'],"[98.5, 58.9]",24173.0,Carlos Castro García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.359
59602673-bf63-436a-aca4-f02722c84bf9,19,1,00:00:10.753,0,10,2,0.0,9,Clearance,1041,Sporting Gijón,9,From Kick Off,217,Barcelona,,,['be1e0e71-225b-4d36-8426-db8693cbbac0'],"[19.7, 23.5]",10609.0,Jérémy Mathieu,5.0,Left Center Back,,,,,,,,,,,,,True,,,,,,,,,38.0,Left Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.753
602d7b4e-c16d-4dad-9529-e92673b8af6e,20,1,00:00:11.622,0,11,2,3.476801,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['85fd80fa-d680-4dbf-9c99-5bad3cf50ba2'],"[98.5, 63.3]",23838.0,Pablo Pérez Rodríguez,17.0,Right Wing,24173.0,Carlos Castro García,20.912197,-0.17301016,2.0,Low Pass,"[119.1, 59.7]",40.0,Right Foot,66.0,Recovery,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.622
e1240c3b-6832-4b4d-8411-b9bd6623370a,21,1,00:00:13.465,0,13,2,1.203648,17,Pressure,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,,"[117.2, 59.3]",23838.0,Pablo Pérez Rodríguez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.465
21043add-44d9-41fb-9bdf-2661cf62ff5d,22,1,00:00:14.739,0,14,2,0.0,28,Shield,1041,Sporting Gijón,9,From Kick Off,217,Barcelona,,,,"[1.7, 20.8]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.739
85fd80fa-d680-4dbf-9c99-5bad3cf50ba2,23,1,00:00:15.098,0,15,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['602d7b4e-c16d-4dad-9529-e92673b8af6e'],"[103.0, 57.3]",24173.0,Carlos Castro García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.098
134beccb-eabf-41c5-8e29-f080b173349d,24,1,00:00:23.463,0,23,3,1.050738,30,Pass,217,Barcelona,7,From Goal Kick,217,Barcelona,,,['15c38b17-d637-42c4-8fe5-282ffc81e2dd'],"[7.0, 36.1]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,10609.0,Jérémy Mathieu,23.296352,-1.2924967,1.0,Ground Pass,"[13.4, 13.7]",40.0,Right Foot,63.0,Goal Kick,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.463
15c38b17-d637-42c4-8fe5-282ffc81e2dd,25,1,00:00:24.514,0,24,3,,42,Ball Receipt*,217,Barcelona,7,From Goal Kick,217,Barcelona,,,['134beccb-eabf-41c5-8e29-f080b173349d'],"[13.4, 13.7]",10609.0,Jérémy Mathieu,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.514
5a27a756-df9a-4398-9465-1af6a3845eac,26,1,00:00:25.941,0,25,3,1.253388,30,Pass,217,Barcelona,7,From Goal Kick,217,Barcelona,,,['3988f570-6bbd-4178-aa3b-c601e1177726'],"[13.4, 13.7]",10609.0,Jérémy Mathieu,5.0,Left Center Back,4691.0,Claudio Andrés Bravo Muñoz,23.126175,2.0131705,1.0,Ground Pass,"[3.5, 34.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.941
3988f570-6bbd-4178-aa3b-c601e1177726,27,1,00:00:27.194,0,27,3,,42,Ball Receipt*,217,Barcelona,7,From Goal Kick,217,Barcelona,,,['5a27a756-df9a-4398-9465-1af6a3845eac'],"[3.5, 34.6]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.194
c77bcd81-4162-4afd-a781-2d4afc932bd8,28,1,00:00:27.194,0,27,3,1.632352,43,Carry,217,Barcelona,7,From Goal Kick,217,Barcelona,,,"['30c2f9df-8557-4329-94f7-52e578225f7d', '3988f570-6bbd-4178-aa3b-c601e1177726', '7bb547a8-a3c2-4933-8305-272bd8052eb9']","[3.5, 34.6]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,"[3.8, 30.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.194
7bb547a8-a3c2-4933-8305-272bd8052eb9,29,1,00:00:28.112,0,28,3,1.082848,17,Pressure,217,Barcelona,7,From Goal Kick,1041,Sporting Gijón,,,"['30c2f9df-8557-4329-94f7-52e578225f7d', 'c77bcd81-4162-4afd-a781-2d4afc932bd8']","[112.6, 40.6]",24173.0,Carlos Castro García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.112
30c2f9df-8557-4329-94f7-52e578225f7d,30,1,00:00:28.827,0,28,3,1.124005,30,Pass,217,Barcelona,7,From Goal Kick,217,Barcelona,,,"['785d97be-0702-40f7-a346-8bc601ce0a41', '7bb547a8-a3c2-4933-8305-272bd8052eb9']","[3.8, 30.9]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,11094.0,Arda Turan,21.165302,-0.49746135,1.0,Ground Pass,"[22.4, 20.8]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.827
785d97be-0702-40f7-a346-8bc601ce0a41,31,1,00:00:29.951,0,29,3,,42,Ball Receipt*,217,Barcelona,7,From Goal Kick,217,Barcelona,,,['30c2f9df-8557-4329-94f7-52e578225f7d'],"[22.4, 20.8]",11094.0,Arda Turan,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.951
7444fbec-bc84-4836-8f2d-8a27ab365a78,32,1,00:00:29.951,0,29,3,0.484529,43,Carry,217,Barcelona,7,From Goal Kick,217,Barcelona,,,"['678b76ae-3a67-4f00-b187-f1c99765ac05', '785d97be-0702-40f7-a346-8bc601ce0a41', '89a30d84-116f-4a9e-81f9-0bd46bba0984']","[22.4, 20.8]",11094.0,Arda Turan,15.0,Left Center Midfield,,,,,,,,,,,,"[23.0, 20.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.951
89a30d84-116f-4a9e-81f9-0bd46bba0984,33,1,00:00:30.252,0,30,3,0.688731,17,Pressure,217,Barcelona,7,From Goal Kick,1041,Sporting Gijón,,,"['678b76ae-3a67-4f00-b187-f1c99765ac05', '7444fbec-bc84-4836-8f2d-8a27ab365a78']","[92.2, 59.1]",18398.0,Omar Mascarell González,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.252
678b76ae-3a67-4f00-b187-f1c99765ac05,34,1,00:00:30.435,0,30,3,3.250117,30,Pass,217,Barcelona,7,From Goal Kick,217,Barcelona,,,"['18e2f4c8-7592-4c26-bbf5-b432417f1bad', '89a30d84-116f-4a9e-81f9-0bd46bba0984']","[23.0, 20.6]",11094.0,Arda Turan,15.0,Left Center Midfield,5213.0,Gerard Piqué Bernabéu,44.276405,1.9068316,3.0,High Pass,"[8.4, 62.4]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.435
18e2f4c8-7592-4c26-bbf5-b432417f1bad,35,1,00:00:33.685,0,33,3,,42,Ball Receipt*,217,Barcelona,7,From Goal Kick,217,Barcelona,,,['678b76ae-3a67-4f00-b187-f1c99765ac05'],"[8.4, 62.4]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.685
0362475f-8fc8-4bcd-b9e4-b7f777ed34a9,36,1,00:00:33.685,0,33,3,2.040349,43,Carry,217,Barcelona,7,From Goal Kick,217,Barcelona,,,"['18e2f4c8-7592-4c26-bbf5-b432417f1bad', '344704a4-7ec3-4a21-b070-055935059b83', '548f67e8-4397-4eab-adaf-344f0c9f893e']","[8.4, 62.4]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[11.7, 63.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.685
344704a4-7ec3-4a21-b070-055935059b83,37,1,00:00:35.227,0,35,3,0.806126,17,Pressure,217,Barcelona,7,From Goal Kick,1041,Sporting Gijón,,,"['0362475f-8fc8-4bcd-b9e4-b7f777ed34a9', '548f67e8-4397-4eab-adaf-344f0c9f893e']","[104.5, 23.7]",24173.0,Carlos Castro García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.227
