id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,pass_outcome_id,pass_outcome_name,pass_aerial_won,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,off_camera,pass_switch,interception_outcome_id,interception_outcome_name,out,clearance_right_foot,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,counterpress,pass_cross,dribble_outcome_id,dribble_outcome_name,pass_technique_id,pass_technique_name,pass_through_ball,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_won_defensive,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_outswinging,dribble_overrun,foul_committed_advantage,foul_won_advantage,pass_goal_assist,ball_recovery_recovery_failure,block_deflection,pass_deflected,shot_one_on_one,pass_cut_back,injury_stoppage_in_chain,block_save_block,foul_committed_penalty,foul_won_penalty,bad_behaviour_card_id,bad_behaviour_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_aerial_won,foul_committed_card_id,foul_committed_card_name,pass_miscommunication,timestamp_seconds
be5c2557-44f5-4d08-b07a-b715be1476bb,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,4231.0,"[{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 26256, 'name': 'Igor Lichnovsky Osorio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 24686, 'name': 'Roberto Canella Suárez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 3}, {'player': {'id': 24173, 'name': 'Carlos Castro García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
15ae1ab7-26bc-4218-92e1-96ed557bafaf,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1041,Sporting Gijón,1,Regular Play,217,Barcelona,433.0,"[{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
b92a763b-3804-461e-a992-55070c1cc179,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,1041,Sporting Gijón,1,Regular Play,217,Barcelona,,,['cf1dacaf-3236-4ed0-ae76-c579d4e7523d'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
cf1dacaf-3236-4ed0-ae76-c579d4e7523d,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['b92a763b-3804-461e-a992-55070c1cc179'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
998f1076-2661-4b63-ad5a-2ac6d418c631,5,1,00:00:00.608,0,0,2,0.771411,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['429d0c79-4fe9-43d2-89f9-dbd2cfa9f069'],"[60.0, 40.0]",24173.0,Carlos Castro García,23.0,Center Forward,6926.0,Alen Halilović,0.5,0.9272952,1.0,Ground Pass,"[60.3, 40.4]",38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.608
429d0c79-4fe9-43d2-89f9-dbd2cfa9f069,6,1,00:00:01.379,0,1,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['998f1076-2661-4b63-ad5a-2ac6d418c631'],"[60.3, 40.4]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.379
cd0fe7c1-c5d9-4f9b-a5b3-dd0f8cdab85d,7,1,00:00:01.379,0,1,2,0.119989,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['429d0c79-4fe9-43d2-89f9-dbd2cfa9f069', 'cbd0703c-4a6b-4cf5-ae6a-c6f74228e23b']","[60.3, 40.4]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,,,,,,,,,,"[60.3, 40.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.379
cbd0703c-4a6b-4cf5-ae6a-c6f74228e23b,8,1,00:00:01.499,0,1,2,1.245566,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['c1640251-29e8-4cf0-8ba9-bfd5eb8bf7fa'],"[60.3, 40.9]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,18925.0,Ignacio Cases Mora,14.228493,-3.0782971,1.0,Ground Pass,"[46.1, 40.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.499
c1640251-29e8-4cf0-8ba9-bfd5eb8bf7fa,9,1,00:00:02.745,0,2,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['cbd0703c-4a6b-4cf5-ae6a-c6f74228e23b'],"[46.1, 40.0]",18925.0,Ignacio Cases Mora,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.745
999bc5f8-a824-424b-8d3d-a7b7f5aa9933,10,1,00:00:02.745,0,2,2,1.458965,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['c1640251-29e8-4cf0-8ba9-bfd5eb8bf7fa', 'e150a33c-bb48-478f-887a-cb0c8aeacb5c']","[46.1, 40.0]",18925.0,Ignacio Cases Mora,15.0,Left Center Midfield,,,,,,,,,,,,"[53.9, 45.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.745
