id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,out,pass_through_ball,pass_technique_id,pass_technique_name,interception_outcome_id,interception_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,dribble_overrun,pass_aerial_won,block_deflection,block_offensive,pass_switch,foul_committed_advantage,foul_won_defensive,foul_won_advantage,pass_straight,pass_cross,clearance_aerial_won,goalkeeper_end_location,ball_recovery_recovery_failure,pass_inswinging,clearance_right_foot,miscontrol_aerial_won,pass_cut_back,pass_goal_assist,shot_first_time,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_type_id,foul_committed_type_name,foul_committed_card_id,foul_committed_card_name,pass_outswinging,shot_aerial_won,pass_miscommunication,block_save_block,shot_one_on_one,shot_saved_to_post,goalkeeper_shot_saved_to_post,timestamp_seconds
32ed98c7-adb2-49f8-8a04-94ef85401554,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,4231.0,"[{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6602, 'name': 'Miguel Ángel Guerrero Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
bdad161b-2fd4-4faf-af7f-d72b4617c8b3,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1041,Sporting Gijón,1,Regular Play,223,Málaga,4231.0,"[{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 27335, 'name': 'Arthur Etienne Boka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6764, 'name': 'Pablo Fornals Malla'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 31}, {'player': {'id': 8264, 'name': 'Adnane Tighadouini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6559, 'name': 'Juan Carlos Pérez López'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
e1539cd6-e792-41a6-82ec-2f6cb8528097,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,1041,Sporting Gijón,1,Regular Play,223,Málaga,,,['5a98d812-6ef0-431d-9bb4-4fe7d7cbb744'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
5a98d812-6ef0-431d-9bb4-4fe7d7cbb744,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['e1539cd6-e792-41a6-82ec-2f6cb8528097'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
11585ee9-dcae-4014-8ec0-66eb5249fc5a,5,1,00:00:00.847,0,0,2,0.192765,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['b97fd6e9-dfaf-4be5-88c7-a67c2cd53000'],True,"[61.0, 40.1]",6707.0,Charles Días Barbosa de Oliveira,23.0,Center Forward,6580.0,José Luis García del Pozo,12.419743,2.9141903,1.0,Ground Pass,"[48.9, 42.9]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.847
b97fd6e9-dfaf-4be5-88c7-a67c2cd53000,6,1,00:00:01.039,0,1,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['11585ee9-dcae-4014-8ec0-66eb5249fc5a'],,"[48.9, 42.9]",6580.0,José Luis García del Pozo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.039
ad301359-7108-479e-81bb-fc4769d4bfd7,7,1,00:00:03.141,0,3,2,1.738724,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['d6572413-962a-4ee5-bf04-61c32beb89b9'],,"[45.6, 41.2]",6580.0,José Luis García del Pozo,9.0,Right Defensive Midfield,27335.0,Arthur Etienne Boka,35.1262,-1.8357999,1.0,Ground Pass,"[36.4, 7.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.141
d6572413-962a-4ee5-bf04-61c32beb89b9,8,1,00:00:04.880,0,4,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['ad301359-7108-479e-81bb-fc4769d4bfd7'],,"[36.4, 7.3]",27335.0,Arthur Etienne Boka,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
5f82330a-d8f8-42ce-9273-900dfc5cf6bb,9,1,00:00:04.880,0,4,2,2.065039,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['0db7d58d-0ed3-43b0-b301-54b28750452b', '57201654-abed-45f0-8128-87f825228c42', 'd6572413-962a-4ee5-bf04-61c32beb89b9']",,"[36.4, 7.3]",27335.0,Arthur Etienne Boka,6.0,Left Back,,,,,,,,,,,,True,"[36.2, 6.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88
57201654-abed-45f0-8128-87f825228c42,10,1,00:00:06.249,0,6,2,0.853631,17,Pressure,223,Málaga,9,From Kick Off,1041,Sporting Gijón,,,"['0db7d58d-0ed3-43b0-b301-54b28750452b', '5f82330a-d8f8-42ce-9273-900dfc5cf6bb']",,"[78.6, 72.4]",23838.0,Pablo Pérez Rodríguez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.249
0db7d58d-0ed3-43b0-b301-54b28750452b,11,1,00:00:06.945,0,6,2,1.598907,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,"['57201654-abed-45f0-8128-87f825228c42', 'a3c7aa38-b740-4d52-8e6a-030179490261']",,"[36.2, 6.0]",27335.0,Arthur Etienne Boka,6.0,Left Back,6559.0,Juan Carlos Pérez López,37.15616,0.28088745,1.0,Ground Pass,"[71.9, 16.3]",,,38.0,Left Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.945
ef60f3c2-1995-4501-9250-e346d36dbdc2,12,1,00:00:08.224,0,8,2,0.465523,17,Pressure,223,Málaga,9,From Kick Off,1041,Sporting Gijón,,,"['8496c1a2-8b15-49b1-a646-845748fed375', 'a3c7aa38-b740-4d52-8e6a-030179490261', 'da47474a-ba32-466f-87cc-590b8d4ab9ca']",,"[47.2, 64.2]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.224
a3c7aa38-b740-4d52-8e6a-030179490261,13,1,00:00:08.544,0,8,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,"['0db7d58d-0ed3-43b0-b301-54b28750452b', 'ef60f3c2-1995-4501-9250-e346d36dbdc2']",,"[71.9, 16.3]",6559.0,Juan Carlos Pérez López,21.0,Left Wing,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.544
8496c1a2-8b15-49b1-a646-845748fed375,14,1,00:00:08.544,0,8,2,0.091881,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['a3c7aa38-b740-4d52-8e6a-030179490261', 'da47474a-ba32-466f-87cc-590b8d4ab9ca', 'ef60f3c2-1995-4501-9250-e346d36dbdc2']",,"[71.9, 16.3]",6559.0,Juan Carlos Pérez López,21.0,Left Wing,,,,,,,,,,,,True,"[69.8, 15.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.544
da47474a-ba32-466f-87cc-590b8d4ab9ca,15,1,00:00:08.636,0,8,2,0.0,38,Miscontrol,223,Málaga,9,From Kick Off,223,Málaga,,,['ef60f3c2-1995-4501-9250-e346d36dbdc2'],,"[69.8, 15.7]",6559.0,Juan Carlos Pérez López,21.0,Left Wing,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.636
c2057e68-3bab-43fa-b4f3-09191ed13283,16,1,00:00:08.974,0,8,2,0.575577,17,Pressure,223,Málaga,9,From Kick Off,1041,Sporting Gijón,,,['4cd7f14f-e69c-497a-980f-5ffaf892d7f7'],,"[55.6, 65.3]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.974
4cd7f14f-e69c-497a-980f-5ffaf892d7f7,17,1,00:00:09.196,0,9,2,0.520386,17,Pressure,223,Málaga,9,From Kick Off,223,Málaga,,,"['1acad2e4-acb7-4128-9b17-74880ff3def1', 'c2057e68-3bab-43fa-b4f3-09191ed13283']",,"[70.4, 14.9]",6559.0,Juan Carlos Pérez López,21.0,Left Wing,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.196
1acad2e4-acb7-4128-9b17-74880ff3def1,18,1,00:00:09.647,0,9,3,1.694444,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['4cd7f14f-e69c-497a-980f-5ffaf892d7f7', 'bf3d68bd-add1-4781-9023-7a17387e8f2d']",,"[51.5, 65.2]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,26633.0,Alberto Lora Ramos,7.2277246,1.8224863,1.0,Ground Pass,"[49.7, 72.2]",66.0,Recovery,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.647
bf3d68bd-add1-4781-9023-7a17387e8f2d,19,1,00:00:11.342,0,11,3,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['1acad2e4-acb7-4128-9b17-74880ff3def1'],,"[49.7, 72.2]",26633.0,Alberto Lora Ramos,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.342
fbb4dca1-09d6-439d-8ded-e706f7b8bc6f,20,1,00:00:11.342,0,11,3,0.088867,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['bf3d68bd-add1-4781-9023-7a17387e8f2d', 'eb983483-8501-4edd-a120-96e85b53cd7f']",,"[49.7, 72.2]",26633.0,Alberto Lora Ramos,2.0,Right Back,,,,,,,,,,,,,"[48.7, 73.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.342
eb983483-8501-4edd-a120-96e85b53cd7f,21,1,00:00:11.430,0,11,3,0.788866,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['0295d357-9cbe-4e73-a49e-558d35684aed'],,"[48.7, 73.0]",26633.0,Alberto Lora Ramos,2.0,Right Back,6561.0,Luis Hernández Rodríguez,11.236102,-2.8620706,1.0,Ground Pass,"[37.9, 69.9]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.43
0295d357-9cbe-4e73-a49e-558d35684aed,22,1,00:00:12.219,0,12,3,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['eb983483-8501-4edd-a120-96e85b53cd7f'],,"[37.9, 69.9]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.219
ab4559c2-7ab5-4bd2-ae0c-5756c0128c9e,23,1,00:00:12.219,0,12,3,1.124464,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['0295d357-9cbe-4e73-a49e-558d35684aed', 'ef57c032-58d7-4f89-be51-616fa006e738']",,"[37.9, 69.9]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,,"[37.3, 74.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.219
ef57c032-58d7-4f89-be51-616fa006e738,24,1,00:00:13.344,0,13,3,1.808702,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['a61ec8e5-43ea-4cc2-a123-43b0b9db81a8', 'ef36f02b-7f86-4798-9995-c0de7871b2a2']",,"[37.3, 74.4]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,6926.0,Alen Halilović,27.426266,0.043767653,3.0,High Pass,"[64.7, 75.6]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.344
ef36f02b-7f86-4798-9995-c0de7871b2a2,25,1,00:00:15.153,0,15,3,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['ef57c032-58d7-4f89-be51-616fa006e738'],,"[66.8, 74.4]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.153
a61ec8e5-43ea-4cc2-a123-43b0b9db81a8,26,1,00:00:15.153,0,15,4,0.0,2,Ball Recovery,223,Málaga,1,Regular Play,223,Málaga,,,['ef57c032-58d7-4f89-be51-616fa006e738'],,"[55.4, 4.5]",27335.0,Arthur Etienne Boka,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.153
abfb3221-e2b4-47fd-812c-1edc9a1c37df,27,1,00:00:15.153,0,15,4,0.587148,43,Carry,223,Málaga,1,Regular Play,223,Málaga,,,"['22f2e266-8480-421b-bb6a-f2ba14dc3cb1', 'a61ec8e5-43ea-4cc2-a123-43b0b9db81a8']",,"[55.4, 4.5]",27335.0,Arthur Etienne Boka,6.0,Left Back,,,,,,,,,,,,,"[55.8, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.153
22f2e266-8480-421b-bb6a-f2ba14dc3cb1,28,1,00:00:15.740,0,15,4,0.535887,30,Pass,223,Málaga,1,Regular Play,223,Málaga,,,['d79f78d4-b8ef-4f16-836c-920e5475d16e'],,"[55.8, 4.0]",27335.0,Arthur Etienne Boka,6.0,Left Back,8234.0,Ignacio Camacho Barnola,6.4070272,0.5966604,2.0,Low Pass,"[61.1, 7.6]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.74
d79f78d4-b8ef-4f16-836c-920e5475d16e,29,1,00:00:16.276,0,16,4,,42,Ball Receipt*,223,Málaga,1,Regular Play,223,Málaga,,,['22f2e266-8480-421b-bb6a-f2ba14dc3cb1'],,"[61.1, 7.6]",8234.0,Ignacio Camacho Barnola,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.276
813c9282-4f84-4af1-9113-65805b4898fc,30,1,00:00:16.276,0,16,4,1.281504,30,Pass,223,Málaga,1,Regular Play,223,Málaga,,,['a3d10429-2256-4d0b-9365-cd7973056ce4'],,"[61.1, 7.6]",8234.0,Ignacio Camacho Barnola,11.0,Left Defensive Midfield,8264.0,Adnane Tighadouini,14.870777,0.22377466,3.0,High Pass,"[75.6, 10.9]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.276
a3d10429-2256-4d0b-9365-cd7973056ce4,31,1,00:00:17.557,0,17,4,,42,Ball Receipt*,223,Málaga,1,Regular Play,223,Málaga,,,['813c9282-4f84-4af1-9113-65805b4898fc'],,"[75.6, 10.9]",8264.0,Adnane Tighadouini,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.557
b5ae4140-cdc4-4459-a342-abb307332c71,32,1,00:00:17.557,0,17,4,0.888347,43,Carry,223,Málaga,1,Regular Play,223,Málaga,,,"['61d6c5f5-3e8b-4aa7-8519-d049e888a9f6', 'a3d10429-2256-4d0b-9365-cd7973056ce4']",,"[75.6, 10.9]",8264.0,Adnane Tighadouini,19.0,Center Attacking Midfield,,,,,,,,,,,,,"[71.4, 8.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.557
61d6c5f5-3e8b-4aa7-8519-d049e888a9f6,33,1,00:00:18.445,0,18,4,0.808224,30,Pass,223,Málaga,1,Regular Play,223,Málaga,,,['3e8b9ae4-a44b-4541-a8f3-218ad8330857'],,"[71.4, 8.4]",8264.0,Adnane Tighadouini,19.0,Center Attacking Midfield,6559.0,Juan Carlos Pérez López,4.1303754,-1.6921483,1.0,Ground Pass,"[70.9, 4.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.445
3e8b9ae4-a44b-4541-a8f3-218ad8330857,34,1,00:00:19.254,0,19,4,,42,Ball Receipt*,223,Málaga,1,Regular Play,223,Málaga,,,['61d6c5f5-3e8b-4aa7-8519-d049e888a9f6'],,"[70.9, 4.3]",6559.0,Juan Carlos Pérez López,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.254
bd936ff7-bebc-428c-98da-d355ecdddeab,35,1,00:00:19.254,0,19,4,1.032473,30,Pass,223,Málaga,1,Regular Play,223,Málaga,,,['32616606-e2fe-42e2-8369-744278b3f07e'],,"[70.9, 4.3]",6559.0,Juan Carlos Pérez López,21.0,Left Wing,8264.0,Adnane Tighadouini,3.3970575,2.3978372,1.0,Ground Pass,"[68.4, 6.6]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.254
41d02f82-eb68-4812-a693-342f438a474c,36,1,00:00:19.572,0,19,4,1.255679,17,Pressure,223,Málaga,1,Regular Play,1041,Sporting Gijón,,,"['1166ede0-37eb-4abc-98d9-0357c5c30e3e', '32616606-e2fe-42e2-8369-744278b3f07e', 'bc2fe077-fb66-431d-b77b-e893de22cdd8']",,"[51.1, 73.1]",23838.0,Pablo Pérez Rodríguez,17.0,Right Wing,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.572
32616606-e2fe-42e2-8369-744278b3f07e,37,1,00:00:20.286,0,20,4,,42,Ball Receipt*,223,Málaga,1,Regular Play,223,Málaga,,,"['41d02f82-eb68-4812-a693-342f438a474c', 'bd936ff7-bebc-428c-98da-d355ecdddeab']",,"[68.4, 6.6]",8264.0,Adnane Tighadouini,19.0,Center Attacking Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.286
1166ede0-37eb-4abc-98d9-0357c5c30e3e,38,1,00:00:20.286,0,20,4,0.178353,43,Carry,223,Málaga,1,Regular Play,223,Málaga,,,"['32616606-e2fe-42e2-8369-744278b3f07e', '41d02f82-eb68-4812-a693-342f438a474c', 'bc2fe077-fb66-431d-b77b-e893de22cdd8']",,"[68.4, 6.6]",8264.0,Adnane Tighadouini,19.0,Center Attacking Midfield,,,,,,,,,,,,True,"[67.2, 3.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.286
bc2fe077-fb66-431d-b77b-e893de22cdd8,39,1,00:00:20.464,0,20,4,0.0,38,Miscontrol,223,Málaga,1,Regular Play,223,Málaga,,,['41d02f82-eb68-4812-a693-342f438a474c'],,"[67.2, 3.8]",8264.0,Adnane Tighadouini,19.0,Center Attacking Midfield,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.464
31c8ad6d-6299-430f-b5cd-222ec49ccfd0,40,1,00:00:31.864,0,31,5,1.623792,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['20dcbce7-2262-4fb3-969e-840339ff3952', '2f16848f-7b9a-47eb-be03-cda34dc08f10']",,"[56.8, 80.0]",26633.0,Alberto Lora Ramos,2.0,Right Back,23838.0,Pablo Pérez Rodríguez,20.36001,-0.6425188,3.0,High Pass,"[73.1, 67.8]",67.0,Throw-in,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.864
2f16848f-7b9a-47eb-be03-cda34dc08f10,41,1,00:00:33.487,0,33,5,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['31c8ad6d-6299-430f-b5cd-222ec49ccfd0'],,"[69.5, 69.2]",23838.0,Pablo Pérez Rodríguez,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.487
