id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,out,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,carry_end_location,dribble_outcome_id,dribble_outcome_name,counterpress,duel_outcome_id,duel_outcome_name,foul_won_defensive,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,pass_switch,clearance_head,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,pass_cross,pass_inswinging,pass_technique_id,pass_technique_name,50_50_outcome_id,50_50_outcome_name,shot_saved_to_post,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_shot_saved_to_post,shot_first_time,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,shot_one_on_one,pass_outswinging,shot_aerial_won,clearance_aerial_won,clearance_left_foot,foul_committed_card_id,foul_committed_card_name,goalkeeper_punched_out,foul_committed_penalty,foul_won_penalty,dribble_nutmeg,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,pass_cut_back,ball_recovery_recovery_failure,pass_goal_assist,shot_open_goal,timestamp_seconds
8e3f8ed7-188e-41b7-9e1d-00338052a80c,350,1,00:09:57.922,9,57,29,0.687348,17,Pressure,360,Rayo Vallecano,1,Regular Play,214,Espanyol,,,"['373f5aa1-499d-4a71-990e-c1a2c1d8e7e7', '90f1bb83-2dd1-414e-a0c9-b7e6184e44ee', 'f2bb5b2d-a5ad-4efd-845c-48627f689f4b']",,"[58.0, 66.9]",6709.0,Anaitz Arbilla Zabala,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.922
8be29c43-8518-4c33-9810-f38b01382e4f,351,1,00:09:58.097,9,58,29,0.0,39,Dribbled Past,360,Rayo Vallecano,1,Regular Play,214,Espanyol,,,"['373f5aa1-499d-4a71-990e-c1a2c1d8e7e7', 'f2bb5b2d-a5ad-4efd-845c-48627f689f4b']",,"[60.0, 66.4]",6709.0,Anaitz Arbilla Zabala,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.097
373f5aa1-499d-4a71-990e-c1a2c1d8e7e7,352,1,00:09:58.097,9,58,29,0.0,14,Dribble,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['8be29c43-8518-4c33-9810-f38b01382e4f', '8e3f8ed7-188e-41b7-9e1d-00338052a80c']",,"[60.1, 13.7]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.097
f2bb5b2d-a5ad-4efd-845c-48627f689f4b,353,1,00:09:58.097,9,58,29,1.030476,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['0afa473c-c591-4b24-80ab-5f351ee0d600', '373f5aa1-499d-4a71-990e-c1a2c1d8e7e7', '8be29c43-8518-4c33-9810-f38b01382e4f', '8e3f8ed7-188e-41b7-9e1d-00338052a80c']",,"[60.1, 13.7]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,True,,,,,,,,"[65.0, 7.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.097
0afa473c-c591-4b24-80ab-5f351ee0d600,354,1,00:09:59.128,9,59,29,1.60153,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['13439260-8cc1-4bac-8c95-280d82914006'],,"[65.0, 7.7]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,10727.0,Răzvan Dincă Raț,16.865646,-0.35738274,1.0,Ground Pass,"[80.8, 1.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.128
13439260-8cc1-4bac-8c95-280d82914006,355,1,00:10:00.729,10,0,29,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['0afa473c-c591-4b24-80ab-5f351ee0d600'],,"[80.8, 1.8]",10727.0,Răzvan Dincă Raț,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.729
d4303411-0108-482d-8488-c283d2b65a26,356,1,00:10:00.729,10,0,29,2.680679,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['13439260-8cc1-4bac-8c95-280d82914006', '520b08d3-c931-47f0-b143-ed9e9c90900e']",,"[80.8, 1.8]",10727.0,Răzvan Dincă Raț,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,"[101.6, 16.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.729
520b08d3-c931-47f0-b143-ed9e9c90900e,357,1,00:10:03.410,10,3,29,0.920755,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['0abf78bb-d9af-44c7-bd94-4e7cf4464081'],,"[101.6, 16.2]",10727.0,Răzvan Dincă Raț,6.0,Left Back,6852.0,Jozabed Sánchez Ruiz,14.557816,2.2637756,1.0,Ground Pass,"[92.3, 27.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.41
0abf78bb-d9af-44c7-bd94-4e7cf4464081,358,1,00:10:04.331,10,4,29,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['520b08d3-c931-47f0-b143-ed9e9c90900e'],,"[92.3, 27.4]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.331
687e5433-e0f7-470e-b9c8-8c66710067e5,359,1,00:10:04.331,10,4,29,1.397769,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['0abf78bb-d9af-44c7-bd94-4e7cf4464081', '4434c6b1-e5fb-40bb-add4-9eaf2285f640', 'f746bbf3-6217-4e94-8f6d-d52d91c82765']",,"[92.3, 27.4]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,True,,,,,,,,"[97.9, 33.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.331
f746bbf3-6217-4e94-8f6d-d52d91c82765,360,1,00:10:05.032,10,5,29,0.326079,17,Pressure,360,Rayo Vallecano,1,Regular Play,214,Espanyol,,,['687e5433-e0f7-470e-b9c8-8c66710067e5'],,"[24.0, 54.0]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.032
4434c6b1-e5fb-40bb-add4-9eaf2285f640,361,1,00:10:05.729,10,5,29,0.0,14,Dribble,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['6aa44c56-89c8-40ef-ab9c-3619748befc2'],,"[97.9, 33.6]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.729
6aa44c56-89c8-40ef-ab9c-3619748befc2,362,1,00:10:05.729,10,5,30,0.0,4,Duel,214,Espanyol,1,Regular Play,214,Espanyol,,,['4434c6b1-e5fb-40bb-add4-9eaf2285f640'],,"[22.2, 46.5]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,True,11.0,Tackle,,,,,,,,,True,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.729
e4cbab6e-2589-455b-8722-9fe110093d4e,363,1,00:10:05.729,10,5,30,1.771267,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['2edf25ac-3b6b-494e-9619-f5da6e7025d9', '6aa44c56-89c8-40ef-ab9c-3619748befc2', 'd8e99547-431f-4aa7-8c5c-166d742c2e61']",,"[22.2, 46.5]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,True,,,,,,,,"[27.4, 46.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.729
d8e99547-431f-4aa7-8c5c-166d742c2e61,364,1,00:10:06.650,10,6,30,0.610097,17,Pressure,214,Espanyol,1,Regular Play,360,Rayo Vallecano,,,['e4cbab6e-2589-455b-8722-9fe110093d4e'],,"[97.9, 29.5]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.65
2edf25ac-3b6b-494e-9619-f5da6e7025d9,365,1,00:10:07.500,10,7,30,0.0,3,Dispossessed,214,Espanyol,1,Regular Play,214,Espanyol,,,['019999d3-802b-4a29-a916-2758cc569c57'],,"[27.4, 46.8]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.5
019999d3-802b-4a29-a916-2758cc569c57,366,1,00:10:07.500,10,7,30,0.0,4,Duel,214,Espanyol,1,Regular Play,360,Rayo Vallecano,,,['2edf25ac-3b6b-494e-9619-f5da6e7025d9'],,"[92.7, 33.3]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,True,11.0,Tackle,,,,,,,,,True,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.5
e18f4a1a-6008-4c48-b299-5cc6020d59eb,367,1,00:10:08.154,10,8,30,0.0,2,Ball Recovery,214,Espanyol,1,Regular Play,214,Espanyol,,,,,"[19.7, 33.6]",4741.0,Juan Rafael Fuentes Hernández,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.154
99105a23-5a0e-4e56-b834-64277559ebfb,368,1,00:10:08.154,10,8,30,1.054199,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['20e25d68-d565-4d75-a16e-00f0247774d2', 'e18f4a1a-6008-4c48-b299-5cc6020d59eb']",,"[19.7, 33.6]",4741.0,Juan Rafael Fuentes Hernández,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,"[27.4, 34.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.154
20e25d68-d565-4d75-a16e-00f0247774d2,369,1,00:10:09.208,10,9,30,0.756815,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,['287b6867-cc6e-458e-bbea-9ced961e9c24'],,"[27.4, 34.9]",4741.0,Juan Rafael Fuentes Hernández,6.0,Left Back,18407.0,José Alberto Cañas Ruiz Herrera,14.818907,0.5543075,1.0,Ground Pass,"[40.0, 42.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.208
287b6867-cc6e-458e-bbea-9ced961e9c24,370,1,00:10:09.965,10,9,30,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['20e25d68-d565-4d75-a16e-00f0247774d2'],,"[40.0, 42.7]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.965
1b8225f3-7bef-49b2-a269-a2bc9be00a1f,371,1,00:10:09.965,10,9,30,1.310409,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['287b6867-cc6e-458e-bbea-9ced961e9c24', '56eb6f92-1010-4cad-ac8e-c2065dda5faa', 'ff068d93-7afe-4b0b-94a8-ed5f1a23a1cb']",,"[40.0, 42.7]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,True,,,,,,,,"[43.7, 45.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.965
56eb6f92-1010-4cad-ac8e-c2065dda5faa,372,1,00:10:10.107,10,10,30,0.817392,17,Pressure,214,Espanyol,1,Regular Play,360,Rayo Vallecano,,,['1b8225f3-7bef-49b2-a269-a2bc9be00a1f'],,"[79.4, 40.3]",26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.107
93a7fc01-89db-4d56-98e4-0d5d78f29252,373,1,00:10:11.275,10,11,30,0.0,22,Foul Committed,214,Espanyol,1,Regular Play,360,Rayo Vallecano,,,['ff068d93-7afe-4b0b-94a8-ed5f1a23a1cb'],,"[76.4, 35.1]",26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.275
ff068d93-7afe-4b0b-94a8-ed5f1a23a1cb,374,1,00:10:11.275,10,11,30,0.0,21,Foul Won,214,Espanyol,1,Regular Play,214,Espanyol,,,['93a7fc01-89db-4d56-98e4-0d5d78f29252'],,"[43.7, 45.0]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.275
ce3465d2-9b09-43da-9453-68e0c7ef1cc7,375,1,00:10:34.153,10,34,31,1.919351,30,Pass,214,Espanyol,3,From Free Kick,214,Espanyol,,,['dd31975b-00d3-40d3-83c9-6c6ce49e8772'],True,"[42.2, 45.5]",6762.0,Álvaro González Soberón,3.0,Right Center Back,6758.0,Víctor Sánchez Mata,36.964035,0.83898664,3.0,High Pass,"[66.9, 73.0]",40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.153
dd31975b-00d3-40d3-83c9-6c6ce49e8772,376,1,00:10:36.073,10,36,31,,42,Ball Receipt*,214,Espanyol,3,From Free Kick,214,Espanyol,,,['ce3465d2-9b09-43da-9453-68e0c7ef1cc7'],,"[66.9, 73.0]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.073
ede6265d-0cf2-45c7-8f2e-5611e70937bd,377,1,00:10:37.520,10,37,31,0.557361,30,Pass,214,Espanyol,3,From Free Kick,214,Espanyol,,,['3b8ca2b2-0d69-4c40-85b0-193a404b0729'],,"[67.2, 73.8]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,18407.0,José Alberto Cañas Ruiz Herrera,19.806313,-1.5455492,1.0,Ground Pass,"[67.7, 54.0]",70.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.52
3b8ca2b2-0d69-4c40-85b0-193a404b0729,378,1,00:10:38.078,10,38,31,,42,Ball Receipt*,214,Espanyol,3,From Free Kick,214,Espanyol,,,['ede6265d-0cf2-45c7-8f2e-5611e70937bd'],,"[67.7, 54.0]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.078
0747f524-1ba1-4a43-a9bf-924b44f6500f,379,1,00:10:38.078,10,38,31,0.075296,43,Carry,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['3b8ca2b2-0d69-4c40-85b0-193a404b0729', '82d134f9-2558-4880-9404-9cebe8b08385']",,"[67.7, 54.0]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,"[67.7, 55.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.078
82d134f9-2558-4880-9404-9cebe8b08385,380,1,00:10:38.153,10,38,31,0.0,38,Miscontrol,214,Espanyol,3,From Free Kick,214,Espanyol,,,,,"[67.7, 55.7]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.153
653d86f5-aab0-4c4f-b252-9acb3c5fabe0,381,1,00:10:39.269,10,39,31,0.443577,17,Pressure,214,Espanyol,3,From Free Kick,360,Rayo Vallecano,,,['b0e73d47-8e3c-49b2-9981-ecbc06939e69'],,"[47.6, 35.8]",6914.0,Roberto Román Triguero,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.269
d4bb2450-31df-43b7-8e0f-009023336d13,382,1,00:10:39.546,10,39,31,0.0,33,50/50,214,Espanyol,3,From Free Kick,360,Rayo Vallecano,,,['b0e73d47-8e3c-49b2-9981-ecbc06939e69'],,"[51.7, 37.0]",6914.0,Roberto Román Triguero,2.0,Right Back,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.546
b0e73d47-8e3c-49b2-9981-ecbc06939e69,383,1,00:10:39.546,10,39,31,0.197383,33,50/50,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['653d86f5-aab0-4c4f-b252-9acb3c5fabe0', 'd4bb2450-31df-43b7-8e0f-009023336d13']",,"[68.4, 43.1]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Success To Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.546
94771470-ed0c-464f-83f7-7046aac0f22d,384,1,00:10:40.591,10,40,31,0.604552,17,Pressure,214,Espanyol,3,From Free Kick,214,Espanyol,,,,,"[70.1, 47.3]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.591
086d25be-b580-477b-97a9-67416f8e24ce,385,1,00:10:42.848,10,42,31,0.0,2,Ball Recovery,214,Espanyol,3,From Free Kick,214,Espanyol,,,,,"[71.3, 53.1]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.848
e14bb67f-313c-4374-84d7-c22ce6b75d09,386,1,00:10:42.848,10,42,31,2.448615,43,Carry,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['086d25be-b580-477b-97a9-67416f8e24ce', '61ff8984-ac6a-4f53-8575-a342cd9e12ac', 'c48e2e37-f54c-4901-a209-2cd005d71419']",,"[71.3, 53.1]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,,,,"[84.5, 68.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.848
c48e2e37-f54c-4901-a209-2cd005d71419,387,1,00:10:43.512,10,43,31,0.55083,17,Pressure,214,Espanyol,3,From Free Kick,360,Rayo Vallecano,,,['e14bb67f-313c-4374-84d7-c22ce6b75d09'],,"[53.2, 22.9]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.512
66eaeed5-df91-4d42-abcd-8b967e26f324,388,1,00:10:45.297,10,45,31,0.0,39,Dribbled Past,214,Espanyol,3,From Free Kick,360,Rayo Vallecano,,,"['38494d8e-826e-47cc-9e26-93d27a088324', '61ff8984-ac6a-4f53-8575-a342cd9e12ac']",,"[35.6, 11.8]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.297
61ff8984-ac6a-4f53-8575-a342cd9e12ac,389,1,00:10:45.297,10,45,31,0.0,14,Dribble,214,Espanyol,3,From Free Kick,214,Espanyol,,,['66eaeed5-df91-4d42-abcd-8b967e26f324'],,"[84.5, 68.3]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.297
38494d8e-826e-47cc-9e26-93d27a088324,390,1,00:10:45.297,10,45,31,4.335561,43,Carry,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['6133abb7-5fd6-4367-acc3-46b7366d3b59', '61ff8984-ac6a-4f53-8575-a342cd9e12ac', '66eaeed5-df91-4d42-abcd-8b967e26f324', 'a86e8f58-cd98-4dfd-a570-75c1e6bb3c31']",,"[84.5, 68.3]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,,,,"[106.1, 71.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.297
6133abb7-5fd6-4367-acc3-46b7366d3b59,391,1,00:10:47.474,10,47,31,1.151793,17,Pressure,214,Espanyol,3,From Free Kick,360,Rayo Vallecano,,,['38494d8e-826e-47cc-9e26-93d27a088324'],,"[22.9, 10.4]",10727.0,Răzvan Dincă Raț,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.474
a86e8f58-cd98-4dfd-a570-75c1e6bb3c31,392,1,00:10:49.632,10,49,31,1.731746,30,Pass,214,Espanyol,3,From Free Kick,214,Espanyol,,,['5e723d06-2a36-42f2-98b9-d132e4bd8f83'],,"[106.1, 71.2]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,27241.0,Víctor Guillermo Álvarez Delgado,33.49418,-1.3265418,3.0,High Pass,"[114.2, 38.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1932b6e-6485-4d51-9496-b5f10c9faaf0,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.632
5e723d06-2a36-42f2-98b9-d132e4bd8f83,393,1,00:10:51.364,10,51,31,,42,Ball Receipt*,214,Espanyol,3,From Free Kick,214,Espanyol,,,['a86e8f58-cd98-4dfd-a570-75c1e6bb3c31'],,"[114.2, 38.7]",27241.0,Víctor Guillermo Álvarez Delgado,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.364
