id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,out,counterpress,interception_outcome_id,interception_outcome_name,clearance_left_foot,pass_switch,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_aerial_won,pass_cross,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_outswinging,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,foul_won_defensive,clearance_right_foot,shot_one_on_one,pass_through_ball,foul_committed_card_id,foul_committed_card_name,shot_first_time,goalkeeper_end_location,pass_goal_assist,shot_deflected,block_deflection,dribble_nutmeg,dribble_overrun,pass_cut_back,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,pass_inswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,block_offensive,pass_no_touch,timestamp_seconds
7ac4e5df-860f-454a-88f0-0d5a273a667a,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,210,Real Sociedad,1,Regular Play,210,Real Sociedad,4231.0,"[{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
26c7ae81-11d1-461a-a2c1-cde94634017f,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,210,Real Sociedad,1,Regular Play,1049,Granada,4231.0,"[{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 19454, 'name': 'Ricardo Miguel Moreira da Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25707, 'name': 'Francisco Manuel Rico Castro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
ad1fbde7-0bef-4c1e-8154-26981f4cdb1f,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['ff75f5d2-5a82-42b2-9877-452a36b4b6ad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
ff75f5d2-5a82-42b2-9877-452a36b4b6ad,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,210,Real Sociedad,1,Regular Play,1049,Granada,,,['ad1fbde7-0bef-4c1e-8154-26981f4cdb1f'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3a87dfa4-97f1-42ed-aa81-ad742caf95b0,5,1,00:00:00.754,0,0,2,0.722962,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['ef9aa21d-ed51-405e-b5ba-144aadf3ef87'],True,"[60.0, 40.0]",27109.0,Youssef El-Arabi,23.0,Center Forward,6680.0,Rubén Rochina Naixes,4.9578223,-2.4132752,1.0,Ground Pass,"[56.3, 36.7]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.754
ef9aa21d-ed51-405e-b5ba-144aadf3ef87,6,1,00:00:01.477,0,1,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['3a87dfa4-97f1-42ed-aa81-ad742caf95b0'],,"[56.3, 36.7]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.477
40bea4c9-ca7f-40ba-958b-dfa131b7519b,7,1,00:00:01.477,0,1,2,1.349412,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['acf263b4-1ec2-4e1e-92a3-ff0bda0c334c'],,"[51.2, 34.1]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,19454.0,Ricardo Miguel Moreira da Costa,11.954079,-2.8092604,1.0,Ground Pass,"[39.9, 30.2]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.477
acf263b4-1ec2-4e1e-92a3-ff0bda0c334c,8,1,00:00:02.827,0,2,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['40bea4c9-ca7f-40ba-958b-dfa131b7519b'],,"[39.9, 30.2]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.827
f02452ea-6d3e-496c-b9a9-cc02d31cb4f9,9,1,00:00:02.827,0,2,2,1.320839,43,Carry,1049,Granada,9,From Kick Off,1049,Granada,,,"['114a6d4a-8cc1-4b0c-ba48-88270890b877', '832f68e7-e548-460c-9e30-00342a925e34', 'acf263b4-1ec2-4e1e-92a3-ff0bda0c334c']",,"[39.9, 30.2]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,,,,,,,,,,,,True,"[40.5, 32.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.827
114a6d4a-8cc1-4b0c-ba48-88270890b877,10,1,00:00:03.913,0,3,2,0.514556,17,Pressure,1049,Granada,9,From Kick Off,210,Real Sociedad,,,"['832f68e7-e548-460c-9e30-00342a925e34', 'f02452ea-6d3e-496c-b9a9-cc02d31cb4f9']",,"[76.3, 48.9]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.913
832f68e7-e548-460c-9e30-00342a925e34,11,1,00:00:04.148,0,4,2,2.651572,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['114a6d4a-8cc1-4b0c-ba48-88270890b877', '155e5c9a-0537-4628-bf2e-0861535ab2b8', 'cf501c72-5664-4cae-9b60-112c5eef0350']",,"[40.5, 32.2]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,6918.0,Isaac Ajayi Success,62.123505,0.65412533,3.0,High Pass,"[89.8, 70.0]",,,40.0,Right Foot,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.148
cf501c72-5664-4cae-9b60-112c5eef0350,12,1,00:00:06.799,0,6,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['832f68e7-e548-460c-9e30-00342a925e34'],,"[89.0, 72.1]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.799
4eca43d9-0fa6-40d9-bceb-5904828b82f9,13,1,00:00:06.799,0,6,2,0.0,4,Duel,1049,Granada,9,From Kick Off,1049,Granada,,,['155e5c9a-0537-4628-bf2e-0861535ab2b8'],,"[89.8, 70.0]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,True,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.799
155e5c9a-0537-4628-bf2e-0861535ab2b8,14,1,00:00:06.799,0,6,2,0.0,9,Clearance,1049,Granada,9,From Kick Off,210,Real Sociedad,,,"['4eca43d9-0fa6-40d9-bceb-5904828b82f9', '832f68e7-e548-460c-9e30-00342a925e34']",,"[30.3, 10.1]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,True,,,,,,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.799
039c2a56-d573-4f31-82a2-3febed8ef1d5,15,1,00:00:08.723,0,8,2,2.090657,30,Pass,1049,Granada,9,From Kick Off,210,Real Sociedad,,,['5cbf6675-42fa-47e0-bf11-819c0724aaa2'],,"[34.0, 6.6]",6685.0,Mikel Oyarzabal Ugarte,21.0,Left Wing,8584.0,Jonathas Cristian de Jesus,33.17484,0.30935845,3.0,High Pass,"[65.6, 16.7]",66.0,Recovery,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.723
5cbf6675-42fa-47e0-bf11-819c0724aaa2,16,1,00:00:10.814,0,10,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,210,Real Sociedad,,,['039c2a56-d573-4f31-82a2-3febed8ef1d5'],,"[65.6, 16.7]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.814
c4cada1c-e556-4a0a-a177-c67b471bf23f,17,1,00:00:10.814,0,10,2,0.018369,43,Carry,1049,Granada,9,From Kick Off,210,Real Sociedad,,,"['5cbf6675-42fa-47e0-bf11-819c0724aaa2', 'f01076be-17cd-42e0-92ef-2eeca26382f8']",,"[65.6, 16.7]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,"[63.8, 12.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.814
f01076be-17cd-42e0-92ef-2eeca26382f8,18,1,00:00:10.832,0,10,2,0.0,38,Miscontrol,1049,Granada,9,From Kick Off,210,Real Sociedad,,,,,"[63.8, 12.3]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.832
decb929d-53ac-4863-8eca-cd2e9821ff65,19,1,00:00:15.405,0,15,3,1.077974,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['de3fe7e1-5343-44fb-b95c-2d8e4a34fa52'],,"[56.8, 80.0]",4546.0,Dimitri Foulquier,2.0,Right Back,25707.0,Francisco Manuel Rico Castro,17.20465,-1.5475447,2.0,Low Pass,"[57.2, 62.8]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.405
de3fe7e1-5343-44fb-b95c-2d8e4a34fa52,20,1,00:00:16.483,0,16,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['decb929d-53ac-4863-8eca-cd2e9821ff65'],,"[57.2, 62.8]",25707.0,Francisco Manuel Rico Castro,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.483
00c7b74c-b8f0-4b70-8669-2d109ab613a7,21,1,00:00:16.483,0,16,3,1.20563,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,"['6055d401-c24c-40ea-b73b-bb747ed850c6', 'dc20840d-6cff-41e6-b97e-6a6ed0f510ce']",,"[57.2, 62.8]",25707.0,Francisco Manuel Rico Castro,9.0,Right Defensive Midfield,6918.0,Isaac Ajayi Success,15.938946,0.13213694,1.0,Ground Pass,"[73.0, 64.9]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.483
6055d401-c24c-40ea-b73b-bb747ed850c6,22,1,00:00:17.689,0,17,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['00c7b74c-b8f0-4b70-8669-2d109ab613a7'],,"[77.9, 58.3]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.689
dc20840d-6cff-41e6-b97e-6a6ed0f510ce,23,1,00:00:17.689,0,17,3,0.0,2,Ball Recovery,1049,Granada,4,From Throw In,210,Real Sociedad,,,['00c7b74c-b8f0-4b70-8669-2d109ab613a7'],,"[47.1, 15.2]",6899.0,Rubén Pardo Gutiérrez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.689
a4238e45-22fe-4f23-aadc-6a31e829a086,24,1,00:00:17.689,0,17,3,0.6323,43,Carry,1049,Granada,4,From Throw In,210,Real Sociedad,,,"['71ba541b-89cc-46d8-afa4-1dc60d392c5f', '9f43a309-df1e-48a7-97c8-372d37536e62', 'dc20840d-6cff-41e6-b97e-6a6ed0f510ce']",,"[47.1, 15.2]",6899.0,Rubén Pardo Gutiérrez,11.0,Left Defensive Midfield,,,,,,,,,,,,True,"[46.1, 12.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.689
9f43a309-df1e-48a7-97c8-372d37536e62,25,1,00:00:18.249,0,18,3,0.182855,17,Pressure,1049,Granada,4,From Throw In,1049,Granada,,,"['71ba541b-89cc-46d8-afa4-1dc60d392c5f', 'a4238e45-22fe-4f23-aadc-6a31e829a086']",,"[70.5, 66.1]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.249
71ba541b-89cc-46d8-afa4-1dc60d392c5f,26,1,00:00:18.321,0,18,3,0.75456,30,Pass,1049,Granada,4,From Throw In,210,Real Sociedad,,,"['9f43a309-df1e-48a7-97c8-372d37536e62', 'cb33d128-1f00-4ee4-8519-14a2a8089f7a']",,"[46.1, 12.8]",6899.0,Rubén Pardo Gutiérrez,11.0,Left Defensive Midfield,6685.0,Mikel Oyarzabal Ugarte,11.317244,-0.7604034,2.0,Low Pass,"[54.3, 5.0]",,,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.321
cb33d128-1f00-4ee4-8519-14a2a8089f7a,27,1,00:00:19.076,0,19,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,210,Real Sociedad,,,['71ba541b-89cc-46d8-afa4-1dc60d392c5f'],,"[54.3, 5.0]",6685.0,Mikel Oyarzabal Ugarte,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.076
1de5168f-00aa-4885-8058-a0ab14206b6a,28,1,00:00:19.076,0,19,3,0.04,43,Carry,1049,Granada,4,From Throw In,210,Real Sociedad,,,"['12c1474c-7b2b-4b9f-9ed5-617f456a46b3', 'cb33d128-1f00-4ee4-8519-14a2a8089f7a']",,"[54.3, 5.0]",6685.0,Mikel Oyarzabal Ugarte,21.0,Left Wing,,,,,,,,,,,,,"[54.3, 5.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.076
12c1474c-7b2b-4b9f-9ed5-617f456a46b3,29,1,00:00:19.116,0,19,3,1.826139,30,Pass,1049,Granada,4,From Throw In,210,Real Sociedad,,,"['2bb316fd-89a5-4dec-9cad-887284d93f93', '9bd24b8b-a52d-42d1-a895-5aca280ddc5e']",,"[54.3, 5.0]",6685.0,Mikel Oyarzabal Ugarte,21.0,Left Wing,8584.0,Jonathas Cristian de Jesus,23.829603,0.7824308,3.0,High Pass,"[71.2, 21.8]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.116
9bd24b8b-a52d-42d1-a895-5aca280ddc5e,30,1,00:00:20.942,0,20,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,210,Real Sociedad,,,['12c1474c-7b2b-4b9f-9ed5-617f456a46b3'],,"[65.0, 25.1]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.942
2bb316fd-89a5-4dec-9cad-887284d93f93,31,1,00:00:20.942,0,20,3,0.690508,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,"['12c1474c-7b2b-4b9f-9ed5-617f456a46b3', '18bec286-d7f9-43aa-98d2-ca165478181f']",,"[48.9, 58.3]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,,,16.23638,0.12970254,3.0,High Pass,"[65.0, 60.4]",66.0,Recovery,37.0,Head,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.942
18bec286-d7f9-43aa-98d2-ca165478181f,32,1,00:00:21.632,0,21,3,0.0,10,Interception,1049,Granada,4,From Throw In,210,Real Sociedad,,,['2bb316fd-89a5-4dec-9cad-887284d93f93'],,"[55.1, 19.7]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.632
bd626cf7-199c-4932-b34f-70e9005b8a27,33,1,00:00:23.801,0,23,3,0.0,4,Duel,1049,Granada,4,From Throw In,1049,Granada,,,['b254c494-0d35-46c6-aee9-b78c94451cbd'],,"[71.9, 72.1]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,True,,,,,,10.0,Aerial Lost,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.801
b254c494-0d35-46c6-aee9-b78c94451cbd,34,1,00:00:23.801,0,23,3,0.0,9,Clearance,1049,Granada,4,From Throw In,210,Real Sociedad,,,['bd626cf7-199c-4932-b34f-70e9005b8a27'],,"[48.2, 8.0]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,True,,,,,,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.801
9389a074-4db0-47ba-802f-99ea88d873d9,35,1,00:00:25.651,0,25,3,1.412625,30,Pass,1049,Granada,4,From Throw In,210,Real Sociedad,,,['4921a945-c048-430e-a2ba-4b8667cc2267'],,"[50.4, 8.0]",6685.0,Mikel Oyarzabal Ugarte,21.0,Left Wing,8584.0,Jonathas Cristian de Jesus,16.564117,-0.37714317,3.0,High Pass,"[65.8, 1.9]",66.0,Recovery,38.0,Left Foot,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.651
4921a945-c048-430e-a2ba-4b8667cc2267,36,1,00:00:27.063,0,27,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,210,Real Sociedad,,,['9389a074-4db0-47ba-802f-99ea88d873d9'],,"[66.8, 10.1]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.063
1eabbc88-d0a2-4e9a-bdab-88787fd01785,37,1,00:00:34.253,0,34,4,0.97153,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['09101423-215e-4d5c-829e-acff7fc1b936'],,"[69.3, 80.0]",4546.0,Dimitri Foulquier,2.0,Right Back,27109.0,Youssef El-Arabi,11.77837,-1.1603304,2.0,Low Pass,"[74.0, 69.2]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.253
09101423-215e-4d5c-829e-acff7fc1b936,38,1,00:00:35.225,0,35,4,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['1eabbc88-d0a2-4e9a-bdab-88787fd01785'],,"[74.0, 69.2]",27109.0,Youssef El-Arabi,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.225
55eb6a61-6df5-4376-a279-acf4d95e888b,39,1,00:00:35.225,0,35,4,1.608567,43,Carry,1049,Granada,4,From Throw In,1049,Granada,,,"['09101423-215e-4d5c-829e-acff7fc1b936', '50247c89-1a06-4388-8cef-70c641ea2f0c', '82df719f-dde2-4054-b894-56309a791bfd']",,"[74.0, 69.2]",27109.0,Youssef El-Arabi,23.0,Center Forward,,,,,,,,,,,,True,"[74.0, 70.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.225
82df719f-dde2-4054-b894-56309a791bfd,40,1,00:00:36.544,0,36,4,0.797968,17,Pressure,1049,Granada,4,From Throw In,210,Real Sociedad,,,"['50247c89-1a06-4388-8cef-70c641ea2f0c', '55eb6a61-6df5-4376-a279-acf4d95e888b']",,"[46.1, 9.3]",6685.0,Mikel Oyarzabal Ugarte,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.544
50247c89-1a06-4388-8cef-70c641ea2f0c,41,1,00:00:36.833,0,36,4,1.252304,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,"['66b54f5e-3aeb-4ba9-923a-6501af33b203', '82df719f-dde2-4054-b894-56309a791bfd']",,"[74.0, 70.8]",27109.0,Youssef El-Arabi,23.0,Center Forward,6847.0,Adalberto Peñaranda Maestre,13.482581,-2.6215265,1.0,Ground Pass,"[62.3, 64.1]",,,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.833
