id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,counterpress,out,pass_cross,clearance_head,clearance_body_part_id,clearance_body_part_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,pass_switch,foul_won_defensive,interception_outcome_id,interception_outcome_name,ball_recovery_recovery_failure,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,clearance_right_foot,block_offensive,foul_committed_card_id,foul_committed_card_name,clearance_left_foot,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_through_ball,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,foul_committed_advantage,foul_won_advantage,pass_inswinging,bad_behaviour_card_id,bad_behaviour_card_name,dribble_nutmeg,pass_straight,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,clearance_other,pass_cut_back,pass_deflected,pass_goal_assist,pass_no_touch,block_save_block,50_50_outcome_id,50_50_outcome_name,shot_aerial_won,miscontrol_aerial_won,timestamp_seconds
91c992f7-211a-431d-910a-cb6e03b91f84,11,1,00:00:06.087,0,6,2,0.256535,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['9e3ff191-bf6a-4979-9396-b66a5375cfd9', 'b393e06d-c5bd-49c9-8f04-e84f02f401e9']",,"[26.2, 56.8]",7161.0,Germán Alejandro Pezzella,3.0,Right Center Back,,,,,,,,,,,,"[26.2, 56.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.087
b393e06d-c5bd-49c9-8f04-e84f02f401e9,12,1,00:00:06.344,0,6,2,4.521709,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['3b051266-2f22-4758-b334-e892b1208c99'],,"[26.2, 56.8]",7161.0,Germán Alejandro Pezzella,3.0,Right Center Back,,,47.741493,0.16411562,3.0,High Pass,"[73.3, 64.6]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.344
3b051266-2f22-4758-b334-e892b1208c99,13,1,00:00:10.865,0,10,2,1.485493,30,Pass,218,Real Betis,9,From Kick Off,207,Valencia,,,"['7968ea10-0de5-4545-8b74-65b953545815', 'b393e06d-c5bd-49c9-8f04-e84f02f401e9']",,"[46.8, 15.5]",26780.0,Guilherme Magdalena Siqueira,6.0,Left Back,,,18.788294,0.43984258,3.0,High Pass,"[63.8, 23.5]",40.0,Right Foot,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.865
7968ea10-0de5-4545-8b74-65b953545815,14,1,00:00:12.351,0,12,2,0.0,2,Ball Recovery,218,Real Betis,9,From Kick Off,218,Real Betis,,,['3b051266-2f22-4758-b334-e892b1208c99'],,"[56.3, 56.6]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.351
29865c34-4ba0-437e-988a-90c8d49a58fe,15,1,00:00:12.351,0,12,2,0.863589,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['4587454e-95c9-4c3f-81dc-6779be1b2e35', '7968ea10-0de5-4545-8b74-65b953545815', 'ac9b60ee-70cb-4b89-a4d9-7c0e95b4eff1']",,"[56.3, 56.6]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,,,,,,,,,,,,"[57.7, 59.8]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.351
4587454e-95c9-4c3f-81dc-6779be1b2e35,16,1,00:00:12.701,0,12,2,0.674301,17,Pressure,218,Real Betis,9,From Kick Off,207,Valencia,,,"['29865c34-4ba0-437e-988a-90c8d49a58fe', 'ac9b60ee-70cb-4b89-a4d9-7c0e95b4eff1']",,"[60.6, 21.3]",6595.0,Daniel Parejo Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.701
ac9b60ee-70cb-4b89-a4d9-7c0e95b4eff1,17,1,00:00:13.214,0,13,2,0.79378,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['4587454e-95c9-4c3f-81dc-6779be1b2e35', 'c43d7593-9155-431a-a755-503fcc2cfd9e']",,"[57.7, 59.8]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,3601.0,Charly Musonda Junior,8.840815,0.6570749,1.0,Ground Pass,"[64.7, 65.2]",40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.214
c43d7593-9155-431a-a755-503fcc2cfd9e,18,1,00:00:14.008,0,14,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['ac9b60ee-70cb-4b89-a4d9-7c0e95b4eff1'],,"[64.7, 65.2]",3601.0,Charly Musonda Junior,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.008
c96678f2-c4ec-4cd5-b347-9402b101711a,19,1,00:00:14.008,0,14,2,1.354844,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['07d3ae10-0426-44ec-8c93-baeee3f45b7d', 'c43d7593-9155-431a-a755-503fcc2cfd9e', 'd14162f8-809a-4c52-bab3-2452d5109b14']",,"[64.7, 65.2]",3601.0,Charly Musonda Junior,12.0,Right Midfield,,,,,,,,,,,,"[63.0, 59.8]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.008
d14162f8-809a-4c52-bab3-2452d5109b14,20,1,00:00:14.360,0,14,2,0.778631,17,Pressure,218,Real Betis,9,From Kick Off,207,Valencia,,,['c96678f2-c4ec-4cd5-b347-9402b101711a'],,"[53.8, 14.0]",26780.0,Guilherme Magdalena Siqueira,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.36
6f2bb3e5-fcc1-47d5-a389-8a5c00351a2e,21,1,00:00:14.748,0,14,2,0.615064,17,Pressure,218,Real Betis,9,From Kick Off,207,Valencia,,,['07d3ae10-0426-44ec-8c93-baeee3f45b7d'],,"[57.2, 17.3]",6595.0,Daniel Parejo Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.748
07d3ae10-0426-44ec-8c93-baeee3f45b7d,22,1,00:00:15.363,0,15,2,0.0,14,Dribble,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['4c2c527d-678a-47d3-aa7e-6b9aa6e69810', '6f2bb3e5-fcc1-47d5-a389-8a5c00351a2e']",,"[63.0, 59.8]",3601.0,Charly Musonda Junior,12.0,Right Midfield,,,,,,,,,,,,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.363
4c2c527d-678a-47d3-aa7e-6b9aa6e69810,23,1,00:00:15.363,0,15,2,0.0,4,Duel,218,Real Betis,9,From Kick Off,207,Valencia,,,['07d3ae10-0426-44ec-8c93-baeee3f45b7d'],,"[57.1, 20.3]",6595.0,Daniel Parejo Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,True,,,11.0,Tackle,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.363
83354964-a763-4a74-8720-f9007f89fc72,24,1,00:00:15.363,0,15,2,2.210543,43,Carry,218,Real Betis,9,From Kick Off,207,Valencia,,,"['3e01b1bd-719f-4780-a3df-1d20657eee5b', '4c2c527d-678a-47d3-aa7e-6b9aa6e69810']",,"[57.1, 20.3]",6595.0,Daniel Parejo Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,"[58.2, 17.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.363
3e01b1bd-719f-4780-a3df-1d20657eee5b,25,1,00:00:17.573,0,17,2,1.011642,30,Pass,218,Real Betis,9,From Kick Off,207,Valencia,,,['8786b327-6a8e-41da-80df-89cca65bcd10'],,"[58.2, 17.0]",6595.0,Daniel Parejo Muñoz,9.0,Right Defensive Midfield,10802.0,André Filipe Tavares Gomes,13.555811,0.37776667,1.0,Ground Pass,"[70.8, 22.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.573
d02a80ba-d7c0-4f19-bebf-aac5a1aa94c4,26,1,00:00:18.095,0,18,2,0.596275,17,Pressure,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['8786b327-6a8e-41da-80df-89cca65bcd10', 'b4ddd66e-ce1e-4773-a89b-32e47ae72096']",,"[50.7, 56.6]",7161.0,Germán Alejandro Pezzella,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.095
3ac07a0a-5850-4d11-835b-0a72ce62cb57,27,1,00:00:18.132,0,18,2,0.585783,17,Pressure,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['8786b327-6a8e-41da-80df-89cca65bcd10', 'b4ddd66e-ce1e-4773-a89b-32e47ae72096']",,"[49.5, 59.0]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.132
8786b327-6a8e-41da-80df-89cca65bcd10,28,1,00:00:18.585,0,18,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,207,Valencia,,,"['3ac07a0a-5850-4d11-835b-0a72ce62cb57', '3e01b1bd-719f-4780-a3df-1d20657eee5b', 'd02a80ba-d7c0-4f19-bebf-aac5a1aa94c4']",,"[70.8, 22.0]",10802.0,André Filipe Tavares Gomes,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.585
b4ddd66e-ce1e-4773-a89b-32e47ae72096,29,1,00:00:18.585,0,18,2,0.577867,43,Carry,218,Real Betis,9,From Kick Off,207,Valencia,,,"['3ac07a0a-5850-4d11-835b-0a72ce62cb57', '3f9f5a2c-605d-463b-ab54-2a2ae4e7e911', '8786b327-6a8e-41da-80df-89cca65bcd10', 'd02a80ba-d7c0-4f19-bebf-aac5a1aa94c4']",,"[70.8, 22.0]",10802.0,André Filipe Tavares Gomes,19.0,Center Attacking Midfield,,,,,,,,,,,,"[71.4, 21.3]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.585
3f9f5a2c-605d-463b-ab54-2a2ae4e7e911,30,1,00:00:19.163,0,19,2,0.0,3,Dispossessed,218,Real Betis,9,From Kick Off,207,Valencia,,,['89e288e2-9d80-4d3b-b46b-0b20a0c8cbb1'],,"[71.4, 21.3]",10802.0,André Filipe Tavares Gomes,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.163
89e288e2-9d80-4d3b-b46b-0b20a0c8cbb1,31,1,00:00:19.163,0,19,2,0.0,4,Duel,218,Real Betis,9,From Kick Off,218,Real Betis,,,['3f9f5a2c-605d-463b-ab54-2a2ae4e7e911'],,"[48.7, 58.8]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,True,,,11.0,Tackle,16.0,Success In Play,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.163
4a150640-0715-49f1-9315-d1497c4a056f,32,1,00:00:20.242,0,20,2,0.0,2,Ball Recovery,218,Real Betis,9,From Kick Off,218,Real Betis,,,,,"[51.2, 64.4]",3601.0,Charly Musonda Junior,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.242
14046051-00af-4ad3-977b-2d6be675c50f,33,1,00:00:20.242,0,20,2,0.91097,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['4a150640-0715-49f1-9315-d1497c4a056f', 'b1cfb944-5d11-4ee4-b312-2a87d950faea', 'ff651e9d-9484-4866-b36a-c8a6cf4b38a4']",,"[51.2, 64.4]",3601.0,Charly Musonda Junior,12.0,Right Midfield,,,,,,,,,,,,"[50.9, 69.9]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.242
b1cfb944-5d11-4ee4-b312-2a87d950faea,34,1,00:00:20.383,0,20,2,0.729973,17,Pressure,218,Real Betis,9,From Kick Off,207,Valencia,,,['14046051-00af-4ad3-977b-2d6be675c50f'],,"[68.7, 12.6]",10802.0,André Filipe Tavares Gomes,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.383
ff651e9d-9484-4866-b36a-c8a6cf4b38a4,35,1,00:00:21.153,0,21,2,0.0,3,Dispossessed,218,Real Betis,9,From Kick Off,218,Real Betis,,,['ca306289-0119-4e65-8c87-0d56d73cfd62'],,"[50.9, 69.9]",3601.0,Charly Musonda Junior,12.0,Right Midfield,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.153
ca306289-0119-4e65-8c87-0d56d73cfd62,36,1,00:00:21.153,0,21,2,0.0,4,Duel,218,Real Betis,9,From Kick Off,207,Valencia,,,['ff651e9d-9484-4866-b36a-c8a6cf4b38a4'],,"[69.2, 10.2]",10802.0,André Filipe Tavares Gomes,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,True,,,11.0,Tackle,17.0,Success Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.153
af84f346-b285-4239-8a9f-e208f39ddc40,37,1,00:00:38.484,0,38,3,1.226166,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['460e2ea4-1b68-42b3-a2ff-c71d27064909'],,"[78.2, 0.1]",26780.0,Guilherme Magdalena Siqueira,6.0,Left Back,20542.0,Álvaro Negredo Sánchez,14.65401,0.39951548,2.0,Low Pass,"[91.7, 5.8]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.484
