id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,interception_outcome_id,interception_outcome_name,pass_switch,off_camera,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_cross,out,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_technique_id,pass_technique_name,pass_inswinging,clearance_right_foot,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_committed_type_id,foul_committed_type_name,clearance_aerial_won,dribble_overrun,pass_no_touch,pass_goal_assist,shot_deflected,shot_aerial_won,block_deflection,pass_through_ball,shot_one_on_one,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_outswinging,foul_won_defensive,clearance_left_foot,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_other,foul_committed_advantage,foul_won_advantage,foul_committed_card_id,foul_committed_card_name,ball_recovery_recovery_failure,ball_recovery_offensive,pass_deflected,timestamp_seconds
af2bb3fe-ba0c-408e-b442-a8e0e89421ca,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,451.0,"[{'player': {'id': 20086, 'name': 'Stipe Pletikosa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26209, 'name': 'Manuel Pablo García Díaz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6728, 'name': 'Federico Nicolás Cartabia'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
951efd79-ed35-4055-b977-712ce3fc2819,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,219,RC Deportivo La Coruña,1,Regular Play,220,Real Madrid,433.0,"[{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1836a35d-7b5d-4ee2-b31b-e72a06c873b2,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['fb03f7ab-2ada-4dd4-b075-0c97db86246a'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
fb03f7ab-2ada-4dd4-b075-0c97db86246a,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,219,RC Deportivo La Coruña,1,Regular Play,220,Real Madrid,,,['1836a35d-7b5d-4ee2-b31b-e72a06c873b2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
d0298dea-cd9d-4896-929d-9186b3bcf8b4,5,1,00:00:01.407,0,1,2,0.182964,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['0c1f56ce-b21f-4b07-977f-3dbc293d834b'],"[61.0, 40.1]",6732.0,Lucas Pérez Martínez,23.0,Center Forward,7782.0,Luis Alberto Romero Alconchel,1.2369317,-1.3258177,1.0,Ground Pass,"[61.3, 38.9]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.407
0c1f56ce-b21f-4b07-977f-3dbc293d834b,6,1,00:00:01.590,0,1,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['d0298dea-cd9d-4896-929d-9186b3bcf8b4'],"[61.3, 38.9]",7782.0,Luis Alberto Romero Alconchel,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
8755e4cf-2a40-4cef-9326-825326759e2c,7,1,00:00:01.590,0,1,2,2.864905,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['0c1f56ce-b21f-4b07-977f-3dbc293d834b', 'e4f8d9d9-9a54-48a7-bbc5-5de6abe2471c']","[61.3, 38.9]",7782.0,Luis Alberto Romero Alconchel,16.0,Left Midfield,,,,,,,,,,,,"[57.9, 57.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
e4f8d9d9-9a54-48a7-bbc5-5de6abe2471c,8,1,00:00:04.455,0,4,2,1.244124,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['33aaf6ca-8831-4795-87b4-e6e0c7746eb4'],"[57.9, 57.7]",7782.0,Luis Alberto Romero Alconchel,16.0,Left Midfield,26209.0,Manuel Pablo García Díaz,14.029255,2.1014361,1.0,Ground Pass,"[50.8, 69.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.455
33aaf6ca-8831-4795-87b4-e6e0c7746eb4,9,1,00:00:05.699,0,5,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['e4f8d9d9-9a54-48a7-bbc5-5de6abe2471c'],"[50.8, 69.8]",26209.0,Manuel Pablo García Díaz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.699
4c96befc-dae1-445d-b49a-6ccd9cdaa628,10,1,00:00:05.699,0,5,2,1.258483,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['33aaf6ca-8831-4795-87b4-e6e0c7746eb4', '78f87062-144b-45f4-b338-2060c582dfe2']","[50.8, 69.8]",26209.0,Manuel Pablo García Díaz,2.0,Right Back,,,,,,,,,,,,"[50.8, 69.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.699
