id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,interception_outcome_id,interception_outcome_name,pass_switch,off_camera,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_cross,out,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_technique_id,pass_technique_name,pass_inswinging,clearance_right_foot,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_committed_type_id,foul_committed_type_name,clearance_aerial_won,dribble_overrun,pass_no_touch,pass_goal_assist,shot_deflected,shot_aerial_won,block_deflection,pass_through_ball,shot_one_on_one,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_outswinging,foul_won_defensive,clearance_left_foot,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_other,foul_committed_advantage,foul_won_advantage,foul_committed_card_id,foul_committed_card_name,ball_recovery_recovery_failure,ball_recovery_offensive,pass_deflected,timestamp_seconds
78f87062-144b-45f4-b338-2060c582dfe2,11,1,00:00:06.958,0,6,2,1.05287,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['74337824-9180-425c-b89a-a864037b6d86'],"[50.8, 69.8]",26209.0,Manuel Pablo García Díaz,2.0,Right Back,6728.0,Federico Nicolás Cartabia,13.730622,0.6041628,1.0,Ground Pass,"[62.1, 77.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.958
74337824-9180-425c-b89a-a864037b6d86,12,1,00:00:08.011,0,8,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['78f87062-144b-45f4-b338-2060c582dfe2'],"[62.1, 77.6]",6728.0,Federico Nicolás Cartabia,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.011
4f2e4f83-c460-4b90-bd20-8acc6c66ec8a,13,1,00:00:08.011,0,8,2,0.159996,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['10aa0c6e-7a5d-4cef-a6a7-d69baf565417', '74337824-9180-425c-b89a-a864037b6d86']","[62.1, 77.6]",6728.0,Federico Nicolás Cartabia,12.0,Right Midfield,,,,,,,,,,,,"[62.1, 76.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.011
10aa0c6e-7a5d-4cef-a6a7-d69baf565417,14,1,00:00:08.171,0,8,2,1.102842,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['d7e7e21e-2eea-41e0-b285-b97167cc83f5'],"[62.1, 76.7]",6728.0,Federico Nicolás Cartabia,12.0,Right Midfield,26209.0,Manuel Pablo García Díaz,15.966528,-2.9970384,1.0,Ground Pass,"[46.3, 74.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.171
d7e7e21e-2eea-41e0-b285-b97167cc83f5,15,1,00:00:09.273,0,9,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['10aa0c6e-7a5d-4cef-a6a7-d69baf565417'],"[46.3, 74.4]",26209.0,Manuel Pablo García Díaz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.273
6f3ee7d5-9967-473a-ab92-e112c550b0e4,16,1,00:00:09.273,0,9,2,1.026808,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['d7e7e21e-2eea-41e0-b285-b97167cc83f5', 'e287c3d6-28d2-432c-a9c0-98115410aa8c']","[46.3, 74.4]",26209.0,Manuel Pablo García Díaz,2.0,Right Back,,,,,,,,,,,,"[43.9, 72.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.273
e287c3d6-28d2-432c-a9c0-98115410aa8c,17,1,00:00:10.300,0,10,2,2.197767,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['c3746c1e-b1a6-4781-aaad-e186b1e8a21f'],"[43.9, 72.9]",26209.0,Manuel Pablo García Díaz,2.0,Right Back,6869.0,Alejandro Arribas Garrido,23.146706,-2.310355,1.0,Ground Pass,"[28.3, 55.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
c3746c1e-b1a6-4781-aaad-e186b1e8a21f,18,1,00:00:12.498,0,12,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['e287c3d6-28d2-432c-a9c0-98115410aa8c'],"[28.3, 55.8]",6869.0,Alejandro Arribas Garrido,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.498
547b5008-faf8-45e3-9117-0e8683e194e0,19,1,00:00:12.498,0,12,2,1.607278,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['38fcae87-68e7-4a06-b0eb-c28f46f6e314', '497016f2-c71b-454e-a6a6-1f719b05d56e', 'c3746c1e-b1a6-4781-aaad-e186b1e8a21f']","[28.3, 55.8]",6869.0,Alejandro Arribas Garrido,3.0,Right Center Back,,,,,,,,,,,,"[28.8, 49.3]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.498
38fcae87-68e7-4a06-b0eb-c28f46f6e314,20,1,00:00:14.105,0,14,2,0.327453,17,Pressure,219,RC Deportivo La Coruña,9,From Kick Off,220,Real Madrid,,,"['497016f2-c71b-454e-a6a6-1f719b05d56e', '547b5008-faf8-45e3-9117-0e8683e194e0']","[89.6, 28.6]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.105
497016f2-c71b-454e-a6a6-1f719b05d56e,21,1,00:00:14.105,0,14,2,2.683138,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['38fcae87-68e7-4a06-b0eb-c28f46f6e314', '3e5673b9-e4a5-4945-880f-92905044adf1']","[28.8, 49.3]",6869.0,Alejandro Arribas Garrido,3.0,Right Center Back,7782.0,Luis Alberto Romero Alconchel,57.14333,-0.5404195,3.0,High Pass,"[77.8, 19.9]",38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.105
3e5673b9-e4a5-4945-880f-92905044adf1,22,1,00:00:16.788,0,16,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['497016f2-c71b-454e-a6a6-1f719b05d56e'],"[77.8, 19.9]",7782.0,Luis Alberto Romero Alconchel,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.788
c8dce337-f18a-44fb-9ec9-ebcfc2095fd7,23,1,00:00:16.814,0,16,2,1.43269,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['1424ab82-344e-4361-8fa5-a102bbd2b820', '42d4a38d-3deb-4f3c-b51c-e33b6fbf801a', 'e6a80dbb-be21-4129-a74c-52dd5d3b09ac']","[76.8, 19.7]",7782.0,Luis Alberto Romero Alconchel,16.0,Left Midfield,5724.0,Fayçal Fajr,12.701574,2.439798,3.0,High Pass,"[67.1, 27.9]",,,,,,True,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.814
42d4a38d-3deb-4f3c-b51c-e33b6fbf801a,24,1,00:00:16.814,0,16,2,0.0,4,Duel,219,RC Deportivo La Coruña,9,From Kick Off,220,Real Madrid,,,['c8dce337-f18a-44fb-9ec9-ebcfc2095fd7'],"[43.3, 60.4]",20016.0,Kléper Laveran Lima Ferreira,3.0,Right Center Back,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.814
1424ab82-344e-4361-8fa5-a102bbd2b820,25,1,00:00:18.247,0,18,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['c8dce337-f18a-44fb-9ec9-ebcfc2095fd7'],"[67.7, 26.1]",5724.0,Fayçal Fajr,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.247
e6a80dbb-be21-4129-a74c-52dd5d3b09ac,26,1,00:00:18.247,0,18,3,0.0,10,Interception,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['c8dce337-f18a-44fb-9ec9-ebcfc2095fd7'],"[53.0, 52.2]",5463.0,Luka Modrić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,True,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.247
e5bfd725-fafe-4142-a0eb-acb51045e581,27,1,00:00:18.247,0,18,3,4.04488,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['90845d0f-46ed-4505-8249-28eb7216bee8', 'b1cb6329-7abb-4896-92e7-85f4389548f8', 'e6a80dbb-be21-4129-a74c-52dd5d3b09ac']","[53.0, 52.2]",5463.0,Luka Modrić,13.0,Right Center Midfield,,,,,,,,,,,,"[53.9, 63.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.247
b1cb6329-7abb-4896-92e7-85f4389548f8,28,1,00:00:19.381,0,19,3,0.570181,17,Pressure,220,Real Madrid,1,Regular Play,219,RC Deportivo La Coruña,,,['e5bfd725-fafe-4142-a0eb-acb51045e581'],"[70.7, 27.4]",5724.0,Fayçal Fajr,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.381
90845d0f-46ed-4505-8249-28eb7216bee8,29,1,00:00:22.292,0,22,3,0.719584,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['8edcfc8b-94eb-4480-89a4-2f1faaef0403'],"[53.9, 63.0]",5463.0,Luka Modrić,13.0,Right Center Midfield,6399.0,Gareth Frank Bale,6.26099,1.1071488,1.0,Ground Pass,"[56.7, 68.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.292
e221c027-7db2-44a3-93a2-662e4afe6872,30,1,00:00:22.869,0,22,3,0.564079,17,Pressure,220,Real Madrid,1,Regular Play,219,RC Deportivo La Coruña,,,"['83d2a12a-a67c-4b92-a986-dcdd18e7d281', '8edcfc8b-94eb-4480-89a4-2f1faaef0403', 'dad0276c-d041-477c-96ca-1ac95a378d39']","[63.4, 11.5]",5724.0,Fayçal Fajr,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.869
8edcfc8b-94eb-4480-89a4-2f1faaef0403,31,1,00:00:23.012,0,23,3,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['90845d0f-46ed-4505-8249-28eb7216bee8', 'e221c027-7db2-44a3-93a2-662e4afe6872']","[56.7, 68.6]",6399.0,Gareth Frank Bale,17.0,Right Wing,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.012
dad0276c-d041-477c-96ca-1ac95a378d39,32,1,00:00:23.012,0,23,3,0.348809,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['83d2a12a-a67c-4b92-a986-dcdd18e7d281', '8edcfc8b-94eb-4480-89a4-2f1faaef0403', 'e221c027-7db2-44a3-93a2-662e4afe6872']","[56.7, 68.6]",6399.0,Gareth Frank Bale,17.0,Right Wing,,,,,,,,,,,,"[57.3, 69.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.012
83d2a12a-a67c-4b92-a986-dcdd18e7d281,33,1,00:00:23.360,0,23,3,1.10556,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['4ba48197-7458-4ad4-b10c-3c7e5b6b3a5b', 'e221c027-7db2-44a3-93a2-662e4afe6872']","[57.3, 69.6]",6399.0,Gareth Frank Bale,17.0,Right Wing,5463.0,Luka Modrić,6.9771056,-0.47646743,1.0,Ground Pass,"[63.5, 66.4]",38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.36
0cf79ef0-bd87-4d77-9c0d-0908ef3a6b3a,34,1,00:00:24.205,0,24,3,0.331008,17,Pressure,220,Real Madrid,1,Regular Play,219,RC Deportivo La Coruña,,,"['4ba48197-7458-4ad4-b10c-3c7e5b6b3a5b', '62ab8d89-0e3f-4742-9b82-0fbeba5881dc']","[57.3, 12.8]",5724.0,Fayçal Fajr,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.205
4ba48197-7458-4ad4-b10c-3c7e5b6b3a5b,35,1,00:00:24.466,0,24,3,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['0cf79ef0-bd87-4d77-9c0d-0908ef3a6b3a', '83d2a12a-a67c-4b92-a986-dcdd18e7d281']","[63.5, 66.4]",5463.0,Luka Modrić,13.0,Right Center Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.466
62ab8d89-0e3f-4742-9b82-0fbeba5881dc,36,1,00:00:24.466,0,24,3,0.737843,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['0cf79ef0-bd87-4d77-9c0d-0908ef3a6b3a', '9f2721e9-22c4-49c4-9e8d-43e41e71973c']","[63.2, 67.0]",5463.0,Luka Modrić,13.0,Right Center Midfield,6399.0,Gareth Frank Bale,6.441273,-2.6571147,1.0,Ground Pass,"[57.5, 64.0]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.466
