id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,interception_outcome_id,interception_outcome_name,counterpress,duel_outcome_id,duel_outcome_name,clearance_right_foot,dribble_overrun,dribble_outcome_id,dribble_outcome_name,pass_switch,out,off_camera,clearance_left_foot,pass_cross,foul_won_defensive,pass_technique_id,pass_technique_name,pass_outswinging,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,ball_recovery_recovery_failure,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,pass_inswinging,foul_committed_card_id,foul_committed_card_name,dribble_nutmeg,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_first_time,pass_cut_back,shot_aerial_won,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_advantage,foul_won_advantage,block_deflection,clearance_aerial_won,pass_through_ball,foul_committed_offensive,pass_no_touch,foul_committed_penalty,foul_won_penalty,foul_committed_type_id,foul_committed_type_name,pass_deflected,miscontrol_aerial_won,timestamp_seconds
44979753-461b-4b7e-a633-7aaea9932082,11,1,00:00:04.112,0,4,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['2997bcec-af44-4ceb-a542-21cc5631daa4'],"[38.6, 9.9]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.112
ff9d5a76-bf08-4abd-9ad5-4b1c10b7ac6f,12,1,00:00:04.112,0,4,2,2.44996,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['44979753-461b-4b7e-a633-7aaea9932082', '92088228-157c-4245-adc8-deb4809488e0']","[38.6, 9.9]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,,,,,,,,,,,,"[45.1, 6.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.112
92088228-157c-4245-adc8-deb4809488e0,13,1,00:00:06.562,0,6,2,2.492,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['29924356-2734-4c95-be47-7189fcf753d8'],"[45.1, 6.4]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,6566.0,Borja González Tomás,47.82353,0.48983434,3.0,High Pass,"[87.3, 28.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.562
29924356-2734-4c95-be47-7189fcf753d8,14,1,00:00:09.054,0,9,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['92088228-157c-4245-adc8-deb4809488e0'],"[87.3, 28.9]",6566.0,Borja González Tomás,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.054
ba8bb5cc-57bd-419e-970a-5bdf810b2bb9,15,1,00:00:09.054,0,9,2,1.561684,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,"['cad3c371-e818-441f-90a4-0bab9bcf5976', 'd15b5532-1780-40e2-a483-f3e3467abd22']","[87.3, 28.9]",6566.0,Borja González Tomás,24.0,Left Center Forward,6700.0,Sergio Enrich Ametller,12.033287,-1.1964628,3.0,High Pass,"[91.7, 17.7]",37.0,Head,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.054
cad3c371-e818-441f-90a4-0bab9bcf5976,16,1,00:00:10.616,0,10,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['ba8bb5cc-57bd-419e-970a-5bdf810b2bb9'],"[93.9, 17.9]",6700.0,Sergio Enrich Ametller,22.0,Right Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.616
68c6e63d-cc49-4458-b9af-d9fd6e9dfcaa,17,1,00:00:10.616,0,10,2,0.0,4,Duel,322,Eibar,9,From Kick Off,322,Eibar,,,['d15b5532-1780-40e2-a483-f3e3467abd22'],"[91.7, 17.7]",6700.0,Sergio Enrich Ametller,22.0,Right Center Forward,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.616
d15b5532-1780-40e2-a483-f3e3467abd22,18,1,00:00:10.616,0,10,2,1.903282,30,Pass,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,"['04fbd5af-d1af-4996-b602-dc4e059076ef', '68c6e63d-cc49-4458-b9af-d9fd6e9dfcaa', 'ba8bb5cc-57bd-419e-970a-5bdf810b2bb9', 'e95d75e1-444a-43c0-b4e1-445720d699a4']","[28.4, 62.4]",6738.0,Juan Francisco Moreno Fuertes,2.0,Right Back,6733.0,Pedro Mosquera Parada,29.068884,-0.9961517,3.0,High Pass,"[44.2, 38.0]",,,64.0,Interception,,9.0,Incomplete,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.616
e95d75e1-444a-43c0-b4e1-445720d699a4,19,1,00:00:12.519,0,12,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,['d15b5532-1780-40e2-a483-f3e3467abd22'],"[41.4, 39.6]",6733.0,Pedro Mosquera Parada,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.519
04fbd5af-d1af-4996-b602-dc4e059076ef,20,1,00:00:12.519,0,12,2,1.00146,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,"['4b9b58d3-4ce9-49f8-b530-67ea18ae0b42', 'd15b5532-1780-40e2-a483-f3e3467abd22']","[75.9, 42.1]",6712.0,Gonzalo Escalante,11.0,Left Defensive Midfield,,,17.053152,-0.74807113,3.0,High Pass,"[88.4, 30.5]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.519
4b9b58d3-4ce9-49f8-b530-67ea18ae0b42,21,1,00:00:13.520,0,13,2,1.957178,30,Pass,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,"['04fbd5af-d1af-4996-b602-dc4e059076ef', '4a6f9fea-e194-4ff3-a620-0262135bddbd', '64d38f1f-ab7b-4817-bf01-41befd86e705']","[31.7, 49.6]",23806.0,Alejandro Bergantiños García,9.0,Right Defensive Midfield,7782.0,Luis Alberto Romero Alconchel,16.324827,-0.055158716,3.0,High Pass,"[48.0, 48.7]",37.0,Head,64.0,Interception,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.52
64d38f1f-ab7b-4817-bf01-41befd86e705,22,1,00:00:15.478,0,15,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,['4b9b58d3-4ce9-49f8-b530-67ea18ae0b42'],"[48.4, 45.8]",7782.0,Luis Alberto Romero Alconchel,24.0,Left Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.478
4a6f9fea-e194-4ff3-a620-0262135bddbd,23,1,00:00:15.478,0,15,2,2.095209,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,"['1c19984a-1527-4df2-81c9-efe5e002f79f', '4b9b58d3-4ce9-49f8-b530-67ea18ae0b42']","[72.1, 31.4]",6775.0,Daniel García Carrillo,9.0,Right Defensive Midfield,6700.0,Sergio Enrich Ametller,20.420088,-0.6464394,3.0,High Pass,"[88.4, 19.1]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.478
1c19984a-1527-4df2-81c9-efe5e002f79f,24,1,00:00:17.573,0,17,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['4a6f9fea-e194-4ff3-a620-0262135bddbd'],"[88.4, 19.1]",6700.0,Sergio Enrich Ametller,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.573
b21be8a4-5ccf-439f-be9b-2005edee7abe,25,1,00:00:17.573,0,17,2,0.0,4,Duel,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,['e025efe8-8e03-4be7-817b-60356797b08c'],"[31.7, 61.0]",6738.0,Juan Francisco Moreno Fuertes,2.0,Right Back,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.573
e025efe8-8e03-4be7-817b-60356797b08c,26,1,00:00:17.573,0,17,2,2.427784,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,"['b21be8a4-5ccf-439f-be9b-2005edee7abe', 'b23cda2c-c576-4b35-aace-7e5e866744f0']","[88.4, 19.1]",6700.0,Sergio Enrich Ametller,22.0,Right Center Forward,24070.0,Saúl Berjón Pérez,12.6732,-0.8356352,3.0,High Pass,"[96.9, 9.7]",,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.573
b23cda2c-c576-4b35-aace-7e5e866744f0,27,1,00:00:20.001,0,20,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['e025efe8-8e03-4be7-817b-60356797b08c'],"[96.9, 9.7]",24070.0,Saúl Berjón Pérez,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.001
1ebbda64-8063-4d84-9389-da214ab16f1f,28,1,00:00:20.001,0,20,2,0.192194,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['3dc9e7b3-1aae-419d-bb03-7101921b2096', 'b23cda2c-c576-4b35-aace-7e5e866744f0']","[96.9, 9.7]",24070.0,Saúl Berjón Pérez,16.0,Left Midfield,,,,,,,,,,,,"[99.5, 11.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.001
3dc9e7b3-1aae-419d-bb03-7101921b2096,29,1,00:00:20.193,0,20,2,0.565344,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['494cf0a0-d7f6-4596-9c2c-f0ca9220c06a'],"[99.5, 11.3]",24070.0,Saúl Berjón Pérez,16.0,Left Midfield,,,15.340469,1.1188099,2.0,Low Pass,"[106.2, 25.1]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.193
494cf0a0-d7f6-4596-9c2c-f0ca9220c06a,30,1,00:00:20.758,0,20,2,0.0,9,Clearance,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,['3dc9e7b3-1aae-419d-bb03-7101921b2096'],"[13.9, 55.0]",6869.0,Alejandro Arribas Garrido,3.0,Right Center Back,,,,,,,,,,,,,,,,,True,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.758
0b3205db-517d-4f63-afeb-df8b051fdf96,31,1,00:00:23.640,0,23,2,0.0,9,Clearance,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,,"[14.8, 60.3]",23806.0,Alejandro Bergantiños García,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,True,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.64
4a2305f4-2105-43cc-b249-bca8d07e6bfd,32,1,00:00:25.058,0,25,2,0.0,2,Ball Recovery,322,Eibar,9,From Kick Off,322,Eibar,,,,"[96.0, 14.6]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.058
ae746473-e732-4939-b039-b5e7b40da1b1,33,1,00:00:25.058,0,25,2,0.772361,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['4a2305f4-2105-43cc-b249-bca8d07e6bfd', '98c1d8bd-7a86-4d47-bbe8-d94774aab312']","[96.0, 14.6]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,,,,,,,,,,,,"[95.8, 16.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.058
98c1d8bd-7a86-4d47-bbe8-d94774aab312,34,1,00:00:25.830,0,25,2,0.611349,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,"['0ea52d6f-62b7-4376-8632-726559abcdb2', '3f927cdb-7821-4f70-a11b-6863493a9163']","[95.8, 16.1]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,6700.0,Sergio Enrich Ametller,12.394354,1.0746691,1.0,Ground Pass,"[101.7, 27.0]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.83
0ea52d6f-62b7-4376-8632-726559abcdb2,35,1,00:00:26.442,0,26,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['98c1d8bd-7a86-4d47-bbe8-d94774aab312'],"[102.9, 29.1]",6700.0,Sergio Enrich Ametller,22.0,Right Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.442
3f927cdb-7821-4f70-a11b-6863493a9163,36,1,00:00:26.442,0,26,2,0.0,10,Interception,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,['98c1d8bd-7a86-4d47-bbe8-d94774aab312'],"[18.4, 53.1]",6869.0,Alejandro Arribas Garrido,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.442
8544ebff-6550-48f3-8112-f01bb6a96b70,37,1,00:00:27.527,0,27,2,2.392114,30,Pass,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,"['183c2917-1f62-4d80-92bb-7471a3ca5109', 'e06ffdf0-08c7-4556-b861-5427034e96e5']","[30.3, 51.5]",6733.0,Pedro Mosquera Parada,11.0,Left Defensive Midfield,7782.0,Luis Alberto Romero Alconchel,18.478365,-0.09212975,1.0,Ground Pass,"[48.7, 49.8]",38.0,Left Foot,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.527
