id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,out,miscontrol_aerial_won,pass_cross,foul_won_defensive,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,clearance_right_foot,pass_switch,pass_through_ball,pass_technique_id,pass_technique_name,pass_deflected,foul_committed_penalty,foul_committed_card_id,foul_committed_card_name,foul_won_penalty,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,ball_recovery_recovery_failure,pass_outswinging,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_freeze_frame,clearance_left_foot,goalkeeper_end_location,pass_inswinging,shot_one_on_one,dribble_overrun,shot_aerial_won,shot_first_time,pass_cut_back,block_offensive,pass_goal_assist,pass_no_touch,shot_deflected,block_deflection,foul_committed_advantage,foul_won_advantage,ball_recovery_offensive,pass_straight,timestamp_seconds
09ba76e1-f888-4806-9da4-13b492af6bba,11,1,00:00:04.564,0,4,2,0.075754,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['cb09b016-a09b-44da-907b-5d97c9cd68d7', 'e1ccf67e-f472-498b-b3bc-2c34ce36d900']",,"[27.2, 30.1]",6890.0,Andreu Fontàs Prat,5.0,Left Center Back,,,,,,,,,,,,"[28.5, 30.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.564
e1ccf67e-f472-498b-b3bc-2c34ce36d900,12,1,00:00:04.639,0,4,2,2.010902,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['3624705e-b2d5-4d32-a73e-439473372521'],,"[28.5, 30.1]",6890.0,Andreu Fontàs Prat,5.0,Left Center Back,6805.0,Hugo Mallo Novegil,33.104984,1.3793249,1.0,Ground Pass,"[34.8, 62.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.639
c73e08a3-baa6-48da-9a4a-64f5249330a8,13,1,00:00:06.604,0,6,2,0.324095,17,Pressure,209,Celta Vigo,9,From Kick Off,360,Rayo Vallecano,,,"['357d6478-c52c-4ea6-a1fa-89b0b333d208', '3624705e-b2d5-4d32-a73e-439473372521', 'ca7bbf55-d0d1-4971-8390-2191acb5c761']",,"[82.0, 18.7]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.604
3624705e-b2d5-4d32-a73e-439473372521,14,1,00:00:06.650,0,6,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['c73e08a3-baa6-48da-9a4a-64f5249330a8', 'e1ccf67e-f472-498b-b3bc-2c34ce36d900']",,"[34.8, 62.6]",6805.0,Hugo Mallo Novegil,2.0,Right Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
357d6478-c52c-4ea6-a1fa-89b0b333d208,15,1,00:00:06.650,0,6,2,0.054954,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['3624705e-b2d5-4d32-a73e-439473372521', 'c73e08a3-baa6-48da-9a4a-64f5249330a8', 'ca7bbf55-d0d1-4971-8390-2191acb5c761']",,"[34.8, 62.6]",6805.0,Hugo Mallo Novegil,2.0,Right Back,,,,,,,,,,,,"[34.1, 62.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65
ca7bbf55-d0d1-4971-8390-2191acb5c761,16,1,00:00:06.705,0,6,2,1.911913,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['29fc9208-e4de-47f5-9117-7f643e06e57d', 'c73e08a3-baa6-48da-9a4a-64f5249330a8', 'e34af5b8-6d2a-4940-a6fd-925617edb343']",,"[34.1, 62.4]",6805.0,Hugo Mallo Novegil,2.0,Right Back,5217.0,Iago Aspas Juncal,40.34179,-0.6340815,3.0,High Pass,"[66.6, 38.5]",38.0,Left Foot,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.705
29fc9208-e4de-47f5-9117-7f643e06e57d,17,1,00:00:08.617,0,8,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['ca7bbf55-d0d1-4971-8390-2191acb5c761'],,"[68.6, 38.3]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.617
e34af5b8-6d2a-4940-a6fd-925617edb343,18,1,00:00:08.617,0,8,2,0.0,2,Ball Recovery,209,Celta Vigo,9,From Kick Off,360,Rayo Vallecano,,,['ca7bbf55-d0d1-4971-8390-2191acb5c761'],,"[53.5, 41.6]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.617
7ba70340-789e-4738-9d75-3a8b62506670,19,1,00:00:08.617,0,8,2,2.449532,43,Carry,209,Celta Vigo,9,From Kick Off,360,Rayo Vallecano,,,"['7ab86a8c-a0d2-4cce-b63a-b537b1977655', '917b548e-3311-44d2-940e-be371cef390c', 'e34af5b8-6d2a-4940-a6fd-925617edb343']",,"[53.5, 41.6]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,"[58.2, 34.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.617
917b548e-3311-44d2-940e-be371cef390c,20,1,00:00:09.580,0,9,2,0.851904,17,Pressure,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['7ba70340-789e-4738-9d75-3a8b62506670'],,"[65.6, 42.0]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.58
40269aff-09a4-4da5-bf6a-d08bf83a2a1e,21,1,00:00:10.587,0,10,2,0.412524,17,Pressure,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,,,"[59.3, 45.7]",6797.0,Daniel Wass,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.587
a7e9effd-08f1-44d2-a054-7a0b2fe44084,22,1,00:00:11.067,0,11,2,0.0,39,Dribbled Past,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['7ab86a8c-a0d2-4cce-b63a-b537b1977655', 'a403c064-22df-4ac2-a8e1-d99d68c95456']",,"[61.9, 46.0]",6797.0,Daniel Wass,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.067
7ab86a8c-a0d2-4cce-b63a-b537b1977655,23,1,00:00:11.067,0,11,2,0.0,14,Dribble,209,Celta Vigo,9,From Kick Off,360,Rayo Vallecano,,,['a7e9effd-08f1-44d2-a054-7a0b2fe44084'],,"[58.2, 34.1]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,,True,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.067
a403c064-22df-4ac2-a8e1-d99d68c95456,24,1,00:00:11.067,0,11,2,1.56032,43,Carry,209,Celta Vigo,9,From Kick Off,360,Rayo Vallecano,,,"['7ab86a8c-a0d2-4cce-b63a-b537b1977655', '8efb106b-44bd-47be-8462-a93bbedaa5bc', 'a7e9effd-08f1-44d2-a054-7a0b2fe44084', 'f87da459-4efa-440a-8b36-368592797f3a']",,"[58.2, 34.1]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,"[67.1, 22.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.067
f87da459-4efa-440a-8b36-368592797f3a,25,1,00:00:11.999,0,11,2,0.627816,17,Pressure,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['a403c064-22df-4ac2-a8e1-d99d68c95456'],,"[54.7, 59.1]",7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.999
8efb106b-44bd-47be-8462-a93bbedaa5bc,26,1,00:00:12.627,0,12,2,1.937133,3,Dispossessed,209,Celta Vigo,9,From Kick Off,360,Rayo Vallecano,,,['e20dc0c3-2857-4e48-9bf3-bfa988aac01d'],,"[67.1, 22.6]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.627
e20dc0c3-2857-4e48-9bf3-bfa988aac01d,27,1,00:00:12.627,0,12,2,0.0,4,Duel,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['8efb106b-44bd-47be-8462-a93bbedaa5bc'],,"[53.0, 57.5]",7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,,,,,,,,,,,,,True,,,,,True,,,16.0,Success In Play,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.627
5439b0af-cd7c-418c-aa95-79b5d5a986b8,28,1,00:00:14.423,0,14,2,0.0,2,Ball Recovery,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,,,"[37.4, 65.8]",6805.0,Hugo Mallo Novegil,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.423
3519cc0c-8bc8-4c71-9f0d-f9d9f535f119,29,1,00:00:14.423,0,14,2,1.246237,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['5439b0af-cd7c-418c-aa95-79b5d5a986b8', '7390dca3-9d95-4b41-9b00-97a8668391d2']",,"[37.4, 65.8]",6805.0,Hugo Mallo Novegil,2.0,Right Back,,,,,,,,,,,,"[32.1, 62.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.423
7390dca3-9d95-4b41-9b00-97a8668391d2,30,1,00:00:15.669,0,15,2,3.106364,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['d94cc646-1fcf-4ec1-acdd-e96cfa30f103'],,"[32.1, 62.8]",6805.0,Hugo Mallo Novegil,2.0,Right Back,6884.0,Sergio Álvarez Conde,32.09143,-2.6375208,1.0,Ground Pass,"[4.0, 47.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.669
d94cc646-1fcf-4ec1-acdd-e96cfa30f103,31,1,00:00:18.776,0,18,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['7390dca3-9d95-4b41-9b00-97a8668391d2'],,"[4.0, 47.3]",6884.0,Sergio Álvarez Conde,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.776
c8283e4b-7144-46a2-bff7-ca326713babb,32,1,00:00:18.776,0,18,2,3.928611,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['9e2ad39c-c1c9-4fee-9eb3-698a0bc0b71a', 'f3d2b57f-d747-4858-bb2d-a6a266eac9b3']",,"[4.0, 47.3]",6884.0,Sergio Álvarez Conde,1.0,Goalkeeper,6801.0,Pedro Pablo Hernández,61.00205,0.25690654,3.0,High Pass,"[63.0, 62.8]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.776
f3d2b57f-d747-4858-bb2d-a6a266eac9b3,33,1,00:00:22.704,0,22,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['c8283e4b-7144-46a2-bff7-ca326713babb'],,"[64.5, 62.8]",6801.0,Pedro Pablo Hernández,15.0,Left Center Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.704
1c3b3bed-2c9f-4d5a-8087-0ebafcf0f40f,34,1,00:00:22.704,0,22,2,0.0,4,Duel,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['9e2ad39c-c1c9-4fee-9eb3-698a0bc0b71a'],,"[63.0, 62.8]",6801.0,Pedro Pablo Hernández,15.0,Left Center Midfield,,,,,,,,,,,,,True,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.704
9e2ad39c-c1c9-4fee-9eb3-698a0bc0b71a,35,1,00:00:22.704,0,22,2,1.325576,30,Pass,209,Celta Vigo,9,From Kick Off,360,Rayo Vallecano,,,"['1c3b3bed-2c9f-4d5a-8087-0ebafcf0f40f', 'a118227c-0662-4f22-a347-834b6165030b', 'c8283e4b-7144-46a2-bff7-ca326713babb']",,"[57.1, 17.3]",26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,,,12.662543,-1.1389401,2.0,Low Pass,"[62.4, 5.8]",,,66.0,Recovery,,True,9.0,Incomplete,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.704
a118227c-0662-4f22-a347-834b6165030b,36,1,00:00:24.030,0,24,2,0.0,2,Ball Recovery,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['9e2ad39c-c1c9-4fee-9eb3-698a0bc0b71a'],,"[57.7, 74.3]",7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.03
a93d58fa-8321-45c3-89b4-05f6f0adb5af,37,1,00:00:24.030,0,24,2,1.17019,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['01c9073f-4800-49c0-a9da-3aa969c8be03', 'a118227c-0662-4f22-a347-834b6165030b', 'ad6af6a7-d52c-4813-8e42-d1028f75d5a3']",,"[57.7, 74.3]",7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,,,,,,,,,,,,"[59.5, 74.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.03
