id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,counterpress,under_pressure,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,out,interception_outcome_id,interception_outcome_name,pass_cross,pass_switch,pass_aerial_won,pass_technique_id,pass_technique_name,pass_outswinging,clearance_body_part_id,clearance_body_part_name,clearance_head,off_camera,clearance_aerial_won,block_offensive,clearance_right_foot,miscontrol_aerial_won,clearance_left_foot,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_shot_assist,pass_deflected,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble_nutmeg,shot_first_time,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_advantage,foul_won_defensive,bad_behaviour_card_id,bad_behaviour_card_name,block_deflection,foul_won_advantage,pass_through_ball,pass_goal_assist,shot_open_goal,pass_inswinging,pass_straight,pass_no_touch,pass_cut_back,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,injury_stoppage_in_chain,shot_aerial_won,timestamp_seconds
6d3b130a-1417-4f64-a58f-a91589a8c250,1573,2,00:00:07.600,45,7,108,0.0,36,Tactical Shift,1049,Granada,9,From Kick Off,1049,Granada,433.0,"[{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
8451cacd-8ab3-4cea-8bb5-0851efda84bb,1574,2,00:00:16.450,45,16,109,1.810561,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['398a0ae8-722c-4553-b08f-a0f924e0b963'],"[49.7, 80.0]",4546.0,Dimitri Foulquier,2.0,Right Back,6918.0,Isaac Ajayi Success,21.822008,-0.3362423,3.0,High Pass,"[70.3, 72.8]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.45
37f77c1e-fed8-4a37-ad66-3a538d8e1802,1575,2,00:00:17.599,45,17,109,1.491926,17,Pressure,1049,Granada,4,From Throw In,209,Celta Vigo,,,"['211ba590-c08d-4d25-bdd8-34a0ba753a49', '398a0ae8-722c-4553-b08f-a0f924e0b963', 'f1a00aab-fe29-4a7c-8ccc-1d116f4618ab']","[47.3, 8.7]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.599
398a0ae8-722c-4553-b08f-a0f924e0b963,1576,2,00:00:18.261,45,18,109,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,"['37f77c1e-fed8-4a37-ad66-3a538d8e1802', '8451cacd-8ab3-4cea-8bb5-0851efda84bb']","[70.3, 72.8]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.261
211ba590-c08d-4d25-bdd8-34a0ba753a49,1577,2,00:00:18.261,45,18,109,0.761552,43,Carry,1049,Granada,4,From Throw In,1049,Granada,,,"['37f77c1e-fed8-4a37-ad66-3a538d8e1802', '398a0ae8-722c-4553-b08f-a0f924e0b963', 'f1a00aab-fe29-4a7c-8ccc-1d116f4618ab']","[70.3, 72.8]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,"[70.6, 74.1]",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.261
f1a00aab-fe29-4a7c-8ccc-1d116f4618ab,1578,2,00:00:19.022,45,19,109,0.145812,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,"['37f77c1e-fed8-4a37-ad66-3a538d8e1802', 'f21fa2ce-7276-4c01-a9d5-3ece21198181']","[70.6, 74.1]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,1.627882,0.18534794,1.0,Ground Pass,"[72.2, 74.4]",,,40.0,Right Foot,,9.0,Incomplete,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.022
f21fa2ce-7276-4c01-a9d5-3ece21198181,1579,2,00:00:19.168,45,19,109,0.0,6,Block,1049,Granada,4,From Throw In,209,Celta Vigo,,,['f1a00aab-fe29-4a7c-8ccc-1d116f4618ab'],"[47.9, 5.7]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.168
1a800b8b-9954-4111-9dbf-3e87d45db519,1580,2,00:00:25.528,45,25,110,0.87097,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['3bf43a41-d256-43d4-8039-ebc0cf2032fa'],"[74.8, 80.0]",4546.0,Dimitri Foulquier,2.0,Right Back,27109.0,Youssef El-Arabi,10.100495,-1.580697,2.0,Low Pass,"[74.7, 69.9]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.528
3bf43a41-d256-43d4-8039-ebc0cf2032fa,1581,2,00:00:26.399,45,26,110,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['1a800b8b-9954-4111-9dbf-3e87d45db519'],"[74.7, 69.9]",27109.0,Youssef El-Arabi,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.399
ace3cb7d-0af0-46e1-8c62-c7540fc45624,1582,2,00:00:26.399,45,26,110,0.950476,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['1f0e09a2-7a3e-4646-8fac-f20dc7693376'],"[74.0, 71.4]",27109.0,Youssef El-Arabi,23.0,Center Forward,4546.0,Dimitri Foulquier,5.189412,2.0085876,1.0,Ground Pass,"[71.8, 76.1]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.399
8f55754d-8e8f-4e35-adec-7657059f35ea,1583,2,00:00:27.163,45,27,110,1.350886,17,Pressure,1049,Granada,4,From Throw In,209,Celta Vigo,,,"['1f0e09a2-7a3e-4646-8fac-f20dc7693376', '2f71c881-99b9-45c7-ba31-929610ade51a']","[34.2, 19.8]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.163
