id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,counterpress,duel_outcome_id,duel_outcome_name,foul_committed_advantage,foul_won_advantage,pass_switch,interception_outcome_id,interception_outcome_name,off_camera,clearance_head,clearance_body_part_id,clearance_body_part_name,out,foul_won_defensive,clearance_right_foot,pass_cross,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_inswinging,pass_technique_id,pass_technique_name,dribble_nutmeg,foul_committed_card_id,foul_committed_card_name,ball_recovery_recovery_failure,clearance_aerial_won,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_key_pass_id,shot_first_time,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,pass_shot_assist,shot_aerial_won,goalkeeper_end_location,miscontrol_aerial_won,pass_outswinging,dribble_overrun,clearance_left_foot,pass_cut_back,pass_through_ball,50_50_outcome_id,50_50_outcome_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_no_touch,timestamp_seconds
5217de42-af4a-456a-84db-255535c451c0,18,1,00:00:12.232,0,12,2,2.805196,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['0193eb29-9a2a-4217-8c17-475b841c7bfa', '27c0694b-240a-4e2d-9ca7-cba5bbbe627c']","[69.6, 50.6]",5719.0,Marco Asensio Willemsen,21.0,Left Wing,6838.0,Hernán Arsenio Pérez González,24.989998,0.2964395,3.0,High Pass,"[93.5, 57.9]",,,37.0,Head,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.232
27c0694b-240a-4e2d-9ca7-cba5bbbe627c,19,1,00:00:15.038,0,15,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['5217de42-af4a-456a-84db-255535c451c0'],"[93.1, 59.6]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.038
f7a7f32c-6ead-4f37-bcb5-b7fea31d3f17,20,1,00:00:15.038,0,15,2,0.0,4,Duel,214,Espanyol,9,From Kick Off,214,Espanyol,,,['0193eb29-9a2a-4217-8c17-475b841c7bfa'],"[93.5, 57.9]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,True,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.038
0193eb29-9a2a-4217-8c17-475b841c7bfa,21,1,00:00:15.038,0,15,2,1.453787,30,Pass,214,Espanyol,9,From Kick Off,209,Celta Vigo,,,"['5217de42-af4a-456a-84db-255535c451c0', 'a8745ea4-b5ab-408e-8277-13f21fca64a5', 'f7a7f32c-6ead-4f37-bcb5-b7fea31d3f17']","[26.6, 22.2]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,10.290287,0.59878385,3.0,High Pass,"[35.1, 28.0]",66.0,Recovery,,,,True,9.0,Incomplete,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.038
a8745ea4-b5ab-408e-8277-13f21fca64a5,22,1,00:00:16.491,0,16,2,0.0,2,Ball Recovery,214,Espanyol,9,From Kick Off,214,Espanyol,,,['0193eb29-9a2a-4217-8c17-475b841c7bfa'],"[85.0, 52.1]",5719.0,Marco Asensio Willemsen,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.491
7b71bfbb-5028-4363-9a8c-d6225c0b71df,23,1,00:00:16.491,0,16,2,0.743071,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['a8745ea4-b5ab-408e-8277-13f21fca64a5', 'b954e953-6a33-48d6-9a5e-d1c1fbe2262e']","[85.0, 52.1]",5719.0,Marco Asensio Willemsen,21.0,Left Wing,,,,,,,,,,,,"[85.4, 52.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.491
b954e953-6a33-48d6-9a5e-d1c1fbe2262e,24,1,00:00:17.234,0,17,2,0.411955,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['748f9ab6-a76d-4330-b3e6-a54a2b965e86'],"[85.4, 52.1]",5719.0,Marco Asensio Willemsen,21.0,Left Wing,6766.0,Gerard Moreno Balaguero,5.8258047,0.688145,2.0,Low Pass,"[89.9, 55.8]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.234
748f9ab6-a76d-4330-b3e6-a54a2b965e86,25,1,00:00:17.646,0,17,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['b954e953-6a33-48d6-9a5e-d1c1fbe2262e'],"[89.9, 55.8]",6766.0,Gerard Moreno Balaguero,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.646
14d30567-871d-405a-be24-a1d281f0bb18,26,1,00:00:17.646,0,17,2,1.938474,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['748f9ab6-a76d-4330-b3e6-a54a2b965e86', 'e12031a9-f18c-4b4f-a661-b50cdda9a975']","[89.9, 55.8]",6766.0,Gerard Moreno Balaguero,23.0,Center Forward,,,,,,,,,,,,"[98.9, 53.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.646
e12031a9-f18c-4b4f-a661-b50cdda9a975,27,1,00:00:19.585,0,19,2,0.0,14,Dribble,214,Espanyol,9,From Kick Off,214,Espanyol,,,['878f051a-52b8-4d6a-b609-789f16f4e4c7'],"[98.9, 53.6]",6766.0,Gerard Moreno Balaguero,23.0,Center Forward,,,,,,,,,,,,,True,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.585
878f051a-52b8-4d6a-b609-789f16f4e4c7,28,1,00:00:19.585,0,19,3,0.0,4,Duel,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['e12031a9-f18c-4b4f-a661-b50cdda9a975'],"[21.2, 26.5]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,,,,,,,,,,,,,True,,,,,11.0,Tackle,,,,True,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.585
fee22374-cb14-45c8-8130-6c164a999a12,29,1,00:00:22.118,0,22,3,0.0,2,Ball Recovery,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,,"[32.8, 27.3]",6796.0,Nemanja Radoja,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.118
fc5a01d2-f326-4882-ab8c-786fa8b118ad,30,1,00:00:22.118,0,22,3,1.808936,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['88cf6afa-aa5c-4813-86fd-ba62dd26af41', 'fee22374-cb14-45c8-8130-6c164a999a12']","[32.8, 27.3]",6796.0,Nemanja Radoja,9.0,Right Defensive Midfield,,,,,,,,,,,,"[37.3, 29.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.118
88cf6afa-aa5c-4813-86fd-ba62dd26af41,31,1,00:00:23.927,0,23,3,1.817094,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['c08d0928-f5a8-47c1-9b76-6dc0a9eb0f4c'],"[37.3, 29.0]",6796.0,Nemanja Radoja,9.0,Right Defensive Midfield,7577.0,Carles Planas Antolínez,16.249615,-2.6338964,1.0,Ground Pass,"[23.1, 21.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.927
c08d0928-f5a8-47c1-9b76-6dc0a9eb0f4c,32,1,00:00:25.744,0,25,3,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['88cf6afa-aa5c-4813-86fd-ba62dd26af41'],"[23.1, 21.1]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.744
2bc46b1c-4759-4f2b-8a6c-f479f0056c2e,33,1,00:00:25.744,0,25,3,2.633017,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['44dcbf33-de36-404d-84f8-244c261ac928'],"[23.1, 21.1]",7577.0,Carles Planas Antolínez,6.0,Left Back,6884.0,Sergio Álvarez Conde,23.5,2.4980915,1.0,Ground Pass,"[4.3, 35.2]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.744
44dcbf33-de36-404d-84f8-244c261ac928,34,1,00:00:28.377,0,28,3,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['2bc46b1c-4759-4f2b-8a6c-f479f0056c2e'],"[4.3, 35.2]",6884.0,Sergio Álvarez Conde,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.377
bf18b784-498d-45cc-bc05-8b2231dee43d,35,1,00:00:28.377,0,28,3,2.549616,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['d89ed8bb-1b2f-4e16-8631-d474fcb03b9c'],"[5.6, 37.2]",6884.0,Sergio Álvarez Conde,1.0,Goalkeeper,,,51.911945,0.19777335,3.0,High Pass,"[56.5, 47.4]",,,38.0,Left Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.377
d89ed8bb-1b2f-4e16-8631-d474fcb03b9c,36,1,00:00:30.927,0,30,3,1.574035,30,Pass,209,Celta Vigo,1,Regular Play,214,Espanyol,,,"['18388e1c-d7f4-4d9a-933c-882db458c7f8', '1932f6d3-79d6-40a5-b69c-114d38eeecac', '793e906c-6790-482a-ae61-6030b25369f3', 'bf18b784-498d-45cc-bc05-8b2231dee43d']","[63.6, 32.7]",5598.0,Óscar Esau Duarte Gaitán,5.0,Left Center Back,5719.0,Marco Asensio Willemsen,23.301931,-0.4770825,3.0,High Pass,"[84.3, 22.0]",66.0,Recovery,,,,True,9.0,Incomplete,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.927
18388e1c-d7f4-4d9a-933c-882db458c7f8,37,1,00:00:30.927,0,30,3,0.0,4,Duel,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['d89ed8bb-1b2f-4e16-8631-d474fcb03b9c'],"[56.5, 47.4]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,True,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.927
793e906c-6790-482a-ae61-6030b25369f3,38,1,00:00:32.501,0,32,3,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,214,Espanyol,,,['d89ed8bb-1b2f-4e16-8631-d474fcb03b9c'],"[75.1, 20.9]",5719.0,Marco Asensio Willemsen,21.0,Left Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.501
