id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,counterpress,duel_outcome_id,duel_outcome_name,foul_committed_advantage,foul_won_advantage,pass_switch,interception_outcome_id,interception_outcome_name,off_camera,clearance_head,clearance_body_part_id,clearance_body_part_name,out,foul_won_defensive,clearance_right_foot,pass_cross,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_inswinging,pass_technique_id,pass_technique_name,dribble_nutmeg,foul_committed_card_id,foul_committed_card_name,ball_recovery_recovery_failure,clearance_aerial_won,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_key_pass_id,shot_first_time,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,pass_shot_assist,shot_aerial_won,goalkeeper_end_location,miscontrol_aerial_won,pass_outswinging,dribble_overrun,clearance_left_foot,pass_cut_back,pass_through_ball,50_50_outcome_id,50_50_outcome_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_no_touch,timestamp_seconds
2a7fee99-ae6e-4e53-bea2-4af9ab7b156b,661,1,00:13:01.159,13,1,38,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['82efaa69-ff37-4197-b3bc-c2b107991f6f'],"[70.6, 53.0]",27148.0,Abraham González Casanova,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.159
6dc15d16-e8d3-4cee-ac3c-d2cd2bf00e52,662,1,00:13:01.159,13,1,38,0.08771,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['289ee3f7-3e9c-479a-aa7c-81711818b493', '2a7fee99-ae6e-4e53-bea2-4af9ab7b156b']","[70.6, 53.0]",27148.0,Abraham González Casanova,15.0,Left Center Midfield,,,,,,,,,,,,"[70.6, 53.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.159
289ee3f7-3e9c-479a-aa7c-81711818b493,663,1,00:13:01.247,13,1,38,1.872034,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,['fb52b38b-4d37-4bfb-b337-2ee04c8465bc'],"[70.6, 53.0]",27148.0,Abraham González Casanova,15.0,Left Center Midfield,5598.0,Óscar Esau Duarte Gaitán,23.960384,3.0705826,2.0,Low Pass,"[46.7, 54.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.247
fb52b38b-4d37-4bfb-b337-2ee04c8465bc,664,1,00:13:03.119,13,3,38,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['289ee3f7-3e9c-479a-aa7c-81711818b493'],"[46.7, 54.7]",5598.0,Óscar Esau Duarte Gaitán,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.119
a530f3a5-5946-42b6-a6a5-9b6db73f85dd,665,1,00:13:03.119,13,3,38,6.0346,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['f3cb875d-1f82-472d-8a8e-7e181ee2baf1', 'fb52b38b-4d37-4bfb-b337-2ee04c8465bc']","[46.7, 54.7]",5598.0,Óscar Esau Duarte Gaitán,5.0,Left Center Back,,,,,,,,,,,,"[50.2, 33.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.119
f3cb875d-1f82-472d-8a8e-7e181ee2baf1,666,1,00:13:09.153,13,9,38,2.952209,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,"['2e63828e-562f-47e2-8aa0-c0019bff7412', '4cdfdb94-fd58-434c-83af-3e4269b1c51b']","[50.2, 33.0]",5598.0,Óscar Esau Duarte Gaitán,5.0,Left Center Back,6612.0,Rubén Duarte Sánchez,52.188984,-0.3623589,3.0,High Pass,"[99.0, 14.5]",,,38.0,Left Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.153
4cdfdb94-fd58-434c-83af-3e4269b1c51b,667,1,00:13:12.106,13,12,38,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['f3cb875d-1f82-472d-8a8e-7e181ee2baf1'],"[99.0, 11.5]",6612.0,Rubén Duarte Sánchez,6.0,Left Back,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.106
db37948b-5792-4b06-b502-ff9b2cb845f0,668,1,00:13:12.106,13,12,38,0.0,4,Duel,214,Espanyol,1,Regular Play,214,Espanyol,,,['2e63828e-562f-47e2-8aa0-c0019bff7412'],"[99.0, 14.5]",6612.0,Rubén Duarte Sánchez,6.0,Left Back,,,,,,,,,,,,,True,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.106
2e63828e-562f-47e2-8aa0-c0019bff7412,669,1,00:13:12.106,13,12,39,2.5,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['4590661e-a729-4192-9d76-ed1d4d073823', 'db37948b-5792-4b06-b502-ff9b2cb845f0', 'f3cb875d-1f82-472d-8a8e-7e181ee2baf1']","[21.1, 65.6]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,27341.0,Marcelo Alfonso Díaz Rojas,15.098676,0.3657473,3.0,High Pass,"[35.2, 71.0]",66.0,Recovery,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.106
4590661e-a729-4192-9d76-ed1d4d073823,670,1,00:13:14.600,13,14,39,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['2e63828e-562f-47e2-8aa0-c0019bff7412'],"[35.2, 71.0]",27341.0,Marcelo Alfonso Díaz Rojas,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.6
e0e60d67-b68e-49f7-924c-5681fe38fbc8,671,1,00:13:14.600,13,14,39,0.85368,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['0133957c-d8ae-4990-95c9-fc90641a3cab'],"[33.4, 75.9]",27341.0,Marcelo Alfonso Díaz Rojas,11.0,Left Defensive Midfield,6794.0,Gustavo Daniel Cabral Cáceres,10.448445,-2.4578834,3.0,High Pass,"[25.3, 69.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.6
0133957c-d8ae-4990-95c9-fc90641a3cab,672,1,00:13:15.454,13,15,39,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['e0e60d67-b68e-49f7-924c-5681fe38fbc8'],"[25.3, 69.3]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.454
9d2ea0ee-642f-4683-ad8b-d680c97ff8b5,673,1,00:13:15.454,13,15,39,0.64316,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['0133957c-d8ae-4990-95c9-fc90641a3cab', 'f6db5771-b038-44f0-bd96-26b017234eeb']","[25.3, 69.3]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,,,,,,,,,,,,"[25.3, 68.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.454
f6db5771-b038-44f0-bd96-26b017234eeb,674,1,00:13:16.097,13,16,39,0.920504,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['a7cdbecd-6628-496d-a305-dd02dcbf05c9', 'fa08e63f-865c-4dd8-856c-516e7cc01abe']","[25.3, 68.6]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,7105.0,Fabián Ariel Orellana Valenzuela,15.297058,0.19739556,3.0,High Pass,"[40.3, 71.6]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.097
09b55e26-7bd6-4cde-9f55-19529aa2ecae,675,1,00:13:16.934,13,16,39,1.277132,17,Pressure,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['27414893-325b-49ba-84df-15273f92f671', '84b2f794-dd37-4533-ac64-48f262e7c58f', 'a7cdbecd-6628-496d-a305-dd02dcbf05c9']","[42.2, 70.5]",7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.934
fa08e63f-865c-4dd8-856c-516e7cc01abe,676,1,00:13:17.017,13,17,39,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['f6db5771-b038-44f0-bd96-26b017234eeb'],"[42.2, 72.5]",7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.017
a7cdbecd-6628-496d-a305-dd02dcbf05c9,677,1,00:13:17.017,13,17,39,0.0,10,Interception,209,Celta Vigo,1,Regular Play,214,Espanyol,,,"['09b55e26-7bd6-4cde-9f55-19529aa2ecae', 'f6db5771-b038-44f0-bd96-26b017234eeb']","[79.8, 8.5]",27148.0,Abraham González Casanova,15.0,Left Center Midfield,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.017
84b2f794-dd37-4533-ac64-48f262e7c58f,678,1,00:13:17.017,13,17,39,1.194346,43,Carry,209,Celta Vigo,1,Regular Play,214,Espanyol,,,"['09b55e26-7bd6-4cde-9f55-19529aa2ecae', '27414893-325b-49ba-84df-15273f92f671', 'a7cdbecd-6628-496d-a305-dd02dcbf05c9']","[79.8, 8.5]",27148.0,Abraham González Casanova,15.0,Left Center Midfield,,,,,,,,,,,,"[80.3, 10.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.017
27414893-325b-49ba-84df-15273f92f671,679,1,00:13:18.212,13,18,39,0.0,3,Dispossessed,209,Celta Vigo,1,Regular Play,214,Espanyol,,,"['09b55e26-7bd6-4cde-9f55-19529aa2ecae', '71196cfe-1672-4fc3-8092-a0d277297c57']","[80.3, 10.0]",27148.0,Abraham González Casanova,15.0,Left Center Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.212
71196cfe-1672-4fc3-8092-a0d277297c57,680,1,00:13:18.212,13,18,39,0.0,4,Duel,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['27414893-325b-49ba-84df-15273f92f671'],"[39.8, 70.1]",6801.0,Pedro Pablo Hernández,19.0,Center Attacking Midfield,,,,,,,,,,,,,True,,,,,11.0,Tackle,,,,True,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.212
db41bb36-1c5b-4550-9eb3-a4eed5a4abdb,681,1,00:13:18.212,13,18,39,1.872397,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['71196cfe-1672-4fc3-8092-a0d277297c57', '82c5629d-0de7-473b-96a0-10cfd89137cc', 'fc9e265d-943f-43fa-aa6c-24d109fdea3d']","[39.8, 70.1]",6801.0,Pedro Pablo Hernández,19.0,Center Attacking Midfield,,,,,,,,,,,,"[37.7, 68.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.212
82c5629d-0de7-473b-96a0-10cfd89137cc,682,1,00:13:19.207,13,19,39,0.527096,17,Pressure,209,Celta Vigo,1,Regular Play,214,Espanyol,,,['db41bb36-1c5b-4550-9eb3-a4eed5a4abdb'],"[80.3, 10.0]",27148.0,Abraham González Casanova,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.207
d946b475-0039-499e-8421-753078aee6a6,683,1,00:13:19.734,13,19,39,0.390991,17,Pressure,209,Celta Vigo,1,Regular Play,214,Espanyol,,,['fc9e265d-943f-43fa-aa6c-24d109fdea3d'],"[81.8, 11.5]",5719.0,Marco Asensio Willemsen,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.734
fc9e265d-943f-43fa-aa6c-24d109fdea3d,684,1,00:13:20.084,13,20,39,1.139469,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['099621b7-33b7-4915-ad81-c1827c676f73', 'd946b475-0039-499e-8421-753078aee6a6']","[37.7, 68.4]",6801.0,Pedro Pablo Hernández,19.0,Center Attacking Midfield,27341.0,Marcelo Alfonso Díaz Rojas,7.093659,1.9460671,1.0,Ground Pass,"[35.1, 75.0]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.084
9e7c3545-de59-4e12-85e9-0db83891f5ca,685,1,00:13:21.167,13,21,39,0.397518,17,Pressure,209,Celta Vigo,1,Regular Play,214,Espanyol,,,"['099621b7-33b7-4915-ad81-c1827c676f73', '241d7158-aa2d-438e-8b4e-91b2e252e405', 'd2437a2c-010e-480f-9e6b-fb387b4040af']","[86.9, 8.5]",6612.0,Rubén Duarte Sánchez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.167
099621b7-33b7-4915-ad81-c1827c676f73,686,1,00:13:21.223,13,21,39,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['9e7c3545-de59-4e12-85e9-0db83891f5ca', 'fc9e265d-943f-43fa-aa6c-24d109fdea3d']","[35.1, 75.0]",27341.0,Marcelo Alfonso Díaz Rojas,11.0,Left Defensive Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.223
241d7158-aa2d-438e-8b4e-91b2e252e405,687,1,00:13:21.223,13,21,39,0.039999,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['099621b7-33b7-4915-ad81-c1827c676f73', '9e7c3545-de59-4e12-85e9-0db83891f5ca', 'd2437a2c-010e-480f-9e6b-fb387b4040af']","[35.1, 75.0]",27341.0,Marcelo Alfonso Díaz Rojas,11.0,Left Defensive Midfield,,,,,,,,,,,,"[35.1, 75.2]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.223
d2437a2c-010e-480f-9e6b-fb387b4040af,688,1,00:13:21.263,13,21,39,1.40052,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['90f4c39e-5dc0-44ed-8074-372260777292', '9e7c3545-de59-4e12-85e9-0db83891f5ca', 'a1f38f11-307d-49c0-873d-ab598687425b']","[35.1, 75.2]",27341.0,Marcelo Alfonso Díaz Rojas,11.0,Left Defensive Midfield,6801.0,Pedro Pablo Hernández,23.913385,-0.9607555,1.0,Ground Pass,"[48.8, 55.6]",,,40.0,Right Foot,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.263
90f4c39e-5dc0-44ed-8074-372260777292,689,1,00:13:22.664,13,22,39,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['d2437a2c-010e-480f-9e6b-fb387b4040af'],"[47.3, 63.9]",6801.0,Pedro Pablo Hernández,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.664
a1f38f11-307d-49c0-873d-ab598687425b,690,1,00:13:22.664,13,22,40,0.0,2,Ball Recovery,214,Espanyol,1,Regular Play,214,Espanyol,,,['d2437a2c-010e-480f-9e6b-fb387b4040af'],"[71.3, 24.5]",6758.0,Víctor Sánchez Mata,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.664
1fd6102e-8703-4862-ab36-d938103d7dee,691,1,00:13:22.664,13,22,40,1.357797,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['4a80a6e5-cb83-4c62-9d0b-6ed5f2bce814', 'a1f38f11-307d-49c0-873d-ab598687425b']","[71.3, 24.5]",6758.0,Víctor Sánchez Mata,13.0,Right Center Midfield,,,,,,,,,,,,"[70.2, 24.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.664
4a80a6e5-cb83-4c62-9d0b-6ed5f2bce814,692,1,00:13:24.022,13,24,40,0.924811,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,['b4c42921-9220-4493-b2ab-5e6c070ae448'],"[70.2, 24.1]",6758.0,Víctor Sánchez Mata,13.0,Right Center Midfield,6838.0,Hernán Arsenio Pérez González,20.058414,1.3342818,1.0,Ground Pass,"[74.9, 43.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.022
b4c42921-9220-4493-b2ab-5e6c070ae448,693,1,00:13:24.947,13,24,40,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['4a80a6e5-cb83-4c62-9d0b-6ed5f2bce814'],"[74.9, 43.6]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.947
4d79f818-0d5b-495b-b21d-ad25c3a33738,694,1,00:13:24.947,13,24,40,0.08,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['2b62ea0d-327b-4fcf-b425-de8f4a9a799c', 'b4c42921-9220-4493-b2ab-5e6c070ae448']","[74.9, 43.6]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,"[74.9, 43.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.947
2b62ea0d-327b-4fcf-b425-de8f4a9a799c,695,1,00:13:25.027,13,25,40,1.115572,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,['5e838e4b-6354-44e1-9183-4acd215e49e8'],"[74.9, 43.8]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,6762.0,Álvaro González Soberón,17.582378,-3.0447536,1.0,Ground Pass,"[57.4, 42.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.027
5e838e4b-6354-44e1-9183-4acd215e49e8,696,1,00:13:26.142,13,26,40,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['2b62ea0d-327b-4fcf-b425-de8f4a9a799c'],"[57.4, 42.1]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.142
882a7c4b-0bd5-427b-b0a2-b56d20703baf,697,1,00:13:26.142,13,26,40,1.980696,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['218ed2d8-5a0f-44a9-85f8-b0d107f85ca0', '594e5aea-cf90-4d29-9226-1d4b5e4501a2', '5e838e4b-6354-44e1-9183-4acd215e49e8']","[57.4, 42.1]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,"[64.0, 45.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.142
594e5aea-cf90-4d29-9226-1d4b5e4501a2,698,1,00:13:27.100,13,27,40,0.972048,17,Pressure,214,Espanyol,1,Regular Play,209,Celta Vigo,,,['882a7c4b-0bd5-427b-b0a2-b56d20703baf'],"[55.9, 38.9]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.1
218ed2d8-5a0f-44a9-85f8-b0d107f85ca0,699,1,00:13:28.123,13,28,40,1.338062,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,['3b279b76-b031-4767-8a51-3c75f6e1bdea'],"[64.0, 45.9]",6762.0,Álvaro González Soberón,3.0,Right Center Back,6791.0,Javier López Rodríguez,33.0103,1.001279,1.0,Ground Pass,"[81.8, 73.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.123
3b279b76-b031-4767-8a51-3c75f6e1bdea,700,1,00:13:29.461,13,29,40,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['218ed2d8-5a0f-44a9-85f8-b0d107f85ca0'],"[81.8, 73.7]",6791.0,Javier López Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.461
78e688a9-b69c-407e-9a4d-8037ae0e94e4,701,1,00:13:29.461,13,29,40,1.258711,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['3b279b76-b031-4767-8a51-3c75f6e1bdea', '76fb2fbf-67cd-4817-abb4-03ce5b1987cc']","[81.8, 73.7]",6791.0,Javier López Rodríguez,2.0,Right Back,,,,,,,,,,,,"[81.8, 73.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.461
76fb2fbf-67cd-4817-abb4-03ce5b1987cc,702,1,00:13:30.720,13,30,40,2.035971,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,['679261ec-4feb-4df9-a0c0-c7b83ba7d8d8'],"[81.8, 73.7]",6791.0,Javier López Rodríguez,2.0,Right Back,6838.0,Hernán Arsenio Pérez González,25.0008,-0.007999829,1.0,Ground Pass,"[106.8, 73.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.72
44cc2195-af25-4dd1-9a2d-fc03ab0cdea3,703,1,00:13:32.490,13,32,40,1.826384,17,Pressure,214,Espanyol,1,Regular Play,209,Celta Vigo,,,"['679261ec-4feb-4df9-a0c0-c7b83ba7d8d8', 'e5de02c7-dc81-4f66-92d7-e72429212d93']","[12.9, 6.8]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.49
679261ec-4feb-4df9-a0c0-c7b83ba7d8d8,704,1,00:13:32.756,13,32,40,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,"['44cc2195-af25-4dd1-9a2d-fc03ab0cdea3', '76fb2fbf-67cd-4817-abb4-03ce5b1987cc']","[106.8, 73.5]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.756
e5de02c7-dc81-4f66-92d7-e72429212d93,705,1,00:13:32.756,13,32,40,1.560343,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['44cc2195-af25-4dd1-9a2d-fc03ab0cdea3', '679261ec-4feb-4df9-a0c0-c7b83ba7d8d8', 'fa31d186-17a6-48ff-92fa-7ff1e31f0ef8']","[106.8, 73.5]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,"[108.7, 72.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.756
