id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,counterpress,off_camera,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,out,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_switch,pass_technique_id,pass_technique_name,pass_straight,interception_outcome_id,interception_outcome_name,dribble_overrun,ball_recovery_offensive,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,foul_won_defensive,pass_cross,pass_cut_back,clearance_head,foul_committed_type_id,foul_committed_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_right_foot,pass_through_ball,pass_outswinging,ball_recovery_recovery_failure,50_50_outcome_id,50_50_outcome_name,foul_committed_card_id,foul_committed_card_name,pass_no_touch,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_inswinging,clearance_aerial_won,shot_aerial_won,foul_committed_advantage,foul_won_advantage,dribble_nutmeg,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,block_offensive,foul_committed_offensive,bad_behaviour_card_id,bad_behaviour_card_name,shot_one_on_one,timestamp_seconds
a4567c0e-84a5-491e-93af-bfc079156b7d,11,1,00:00:03.081,0,3,2,0.557441,17,Pressure,207,Valencia,9,From Kick Off,1049,Granada,,,"['0c9a7c87-941d-4e2d-a913-3f487a70bc75', 'fa1275d8-4b39-4fac-830f-c9f6b84e8abb']","[71.7, 32.9]",26248.0,David Barral Torres,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.081
fa1275d8-4b39-4fac-830f-c9f6b84e8abb,12,1,00:00:03.615,0,3,2,1.84044,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['259e4f49-9a42-48ea-9cfd-092df40b5dc3', 'a4567c0e-84a5-491e-93af-bfc079156b7d']","[46.3, 44.9]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,7005.0,João Pedro Cavaco Cancelo,26.596241,1.78294,1.0,Ground Pass,"[40.7, 70.9]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.615
259e4f49-9a42-48ea-9cfd-092df40b5dc3,13,1,00:00:05.456,0,5,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['fa1275d8-4b39-4fac-830f-c9f6b84e8abb'],"[40.7, 70.9]",7005.0,João Pedro Cavaco Cancelo,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.456
cee60f4c-f739-4337-91ef-b8fccf73bf14,14,1,00:00:05.456,0,5,2,0.665147,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['259e4f49-9a42-48ea-9cfd-092df40b5dc3', 'e55474e1-01f7-48c6-804d-e13ebbb14ce3']","[40.7, 70.9]",7005.0,João Pedro Cavaco Cancelo,2.0,Right Back,,,,,,,,,,,,"[40.7, 70.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.456
e55474e1-01f7-48c6-804d-e13ebbb14ce3,15,1,00:00:06.121,0,6,2,1.008781,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['c1feb1ef-5170-4b8c-a6d5-5bea397e291a'],"[40.7, 70.9]",7005.0,João Pedro Cavaco Cancelo,2.0,Right Back,3638.0,Shkodran Mustafi,16.555664,-2.2578008,1.0,Ground Pass,"[30.2, 58.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.121
c1feb1ef-5170-4b8c-a6d5-5bea397e291a,16,1,00:00:07.130,0,7,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['e55474e1-01f7-48c6-804d-e13ebbb14ce3'],"[30.2, 58.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13
8d65ee7e-a64e-464d-b3be-6b9eda4878e5,17,1,00:00:07.130,0,7,2,0.796495,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['acf836d7-7de8-4829-9b96-096d2c329056', 'c1feb1ef-5170-4b8c-a6d5-5bea397e291a']","[30.2, 58.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,"[30.2, 58.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13
acf836d7-7de8-4829-9b96-096d2c329056,18,1,00:00:07.926,0,7,2,1.005178,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['b223dec5-1aeb-43bb-8825-528b5d481158'],"[30.2, 58.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,6595.0,Daniel Parejo Muñoz,16.292637,-1.2781638,1.0,Ground Pass,"[34.9, 42.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.926
b223dec5-1aeb-43bb-8825-528b5d481158,19,1,00:00:08.931,0,8,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['acf836d7-7de8-4829-9b96-096d2c329056'],"[34.9, 42.5]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.931
e0a82839-affc-4350-85cd-76e8103cc42a,20,1,00:00:08.931,0,8,2,1.649202,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['4d8f68f6-b60e-40c7-b858-78773d18d47b', '6465aa61-d7eb-4ed6-a61c-b16053edfa5f', 'b223dec5-1aeb-43bb-8825-528b5d481158']","[34.9, 42.5]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,,,,,,,,,,,,"[36.2, 35.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.931
4d8f68f6-b60e-40c7-b858-78773d18d47b,21,1,00:00:10.214,0,10,2,0.2608,17,Pressure,207,Valencia,9,From Kick Off,1049,Granada,,,['e0a82839-affc-4350-85cd-76e8103cc42a'],"[83.2, 38.9]",26248.0,David Barral Torres,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.214
6465aa61-d7eb-4ed6-a61c-b16053edfa5f,22,1,00:00:10.581,0,10,2,1.651512,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['b17503e3-96e2-4006-aecd-b6d168997d86'],"[36.2, 35.9]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,27482.0,Aderllan Leandro de Jesus Santos,20.931316,-2.0472639,1.0,Ground Pass,"[26.6, 17.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.581
b17503e3-96e2-4006-aecd-b6d168997d86,23,1,00:00:12.232,0,12,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['6465aa61-d7eb-4ed6-a61c-b16053edfa5f'],"[26.6, 17.3]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.232
0d30aac5-be1e-4dea-8865-057e7f93033c,24,1,00:00:12.232,0,12,2,1.733368,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['b17503e3-96e2-4006-aecd-b6d168997d86', 'de12649d-9a1c-4e32-97ef-1943e04e8415']","[26.6, 17.3]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,,,,,,,,,,,,"[26.2, 21.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.232
de12649d-9a1c-4e32-97ef-1943e04e8415,25,1,00:00:13.966,0,13,2,1.962175,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['39aa3b30-dc0d-4280-b0cc-04f128a6542f'],"[26.2, 21.1]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,3638.0,Shkodran Mustafi,30.746708,1.6685232,1.0,Ground Pass,"[23.2, 51.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.966
39aa3b30-dc0d-4280-b0cc-04f128a6542f,26,1,00:00:15.928,0,15,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['de12649d-9a1c-4e32-97ef-1943e04e8415'],"[23.2, 51.7]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.928
4ae3fc48-4638-477a-92cf-6f7a4cab3f5e,27,1,00:00:15.928,0,15,2,1.051248,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['37ad951c-8d80-4b26-8f05-760118a80761', '39aa3b30-dc0d-4280-b0cc-04f128a6542f', 'cd4e0d5f-ccc1-4f4d-bb94-1d326bfb1630']","[23.2, 51.7]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,"[21.2, 53.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.928
cd4e0d5f-ccc1-4f4d-bb94-1d326bfb1630,28,1,00:00:16.587,0,16,2,0.531206,17,Pressure,207,Valencia,9,From Kick Off,1049,Granada,,,"['37ad951c-8d80-4b26-8f05-760118a80761', '4ae3fc48-4638-477a-92cf-6f7a4cab3f5e']","[93.1, 28.4]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.587
37ad951c-8d80-4b26-8f05-760118a80761,29,1,00:00:16.979,0,16,2,2.381637,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['033556f2-2960-49a1-a1b8-00790f08e0b9', '1096bcce-f2c1-4d3f-a33a-2c0cc9e492f5', 'cd4e0d5f-ccc1-4f4d-bb94-1d326bfb1630']","[21.2, 53.4]",3638.0,Shkodran Mustafi,3.0,Right Center Back,18724.0,Sofiane Feghouli,37.29236,0.6177557,3.0,High Pass,"[51.6, 75.0]",,,40.0,Right Foot,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.979
033556f2-2960-49a1-a1b8-00790f08e0b9,30,1,00:00:19.361,0,19,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['37ad951c-8d80-4b26-8f05-760118a80761'],"[49.5, 74.2]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.361
330c90a3-dbcb-4582-a9b8-1be2011e4525,31,1,00:00:19.361,0,19,2,0.0,4,Duel,207,Valencia,9,From Kick Off,207,Valencia,,,['1096bcce-f2c1-4d3f-a33a-2c0cc9e492f5'],"[51.6, 75.0]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,,True,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.361
1096bcce-f2c1-4d3f-a33a-2c0cc9e492f5,32,1,00:00:19.361,0,19,3,1.711264,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,"['330c90a3-dbcb-4582-a9b8-1be2011e4525', '37ad951c-8d80-4b26-8f05-760118a80761', '4106ad64-7006-4d77-922d-640acfd39422']","[68.5, 5.1]",4546.0,Dimitri Foulquier,6.0,Left Back,6680.0,Rubén Rochina Naixes,21.734995,0.45747486,3.0,High Pass,"[88.0, 14.7]",66.0,Recovery,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.361
4106ad64-7006-4d77-922d-640acfd39422,33,1,00:00:21.072,0,21,3,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['1096bcce-f2c1-4d3f-a33a-2c0cc9e492f5'],"[88.0, 14.7]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.072
25e00f24-86bd-4244-8e07-a11f91e3f5a4,34,1,00:00:21.092,0,21,3,0.735358,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['306e73a9-4421-457b-a982-da4bac8a427c'],"[88.0, 14.7]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,6847.0,Adalberto Peñaranda Maestre,5.4120235,-2.860755,2.0,Low Pass,"[82.8, 13.2]",,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.092
306e73a9-4421-457b-a982-da4bac8a427c,35,1,00:00:21.827,0,21,3,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['25e00f24-86bd-4244-8e07-a11f91e3f5a4'],"[82.8, 13.2]",6847.0,Adalberto Peñaranda Maestre,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.827
9a9e64be-8b30-4ca6-b7d3-3af589533a89,36,1,00:00:21.827,0,21,3,2.674559,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['306e73a9-4421-457b-a982-da4bac8a427c', '42e0cb84-0b7e-41a9-b1b6-1beb9db8f136']","[82.8, 13.2]",6847.0,Adalberto Peñaranda Maestre,21.0,Left Wing,,,,,,,,,,,,"[84.5, 27.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.827
42e0cb84-0b7e-41a9-b1b6-1beb9db8f136,37,1,00:00:24.502,0,24,3,0.882264,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['2139fe73-6e64-4c3b-87e5-cefe260919ef'],"[84.5, 27.8]",6847.0,Adalberto Peñaranda Maestre,21.0,Left Wing,6599.0,Rubén Salvador Pérez Del Mármol,6.726812,-2.9471126,1.0,Ground Pass,"[77.9, 26.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.502
