id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,counterpress,off_camera,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,out,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_switch,pass_technique_id,pass_technique_name,pass_straight,interception_outcome_id,interception_outcome_name,dribble_overrun,ball_recovery_offensive,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,foul_won_defensive,pass_cross,pass_cut_back,clearance_head,foul_committed_type_id,foul_committed_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_right_foot,pass_through_ball,pass_outswinging,ball_recovery_recovery_failure,50_50_outcome_id,50_50_outcome_name,foul_committed_card_id,foul_committed_card_name,pass_no_touch,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_inswinging,clearance_aerial_won,shot_aerial_won,foul_committed_advantage,foul_won_advantage,dribble_nutmeg,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,block_offensive,foul_committed_offensive,bad_behaviour_card_id,bad_behaviour_card_name,shot_one_on_one,timestamp_seconds
55af3556-2bfb-4594-adc3-6d0a9d2fa671,527,1,00:11:52.958,11,52,28,0.0,6,Block,1049,Granada,4,From Throw In,207,Valencia,,,['2c31c3dd-5721-4903-ab1a-d27b2f5b7cc3'],"[46.7, 69.5]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.958
0a07fb0c-b167-4571-a233-acc46992c217,528,1,00:11:54.815,11,54,28,0.575847,17,Pressure,1049,Granada,4,From Throw In,207,Valencia,,,"['a99cf14e-f695-4729-a1ac-f32bc74c52c5', 'c31a8042-177b-431a-bb74-a3eb2d1a2339']","[51.2, 62.6]",6402.0,Francisco Alcácer García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.815
c31a8042-177b-431a-bb74-a3eb2d1a2339,529,1,00:11:54.891,11,54,28,0.0,2,Ball Recovery,1049,Granada,4,From Throw In,1049,Granada,,,['0a07fb0c-b167-4571-a233-acc46992c217'],"[71.7, 19.6]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.891
a99cf14e-f695-4729-a1ac-f32bc74c52c5,530,1,00:11:54.891,11,54,28,0.499961,43,Carry,1049,Granada,4,From Throw In,1049,Granada,,,"['0a07fb0c-b167-4571-a233-acc46992c217', 'c31a8042-177b-431a-bb74-a3eb2d1a2339', 'ea1a275f-8cb7-463b-ad4a-47a9cb1a644e']","[71.7, 19.6]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,,,,,,,,,,,,"[71.5, 19.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.891
ea1a275f-8cb7-463b-ad4a-47a9cb1a644e,531,1,00:11:55.391,11,55,28,0.0,3,Dispossessed,1049,Granada,4,From Throw In,1049,Granada,,,['f27546fe-b6ed-426a-be51-8f12c8911abb'],"[71.5, 19.0]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.391
f27546fe-b6ed-426a-be51-8f12c8911abb,532,1,00:11:55.391,11,55,28,0.0,4,Duel,1049,Granada,4,From Throw In,207,Valencia,,,['ea1a275f-8cb7-463b-ad4a-47a9cb1a644e'],"[48.6, 61.1]",6402.0,Francisco Alcácer García,23.0,Center Forward,,,,,,,,,,,,,True,,,,,11.0,Tackle,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.391
15fb62c4-4905-4000-8868-e8621194484e,533,1,00:11:56.230,11,56,28,0.261835,17,Pressure,1049,Granada,4,From Throw In,1049,Granada,,,"['1f85cffc-4aac-4f10-9cb5-ce85226664ca', '52c1ed2f-dfcc-45dd-8079-1466fdfbefcc']","[74.3, 16.0]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.23
1f85cffc-4aac-4f10-9cb5-ce85226664ca,534,1,00:11:56.473,11,56,28,0.0137,30,Pass,1049,Granada,4,From Throw In,207,Valencia,,,"['15fb62c4-4905-4000-8868-e8621194484e', '48260fe7-1a1d-4df2-9ce0-9add63792047', '52c1ed2f-dfcc-45dd-8079-1466fdfbefcc']","[44.8, 67.7]",18724.0,Sofiane Feghouli,17.0,Right Wing,6595.0,Daniel Parejo Muñoz,5.0219517,-1.7916251,1.0,Ground Pass,"[43.7, 62.8]",66.0,Recovery,38.0,Left Foot,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.473
52c1ed2f-dfcc-45dd-8079-1466fdfbefcc,535,1,00:11:56.486,11,56,28,,42,Ball Receipt*,1049,Granada,4,From Throw In,207,Valencia,,,"['15fb62c4-4905-4000-8868-e8621194484e', '1f85cffc-4aac-4f10-9cb5-ce85226664ca']","[40.9, 58.8]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,,,,,,,,,,,,,True,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.486
48260fe7-1a1d-4df2-9ce0-9add63792047,536,1,00:11:56.486,11,56,28,0.0,6,Block,1049,Granada,4,From Throw In,1049,Granada,,,['1f85cffc-4aac-4f10-9cb5-ce85226664ca'],"[76.4, 17.3]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.486
4fb4f038-82e9-4e04-8480-6561c559b550,537,1,00:11:58.748,11,58,28,0.999646,30,Pass,1049,Granada,4,From Throw In,207,Valencia,,,['1355a096-f101-43a3-be0e-6a4e384cc9a7'],"[39.0, 47.4]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,5186.0,Denis Cheryshev,18.663868,-0.9069336,1.0,Ground Pass,"[50.5, 32.7]",66.0,Recovery,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.748
1355a096-f101-43a3-be0e-6a4e384cc9a7,538,1,00:11:59.748,11,59,28,,42,Ball Receipt*,1049,Granada,4,From Throw In,207,Valencia,,,['4fb4f038-82e9-4e04-8480-6561c559b550'],"[50.5, 32.7]",5186.0,Denis Cheryshev,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.748
94527429-9c7c-47ca-a594-c7471db08d3b,539,1,00:11:59.748,11,59,28,0.04,43,Carry,1049,Granada,4,From Throw In,207,Valencia,,,"['1355a096-f101-43a3-be0e-6a4e384cc9a7', 'aa72f514-7ec9-40eb-bc72-28752e8d7979', 'fe1a9254-c453-4b47-a696-bb1893ee5b5c']","[50.5, 32.7]",5186.0,Denis Cheryshev,21.0,Left Wing,,,,,,,,,,,,"[52.7, 31.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.748
aa72f514-7ec9-40eb-bc72-28752e8d7979,540,1,00:11:59.752,11,59,28,0.393107,17,Pressure,1049,Granada,4,From Throw In,1049,Granada,,,"['94527429-9c7c-47ca-a594-c7471db08d3b', 'fe1a9254-c453-4b47-a696-bb1893ee5b5c']","[63.4, 50.0]",20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.752
fe1a9254-c453-4b47-a696-bb1893ee5b5c,541,1,00:11:59.788,11,59,28,0.0,38,Miscontrol,1049,Granada,4,From Throw In,207,Valencia,,,['aa72f514-7ec9-40eb-bc72-28752e8d7979'],"[52.7, 31.8]",5186.0,Denis Cheryshev,21.0,Left Wing,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.788
70519017-68d1-4e34-b29e-cec307b2990f,542,1,00:12:02.890,12,2,28,1.225959,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['acad3938-a82e-481d-9365-71b4854a13b1'],"[43.5, 61.8]",6702.0,David Rodríguez Lombán,3.0,Right Center Back,6918.0,Isaac Ajayi Success,24.159883,0.60292685,1.0,Ground Pass,"[63.4, 75.5]",66.0,Recovery,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.89
acad3938-a82e-481d-9365-71b4854a13b1,543,1,00:12:04.116,12,4,28,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['70519017-68d1-4e34-b29e-cec307b2990f'],"[63.4, 75.5]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.116
1ff6b88b-ff06-4918-9ec1-a95a2a1905a5,544,1,00:12:04.116,12,4,28,1.737811,43,Carry,1049,Granada,4,From Throw In,1049,Granada,,,"['1248843b-6e07-4ffd-a4b1-5069bdac13b6', 'acad3938-a82e-481d-9365-71b4854a13b1']","[63.4, 75.5]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,"[62.1, 76.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.116
1248843b-6e07-4ffd-a4b1-5069bdac13b6,545,1,00:12:05.854,12,5,28,3.610238,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['995cf36c-87f7-48b4-90ce-07dffbfb933e'],"[62.1, 76.3]",6918.0,Isaac Ajayi Success,17.0,Right Wing,20064.0,Hugo Miguel Almeida Costa Lopes,29.5,0.0,1.0,Ground Pass,"[91.6, 76.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.854
995cf36c-87f7-48b4-90ce-07dffbfb933e,546,1,00:12:09.464,12,9,28,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['1248843b-6e07-4ffd-a4b1-5069bdac13b6'],"[91.6, 76.3]",20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.464
3f4ae4e3-d946-4009-822c-935d491e341e,547,1,00:12:09.464,12,9,28,2.227139,43,Carry,1049,Granada,4,From Throw In,1049,Granada,,,"['03c919e2-d7c1-45c7-90ee-81785b3550e0', '995cf36c-87f7-48b4-90ce-07dffbfb933e']","[91.6, 76.3]",20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,,,,,,,,,,,,"[113.0, 75.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.464
03c919e2-d7c1-45c7-90ee-81785b3550e0,548,1,00:12:11.691,12,11,28,1.463302,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,"['0a9681e1-078d-42c4-9d78-a904dd2c3e39', 'c4f2ba9f-27e8-4147-8d17-a6e42667b7f4']","[113.0, 75.0]",20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,26248.0,David Barral Torres,31.484123,-1.4976785,3.0,High Pass,"[115.3, 43.6]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.691
c4f2ba9f-27e8-4147-8d17-a6e42667b7f4,549,1,00:12:13.154,12,13,28,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['03c919e2-d7c1-45c7-90ee-81785b3550e0'],"[112.3, 41.5]",26248.0,David Barral Torres,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.154
0a9681e1-078d-42c4-9d78-a904dd2c3e39,550,1,00:12:13.154,12,13,29,0.0,2,Ball Recovery,207,Valencia,6,From Counter,207,Valencia,,,['03c919e2-d7c1-45c7-90ee-81785b3550e0'],"[4.8, 36.5]",25144.0,Diego Alves Carreira,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.154
45c81b2d-795e-41e9-b6f7-b9d04b5c7aaf,551,1,00:12:13.154,12,13,29,18.211946,43,Carry,207,Valencia,6,From Counter,207,Valencia,,,"['0a9681e1-078d-42c4-9d78-a904dd2c3e39', '8a0b5932-47e8-48f4-9d2d-ef2640b77909']","[4.8, 36.5]",25144.0,Diego Alves Carreira,1.0,Goalkeeper,,,,,,,,,,,,"[13.7, 32.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.154
8a0b5932-47e8-48f4-9d2d-ef2640b77909,552,1,00:12:31.366,12,31,29,2.848287,30,Pass,207,Valencia,6,From Counter,207,Valencia,,,['af1a5ecd-d104-4165-8bcd-ea3994d34ded'],"[13.7, 32.0]",25144.0,Diego Alves Carreira,1.0,Goalkeeper,18724.0,Sofiane Feghouli,55.27504,0.7021507,3.0,High Pass,"[55.9, 67.7]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.366
af1a5ecd-d104-4165-8bcd-ea3994d34ded,553,1,00:12:34.215,12,34,29,,42,Ball Receipt*,207,Valencia,6,From Counter,207,Valencia,,,['8a0b5932-47e8-48f4-9d2d-ef2640b77909'],"[55.9, 67.7]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.215
84678be2-35d0-4f7b-8ee6-d2546901987c,554,1,00:12:34.255,12,34,29,0.0,4,Duel,207,Valencia,6,From Counter,1049,Granada,,,['9b2920d9-8117-405d-9e62-4e47452f687d'],"[63.8, 12.6]",4546.0,Dimitri Foulquier,6.0,Left Back,,,,,,,,,,,,,True,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.255
9b2920d9-8117-405d-9e62-4e47452f687d,555,1,00:12:34.255,12,34,29,1.482933,30,Pass,207,Valencia,6,From Counter,207,Valencia,,,"['84678be2-35d0-4f7b-8ee6-d2546901987c', '9a43ed66-c98a-40a2-a007-969e2e425e1c']","[56.3, 67.5]",18724.0,Sofiane Feghouli,17.0,Right Wing,10802.0,André Filipe Tavares Gomes,16.933104,-0.16611955,3.0,High Pass,"[73.0, 64.7]",,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.255
9a43ed66-c98a-40a2-a007-969e2e425e1c,556,1,00:12:35.738,12,35,29,,42,Ball Receipt*,207,Valencia,6,From Counter,207,Valencia,,,['9b2920d9-8117-405d-9e62-4e47452f687d'],"[73.0, 64.7]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.738
d41b09ac-08e0-43a6-9fa6-b8e1c36c52e2,557,1,00:12:35.738,12,35,29,0.0,38,Miscontrol,207,Valencia,6,From Counter,207,Valencia,,,,"[74.5, 64.5]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.738
279bb8f7-8c81-40ae-807f-c90443a07d83,558,1,00:12:36.657,12,36,29,1.613583,17,Pressure,207,Valencia,1,Regular Play,207,Valencia,,,"['3c7f1a53-538c-40f7-9e90-289c39cc8f79', 'ae0b1460-4fcb-427a-99b6-22aedffd01f4']","[80.7, 62.4]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.657
3c7f1a53-538c-40f7-9e90-289c39cc8f79,559,1,00:12:37.453,12,37,30,0.0,2,Ball Recovery,1049,Granada,1,Regular Play,1049,Granada,,,['279bb8f7-8c81-40ae-807f-c90443a07d83'],"[32.8, 19.2]",25707.0,Francisco Manuel Rico Castro,11.0,Left Defensive Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.453
ae0b1460-4fcb-427a-99b6-22aedffd01f4,560,1,00:12:37.453,12,37,30,2.686408,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['279bb8f7-8c81-40ae-807f-c90443a07d83', '3c7f1a53-538c-40f7-9e90-289c39cc8f79', 'ee64a81b-1bcd-4505-a54c-9033c59ac675']","[32.8, 19.2]",25707.0,Francisco Manuel Rico Castro,11.0,Left Defensive Midfield,,,,,,,,,,,,"[22.3, 4.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.453
ee64a81b-1bcd-4505-a54c-9033c59ac675,561,1,00:12:40.140,12,40,30,1.172106,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['88543e7e-78c5-4d7e-a6d6-88c4fe59bbe3'],"[22.3, 4.7]",25707.0,Francisco Manuel Rico Castro,11.0,Left Defensive Midfield,4546.0,Dimitri Foulquier,17.87568,0.14031477,1.0,Ground Pass,"[40.0, 7.2]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.14
88543e7e-78c5-4d7e-a6d6-88c4fe59bbe3,562,1,00:12:41.312,12,41,30,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['ee64a81b-1bcd-4505-a54c-9033c59ac675'],"[40.0, 7.2]",4546.0,Dimitri Foulquier,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.312
ad0b4437-e8a4-4687-902b-94363856c575,563,1,00:12:41.312,12,41,30,0.106097,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['88543e7e-78c5-4d7e-a6d6-88c4fe59bbe3', 'bc25ec21-4412-46ba-9a96-b5bef020c3b5']","[40.0, 7.2]",4546.0,Dimitri Foulquier,6.0,Left Back,,,,,,,,,,,,"[40.0, 7.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.312
bc25ec21-4412-46ba-9a96-b5bef020c3b5,564,1,00:12:41.418,12,41,30,1.191153,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['5259dfeb-2c8b-4c5d-a3a1-7f6cb54168bb'],"[40.0, 7.2]",4546.0,Dimitri Foulquier,6.0,Left Back,19454.0,Ricardo Miguel Moreira da Costa,18.137255,2.4186132,1.0,Ground Pass,"[26.4, 19.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.418
5259dfeb-2c8b-4c5d-a3a1-7f6cb54168bb,565,1,00:12:42.609,12,42,30,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['bc25ec21-4412-46ba-9a96-b5bef020c3b5'],"[26.4, 19.2]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.609
5ea58697-95a3-4b01-a7fc-1142168c97a6,566,1,00:12:42.609,12,42,30,0.040000003,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['5259dfeb-2c8b-4c5d-a3a1-7f6cb54168bb', '68990753-cacc-48d7-a9b4-20409afa2486']","[26.4, 19.2]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,,,,,,,,,,,,"[25.9, 21.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.609
68990753-cacc-48d7-a9b4-20409afa2486,567,1,00:12:42.649,12,42,30,0.991207,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['3f54e31f-19bd-4aee-b23f-a6b12c42f6d7'],"[25.9, 21.1]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,6680.0,Rubén Rochina Naixes,15.79905,-0.15890527,1.0,Ground Pass,"[41.5, 18.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.649
3f54e31f-19bd-4aee-b23f-a6b12c42f6d7,568,1,00:12:43.640,12,43,30,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['68990753-cacc-48d7-a9b4-20409afa2486'],"[41.5, 18.6]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.64
f9746c3e-e52f-49d5-abf7-f8d08acb0694,569,1,00:12:43.640,12,43,30,0.08,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['3d73a377-be86-455b-9d68-d0bc0afe7c46', '3f54e31f-19bd-4aee-b23f-a6b12c42f6d7']","[41.5, 18.6]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,,,,,,,,,,,,"[41.5, 18.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.64
3d73a377-be86-455b-9d68-d0bc0afe7c46,570,1,00:12:43.720,12,43,30,1.301381,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['57eade41-d53b-468c-b054-2fb22bed584f'],"[41.5, 18.6]",6680.0,Rubén Rochina Naixes,19.0,Center Attacking Midfield,4546.0,Dimitri Foulquier,11.78813,-1.3134726,1.0,Ground Pass,"[44.5, 7.2]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.72
57eade41-d53b-468c-b054-2fb22bed584f,571,1,00:12:45.022,12,45,30,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['3d73a377-be86-455b-9d68-d0bc0afe7c46'],"[44.5, 7.2]",4546.0,Dimitri Foulquier,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.022
abfc6397-87ac-45e1-a785-fdd20b739a50,572,1,00:12:45.022,12,45,30,2.422538,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['1b3730bc-066a-4f5e-be75-18f3b1c9a5d8', '543bc956-0a95-4114-9235-436c63c53dc3', '57eade41-d53b-468c-b054-2fb22bed584f']","[44.5, 7.2]",4546.0,Dimitri Foulquier,6.0,Left Back,,,,,,,,,,,,"[61.9, 8.3]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.022
