id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,counterpress,dribble_outcome_id,dribble_outcome_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,foul_won_defensive,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_switch,out,clearance_right_foot,pass_cross,clearance_left_foot,clearance_aerial_won,dribble_nutmeg,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_technique_id,pass_technique_name,pass_through_ball,pass_straight,pass_shot_assist,goalkeeper_end_location,shot_first_time,foul_committed_card_id,foul_committed_card_name,shot_aerial_won,pass_cut_back,foul_committed_advantage,foul_won_advantage,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outswinging,shot_one_on_one,dribble_overrun,timestamp_seconds
2eb70a51-6ca0-4ec9-8c5f-0539a537325d,2206,2,00:14:42.155,59,42,129,1.896141,43,Carry,222,Villarreal,1,Regular Play,222,Villarreal,,,"['7f62b3ff-3e03-433d-9900-b2432347b8fd', 'a9c73ce7-030a-48dd-8ae6-a160e17734a4']",,"[55.9, 30.3]",22819.0,Bruno Soriano Llido,15.0,Left Center Midfield,,,,,,,,,,,,,"[65.7, 23.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.155
a9c73ce7-030a-48dd-8ae6-a160e17734a4,2207,2,00:14:44.051,59,44,129,1.521488,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['34b5efbd-9770-4978-81fd-bde31e95324e'],,"[65.7, 23.0]",22819.0,Bruno Soriano Llido,15.0,Left Center Midfield,6829.0,Samuel Castillejo Azuaga,18.886238,-0.7591869,1.0,Ground Pass,"[79.4, 10.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.051
34b5efbd-9770-4978-81fd-bde31e95324e,2208,2,00:14:45.573,59,45,129,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,['a9c73ce7-030a-48dd-8ae6-a160e17734a4'],,"[79.4, 10.0]",6829.0,Samuel Castillejo Azuaga,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.573
78a89d85-59a1-4a96-b0d5-91448993c4a6,2209,2,00:14:45.573,59,45,129,3.291156,43,Carry,222,Villarreal,1,Regular Play,222,Villarreal,,,"['34b5efbd-9770-4978-81fd-bde31e95324e', '70183d93-42f6-4867-b7a1-43f9ae26239a']",,"[79.4, 10.0]",6829.0,Samuel Castillejo Azuaga,16.0,Left Midfield,,,,,,,,,,,,,"[90.8, 10.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.573
70183d93-42f6-4867-b7a1-43f9ae26239a,2210,2,00:14:48.864,59,48,129,0.896747,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['98597df2-fc70-45bb-8db1-382aedc97b89'],,"[90.8, 10.2]",6829.0,Samuel Castillejo Azuaga,16.0,Left Midfield,22819.0,Bruno Soriano Llido,11.346365,2.7529032,1.0,Ground Pass,"[80.3, 14.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.864
98597df2-fc70-45bb-8db1-382aedc97b89,2211,2,00:14:49.760,59,49,129,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,['70183d93-42f6-4867-b7a1-43f9ae26239a'],,"[80.3, 14.5]",22819.0,Bruno Soriano Llido,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.76
61dea58e-6d49-4335-bf42-9f92627ce377,2212,2,00:14:49.760,59,49,129,2.094278,43,Carry,222,Villarreal,1,Regular Play,222,Villarreal,,,"['2769907a-6f49-4dcd-b77f-c25c4ae2ee6b', '98597df2-fc70-45bb-8db1-382aedc97b89']",,"[80.3, 14.5]",22819.0,Bruno Soriano Llido,15.0,Left Center Midfield,,,,,,,,,,,,,"[80.3, 14.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.76
2769907a-6f49-4dcd-b77f-c25c4ae2ee6b,2213,2,00:14:51.855,59,51,129,1.913293,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['c35596e9-99fd-4361-9972-8210167040cd'],,"[80.3, 14.5]",22819.0,Bruno Soriano Llido,15.0,Left Center Midfield,3324.0,Eric Bertrand Bailly,58.658417,1.7698636,1.0,Ground Pass,"[68.7, 72.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.855
c35596e9-99fd-4361-9972-8210167040cd,2214,2,00:14:53.768,59,53,129,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,['2769907a-6f49-4dcd-b77f-c25c4ae2ee6b'],,"[68.7, 72.0]",3324.0,Eric Bertrand Bailly,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.768
ad3c3d3a-5e9a-4800-aa69-d48dc8ef088c,2215,2,00:14:53.768,59,53,129,1.177536,43,Carry,222,Villarreal,1,Regular Play,222,Villarreal,,,"['3d14d338-cc0c-4c86-b9e2-2b5449e67050', 'c35596e9-99fd-4361-9972-8210167040cd']",,"[68.7, 72.0]",3324.0,Eric Bertrand Bailly,2.0,Right Back,,,,,,,,,,,,,"[69.8, 70.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.768
3d14d338-cc0c-4c86-b9e2-2b5449e67050,2216,2,00:14:54.946,59,54,129,1.16084,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['0bc15caf-062c-4251-a58c-17316d10ada6'],,"[69.8, 70.7]",3324.0,Eric Bertrand Bailly,2.0,Right Back,6771.0,Manuel Trigueros Muñoz,12.4,-1.5707964,1.0,Ground Pass,"[69.8, 58.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.946
0bc15caf-062c-4251-a58c-17316d10ada6,2217,2,00:14:56.106,59,56,129,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,['3d14d338-cc0c-4c86-b9e2-2b5449e67050'],,"[69.8, 58.3]",6771.0,Manuel Trigueros Muñoz,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.106
553f34b2-acf5-4eaf-a20c-b17dae72fff4,2218,2,00:14:56.106,59,56,129,1.113916,43,Carry,222,Villarreal,1,Regular Play,222,Villarreal,,,"['0bc15caf-062c-4251-a58c-17316d10ada6', '453e2428-cc6e-473d-b2a7-882646f39838']",,"[69.8, 58.3]",6771.0,Manuel Trigueros Muñoz,13.0,Right Center Midfield,,,,,,,,,,,,,"[69.6, 58.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.106
453e2428-cc6e-473d-b2a7-882646f39838,2219,2,00:14:57.220,59,57,129,1.530104,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['3a9adf48-97a8-4967-869e-480f2b41b047'],,"[69.6, 58.5]",6771.0,Manuel Trigueros Muñoz,13.0,Right Center Midfield,18867.0,Matías Nahuel Leiva Esquivel,27.070278,0.59619915,1.0,Ground Pass,"[92.0, 73.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.22
3a9adf48-97a8-4967-869e-480f2b41b047,2220,2,00:14:58.750,59,58,129,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,['453e2428-cc6e-473d-b2a7-882646f39838'],,"[92.0, 73.7]",18867.0,Matías Nahuel Leiva Esquivel,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.75
1652cc3a-1866-4011-8c4c-b846233b5376,2221,2,00:14:58.750,59,58,129,0.119999,43,Carry,222,Villarreal,1,Regular Play,222,Villarreal,,,"['3a9adf48-97a8-4967-869e-480f2b41b047', 'bf400749-d6c5-4812-8360-ba11f752d037']",,"[92.0, 73.7]",18867.0,Matías Nahuel Leiva Esquivel,12.0,Right Midfield,,,,,,,,,,,,,"[92.0, 73.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.75
bf400749-d6c5-4812-8360-ba11f752d037,2222,2,00:14:58.870,59,58,129,1.43303,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['1f550421-0ccf-4960-b709-59812d78dfbc'],,"[92.0, 73.7]",18867.0,Matías Nahuel Leiva Esquivel,12.0,Right Midfield,3324.0,Eric Bertrand Bailly,21.603703,-3.1230762,1.0,Ground Pass,"[70.4, 73.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.87
1f550421-0ccf-4960-b709-59812d78dfbc,2223,2,00:15:00.303,60,0,129,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,['bf400749-d6c5-4812-8360-ba11f752d037'],,"[70.4, 73.3]",3324.0,Eric Bertrand Bailly,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.303
5fdff7be-ba0a-410e-b4eb-9e9b8e35efa2,2224,2,00:15:00.303,60,0,129,1.188606,43,Carry,222,Villarreal,1,Regular Play,222,Villarreal,,,"['1f550421-0ccf-4960-b709-59812d78dfbc', '531420c7-0e0a-4095-a77f-9f91999fce6a']",,"[70.4, 73.3]",3324.0,Eric Bertrand Bailly,2.0,Right Back,,,,,,,,,,,,,"[70.4, 73.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.303
531420c7-0e0a-4095-a77f-9f91999fce6a,2225,2,00:15:01.492,60,1,129,1.242567,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,['58b8a7a8-b11c-46c4-98e9-d56cf8f8b538'],,"[70.4, 73.3]",3324.0,Eric Bertrand Bailly,2.0,Right Back,6771.0,Manuel Trigueros Muñoz,16.43472,-1.6989249,1.0,Ground Pass,"[68.3, 57.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.492
