id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,under_pressure,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,duel_type_id,duel_type_name,pass_aerial_won,carry_end_location,counterpress,interception_outcome_id,interception_outcome_name,clearance_left_foot,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_cross,pass_switch,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_outswinging,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,pass_no_touch,shot_first_time,goalkeeper_end_location,miscontrol_aerial_won,pass_through_ball,foul_committed_card_id,foul_committed_card_name,clearance_head,clearance_aerial_won,foul_committed_advantage,foul_won_advantage,foul_won_defensive,dribble_overrun,pass_cut_back,block_offensive,pass_inswinging,shot_one_on_one,ball_recovery_recovery_failure,shot_deflected,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,pass_deflected,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
fd246e9c-cb94-4b20-8470-9823cb4575a2,469,1,00:09:29.559,9,29,24,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['6ea53258-aaa5-43a6-b021-03e2577faae1', '702d979d-2118-4bb9-84e5-315f2a0012d4']",,"[85.1, 58.4]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.559
684bd991-c230-485a-96a7-75d30452c76d,470,1,00:09:29.559,9,29,24,0.174832,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['57e0de86-0802-4114-be56-fa606097ba09', '6ea53258-aaa5-43a6-b021-03e2577faae1', 'fd246e9c-cb94-4b20-8470-9823cb4575a2']",,"[85.1, 58.4]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,True,,,,,,,"[85.4, 57.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.559
57e0de86-0802-4114-be56-fa606097ba09,471,1,00:09:29.734,9,29,24,5.41377,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['2d1e2ff6-4572-4b7b-9a10-64eb88663979', '6ea53258-aaa5-43a6-b021-03e2577faae1']",,"[85.4, 57.5]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,5249.0,Diego Roberto Godín Leal,56.724247,-2.3786347,3.0,High Pass,"[44.4, 18.3]",40.0,Right Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.734
2d1e2ff6-4572-4b7b-9a10-64eb88663979,472,1,00:09:35.148,9,35,24,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['57e0de86-0802-4114-be56-fa606097ba09'],,"[44.4, 18.3]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.148
4ef1c769-f03a-467f-8d92-d239bc80f911,473,1,00:09:35.148,9,35,24,1.286444,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['2d1e2ff6-4572-4b7b-9a10-64eb88663979', 'a6e18ce1-d454-44fc-8edc-d9c2019e90a8']",,"[44.4, 18.3]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,"[44.4, 18.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.148
a6e18ce1-d454-44fc-8edc-d9c2019e90a8,474,1,00:09:36.434,9,36,24,1.101178,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['cbe0f69e-0b37-4271-99d4-b04180d6bffe'],,"[44.4, 18.3]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,6320.0,Filipe Luís Kasmirski,6.8541956,-0.4048918,1.0,Ground Pass,"[50.7, 15.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.434
cbe0f69e-0b37-4271-99d4-b04180d6bffe,475,1,00:09:37.535,9,37,24,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['a6e18ce1-d454-44fc-8edc-d9c2019e90a8'],,"[50.7, 15.6]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.535
556259c3-3bdb-4350-8e50-8887d3643640,476,1,00:09:37.535,9,37,24,0.889814,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['cbe0f69e-0b37-4271-99d4-b04180d6bffe', 'd64f07cf-863a-48bc-8a1d-c873181cbee2']",,"[50.7, 15.6]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,"[51.4, 15.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.535
d64f07cf-863a-48bc-8a1d-c873181cbee2,477,1,00:09:38.425,9,38,24,1.024434,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['745ecb39-92cd-4c2c-a022-dfcddd4cbae5'],,"[51.4, 15.1]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,20669.0,Tiago Cardoso Mendes,13.092364,1.1789429,1.0,Ground Pass,"[56.4, 27.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.425
745ecb39-92cd-4c2c-a022-dfcddd4cbae5,478,1,00:09:39.450,9,39,24,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['d64f07cf-863a-48bc-8a1d-c873181cbee2'],,"[56.4, 27.2]",20669.0,Tiago Cardoso Mendes,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.45
9073bf4d-71c7-471e-9048-3379b440adfe,479,1,00:09:39.450,9,39,24,1.603646,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['0ac2c61b-4405-491d-8429-6265755088be', '745ecb39-92cd-4c2c-a022-dfcddd4cbae5']",,"[56.4, 27.2]",20669.0,Tiago Cardoso Mendes,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,"[56.4, 27.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.45
0ac2c61b-4405-491d-8429-6265755088be,480,1,00:09:41.053,9,41,24,2.15699,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['3b8e66dd-c548-433c-a32d-0b7780adc966'],,"[56.4, 27.2]",20669.0,Tiago Cardoso Mendes,11.0,Left Defensive Midfield,6384.0,Gabriel Fernández Arenas,32.88039,1.7419449,1.0,Ground Pass,"[50.8, 59.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.053
3b8e66dd-c548-433c-a32d-0b7780adc966,481,1,00:09:43.210,9,43,24,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['0ac2c61b-4405-491d-8429-6265755088be'],,"[50.8, 59.6]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.21
dc8d1e55-1c3c-4ed7-abad-e5b4fc98c7f6,482,1,00:09:43.210,9,43,24,1.325201,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['3b8e66dd-c548-433c-a32d-0b7780adc966', 'ce96e44b-a12a-4ad2-b363-938c0d79931b']",,"[50.8, 59.6]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,"[50.8, 59.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.21
ce96e44b-a12a-4ad2-b363-938c0d79931b,483,1,00:09:44.535,9,44,24,4.399146,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['974a68d4-c5c7-4d7e-8cc4-c064294ece2f'],,"[50.8, 59.6]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,6375.0,Juan Francisco Torres Belén,62.556293,0.28686336,3.0,High Pass,"[110.8, 77.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.535
3a8a7b11-b4d4-42a5-a94d-daf2561f41c3,484,1,00:09:47.265,9,47,24,3.931855,17,Pressure,212,Atlético Madrid,1,Regular Play,219,RC Deportivo La Coruña,,,"['974a68d4-c5c7-4d7e-8cc4-c064294ece2f', 'bbfd4e6e-52cb-4be4-bb76-aac41f39e113', 'de234212-2401-47bc-b735-92fe59da2f68']",,"[22.4, 5.1]",25997.0,Jonás Manuel Gutiérrez,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.265
974a68d4-c5c7-4d7e-8cc4-c064294ece2f,485,1,00:09:48.935,9,48,24,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['3a8a7b11-b4d4-42a5-a94d-daf2561f41c3', 'ce96e44b-a12a-4ad2-b363-938c0d79931b']",,"[110.8, 77.3]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.935
de234212-2401-47bc-b735-92fe59da2f68,486,1,00:09:48.935,9,48,24,1.730836,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['3a8a7b11-b4d4-42a5-a94d-daf2561f41c3', '974a68d4-c5c7-4d7e-8cc4-c064294ece2f', 'bbfd4e6e-52cb-4be4-bb76-aac41f39e113']",,"[110.8, 77.3]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,,,,,,,,,,,,,,,True,,,,,,,"[113.2, 78.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.935
bbfd4e6e-52cb-4be4-bb76-aac41f39e113,487,1,00:09:50.665,9,50,24,0.0,38,Miscontrol,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['3a8a7b11-b4d4-42a5-a94d-daf2561f41c3'],,"[113.2, 78.4]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.665
65859286-2481-4b27-8e3a-a150458180d9,488,1,00:10:21.472,10,21,25,3.560278,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['2d80308c-a6af-443d-b574-e1dd4f05d851'],True,"[6.0, 36.0]",27305.0,Germán Darío Lux,1.0,Goalkeeper,25997.0,Jonás Manuel Gutiérrez,68.856735,-0.3856304,3.0,High Pass,"[69.8, 10.1]",40.0,Right Foot,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.472
2d80308c-a6af-443d-b574-e1dd4f05d851,489,1,00:10:25.033,10,25,25,,42,Ball Receipt*,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['65859286-2481-4b27-8e3a-a150458180d9'],,"[69.8, 10.1]",25997.0,Jonás Manuel Gutiérrez,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.033
ab08e7b3-414c-4e4c-94a5-bb4fd65d2067,490,1,00:10:25.066,10,25,25,0.0,4,Duel,219,RC Deportivo La Coruña,7,From Goal Kick,212,Atlético Madrid,,,['ef2ad623-5bb8-4ee1-9c11-27e7d35fcafa'],,"[50.3, 70.0]",5633.0,Yannick Ferreira Carrasco,12.0,Right Midfield,,,,,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.066
ef2ad623-5bb8-4ee1-9c11-27e7d35fcafa,491,1,00:10:25.066,10,25,25,1.306059,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['1a34d9d9-aba6-4d63-bace-3e2deeba155d', 'ab08e7b3-414c-4e4c-94a5-bb4fd65d2067']",,"[69.8, 10.1]",25997.0,Jonás Manuel Gutiérrez,21.0,Left Wing,6732.0,Lucas Pérez Martínez,14.871785,0.5208142,3.0,High Pass,"[82.7, 17.5]",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.066
1a34d9d9-aba6-4d63-bace-3e2deeba155d,492,1,00:10:26.372,10,26,25,,42,Ball Receipt*,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['ef2ad623-5bb8-4ee1-9c11-27e7d35fcafa'],,"[82.7, 17.5]",6732.0,Lucas Pérez Martínez,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.372
8daa66d0-e51e-4372-96cc-2f11a0ae21f4,493,1,00:10:26.372,10,26,25,0.666674,43,Carry,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['1a34d9d9-aba6-4d63-bace-3e2deeba155d', '5208fb34-72e4-4832-8191-7a8c895cece0']",,"[82.7, 17.5]",6732.0,Lucas Pérez Martínez,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,"[81.4, 17.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.372
5208fb34-72e4-4832-8191-7a8c895cece0,494,1,00:10:27.039,10,27,25,0.756074,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['82470d3d-a5df-4a08-8a33-2a91e89f3346'],,"[81.4, 17.5]",6732.0,Lucas Pérez Martínez,23.0,Center Forward,5724.0,Fayçal Fajr,11.609048,-1.8680286,2.0,Low Pass,"[78.0, 6.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.039
e966844d-e250-4dfb-a283-2f90235f9540,495,1,00:10:27.364,10,27,25,1.050822,17,Pressure,219,RC Deportivo La Coruña,7,From Goal Kick,212,Atlético Madrid,,,"['4b8c76d2-af3f-4e11-9a7a-305ebbbfc451', '82470d3d-a5df-4a08-8a33-2a91e89f3346']",,"[42.9, 72.9]",5633.0,Yannick Ferreira Carrasco,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.364
82470d3d-a5df-4a08-8a33-2a91e89f3346,496,1,00:10:27.795,10,27,25,,42,Ball Receipt*,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['5208fb34-72e4-4832-8191-7a8c895cece0', 'e966844d-e250-4dfb-a283-2f90235f9540']",,"[78.0, 6.4]",5724.0,Fayçal Fajr,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.795
4b8c76d2-af3f-4e11-9a7a-305ebbbfc451,497,1,00:10:27.795,10,27,25,0.936086,43,Carry,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['14f23f81-c24f-423e-8fbe-313287c9a33c', '82470d3d-a5df-4a08-8a33-2a91e89f3346', 'e966844d-e250-4dfb-a283-2f90235f9540']",,"[78.0, 6.4]",5724.0,Fayçal Fajr,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,True,,,,,,,"[79.9, 5.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.795
14f23f81-c24f-423e-8fbe-313287c9a33c,498,1,00:10:28.731,10,28,25,1.675371,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['210cdf05-1dd3-4b67-9fb9-d2fd402077f4'],,"[79.9, 5.5]",5724.0,Fayçal Fajr,19.0,Center Attacking Midfield,25997.0,Jonás Manuel Gutiérrez,8.062258,-2.6224465,2.0,Low Pass,"[72.9, 1.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.731
210cdf05-1dd3-4b67-9fb9-d2fd402077f4,499,1,00:10:30.406,10,30,25,,42,Ball Receipt*,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['14f23f81-c24f-423e-8fbe-313287c9a33c'],,"[72.9, 1.5]",25997.0,Jonás Manuel Gutiérrez,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.406
a226da2d-dd52-42dc-af29-8361bbedb663,500,1,00:10:30.406,10,30,25,0.072335,43,Carry,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['210cdf05-1dd3-4b67-9fb9-d2fd402077f4', '5e43c60e-ce94-4d51-8cee-009f356a903e']",,"[72.9, 1.5]",25997.0,Jonás Manuel Gutiérrez,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,"[72.3, 1.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.406
5e43c60e-ce94-4d51-8cee-009f356a903e,501,1,00:10:30.479,10,30,25,3.331369,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['13f00ddd-caf9-484c-a399-62e41e7b3b65'],,"[72.3, 1.9]",25997.0,Jonás Manuel Gutiérrez,21.0,Left Wing,6777.0,Sidnei Rechel da Silva Júnior,38.477528,2.7523992,2.0,Low Pass,"[36.7, 16.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.479
13f00ddd-caf9-484c-a399-62e41e7b3b65,502,1,00:10:33.810,10,33,25,,42,Ball Receipt*,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['5e43c60e-ce94-4d51-8cee-009f356a903e'],,"[36.7, 16.5]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.81
5ad832c6-0269-4b62-918f-8ccb1107100f,503,1,00:10:33.810,10,33,25,0.739826,43,Carry,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['13f00ddd-caf9-484c-a399-62e41e7b3b65', '78141532-f913-4b91-828e-338dfe085209']",,"[36.7, 16.5]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,"[37.5, 15.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.81
78141532-f913-4b91-828e-338dfe085209,504,1,00:10:34.550,10,34,25,2.539988,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['cb10566d-4d27-4796-9f4d-ce9c18f9b5a4'],,"[37.5, 15.4]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,27305.0,Germán Darío Lux,40.11546,2.3226974,1.0,Ground Pass,"[10.1, 44.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.55
cb10566d-4d27-4796-9f4d-ce9c18f9b5a4,505,1,00:10:37.090,10,37,25,,42,Ball Receipt*,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['78141532-f913-4b91-828e-338dfe085209'],,"[10.1, 44.7]",27305.0,Germán Darío Lux,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.09
12e09510-0f48-4203-be74-0b52d6e84e2a,506,1,00:10:37.090,10,37,25,2.693701,43,Carry,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['0243c39f-e9e8-4882-9ac8-e3d6fce1cfdc', '0849cb06-51b3-4fe3-9603-19bc3b630f96', 'cb10566d-4d27-4796-9f4d-ce9c18f9b5a4']",,"[10.1, 44.7]",27305.0,Germán Darío Lux,1.0,Goalkeeper,,,,,,,,,,,,,,,,,True,,,,,,,"[13.7, 55.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.09
0243c39f-e9e8-4882-9ac8-e3d6fce1cfdc,507,1,00:10:39.284,10,39,25,0.646251,17,Pressure,219,RC Deportivo La Coruña,7,From Goal Kick,212,Atlético Madrid,,,"['0849cb06-51b3-4fe3-9603-19bc3b630f96', '12e09510-0f48-4203-be74-0b52d6e84e2a']",,"[105.0, 35.2]",5633.0,Yannick Ferreira Carrasco,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.284
0849cb06-51b3-4fe3-9603-19bc3b630f96,508,1,00:10:39.784,10,39,25,3.648555,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['0243c39f-e9e8-4882-9ac8-e3d6fce1cfdc', 'f3a97545-ef46-4fc3-b501-0fddbd4fb2a9']",,"[13.7, 55.5]",27305.0,Germán Darío Lux,1.0,Goalkeeper,5582.0,Celso Borges Mora,66.54923,0.16910122,3.0,High Pass,"[79.3, 66.7]",40.0,Right Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.784
f3a97545-ef46-4fc3-b501-0fddbd4fb2a9,509,1,00:10:43.432,10,43,25,,42,Ball Receipt*,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['0849cb06-51b3-4fe3-9603-19bc3b630f96'],,"[79.3, 66.7]",5582.0,Celso Borges Mora,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.432
9c0aebac-3c67-44a9-a883-6f825e021765,510,1,00:10:43.552,10,43,25,0.0,4,Duel,219,RC Deportivo La Coruña,7,From Goal Kick,212,Atlético Madrid,,,['f4dc6956-e1e4-4efa-b7f9-0f1fe6faac50'],,"[40.8, 13.4]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,,,,,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.552
f4dc6956-e1e4-4efa-b7f9-0f1fe6faac50,511,1,00:10:43.552,10,43,25,0.0,38,Miscontrol,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['9c0aebac-3c67-44a9-a883-6f825e021765'],,"[79.3, 66.7]",5582.0,Celso Borges Mora,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,643.552
3bcf2831-28e4-4a75-bdc3-5566cae798b6,512,1,00:11:00.022,11,0,26,1.021522,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['e5f31873-3fa8-47b1-ae6b-e4d8427f05d4'],,"[39.1, 0.1]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,20669.0,Tiago Cardoso Mendes,10.628264,1.2252407,2.0,Low Pass,"[42.7, 10.1]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.022
