id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,under_pressure,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,duel_type_id,duel_type_name,pass_aerial_won,carry_end_location,counterpress,interception_outcome_id,interception_outcome_name,clearance_left_foot,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_cross,pass_switch,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_outswinging,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,pass_no_touch,shot_first_time,goalkeeper_end_location,miscontrol_aerial_won,pass_through_ball,foul_committed_card_id,foul_committed_card_name,clearance_head,clearance_aerial_won,foul_committed_advantage,foul_won_advantage,foul_won_defensive,dribble_overrun,pass_cut_back,block_offensive,pass_inswinging,shot_one_on_one,ball_recovery_recovery_failure,shot_deflected,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,pass_deflected,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
e2813b15-ab47-479e-a229-55cf880026ac,11,1,00:00:22.195,0,22,3,0.721127,17,Pressure,212,Atlético Madrid,4,From Throw In,219,RC Deportivo La Coruña,,,,,"[44.5, 76.5]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.195
74d94ff2-df63-4063-9194-59c6f797dad5,12,1,00:00:22.945,0,22,3,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['f5fd7e4e-7ded-4077-896f-ea936f040941'],,"[74.4, 3.1]",5199.0,Jorge Resurrección Merodio,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.945
8882aaf5-d528-4206-8d4f-a0d011d17a01,13,1,00:00:23.029,0,23,3,3.212055,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['59da4e52-2be1-4368-8d40-0ecde315c403', 'a5991374-bc66-404b-884d-9e470bc85290']",,"[74.4, 2.9]",5199.0,Jorge Resurrección Merodio,16.0,Left Midfield,17622.0,Jackson Arley Martínez Valencia,15.669716,0.14731216,3.0,High Pass,"[89.9, 5.2]",37.0,Head,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.029
555cd6d0-fb0d-4303-9689-35bb32d413fc,14,1,00:00:24.141,0,24,3,0.276167,17,Pressure,212,Atlético Madrid,4,From Throw In,219,RC Deportivo La Coruña,,,,,"[29.1, 74.5]",26107.0,Alberto Lopo García,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.141
59da4e52-2be1-4368-8d40-0ecde315c403,15,1,00:00:26.241,0,26,3,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['8882aaf5-d528-4206-8d4f-a0d011d17a01'],,"[90.0, 5.2]",17622.0,Jackson Arley Martínez Valencia,24.0,Left Center Forward,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.241
a5991374-bc66-404b-884d-9e470bc85290,16,1,00:00:26.241,0,26,3,0.0,9,Clearance,212,Atlético Madrid,4,From Throw In,219,RC Deportivo La Coruña,,,['8882aaf5-d528-4206-8d4f-a0d011d17a01'],,"[30.2, 74.9]",26107.0,Alberto Lopo García,3.0,Right Center Back,,,,,,,,,,,,,,,,,True,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.241
87f2e1ab-42db-4797-a7ce-54f1268b25f9,17,1,00:00:28.221,0,28,3,0.0,4,Duel,212,Atlético Madrid,4,From Throw In,219,RC Deportivo La Coruña,,,['bac80add-ab8c-4a3d-a035-bacd2e72efc2'],,"[44.3, 76.7]",6728.0,Federico Nicolás Cartabia,17.0,Right Wing,,,,,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.221
bac80add-ab8c-4a3d-a035-bacd2e72efc2,18,1,00:00:28.221,0,28,3,0.834512,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['0ee0bb87-e72a-479b-9ddd-7df822d17168', '87f2e1ab-42db-4797-a7ce-54f1268b25f9']",,"[75.8, 3.4]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,5199.0,Jorge Resurrección Merodio,12.083874,0.1746722,3.0,High Pass,"[87.7, 5.5]",,,66.0,Recovery,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.221
13d87602-7b6e-42d0-adcd-01815321df62,19,1,00:00:28.672,0,28,3,0.816431,17,Pressure,212,Atlético Madrid,4,From Throw In,219,RC Deportivo La Coruña,,,"['0ee0bb87-e72a-479b-9ddd-7df822d17168', '17b4d015-81e7-48b3-8f27-7ce52a878446', '85baa1bf-48f5-4bff-b670-5bde9c7f49a7']",,"[33.9, 74.6]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.672
0ee0bb87-e72a-479b-9ddd-7df822d17168,20,1,00:00:29.056,0,29,3,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['13d87602-7b6e-42d0-adcd-01815321df62', 'bac80add-ab8c-4a3d-a035-bacd2e72efc2']",,"[87.7, 5.5]",5199.0,Jorge Resurrección Merodio,16.0,Left Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.056
85baa1bf-48f5-4bff-b670-5bde9c7f49a7,21,1,00:00:29.056,0,29,3,0.249993,43,Carry,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['0ee0bb87-e72a-479b-9ddd-7df822d17168', '13d87602-7b6e-42d0-adcd-01815321df62', '17b4d015-81e7-48b3-8f27-7ce52a878446']",,"[87.7, 5.5]",5199.0,Jorge Resurrección Merodio,16.0,Left Midfield,,,,,,,,,,,,,,,,,True,,,,,,,"[86.7, 7.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.056
17b4d015-81e7-48b3-8f27-7ce52a878446,22,1,00:00:29.306,0,29,3,0.670504,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['13d87602-7b6e-42d0-adcd-01815321df62', 'd1b93c89-8f8a-4a11-a96e-7320509a14e9']",,"[86.7, 7.7]",5199.0,Jorge Resurrección Merodio,16.0,Left Midfield,17622.0,Jackson Arley Martínez Valencia,6.521503,0.9487643,2.0,Low Pass,"[90.5, 13.0]",40.0,Right Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.306
d1b93c89-8f8a-4a11-a96e-7320509a14e9,23,1,00:00:29.976,0,29,3,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['17b4d015-81e7-48b3-8f27-7ce52a878446'],,"[90.5, 13.0]",17622.0,Jackson Arley Martínez Valencia,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.976
820a03ec-f539-464a-9baa-8d0dee8c8720,24,1,00:00:29.976,0,29,3,0.267691,43,Carry,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['c61c1cd7-6a66-4d55-a1a8-f553da124b2c', 'd1b93c89-8f8a-4a11-a96e-7320509a14e9']",,"[90.5, 13.0]",17622.0,Jackson Arley Martínez Valencia,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,"[90.5, 13.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.976
c61c1cd7-6a66-4d55-a1a8-f553da124b2c,25,1,00:00:30.244,0,30,3,0.794644,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['8c23eddd-36de-41d3-95f4-fd5063d4b1a2', 'fae5947f-3aa0-430c-82c2-f8255a1e38d6']",,"[90.5, 13.6]",17622.0,Jackson Arley Martínez Valencia,24.0,Left Center Forward,5199.0,Jorge Resurrección Merodio,3.9,-1.1760052,2.0,Low Pass,"[92.0, 10.0]",40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.244
fae5947f-3aa0-430c-82c2-f8255a1e38d6,26,1,00:00:31.039,0,31,3,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['c61c1cd7-6a66-4d55-a1a8-f553da124b2c'],,"[93.3, 6.2]",5199.0,Jorge Resurrección Merodio,16.0,Left Midfield,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.039
8c23eddd-36de-41d3-95f4-fd5063d4b1a2,27,1,00:00:31.039,0,31,4,0.0,10,Interception,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['c61c1cd7-6a66-4d55-a1a8-f553da124b2c'],,"[28.1, 70.1]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,True,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.039
80d673b2-e118-41d3-817d-856cf32c602a,28,1,00:00:31.039,0,31,4,0.243546,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['7f7fe8d8-9cd3-486f-98f0-a55695e3e51a', '8c23eddd-36de-41d3-95f4-fd5063d4b1a2']",,"[28.1, 70.1]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,"[26.8, 73.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.039
7f7fe8d8-9cd3-486f-98f0-a55695e3e51a,29,1,00:00:31.282,0,31,4,0.650817,30,Pass,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['2545d133-a49a-47d2-a72e-0e842e6cc51e'],,"[26.8, 73.9]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,26107.0,Alberto Lopo García,5.6859474,-2.1685548,1.0,Ground Pass,"[23.6, 69.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.282
2545d133-a49a-47d2-a72e-0e842e6cc51e,30,1,00:00:31.933,0,31,4,,42,Ball Receipt*,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['7f7fe8d8-9cd3-486f-98f0-a55695e3e51a'],,"[23.6, 69.2]",26107.0,Alberto Lopo García,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.933
53ee4d36-edfb-4abc-bd62-86c6fce503e2,31,1,00:00:31.933,0,31,4,0.165268,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['2545d133-a49a-47d2-a72e-0e842e6cc51e', 'b4039f81-42c0-4f94-87c3-3f301c0432ee']",,"[23.6, 69.2]",26107.0,Alberto Lopo García,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,"[23.6, 69.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.933
b4039f81-42c0-4f94-87c3-3f301c0432ee,32,1,00:00:32.098,0,32,4,3.406534,30,Pass,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['1baa1312-15b8-43be-b1fd-b47532b4abb6', '6415d5da-4104-4704-a04a-49b71869be21']",,"[23.6, 69.2]",26107.0,Alberto Lopo García,3.0,Right Center Back,6732.0,Lucas Pérez Martínez,48.299587,0.12872066,3.0,High Pass,"[71.5, 75.4]",40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.098
6415d5da-4104-4704-a04a-49b71869be21,33,1,00:00:35.505,0,35,4,,42,Ball Receipt*,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['b4039f81-42c0-4f94-87c3-3f301c0432ee'],,"[62.9, 70.1]",6732.0,Lucas Pérez Martínez,23.0,Center Forward,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.505
1baa1312-15b8-43be-b1fd-b47532b4abb6,34,1,00:00:35.505,0,35,4,0.0,9,Clearance,219,RC Deportivo La Coruña,1,Regular Play,212,Atlético Madrid,,,['b4039f81-42c0-4f94-87c3-3f301c0432ee'],,"[48.6, 4.7]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,,,,,,,,,,,,,,,,True,True,38.0,Left Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.505
394740f3-1ea4-4e80-b5fe-55f23546ecc4,35,1,00:00:46.294,0,46,5,2.411443,30,Pass,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['b199051b-4b96-4388-bb74-281c39b9d79d'],,"[64.3, 80.0]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,26107.0,Alberto Lopo García,23.984161,-2.8541296,2.0,Low Pass,"[41.3, 73.2]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.294
b199051b-4b96-4388-bb74-281c39b9d79d,36,1,00:00:48.705,0,48,5,,42,Ball Receipt*,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['394740f3-1ea4-4e80-b5fe-55f23546ecc4'],,"[41.3, 73.2]",26107.0,Alberto Lopo García,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.705
8ef06dd9-39e4-4da2-8bac-33f12f59a8ad,37,1,00:00:48.705,0,48,5,1.086067,43,Carry,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,"['b199051b-4b96-4388-bb74-281c39b9d79d', 'ccfa16ea-a72e-4d69-886c-77d7b48ef04c']",,"[41.3, 73.2]",26107.0,Alberto Lopo García,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,"[42.5, 70.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.705
