id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,carry_end_location,pass_aerial_won,interception_outcome_id,interception_outcome_name,foul_committed_advantage,foul_won_advantage,foul_won_defensive,counterpress,clearance_left_foot,pass_miscommunication,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,foul_committed_card_id,foul_committed_card_name,out,clearance_right_foot,pass_cross,pass_switch,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_type_id,foul_committed_type_name,miscontrol_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_end_location,dribble_overrun,ball_recovery_offensive,pass_inswinging,pass_technique_id,pass_technique_name,pass_through_ball,pass_cut_back,dribble_nutmeg,ball_recovery_recovery_failure,foul_committed_penalty,foul_won_penalty,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_deflected,pass_no_touch,shot_first_time,pass_outswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_aerial_won,shot_open_goal,pass_goal_assist,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
0cf5e5d5-cc22-4cc8-9b77-ca91742c788e,11,1,00:00:06.422,0,6,2,0.0,4,Duel,214,Espanyol,9,From Kick Off,214,Espanyol,,,['eb613a4d-eb46-461a-bc87-c7e2acef7be0'],,"[81.3, 63.7]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.422
eb613a4d-eb46-461a-bc87-c7e2acef7be0,12,1,00:00:06.422,0,6,2,0.0,9,Clearance,214,Espanyol,9,From Kick Off,1041,Sporting Gijón,,,"['0cf5e5d5-cc22-4cc8-9b77-ca91742c788e', 'eb7756f5-3c27-4693-9db4-7cbb05b61cad']",,"[38.8, 16.4]",6573.0,Bernardo José Espinosa Zúñiga,5.0,Left Center Back,,,,,,,,,,,,,,,,True,,,True,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.422
0fa0258e-b7ea-42b6-aa93-99efa712189b,13,1,00:00:08.175,0,8,2,1.5672,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['659b5a9b-1b5e-4d54-b49e-684b847a035e', 'd08eb083-6553-4464-9e40-9126a5b314bb']",,"[67.6, 59.0]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,6838.0,Hernán Arsenio Pérez González,19.474342,0.13390884,3.0,High Pass,"[86.9, 61.6]",37.0,Head,66.0,Recovery,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.175
659b5a9b-1b5e-4d54-b49e-684b847a035e,14,1,00:00:09.742,0,9,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['0fa0258e-b7ea-42b6-aa93-99efa712189b'],,"[88.4, 65.4]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.742
d08eb083-6553-4464-9e40-9126a5b314bb,15,1,00:00:09.742,0,9,2,2.022959,30,Pass,214,Espanyol,9,From Kick Off,1041,Sporting Gijón,,,"['0fa0258e-b7ea-42b6-aa93-99efa712189b', '844d6665-d5d4-4664-a7c9-0ddb79823bb3']",,"[33.2, 18.5]",6573.0,Bernardo José Espinosa Zúñiga,5.0,Left Center Back,13107.0,Sergio Álvarez Díaz,14.1325865,1.1166421,3.0,High Pass,"[39.4, 31.2]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.742
844d6665-d5d4-4664-a7c9-0ddb79823bb3,16,1,00:00:11.765,0,11,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,1041,Sporting Gijón,,,['d08eb083-6553-4464-9e40-9126a5b314bb'],,"[39.4, 31.2]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.765
4d2bbb8d-ba3d-4743-9b6f-ce1dcb205122,17,1,00:00:11.765,0,11,2,0.04,43,Carry,214,Espanyol,9,From Kick Off,1041,Sporting Gijón,,,"['844d6665-d5d4-4664-a7c9-0ddb79823bb3', 'ff748433-5456-43c7-9789-76c0d8bc37a9']",,"[39.4, 31.2]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,"[39.4, 31.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.765
ff748433-5456-43c7-9789-76c0d8bc37a9,18,1,00:00:11.805,0,11,2,2.090107,30,Pass,214,Espanyol,9,From Kick Off,1041,Sporting Gijón,,,"['00b66348-ecb2-4622-9ffb-80a2bfe7f012', '6ace9700-c9a2-445b-ac66-114a66f72116']",,"[39.4, 31.4]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,6880.0,Arnaldo Antonio Sanabria Ayala,25.632011,-0.35877067,3.0,High Pass,"[63.4, 22.4]",40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.805
00b66348-ecb2-4622-9ffb-80a2bfe7f012,19,1,00:00:13.895,0,13,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,1041,Sporting Gijón,,,['ff748433-5456-43c7-9789-76c0d8bc37a9'],,"[62.1, 26.0]",6880.0,Arnaldo Antonio Sanabria Ayala,23.0,Center Forward,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.895
af02ca25-3c36-403a-b736-04dade9ba719,20,1,00:00:13.895,0,13,2,0.0,4,Duel,214,Espanyol,9,From Kick Off,1041,Sporting Gijón,,,['6ace9700-c9a2-445b-ac66-114a66f72116'],,"[63.4, 22.4]",6880.0,Arnaldo Antonio Sanabria Ayala,23.0,Center Forward,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.895
6ace9700-c9a2-445b-ac66-114a66f72116,21,1,00:00:13.895,0,13,2,1.15333,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['a7c84f5c-09b2-4c73-b911-c22eb28e201d', 'af02ca25-3c36-403a-b736-04dade9ba719', 'ff748433-5456-43c7-9789-76c0d8bc37a9']",,"[56.7, 57.7]",6762.0,Álvaro González Soberón,3.0,Right Center Back,18407.0,José Alberto Cañas Ruiz Herrera,12.45793,-0.83082145,2.0,Low Pass,"[65.1, 48.5]",,,66.0,Recovery,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.895
a7c84f5c-09b2-4c73-b911-c22eb28e201d,22,1,00:00:15.049,0,15,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['6ace9700-c9a2-445b-ac66-114a66f72116'],,"[65.1, 48.5]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.049
3f57e959-18ce-45de-b808-9d07f99c905d,23,1,00:00:15.049,0,15,2,1.086653,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['6e723c7d-53ce-4205-beb7-34782725cac7', 'a7c84f5c-09b2-4c73-b911-c22eb28e201d', 'd34f5054-a79f-468f-8b18-5768e698a595']",,"[65.1, 48.5]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,True,,,,,,,"[63.8, 55.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.049
6e723c7d-53ce-4205-beb7-34782725cac7,24,1,00:00:15.740,0,15,2,0.340059,17,Pressure,214,Espanyol,9,From Kick Off,1041,Sporting Gijón,,,['3f57e959-18ce-45de-b808-9d07f99c905d'],,"[55.7, 25.6]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.74
d34f5054-a79f-468f-8b18-5768e698a595,25,1,00:00:16.135,0,16,2,0.65473,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['f5341f53-3cdd-465f-8a09-55ae95dc5a2e'],,"[63.8, 55.1]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,6758.0,Víctor Sánchez Mata,8.062258,2.3737366,1.0,Ground Pass,"[58.0, 60.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.135
f5341f53-3cdd-465f-8a09-55ae95dc5a2e,26,1,00:00:16.790,0,16,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['d34f5054-a79f-468f-8b18-5768e698a595'],,"[58.0, 60.7]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.79
b8236852-f52a-426d-af0d-a9f13ec775ea,27,1,00:00:16.790,0,16,2,0.770843,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['f5341f53-3cdd-465f-8a09-55ae95dc5a2e', 'f5ca7270-e7c5-4355-ad2e-841065913fb4']",,"[58.0, 60.7]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,"[58.0, 60.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.79
f5ca7270-e7c5-4355-ad2e-841065913fb4,28,1,00:00:17.561,0,17,2,0.823663,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['06e74df5-f9cd-419a-ae3e-693141c69ed4'],,"[58.0, 60.7]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,6838.0,Hernán Arsenio Pérez González,18.638937,0.9723774,1.0,Ground Pass,"[68.5, 76.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.561
06e74df5-f9cd-419a-ae3e-693141c69ed4,29,1,00:00:18.384,0,18,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['f5ca7270-e7c5-4355-ad2e-841065913fb4'],,"[68.5, 76.1]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.384
c21282b9-b442-4d77-98ee-8c04bf3ece73,30,1,00:00:18.384,0,18,2,1.242248,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['06e74df5-f9cd-419a-ae3e-693141c69ed4', '30c5f2db-dcc3-4059-be40-ca7fc4fdc48f', '899dfc4d-bca7-45e7-8be2-7c4920118b01']",,"[68.5, 76.1]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,,,"[63.1, 75.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.384
30c5f2db-dcc3-4059-be40-ca7fc4fdc48f,31,1,00:00:19.106,0,19,2,0.336155,17,Pressure,214,Espanyol,9,From Kick Off,1041,Sporting Gijón,,,['c21282b9-b442-4d77-98ee-8c04bf3ece73'],,"[57.0, 4.2]",23994.0,Alejandro Menéndez Díez,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.106
899dfc4d-bca7-45e7-8be2-7c4920118b01,32,1,00:00:19.627,0,19,2,1.708888,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['7000885a-7937-4448-b5ad-ebd598aef2eb'],,"[63.1, 75.7]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,6709.0,Anaitz Arbilla Zabala,18.601076,3.1308403,1.0,Ground Pass,"[44.5, 75.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.627
7000885a-7937-4448-b5ad-ebd598aef2eb,33,1,00:00:21.336,0,21,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['899dfc4d-bca7-45e7-8be2-7c4920118b01'],,"[44.5, 75.9]",6709.0,Anaitz Arbilla Zabala,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.336
f1a555b4-97d6-402a-a769-fba6a5d27ea4,34,1,00:00:21.336,0,21,2,1.732414,43,Carry,214,Espanyol,9,From Kick Off,214,Espanyol,,,"['7000885a-7937-4448-b5ad-ebd598aef2eb', '81575aaf-2c36-43d1-b778-8baa396ff3e4']",,"[44.5, 75.9]",6709.0,Anaitz Arbilla Zabala,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,"[43.7, 75.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.336
81575aaf-2c36-43d1-b778-8baa396ff3e4,35,1,00:00:23.068,0,23,2,1.627627,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['1b51d736-27dc-474d-8a4d-6c8a74b4bb3d'],,"[43.7, 75.2]",6709.0,Anaitz Arbilla Zabala,2.0,Right Back,6762.0,Álvaro González Soberón,24.042046,-2.3620768,1.0,Ground Pass,"[26.6, 58.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.068
1b51d736-27dc-474d-8a4d-6c8a74b4bb3d,36,1,00:00:24.696,0,24,2,,42,Ball Receipt*,214,Espanyol,9,From Kick Off,214,Espanyol,,,['81575aaf-2c36-43d1-b778-8baa396ff3e4'],,"[26.6, 58.3]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.696
