id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,ball_recovery_recovery_failure,foul_committed_advantage,foul_won_advantage,out,dribble_outcome_id,dribble_outcome_name,dribble_nutmeg,off_camera,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,foul_won_defensive,duel_outcome_id,duel_outcome_name,miscontrol_aerial_won,foul_committed_card_id,foul_committed_card_name,pass_deflected,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_technique_id,pass_technique_name,pass_inswinging,pass_cross,clearance_head,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_straight,pass_no_touch,pass_cut_back,pass_switch,foul_committed_type_id,foul_committed_type_name,pass_through_ball,dribble_overrun,pass_outswinging,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_aerial_won,shot_first_time,pass_goal_assist,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_one_on_one,block_deflection,clearance_left_foot,bad_behaviour_card_id,bad_behaviour_card_name,shot_aerial_won,timestamp_seconds
7d625087-93d3-4d3f-a132-793d62fe0fde,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,209,Celta Vigo,1,Regular Play,209,Celta Vigo,4231.0,"[{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2fc62454-a9e6-4fdc-ba40-7ca8f3c15510,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,209,Celta Vigo,1,Regular Play,214,Espanyol,442.0,"[{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 24086, 'name': 'Antonio José Raillo Arenas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 4741, 'name': 'Juan Rafael Fuentes Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 5}, {'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
765ece78-41c4-4994-b207-2a8f7d9b0d18,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,209,Celta Vigo,1,Regular Play,214,Espanyol,,,['3d8ec667-0d82-45c6-9bc9-00d6a72f98d0'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3d8ec667-0d82-45c6-9bc9-00d6a72f98d0,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['765ece78-41c4-4994-b207-2a8f7d9b0d18'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
81f5664d-bcb8-4c34-91b0-ea459ab301fb,5,1,00:00:00.204,0,0,2,0.697212,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['75eb2c11-c0f0-4616-b51b-7e96e11085f2'],"[61.0, 40.1]",5217.0,Iago Aspas Juncal,23.0,Center Forward,7105.0,Fabián Ariel Orellana Valenzuela,2.1540658,1.9513026,1.0,Ground Pass,"[60.2, 42.1]",38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204
75eb2c11-c0f0-4616-b51b-7e96e11085f2,6,1,00:00:00.901,0,0,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['81f5664d-bcb8-4c34-91b0-ea459ab301fb'],"[60.2, 42.1]",7105.0,Fabián Ariel Orellana Valenzuela,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.901
5e4ab0a6-7eb7-46ac-a647-0131f54a058b,7,1,00:00:00.901,0,0,2,1.913398,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['96fbc74d-1979-458e-a59d-ffb7da10319f'],"[60.3, 42.5]",7105.0,Fabián Ariel Orellana Valenzuela,19.0,Center Attacking Midfield,6794.0,Gustavo Daniel Cabral Cáceres,31.574831,-2.6680303,1.0,Ground Pass,"[32.2, 28.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.901
96fbc74d-1979-458e-a59d-ffb7da10319f,8,1,00:00:02.814,0,2,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['5e4ab0a6-7eb7-46ac-a647-0131f54a058b'],"[32.2, 28.1]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.814
1566d9a8-79aa-4286-a739-0d89df52340f,9,1,00:00:02.814,0,2,2,2.378118,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['96fbc74d-1979-458e-a59d-ffb7da10319f', 'd975b9d1-3d19-4600-bd7f-27e91ac1d870']","[32.2, 28.1]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,,,,,,,,,,,,"[27.8, 46.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.814
d975b9d1-3d19-4600-bd7f-27e91ac1d870,10,1,00:00:05.192,0,5,2,2.734404,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['8a9b1bbc-465f-4f00-943f-92464a91a324'],"[27.8, 46.0]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,,,47.55639,0.28783143,3.0,High Pass,"[73.4, 59.5]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.192
89c1d4a4-e906-43dd-8296-720317d947c0,11,1,00:00:07.927,0,7,2,0.0,4,Duel,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['8a9b1bbc-465f-4f00-943f-92464a91a324'],"[73.4, 59.5]",23785.0,Théo Bongonda Mbul''Ofeko Batombo,17.0,Right Wing,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.927
8a9b1bbc-465f-4f00-943f-92464a91a324,12,1,00:00:07.927,0,7,3,1.110299,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,"['89c1d4a4-e906-43dd-8296-720317d947c0', 'd975b9d1-3d19-4600-bd7f-27e91ac1d870', 'f7c130ff-45ee-4741-8b2c-8ec14657c109']","[46.7, 20.6]",6867.0,Papa Kouly Diop,11.0,Left Defensive Midfield,27241.0,Víctor Guillermo Álvarez Delgado,17.511139,-0.24220859,3.0,High Pass,"[63.7, 16.4]",,,66.0,Recovery,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.927
f7c130ff-45ee-4741-8b2c-8ec14657c109,13,1,00:00:09.037,0,9,3,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['8a9b1bbc-465f-4f00-943f-92464a91a324'],"[63.7, 16.4]",27241.0,Víctor Guillermo Álvarez Delgado,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.037
a945d496-1469-47b9-b8cf-e47263b97552,14,1,00:00:09.084,0,9,3,0.0,4,Duel,214,Espanyol,1,Regular Play,209,Celta Vigo,,,['6e68d8ce-0b95-415e-a9d5-d9fcd43a3d71'],"[55.9, 62.6]",6797.0,Daniel Wass,2.0,Right Back,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.084
6e68d8ce-0b95-415e-a9d5-d9fcd43a3d71,15,1,00:00:09.084,0,9,3,0.641361,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,"['a945d496-1469-47b9-b8cf-e47263b97552', 'd4657aab-b766-40b6-b0e3-19ce74e413e1']","[64.2, 17.5]",27241.0,Víctor Guillermo Álvarez Delgado,16.0,Left Midfield,7781.0,Felipe Salvador Caicedo Corozo,6.92026,0.65217143,2.0,Low Pass,"[69.7, 21.7]",,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.084
d4657aab-b766-40b6-b0e3-19ce74e413e1,16,1,00:00:09.726,0,9,3,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['6e68d8ce-0b95-415e-a9d5-d9fcd43a3d71'],"[69.7, 21.7]",7781.0,Felipe Salvador Caicedo Corozo,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.726
b3f7ef23-3cf3-4ea6-96f9-c5616dbe7f3a,17,1,00:00:09.726,0,9,3,1.89752,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['c72cb1e7-b204-4727-b083-5d71cb7f055c', 'd4657aab-b766-40b6-b0e3-19ce74e413e1', 'dd91d87e-0fa0-4f2a-961a-7093e5f89fd6']","[69.7, 21.7]",7781.0,Felipe Salvador Caicedo Corozo,24.0,Left Center Forward,,,,,,,,,,,,"[66.5, 20.3]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.726
c72cb1e7-b204-4727-b083-5d71cb7f055c,18,1,00:00:10.369,0,10,3,1.267126,17,Pressure,214,Espanyol,1,Regular Play,209,Celta Vigo,,,"['b3f7ef23-3cf3-4ea6-96f9-c5616dbe7f3a', 'dd91d87e-0fa0-4f2a-961a-7093e5f89fd6']","[48.2, 62.1]",6797.0,Daniel Wass,2.0,Right Back,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.369
dd91d87e-0fa0-4f2a-961a-7093e5f89fd6,19,1,00:00:11.623,0,11,3,1.12898,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,"['13d3c791-f4fc-4951-8732-8a30bed8ff5c', 'bf6c2387-3fab-4b04-a345-a1f9530fa231', 'c72cb1e7-b204-4727-b083-5d71cb7f055c']","[66.5, 20.3]",7781.0,Felipe Salvador Caicedo Corozo,24.0,Left Center Forward,6867.0,Papa Kouly Diop,8.321658,2.5702553,1.0,Ground Pass,"[59.5, 24.8]",40.0,Right Foot,,,,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.623
bf6c2387-3fab-4b04-a345-a1f9530fa231,20,1,00:00:12.752,0,12,3,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['dd91d87e-0fa0-4f2a-961a-7093e5f89fd6'],"[58.3, 24.8]",6867.0,Papa Kouly Diop,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.752
13d3c791-f4fc-4951-8732-8a30bed8ff5c,21,1,00:00:12.752,0,12,3,0.0,10,Interception,214,Espanyol,1,Regular Play,209,Celta Vigo,,,['dd91d87e-0fa0-4f2a-961a-7093e5f89fd6'],"[60.6, 55.3]",6801.0,Pedro Pablo Hernández,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,True,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.752
b7139022-2a42-425e-9623-fe3eb08d5ea7,22,1,00:00:14.142,0,14,3,0.079371,17,Pressure,214,Espanyol,1,Regular Play,209,Celta Vigo,,,,"[68.3, 50.4]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.142
96de866c-5497-4a18-bb0c-74467f5ab1dc,23,1,00:00:14.296,0,14,3,0.0,2,Ball Recovery,214,Espanyol,1,Regular Play,214,Espanyol,,,,"[54.9, 27.9]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.296
13d8112d-2227-49de-97b0-f293496ec8e4,24,1,00:00:15.563,0,15,4,0.0,2,Ball Recovery,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,,"[73.1, 59.5]",19668.0,Augusto Matías Fernández,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.563
17a03d72-d802-4cb8-b068-5aeb20f92df0,25,1,00:00:15.563,0,15,4,0.770752,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['13d8112d-2227-49de-97b0-f293496ec8e4', 'b8969e5d-dffc-495a-b936-8c3e283fa9dd']","[73.1, 59.5]",19668.0,Augusto Matías Fernández,9.0,Right Defensive Midfield,,,,,,,,,,,,"[77.9, 60.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.563
b8969e5d-dffc-495a-b936-8c3e283fa9dd,26,1,00:00:16.334,0,16,4,0.590705,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['067ecc26-4dc0-4b9c-9f74-5ea809fcac50'],"[77.9, 60.1]",19668.0,Augusto Matías Fernández,9.0,Right Defensive Midfield,23785.0,Théo Bongonda Mbul''Ofeko Batombo,7.2249565,2.2974386,1.0,Ground Pass,"[73.1, 65.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.334
067ecc26-4dc0-4b9c-9f74-5ea809fcac50,27,1,00:00:16.925,0,16,4,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['b8969e5d-dffc-495a-b936-8c3e283fa9dd'],"[73.1, 65.5]",23785.0,Théo Bongonda Mbul''Ofeko Batombo,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.925
86748cd8-4487-4902-8f9b-b699337b80d3,28,1,00:00:16.925,0,16,4,2.437262,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['067ecc26-4dc0-4b9c-9f74-5ea809fcac50', 'ac1d9f80-5a01-4cee-b5be-224ef5184ef6']","[73.1, 65.5]",23785.0,Théo Bongonda Mbul''Ofeko Batombo,17.0,Right Wing,,,,,,,,,,,,"[75.1, 54.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.925
ac1d9f80-5a01-4cee-b5be-224ef5184ef6,29,1,00:00:19.362,0,19,4,1.875869,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['ed270746-8228-4ccf-b515-dce70ee389a4'],"[75.1, 54.2]",23785.0,Théo Bongonda Mbul''Ofeko Batombo,17.0,Right Wing,6794.0,Gustavo Daniel Cabral Cáceres,25.339693,-2.4008574,1.0,Ground Pass,"[56.4, 37.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.362
ed270746-8228-4ccf-b515-dce70ee389a4,30,1,00:00:21.238,0,21,4,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['ac1d9f80-5a01-4cee-b5be-224ef5184ef6'],"[56.4, 37.1]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.238
461933f1-f781-4e7b-acdc-02e572951750,31,1,00:00:21.238,0,21,4,3.63981,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['011b203d-06c7-48f2-b422-c497461486ab', 'ed270746-8228-4ccf-b515-dce70ee389a4']","[56.4, 37.1]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,,,,,,,,,,,,"[55.2, 34.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.238
011b203d-06c7-48f2-b422-c497461486ab,32,1,00:00:24.878,0,24,4,1.747621,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['46381e85-7303-4dfe-b0b8-2db7de58e425'],"[55.2, 34.3]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,6805.0,Hugo Mallo Novegil,25.810463,1.9146022,1.0,Ground Pass,"[46.5, 58.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.878
46381e85-7303-4dfe-b0b8-2db7de58e425,33,1,00:00:26.625,0,26,4,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['011b203d-06c7-48f2-b422-c497461486ab'],"[46.5, 58.6]",6805.0,Hugo Mallo Novegil,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.625
b87fafb5-0182-4c15-8a0c-3e59ca968407,34,1,00:00:26.625,0,26,4,2.044945,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['46381e85-7303-4dfe-b0b8-2db7de58e425', 'f8622e3d-97b5-4985-b1de-a09fc88634ac']","[46.5, 58.6]",6805.0,Hugo Mallo Novegil,3.0,Right Center Back,,,,,,,,,,,,"[48.5, 58.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.625
f8622e3d-97b5-4985-b1de-a09fc88634ac,35,1,00:00:28.670,0,28,4,1.345766,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['84b6b8e8-e66a-4ef9-ae1f-e6540ce9fd20'],"[48.5, 58.1]",6805.0,Hugo Mallo Novegil,3.0,Right Center Back,6794.0,Gustavo Daniel Cabral Cáceres,22.94014,-1.927016,1.0,Ground Pass,"[40.5, 36.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.67
84b6b8e8-e66a-4ef9-ae1f-e6540ce9fd20,36,1,00:00:30.016,0,30,4,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['f8622e3d-97b5-4985-b1de-a09fc88634ac'],"[40.5, 36.6]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.016
cf2c65d9-5c4f-4912-90c6-95f8651634a2,37,1,00:00:30.016,0,30,4,1.336569,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['14620ff9-88cd-4290-bed2-d1c63689857a', '84b6b8e8-e66a-4ef9-ae1f-e6540ce9fd20']","[40.5, 36.6]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,,,,,,,,,,,,"[40.2, 35.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.016
14620ff9-88cd-4290-bed2-d1c63689857a,38,1,00:00:31.353,0,31,4,1.778932,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['494cd776-bb21-4b6a-99cd-e8604eb4c3ba'],"[40.2, 35.1]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,7577.0,Carles Planas Antolínez,30.82353,-1.0810299,1.0,Ground Pass,"[54.7, 7.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.353
494cd776-bb21-4b6a-99cd-e8604eb4c3ba,39,1,00:00:33.132,0,33,4,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['14620ff9-88cd-4290-bed2-d1c63689857a'],"[54.7, 7.9]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.132
df527408-5cbb-47bc-bc76-c7e997bcb2bc,40,1,00:00:33.132,0,33,4,1.247964,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['494cd776-bb21-4b6a-99cd-e8604eb4c3ba', 'fd0a0668-2457-4846-a4f4-5c66a4aaac21']","[54.7, 7.9]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,"[56.4, 6.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.132
