id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,duel_type_id,duel_type_name,pass_aerial_won,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,clearance_head,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_inswinging,pass_technique_id,pass_technique_name,pass_cross,counterpress,duel_outcome_id,duel_outcome_name,pass_switch,pass_deflected,foul_committed_type_id,foul_committed_type_name,foul_committed_advantage,pass_goal_assist,shot_first_time,foul_won_advantage,dribble_outcome_id,dribble_outcome_name,dribble_overrun,dribble_nutmeg,off_camera,goalkeeper_end_location,interception_outcome_id,interception_outcome_name,ball_recovery_offensive,ball_recovery_recovery_failure,foul_committed_card_id,foul_committed_card_name,clearance_left_foot,pass_through_ball,shot_one_on_one,miscontrol_aerial_won,foul_won_defensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outswinging,shot_aerial_won,block_offensive,pass_miscommunication,foul_committed_offensive,timestamp_seconds
e6c80595-df90-49c6-b9fe-9d651aeccc5a,11,1,00:00:04.489,0,4,2,1.8404,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['a0bfb386-8da0-4056-a7f7-514a302a4a9b'],"[46.1, 39.6]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,4324.0,Daniel Alves da Silva,33.778397,1.6389399,1.0,Ground Pass,"[43.8, 73.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.489
a0bfb386-8da0-4056-a7f7-514a302a4a9b,12,1,00:00:06.329,0,6,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['e6c80595-df90-49c6-b9fe-9d651aeccc5a'],"[43.8, 73.3]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.329
60cabd27-f34c-4e68-b863-c8a344918e50,13,1,00:00:06.329,0,6,2,1.689657,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['01deabb8-8da4-4809-80df-e7660e5d6ce2', 'a0bfb386-8da0-4056-a7f7-514a302a4a9b']","[43.8, 73.3]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,"[43.5, 71.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.329
01deabb8-8da4-4809-80df-e7660e5d6ce2,14,1,00:00:08.019,0,8,2,2.134653,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['0a829a48-cbc5-4b7a-8c62-3d68213119d8'],"[43.5, 71.5]",4324.0,Daniel Alves da Silva,2.0,Right Back,5213.0,Gerard Piqué Bernabéu,24.617474,-2.3274667,1.0,Ground Pass,"[26.6, 53.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.019
0a829a48-cbc5-4b7a-8c62-3d68213119d8,15,1,00:00:10.153,0,10,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['01deabb8-8da4-4809-80df-e7660e5d6ce2'],"[26.6, 53.6]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.153
192c3418-c552-4ac3-a201-f1a7bb57c8a1,16,1,00:00:10.153,0,10,2,1.32369,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['0a829a48-cbc5-4b7a-8c62-3d68213119d8', 'c7e45260-c585-4994-91ba-44b2fd4de872']","[26.6, 53.6]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[26.6, 53.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.153
c7e45260-c585-4994-91ba-44b2fd4de872,17,1,00:00:11.477,0,11,2,1.365544,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['ad310153-a30e-4011-95f4-93650eb24488'],"[26.6, 53.6]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,5506.0,Javier Alejandro Mascherano,35.254787,-1.6645379,1.0,Ground Pass,"[23.3, 18.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.477
ad310153-a30e-4011-95f4-93650eb24488,18,1,00:00:12.843,0,12,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['c7e45260-c585-4994-91ba-44b2fd4de872'],"[23.3, 18.5]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.843
992a228a-6b8e-4178-886d-fa07f026e40d,19,1,00:00:12.843,0,12,2,1.785556,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['4e88dba9-a9df-4c14-ad5c-ad6450ba140c', '6ca9624c-85d4-4916-a18d-db73f2f6ff60', 'ad310153-a30e-4011-95f4-93650eb24488']","[23.3, 18.5]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,"[18.9, 17.3]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.843
6ca9624c-85d4-4916-a18d-db73f2f6ff60,20,1,00:00:13.057,0,13,2,1.2638,17,Pressure,217,Barcelona,9,From Kick Off,212,Atlético Madrid,,,['992a228a-6b8e-4178-886d-fa07f026e40d'],"[91.6, 58.8]",5487.0,Antoine Griezmann,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.057
4e88dba9-a9df-4c14-ad5c-ad6450ba140c,21,1,00:00:14.628,0,14,2,2.566046,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['fdc91266-2667-430f-bc8a-bbcc07f99c5f'],"[18.9, 17.3]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,5213.0,Gerard Piqué Bernabéu,36.501232,1.5790154,1.0,Ground Pass,"[18.6, 53.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.628
fdc91266-2667-430f-bc8a-bbcc07f99c5f,22,1,00:00:17.194,0,17,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['4e88dba9-a9df-4c14-ad5c-ad6450ba140c'],"[18.6, 53.8]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.194
d1e7a6d5-213f-4b7b-95fb-202517e4b4b6,23,1,00:00:17.194,0,17,2,0.793519,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['55a85473-8391-4b44-8eb1-a545ef2c9109', '577c5ab5-5bcb-4f22-97d5-675a917cd2c5', 'fdc91266-2667-430f-bc8a-bbcc07f99c5f']","[18.6, 53.8]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[20.0, 53.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.194
577c5ab5-5bcb-4f22-97d5-675a917cd2c5,24,1,00:00:17.394,0,17,2,0.7735,17,Pressure,217,Barcelona,9,From Kick Off,212,Atlético Madrid,,,"['55a85473-8391-4b44-8eb1-a545ef2c9109', 'd1e7a6d5-213f-4b7b-95fb-202517e4b4b6']","[98.5, 30.0]",5633.0,Yannick Ferreira Carrasco,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.394
55a85473-8391-4b44-8eb1-a545ef2c9109,25,1,00:00:17.988,0,17,2,1.250907,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['1b2ba102-fa7e-4745-b8d9-4c6ee329841b', '577c5ab5-5bcb-4f22-97d5-675a917cd2c5']","[20.0, 53.7]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,4324.0,Daniel Alves da Silva,22.777182,1.2768164,1.0,Ground Pass,"[26.6, 75.5]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.988
1b2ba102-fa7e-4745-b8d9-4c6ee329841b,26,1,00:00:19.239,0,19,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['55a85473-8391-4b44-8eb1-a545ef2c9109'],"[26.6, 75.5]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.239
179f6647-1dbc-4b3e-b861-2f5abce4e9fc,27,1,00:00:19.239,0,19,2,2.814628,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['1b2ba102-fa7e-4745-b8d9-4c6ee329841b', 'ff058446-c63e-4a14-b094-3349d6fc5667']","[26.6, 75.5]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,"[26.9, 75.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.239
ff058446-c63e-4a14-b094-3349d6fc5667,28,1,00:00:22.053,0,22,2,1.617584,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['39505369-e5fb-4cf6-affa-5a7d616c2c97'],"[26.9, 75.5]",4324.0,Daniel Alves da Silva,2.0,Right Back,5213.0,Gerard Piqué Bernabéu,16.090992,-2.5777233,1.0,Ground Pass,"[13.3, 66.9]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.053
39505369-e5fb-4cf6-affa-5a7d616c2c97,29,1,00:00:23.671,0,23,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['ff058446-c63e-4a14-b094-3349d6fc5667'],"[13.3, 66.9]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.671
44c57570-0403-4352-99ac-54a437c0affb,30,1,00:00:23.671,0,23,2,0.03627,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['39505369-e5fb-4cf6-affa-5a7d616c2c97', '88ad0fee-d9e7-4b57-9e58-29a97aec2be0']","[13.3, 66.9]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[13.3, 65.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.671
88ad0fee-d9e7-4b57-9e58-29a97aec2be0,31,1,00:00:23.707,0,23,2,1.806238,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['9b11684e-766a-4b6d-af34-25f7949db5be'],"[13.3, 65.5]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,4691.0,Claudio Andrés Bravo Muñoz,22.188286,-2.0586329,1.0,Ground Pass,"[2.9, 45.9]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.707
fa6c6b18-d2ee-4bf4-b23a-ff1a61b9ed63,32,1,00:00:25.261,0,25,2,1.2734,17,Pressure,217,Barcelona,9,From Kick Off,212,Atlético Madrid,,,"['9b11684e-766a-4b6d-af34-25f7949db5be', 'c9af7ddb-eefa-4469-974d-b48d7e1c5db3']","[112.1, 28.9]",5633.0,Yannick Ferreira Carrasco,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.261
9b11684e-766a-4b6d-af34-25f7949db5be,33,1,00:00:25.513,0,25,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['88ad0fee-d9e7-4b57-9e58-29a97aec2be0', 'fa6c6b18-d2ee-4bf4-b23a-ff1a61b9ed63']","[2.9, 45.9]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.513
c9af7ddb-eefa-4469-974d-b48d7e1c5db3,34,1,00:00:25.513,0,25,2,1.55434,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['2fad81f5-869d-40c7-9ffa-f7b781832de4', '9b11684e-766a-4b6d-af34-25f7949db5be', 'fa6c6b18-d2ee-4bf4-b23a-ff1a61b9ed63']","[2.9, 45.9]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,"[7.5, 45.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.513
2fad81f5-869d-40c7-9ffa-f7b781832de4,35,1,00:00:27.068,0,27,2,1.8284,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['51fd473c-7330-4db8-8b8f-d421b028311d'],"[7.5, 45.9]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,5506.0,Javier Alejandro Mascherano,36.111217,-1.5458708,1.0,Ground Pass,"[8.4, 9.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.068
51fd473c-7330-4db8-8b8f-d421b028311d,36,1,00:00:28.896,0,28,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['2fad81f5-869d-40c7-9ffa-f7b781832de4'],"[8.4, 9.8]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.896
4024482f-d04b-446b-a432-1474901c2753,37,1,00:00:28.896,0,28,2,0.745722,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['51fd473c-7330-4db8-8b8f-d421b028311d', '7cfd177b-589f-4941-bea6-89d2387d5c98']","[8.4, 9.8]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,"[8.4, 9.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.896
7cfd177b-589f-4941-bea6-89d2387d5c98,38,1,00:00:29.642,0,29,2,1.057346,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['45dbe456-953d-4e19-9747-44016dba10bb'],"[8.4, 9.8]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,5211.0,Jordi Alba Ramos,15.5348,-0.41757074,1.0,Ground Pass,"[22.6, 3.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.642
