id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,counterpress,pass_switch,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_cross,foul_committed_advantage,foul_won_advantage,foul_won_defensive,clearance_right_foot,pass_technique_id,pass_technique_name,pass_straight,shot_one_on_one,pass_inswinging,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_through_ball,pass_no_touch,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_deflected,clearance_left_foot,ball_recovery_recovery_failure,pass_outswinging,block_offensive,goalkeeper_body_part_id,goalkeeper_body_part_name,block_deflection,pass_goal_assist,dribble_overrun,shot_saved_off_target,goalkeeper_shot_saved_off_target,foul_committed_offensive,goalkeeper_punched_out,shot_aerial_won,foul_committed_type_id,foul_committed_type_name,bad_behaviour_card_id,bad_behaviour_card_name,miscontrol_aerial_won,timestamp_seconds
01b94528-e8ba-4605-be48-c2fc8a534d03,11,1,00:00:05.608,0,5,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['e8152984-1814-49da-8e17-25e593905412'],,"[36.0, 65.0]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.608
4724d38c-7027-43a4-9918-c2015a257881,12,1,00:00:05.608,0,5,2,1.244955,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['01b94528-e8ba-4605-be48-c2fc8a534d03', '67f32f28-76c5-4c72-9139-0d479fa78f68']",,"[36.0, 65.0]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,"[34.5, 64.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.608
67f32f28-76c5-4c72-9139-0d479fa78f68,13,1,00:00:06.853,0,6,2,1.47729,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['eb8dd786-8ca3-44ad-9c7f-1fce97b0bad4'],,"[34.5, 64.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,6663.0,Antonio Barragán Fernández,13.981773,0.87147933,1.0,Ground Pass,"[43.5, 74.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.853
eb8dd786-8ca3-44ad-9c7f-1fce97b0bad4,14,1,00:00:08.330,0,8,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['67f32f28-76c5-4c72-9139-0d479fa78f68'],,"[43.5, 74.8]",6663.0,Antonio Barragán Fernández,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33
7b11c074-4aa2-48b3-a2b8-112a5e9fc24c,15,1,00:00:08.330,0,8,2,1.448271,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['89faa2f2-654d-45cf-a580-6aeb2303dd5b', 'a8f623ce-240f-4412-9b17-8bf7e257474b', 'eb8dd786-8ca3-44ad-9c7f-1fce97b0bad4']",,"[43.5, 74.8]",6663.0,Antonio Barragán Fernández,2.0,Right Back,,,,,,,,,,,,True,"[42.4, 77.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33
a8f623ce-240f-4412-9b17-8bf7e257474b,16,1,00:00:09.261,0,9,2,0.344591,17,Pressure,207,Valencia,9,From Kick Off,223,Málaga,,,['7b11c074-4aa2-48b3-a2b8-112a5e9fc24c'],,"[75.6, 4.0]",6740.0,Gonzalo Castro Irizábal,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.261
89faa2f2-654d-45cf-a580-6aeb2303dd5b,17,1,00:00:09.778,0,9,2,0.113769,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['4bf569a2-d533-4515-9816-919a0b87d164', '6ebdec3e-6349-4c0a-8fcb-78202d701a82']",,"[42.4, 77.2]",6663.0,Antonio Barragán Fernández,2.0,Right Back,18724.0,Sofiane Feghouli,4.6840153,0.2812322,2.0,Low Pass,"[46.9, 78.5]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.778
6ebdec3e-6349-4c0a-8fcb-78202d701a82,18,1,00:00:09.892,0,9,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['89faa2f2-654d-45cf-a580-6aeb2303dd5b'],,"[62.3, 75.2]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.892
4bf569a2-d533-4515-9816-919a0b87d164,19,1,00:00:09.892,0,9,2,0.0,6,Block,207,Valencia,9,From Kick Off,223,Málaga,,,['89faa2f2-654d-45cf-a580-6aeb2303dd5b'],,"[73.2, 1.6]",6740.0,Gonzalo Castro Irizábal,16.0,Left Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.892
8b86d618-0d45-4d09-a626-0c3b9005c317,20,1,00:00:16.279,0,16,3,3.106023,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['de95a5ba-4506-491d-b231-1965e366889a'],,"[41.5, 80.0]",6663.0,Antonio Barragán Fernández,2.0,Right Back,27482.0,Aderllan Leandro de Jesus Santos,21.9718,-2.1815224,2.0,Low Pass,"[28.9, 62.0]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.279
de95a5ba-4506-491d-b231-1965e366889a,21,1,00:00:19.385,0,19,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['8b86d618-0d45-4d09-a626-0c3b9005c317'],,"[28.9, 62.0]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.385
005af4af-a9ce-472a-9428-329ce1ea1385,22,1,00:00:19.385,0,19,3,1.406827,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['cd43a2a4-de11-4d29-88b2-69c9a3333525'],,"[28.1, 57.1]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,6596.0,José Luis Gayà Peña,38.508312,-1.4667349,1.0,Ground Pass,"[32.1, 18.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.385
cd43a2a4-de11-4d29-88b2-69c9a3333525,23,1,00:00:20.792,0,20,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['005af4af-a9ce-472a-9428-329ce1ea1385'],,"[32.1, 18.8]",6596.0,José Luis Gayà Peña,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.792
51d9ef4c-3ad4-4896-8db5-f2e1ef685f40,24,1,00:00:20.792,0,20,3,1.418586,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['5d5dfaeb-45f1-474a-ade1-3deb908e18f0', 'cd43a2a4-de11-4d29-88b2-69c9a3333525']",,"[32.1, 18.8]",6596.0,José Luis Gayà Peña,6.0,Left Back,,,,,,,,,,,,,"[39.4, 18.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.792
5d5dfaeb-45f1-474a-ade1-3deb908e18f0,25,1,00:00:22.210,0,22,3,1.033912,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['7cd31fa3-db30-4d9e-9b74-9074feeadc06'],,"[39.4, 18.1]",6596.0,José Luis Gayà Peña,6.0,Left Back,10802.0,André Filipe Tavares Gomes,10.167104,0.88991106,1.0,Ground Pass,"[45.8, 26.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.21
7cd31fa3-db30-4d9e-9b74-9074feeadc06,26,1,00:00:23.244,0,23,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['5d5dfaeb-45f1-474a-ade1-3deb908e18f0'],,"[45.8, 26.0]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.244
b4418077-6f29-4ca6-bfa8-064a34a144a1,27,1,00:00:23.244,0,23,3,0.100658,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['782b0a0d-f1c2-4981-a1e5-b8f8a31cc6e7', '7cd31fa3-db30-4d9e-9b74-9074feeadc06']",,"[45.8, 26.0]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,,"[44.7, 25.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.244
782b0a0d-f1c2-4981-a1e5-b8f8a31cc6e7,28,1,00:00:23.345,0,23,3,0.977234,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['6167da7e-e2fb-4d5e-b190-f2dd4be3c04a'],,"[44.7, 25.4]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,6596.0,José Luis Gayà Peña,10.9252,-1.9853032,1.0,Ground Pass,"[40.3, 15.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.345
6167da7e-e2fb-4d5e-b190-f2dd4be3c04a,29,1,00:00:24.322,0,24,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['782b0a0d-f1c2-4981-a1e5-b8f8a31cc6e7'],,"[40.3, 15.4]",6596.0,José Luis Gayà Peña,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.322
d1e8b55c-ab82-4534-89d2-51fdbbcf2536,30,1,00:00:24.322,0,24,3,0.867077,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['07c6ff55-6cc9-4fa0-8672-d63e0b7d252d', '6167da7e-e2fb-4d5e-b190-f2dd4be3c04a']",,"[40.3, 15.4]",6596.0,José Luis Gayà Peña,6.0,Left Back,,,,,,,,,,,,,"[40.3, 15.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.322
07c6ff55-6cc9-4fa0-8672-d63e0b7d252d,31,1,00:00:25.189,0,25,3,1.531763,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['f7fa9d13-73e4-4da6-b526-92faeae9be39'],,"[40.3, 15.4]",6596.0,José Luis Gayà Peña,6.0,Left Back,27482.0,Aderllan Leandro de Jesus Santos,15.844558,2.5220768,1.0,Ground Pass,"[27.4, 24.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.189
f7fa9d13-73e4-4da6-b526-92faeae9be39,32,1,00:00:26.721,0,26,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['07c6ff55-6cc9-4fa0-8672-d63e0b7d252d'],,"[27.4, 24.6]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.721
291bfe93-e8a2-4a22-a187-729914e764b8,33,1,00:00:26.721,0,26,3,2.93466,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['c81c5bc9-c39d-47eb-a9d8-42dfd969904c', 'f7fa9d13-73e4-4da6-b526-92faeae9be39']",,"[27.4, 24.6]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,,,,,,,,,,,,,"[20.6, 29.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.721
c81c5bc9-c39d-47eb-a9d8-42dfd969904c,34,1,00:00:29.656,0,29,3,1.766973,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['fbb424f4-9fba-42a4-8d15-59395f86493c'],,"[20.6, 29.3]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,3638.0,Shkodran Mustafi,29.308361,1.5946826,1.0,Ground Pass,"[19.9, 58.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.656
fbb424f4-9fba-42a4-8d15-59395f86493c,35,1,00:00:31.423,0,31,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['c81c5bc9-c39d-47eb-a9d8-42dfd969904c'],,"[19.9, 58.6]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.423
b9b5079d-50ac-41b6-a99e-9edee1e89a2d,36,1,00:00:31.423,0,31,3,1.754264,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['13d80e78-3be6-4675-b24d-16e99fc33f53', 'fbb424f4-9fba-42a4-8d15-59395f86493c']",,"[19.9, 58.6]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,"[19.3, 61.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.423
13d80e78-3be6-4675-b24d-16e99fc33f53,37,1,00:00:33.177,0,33,3,1.806406,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,"['54b4a148-b147-4f95-b0c5-264d97ef6ecf', 'f07858dc-b089-4b36-a7ef-1562368d8a20']",,"[19.3, 61.6]",3638.0,Shkodran Mustafi,3.0,Right Center Back,6595.0,Daniel Parejo Muñoz,36.09986,0.37433362,3.0,High Pass,"[52.9, 74.8]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.177
f07858dc-b089-4b36-a7ef-1562368d8a20,38,1,00:00:34.983,0,34,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['13d80e78-3be6-4675-b24d-16e99fc33f53'],,"[52.0, 69.0]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.983
