id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,counterpress,pass_switch,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_cross,foul_committed_advantage,foul_won_advantage,foul_won_defensive,clearance_right_foot,pass_technique_id,pass_technique_name,pass_straight,shot_one_on_one,pass_inswinging,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_through_ball,pass_no_touch,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_deflected,clearance_left_foot,ball_recovery_recovery_failure,pass_outswinging,block_offensive,goalkeeper_body_part_id,goalkeeper_body_part_name,block_deflection,pass_goal_assist,dribble_overrun,shot_saved_off_target,goalkeeper_shot_saved_off_target,foul_committed_offensive,goalkeeper_punched_out,shot_aerial_won,foul_committed_type_id,foul_committed_type_name,bad_behaviour_card_id,bad_behaviour_card_name,miscontrol_aerial_won,timestamp_seconds
3165aeb4-1cc7-4b20-b5b2-2243d83bfdf6,1009,1,00:26:33.499,26,33,60,1.082424,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['548298cc-df56-4f1f-8dda-062849ec239d', '6d7d4723-9685-487e-9091-0f366f5331e4', 'cae7cec0-8f92-451e-a2b4-76a2ca6015a9']",,"[58.2, 68.4]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,,,,,,,,,,,,True,"[63.1, 75.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.499
548298cc-df56-4f1f-8dda-062849ec239d,1010,1,00:26:34.381,26,34,60,0.723909,17,Pressure,207,Valencia,1,Regular Play,223,Málaga,,,"['3165aeb4-1cc7-4b20-b5b2-2243d83bfdf6', '6d7d4723-9685-487e-9091-0f366f5331e4']",,"[57.0, 5.1]",8234.0,Ignacio Camacho Barnola,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.381
6d7d4723-9685-487e-9091-0f366f5331e4,1011,1,00:26:34.582,26,34,60,0.800719,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,"['548298cc-df56-4f1f-8dda-062849ec239d', '663242e9-03b3-4602-b48c-60fe1c508863', 'f8a6cdc4-ce2e-490e-b08a-5f328ce415cb']",,"[63.1, 75.0]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,6663.0,Antonio Barragán Fernández,8.634813,0.23374318,1.0,Ground Pass,"[71.5, 77.0]",40.0,Right Foot,,,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.582
f8a6cdc4-ce2e-490e-b08a-5f328ce415cb,1012,1,00:26:35.383,26,35,60,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['6d7d4723-9685-487e-9091-0f366f5331e4'],,"[75.5, 78.7]",6663.0,Antonio Barragán Fernández,2.0,Right Back,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.383
663242e9-03b3-4602-b48c-60fe1c508863,1013,1,00:26:35.383,26,35,60,0.0,10,Interception,207,Valencia,1,Regular Play,223,Málaga,,,['6d7d4723-9685-487e-9091-0f366f5331e4'],,"[48.6, 3.1]",10868.0,Ricardo Jorge Luz Horta,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.383
a435a70d-5fb4-441e-b124-9be52d4a3278,1014,1,00:26:41.470,26,41,61,0.97342,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['c2590fe6-318f-4ed6-a180-f3bc23a3b0df'],,"[78.5, 80.0]",6663.0,Antonio Barragán Fernández,2.0,Right Back,6595.0,Daniel Parejo Muñoz,12.19262,-3.018255,2.0,Low Pass,"[66.4, 78.5]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.47
c2590fe6-318f-4ed6-a180-f3bc23a3b0df,1015,1,00:26:42.443,26,42,61,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['a435a70d-5fb4-441e-b124-9be52d4a3278'],,"[66.4, 78.5]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.443
7ffa1796-6390-46aa-85f8-bc37060d519e,1016,1,00:26:42.443,26,42,61,1.858146,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['342d2531-e8db-4a59-bbab-ad4047e1213f', '7ddb47ca-544d-4e14-b953-c08f49580d03', 'c2590fe6-318f-4ed6-a180-f3bc23a3b0df']",,"[66.4, 78.5]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,,,,,,,,,,,,True,"[69.3, 77.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.443
7ddb47ca-544d-4e14-b953-c08f49580d03,1017,1,00:26:43.625,26,43,61,0.581338,17,Pressure,207,Valencia,4,From Throw In,223,Málaga,,,['7ffa1796-6390-46aa-85f8-bc37060d519e'],,"[50.8, 2.5]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603.625
ace42e8e-5a5c-459e-af0e-3494528306b1,1018,1,00:26:44.302,26,44,61,0.0,22,Foul Committed,207,Valencia,4,From Throw In,223,Málaga,,,['342d2531-e8db-4a59-bbab-ad4047e1213f'],,"[50.8, 2.5]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.302
342d2531-e8db-4a59-bbab-ad4047e1213f,1019,1,00:26:44.302,26,44,61,0.0,21,Foul Won,207,Valencia,4,From Throw In,207,Valencia,,,['ace42e8e-5a5c-459e-af0e-3494528306b1'],,"[69.3, 77.6]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.302
aeb13156-2038-40a4-8ad9-520369525374,1020,1,00:26:53.430,26,53,62,3.03186,30,Pass,207,Valencia,3,From Free Kick,207,Valencia,,,['6fa63f75-0281-4745-b7b4-3117f08a961f'],,"[69.3, 77.6]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,6596.0,José Luis Gayà Peña,69.72869,-1.5421098,3.0,High Pass,"[71.3, 7.9]",40.0,Right Foot,62.0,Free Kick,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.43
6fa63f75-0281-4745-b7b4-3117f08a961f,1021,1,00:26:56.462,26,56,62,,42,Ball Receipt*,207,Valencia,3,From Free Kick,207,Valencia,,,['aeb13156-2038-40a4-8ad9-520369525374'],,"[71.3, 7.9]",6596.0,José Luis Gayà Peña,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.462
bbbc0f4f-123d-45e0-b2b5-781651a67094,1022,1,00:26:56.462,26,56,62,3.059849,43,Carry,207,Valencia,3,From Free Kick,207,Valencia,,,"['6fa63f75-0281-4745-b7b4-3117f08a961f', '725afa07-bfc4-4fac-b405-7c5588f89b27']",,"[71.3, 7.9]",6596.0,José Luis Gayà Peña,6.0,Left Back,,,,,,,,,,,,,"[84.7, 13.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.462
725afa07-bfc4-4fac-b405-7c5588f89b27,1023,1,00:26:59.522,26,59,62,0.970015,30,Pass,207,Valencia,3,From Free Kick,207,Valencia,,,['cc8d4c88-b178-4a3f-b04d-880d99c3fce1'],,"[84.7, 13.0]",6596.0,José Luis Gayà Peña,6.0,Left Back,5186.0,Denis Cheryshev,9.76166,-0.90885466,1.0,Ground Pass,"[90.7, 5.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.522
cc8d4c88-b178-4a3f-b04d-880d99c3fce1,1024,1,00:27:00.492,27,0,62,,42,Ball Receipt*,207,Valencia,3,From Free Kick,207,Valencia,,,['725afa07-bfc4-4fac-b405-7c5588f89b27'],,"[90.7, 5.3]",5186.0,Denis Cheryshev,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.492
8a8f6431-d24c-4cad-8966-ecc5ada09792,1025,1,00:27:00.492,27,0,62,2.815171,43,Carry,207,Valencia,3,From Free Kick,207,Valencia,,,"['0c7bb67e-01f7-4f96-8d77-8218d538d731', '84a6efcb-5dcb-4c70-b6a6-c23905ed67da', 'cc8d4c88-b178-4a3f-b04d-880d99c3fce1']",,"[90.7, 5.3]",5186.0,Denis Cheryshev,21.0,Left Wing,,,,,,,,,,,,True,"[90.7, 18.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.492
84a6efcb-5dcb-4c70-b6a6-c23905ed67da,1026,1,00:27:03.107,27,3,62,0.481411,17,Pressure,207,Valencia,3,From Free Kick,223,Málaga,,,"['0c7bb67e-01f7-4f96-8d77-8218d538d731', '8a8f6431-d24c-4cad-8966-ecc5ada09792']",,"[28.9, 62.4]",6563.0,Juan Pablo Añor Acosta,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.107
0c7bb67e-01f7-4f96-8d77-8218d538d731,1027,1,00:27:03.307,27,3,62,1.379976,30,Pass,207,Valencia,3,From Free Kick,207,Valencia,,,"['264831fb-b819-4a94-abef-637f2f5f0d71', '47c6edce-5242-405c-b420-dcf1e8097f8d', '84a6efcb-5dcb-4c70-b6a6-c23905ed67da']",,"[90.7, 18.1]",5186.0,Denis Cheryshev,21.0,Left Wing,6402.0,Francisco Alcácer García,18.59301,1.1673169,1.0,Ground Pass,"[98.0, 35.2]",38.0,Left Foot,,,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.307
47c6edce-5242-405c-b420-dcf1e8097f8d,1028,1,00:27:04.687,27,4,62,,42,Ball Receipt*,207,Valencia,3,From Free Kick,207,Valencia,,,['0c7bb67e-01f7-4f96-8d77-8218d538d731'],,"[94.8, 30.1]",6402.0,Francisco Alcácer García,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624.687
264831fb-b819-4a94-abef-637f2f5f0d71,1029,1,00:27:04.687,27,4,63,0.576529,30,Pass,223,Málaga,1,Regular Play,223,Málaga,,,"['0c7bb67e-01f7-4f96-8d77-8218d538d731', '58cd3c70-962f-4885-a3e0-becd32d03455']",,"[22.1, 44.9]",16723.0,Egor Filipenko,5.0,Left Center Back,6580.0,José Luis García del Pozo,9.920181,0.2547583,2.0,Low Pass,"[31.7, 47.4]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624.687
58cd3c70-962f-4885-a3e0-becd32d03455,1030,1,00:27:05.264,27,5,63,,42,Ball Receipt*,223,Málaga,1,Regular Play,223,Málaga,,,['264831fb-b819-4a94-abef-637f2f5f0d71'],,"[31.7, 47.4]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.264
ff0fe0fa-3ab0-44e1-bb04-8d8c273c4f0c,1031,1,00:27:05.264,27,5,63,0.872958,43,Carry,223,Málaga,1,Regular Play,223,Málaga,,,"['58cd3c70-962f-4885-a3e0-becd32d03455', '5a8a52d8-0614-4841-b7c0-8b0d30065d70', '5bb21755-422d-4326-93f9-1b5bd4721154']",,"[31.7, 47.4]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,,,,,,,,,,,,True,"[32.1, 50.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.264
5a8a52d8-0614-4841-b7c0-8b0d30065d70,1032,1,00:27:05.308,27,5,63,1.258075,17,Pressure,223,Málaga,1,Regular Play,207,Valencia,,,"['5bb21755-422d-4326-93f9-1b5bd4721154', 'ff0fe0fa-3ab0-44e1-bb04-8d8c273c4f0c']",,"[88.0, 32.3]",6596.0,José Luis Gayà Peña,6.0,Left Back,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.308
5bb21755-422d-4326-93f9-1b5bd4721154,1033,1,00:27:06.137,27,6,63,0.964514,30,Pass,223,Málaga,1,Regular Play,223,Málaga,,,"['5a8a52d8-0614-4841-b7c0-8b0d30065d70', '9dd1ada8-e110-468d-9b77-427c0744a80a']",,"[32.1, 50.2]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,6563.0,Juan Pablo Añor Acosta,6.484597,0.29736516,1.0,Ground Pass,"[38.3, 52.1]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.137
9dd1ada8-e110-468d-9b77-427c0744a80a,1034,1,00:27:07.101,27,7,63,,42,Ball Receipt*,223,Málaga,1,Regular Play,223,Málaga,,,['5bb21755-422d-4326-93f9-1b5bd4721154'],,"[38.3, 52.1]",6563.0,Juan Pablo Añor Acosta,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.101
781a2d1f-fdc0-4920-86bb-d3e60a160887,1035,1,00:27:07.101,27,7,63,1.260016,43,Carry,223,Málaga,1,Regular Play,223,Málaga,,,"['9dd1ada8-e110-468d-9b77-427c0744a80a', 'ee34b6c2-fdeb-4bb3-bc28-6e6a483b089a']",,"[38.3, 52.1]",6563.0,Juan Pablo Añor Acosta,12.0,Right Midfield,,,,,,,,,,,,,"[36.4, 40.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.101
ee34b6c2-fdeb-4bb3-bc28-6e6a483b089a,1036,1,00:27:08.361,27,8,63,1.959356,30,Pass,223,Málaga,1,Regular Play,223,Málaga,,,"['351c95d0-7e58-4f88-aa80-57e44bb4bcbf', 'ecf9e3c1-18e3-4803-babb-cd6c7ba104c4']",,"[36.4, 40.8]",6563.0,Juan Pablo Añor Acosta,12.0,Right Midfield,6707.0,Charles Días Barbosa de Oliveira,23.34138,-0.7611605,3.0,High Pass,"[53.3, 24.7]",38.0,Left Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.361
6ec6843a-718c-4f55-aa29-71af206b1ba1,1037,1,00:27:08.381,27,8,63,0.32414,17,Pressure,223,Málaga,1,Regular Play,207,Valencia,,,,,"[84.1, 42.5]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.381
ecf9e3c1-18e3-4803-babb-cd6c7ba104c4,1038,1,00:27:10.320,27,10,63,,42,Ball Receipt*,223,Málaga,1,Regular Play,223,Málaga,,,['ee34b6c2-fdeb-4bb3-bc28-6e6a483b089a'],,"[54.0, 27.5]",6707.0,Charles Días Barbosa de Oliveira,22.0,Right Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.32
351c95d0-7e58-4f88-aa80-57e44bb4bcbf,1039,1,00:27:10.320,27,10,64,0.0,2,Ball Recovery,207,Valencia,1,Regular Play,207,Valencia,,,['ee34b6c2-fdeb-4bb3-bc28-6e6a483b089a'],,"[66.8, 55.4]",6663.0,Antonio Barragán Fernández,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.32
726b1fcc-19df-4b0d-8b39-bbb0cdf689a5,1040,1,00:27:10.320,27,10,64,1.44631,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['351c95d0-7e58-4f88-aa80-57e44bb4bcbf', 'a7cd045c-09ac-42a0-a546-e640bf1f0fdf', 'bede4124-f164-4113-ba57-8e5f83c1d4fa']",,"[66.8, 55.4]",6663.0,Antonio Barragán Fernández,2.0,Right Back,,,,,,,,,,,,True,"[61.9, 67.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.32
bede4124-f164-4113-ba57-8e5f83c1d4fa,1041,1,00:27:11.065,27,11,64,0.721222,17,Pressure,207,Valencia,1,Regular Play,223,Málaga,,,"['726b1fcc-19df-4b0d-8b39-bbb0cdf689a5', 'a7cd045c-09ac-42a0-a546-e640bf1f0fdf']",,"[58.2, 12.8]",6707.0,Charles Días Barbosa de Oliveira,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.065
a7cd045c-09ac-42a0-a546-e640bf1f0fdf,1042,1,00:27:11.767,27,11,64,1.408485,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,"['32f38fdc-b286-4be7-b17c-3dedb7d218e1', 'bede4124-f164-4113-ba57-8e5f83c1d4fa']",,"[61.9, 67.3]",6663.0,Antonio Barragán Fernández,2.0,Right Back,3638.0,Shkodran Mustafi,19.961212,-2.2604032,1.0,Ground Pass,"[49.2, 51.9]",38.0,Left Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.767
32f38fdc-b286-4be7-b17c-3dedb7d218e1,1043,1,00:27:13.175,27,13,64,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['a7cd045c-09ac-42a0-a546-e640bf1f0fdf'],,"[49.2, 51.9]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.175
ef2c4b6f-ae75-4dd4-8da1-8b2921efee36,1044,1,00:27:13.175,27,13,64,0.853305,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['32f38fdc-b286-4be7-b17c-3dedb7d218e1', '5d648f59-f9cd-4b45-8c5a-a9bb1c57d757']",,"[49.2, 51.9]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,"[48.2, 52.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.175
5d648f59-f9cd-4b45-8c5a-a9bb1c57d757,1045,1,00:27:14.029,27,14,64,0.881819,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,['efb9e51e-cc4b-4817-992d-413b6ae70f18'],,"[48.2, 52.6]",3638.0,Shkodran Mustafi,3.0,Right Center Back,6751.0,Javier Fuego Martínez,7.7103825,-0.81291413,1.0,Ground Pass,"[53.5, 47.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.029
efb9e51e-cc4b-4817-992d-413b6ae70f18,1046,1,00:27:14.910,27,14,64,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['5d648f59-f9cd-4b45-8c5a-a9bb1c57d757'],,"[53.5, 47.0]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.91
fbbbfd09-0492-4a5e-b338-2719ddd79eff,1047,1,00:27:14.910,27,14,64,0.134966,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['a94d91de-f5de-40d6-b50f-9ec71e9537c4', 'efb9e51e-cc4b-4817-992d-413b6ae70f18']",,"[53.5, 47.0]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,,,,,,,,,,,,,"[53.5, 47.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.91
a94d91de-f5de-40d6-b50f-9ec71e9537c4,1048,1,00:27:15.045,27,15,64,2.258888,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,['8cf41305-1c3e-43fc-94e9-a425bed9fb95'],,"[53.5, 47.0]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,6663.0,Antonio Barragán Fernández,31.637003,1.2190548,1.0,Ground Pass,"[64.4, 76.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.045
8cf41305-1c3e-43fc-94e9-a425bed9fb95,1049,1,00:27:17.304,27,17,64,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['a94d91de-f5de-40d6-b50f-9ec71e9537c4'],,"[64.4, 76.7]",6663.0,Antonio Barragán Fernández,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.304
0c7ed80d-d815-4ffb-a30c-3af82f5bc39a,1050,1,00:27:17.304,27,17,64,0.19332,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['8cf41305-1c3e-43fc-94e9-a425bed9fb95', 'e0495941-85a9-4585-954e-636169b6bdc5']",,"[64.4, 76.7]",6663.0,Antonio Barragán Fernández,2.0,Right Back,,,,,,,,,,,,,"[65.1, 76.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.304
e0495941-85a9-4585-954e-636169b6bdc5,1051,1,00:27:17.498,27,17,64,1.401381,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,['44076eeb-18e4-4dba-940b-bc8396e71360'],,"[65.1, 76.5]",6663.0,Antonio Barragán Fernández,2.0,Right Back,18724.0,Sofiane Feghouli,11.3,0.0,1.0,Ground Pass,"[76.4, 76.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.498
44076eeb-18e4-4dba-940b-bc8396e71360,1052,1,00:27:18.899,27,18,64,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['e0495941-85a9-4585-954e-636169b6bdc5'],,"[76.4, 76.5]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.899
