id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_aerial_won,pass_outcome_id,pass_outcome_name,duel_type_id,duel_type_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_recovery_recovery_failure,counterpress,clearance_left_foot,off_camera,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,pass_cross,out,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,shot_first_time,goalkeeper_end_location,shot_open_goal,foul_won_defensive,pass_miscommunication,miscontrol_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,clearance_right_foot,pass_technique_id,pass_technique_name,pass_through_ball,shot_one_on_one,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_advantage,foul_won_advantage,pass_shot_assist,dribble_nutmeg,pass_outswinging,foul_committed_card_id,foul_committed_card_name,dribble_overrun,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_type_id,foul_committed_type_name,pass_cut_back,pass_inswinging,shot_aerial_won,foul_committed_offensive,pass_straight,timestamp_seconds
c361fff9-4b4d-4d79-a75c-5289dccbbad1,2594,2,00:23:48.701,68,48,143,1.681454,30,Pass,221,Levante UD,8,From Keeper,221,Levante UD,,,"['28b2c746-2ea1-4c99-90d8-db0d0f2c11b7', '86dd2c89-faf9-4f6f-8ac1-991d0703d192']","[45.4, 63.5]",6787.0,Pedro López Muñoz,2.0,Right Back,27122.0,Simão Mate,8.532878,-1.3940874,3.0,High Pass,"[46.9, 55.1]",38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.701
28b2c746-2ea1-4c99-90d8-db0d0f2c11b7,2595,2,00:23:50.382,68,50,143,,42,Ball Receipt*,221,Levante UD,8,From Keeper,221,Levante UD,,,['c361fff9-4b4d-4d79-a75c-5289dccbbad1'],"[46.9, 55.1]",27122.0,Simão Mate,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.382
c9649073-3d33-4962-9129-8c1fc73201e3,2596,2,00:23:50.382,68,50,143,0.610228,43,Carry,221,Levante UD,8,From Keeper,221,Levante UD,,,"['28b2c746-2ea1-4c99-90d8-db0d0f2c11b7', '6e83070b-5972-4fa7-b626-ac7060f7829b', 'e83e0131-0996-4ade-ae5a-7f5512b74ba5']","[46.9, 55.1]",27122.0,Simão Mate,10.0,Center Defensive Midfield,,,,,,,,,,,,"[47.1, 54.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.382
6e83070b-5972-4fa7-b626-ac7060f7829b,2597,2,00:23:50.547,68,50,143,0.334714,17,Pressure,221,Levante UD,8,From Keeper,218,Real Betis,,,['c9649073-3d33-4962-9129-8c1fc73201e3'],"[71.3, 24.5]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.547
e83e0131-0996-4ade-ae5a-7f5512b74ba5,2598,2,00:23:50.992,68,50,143,1.186822,30,Pass,221,Levante UD,8,From Keeper,221,Levante UD,,,['112bfda7-e674-4ef2-9b78-0f3a383980fa'],"[47.1, 54.1]",27122.0,Simão Mate,10.0,Center Defensive Midfield,6647.0,Zouhair Feddal,17.306646,-2.158799,2.0,Low Pass,"[37.5, 39.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.992
112bfda7-e674-4ef2-9b78-0f3a383980fa,2599,2,00:23:52.179,68,52,143,,42,Ball Receipt*,221,Levante UD,8,From Keeper,221,Levante UD,,,['e83e0131-0996-4ade-ae5a-7f5512b74ba5'],"[37.5, 39.7]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.179
dd8c1716-66a7-4e9c-abdb-cca122dfc6ac,2600,2,00:23:52.179,68,52,143,1.46428,43,Carry,221,Levante UD,8,From Keeper,221,Levante UD,,,"['112bfda7-e674-4ef2-9b78-0f3a383980fa', 'fd09c704-a440-47e5-8082-46e45c0f871f']","[37.5, 39.7]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,"[31.1, 36.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.179
fd09c704-a440-47e5-8082-46e45c0f871f,2601,2,00:23:53.644,68,53,143,2.656991,30,Pass,221,Levante UD,8,From Keeper,221,Levante UD,,,['3b6faaf8-1b8f-4658-aabb-75931e6abb1d'],"[31.1, 36.1]",6647.0,Zouhair Feddal,5.0,Left Center Back,6784.0,Antonio García Aranda,44.487526,-0.7249623,1.0,Ground Pass,"[64.4, 6.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.644
3b6faaf8-1b8f-4658-aabb-75931e6abb1d,2602,2,00:23:56.300,68,56,143,,42,Ball Receipt*,221,Levante UD,8,From Keeper,221,Levante UD,,,['fd09c704-a440-47e5-8082-46e45c0f871f'],"[64.4, 6.6]",6784.0,Antonio García Aranda,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436.3
54c54082-4107-4a7d-a9ee-42787adab648,2603,2,00:23:56.300,68,56,143,5.014248,43,Carry,221,Levante UD,8,From Keeper,221,Levante UD,,,"['3b6faaf8-1b8f-4658-aabb-75931e6abb1d', 'b572c40d-942a-4557-8e76-3c4ffbe0b389']","[64.4, 6.6]",6784.0,Antonio García Aranda,6.0,Left Back,,,,,,,,,,,,"[92.9, 9.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436.3
