id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,counterpress,pass_aerial_won,pass_switch,out,interception_outcome_id,interception_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_aerial_won,off_camera,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,clearance_left_foot,pass_cross,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_through_ball,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,block_save_block,goalkeeper_end_location,foul_won_defensive,pass_cut_back,block_offensive,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,clearance_right_foot,miscontrol_aerial_won,shot_aerial_won,dribble_no_touch,pass_inswinging,pass_deflected,foul_committed_advantage,foul_won_advantage,dribble_overrun,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,ball_recovery_offensive,pass_straight,foul_committed_card_id,foul_committed_card_name,shot_saved_to_post,goalkeeper_shot_saved_to_post,pass_goal_assist,50_50_outcome_id,50_50_outcome_name,shot_one_on_one,shot_open_goal,timestamp_seconds
4a119dc2-0083-473a-baf3-8caab5b912c9,11,1,00:00:06.577,0,6,2,1.815982,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['1d19cff2-0f12-43df-a3a4-8f0ea39ebc12'],"[43.1, 21.3]",6802.0,Jonathan Castro Otto,6.0,Left Back,6804.0,Sergi Gómez Solà,23.608896,2.7367008,1.0,Ground Pass,"[21.4, 30.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.577
1d19cff2-0f12-43df-a3a4-8f0ea39ebc12,12,1,00:00:08.393,0,8,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['4a119dc2-0083-473a-baf3-8caab5b912c9'],"[21.4, 30.6]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.393
301a0ff7-51ca-4a6f-b126-a70c96972133,13,1,00:00:08.393,0,8,2,0.610825,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['19100643-5bfa-425f-b8f9-0e1817864ab1', '1d19cff2-0f12-43df-a3a4-8f0ea39ebc12', '5c0f2eac-2002-47a8-b415-f497ab368279']","[21.4, 30.6]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,,,,,,,,,,,,"[15.6, 35.2]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.393
5c0f2eac-2002-47a8-b415-f497ab368279,14,1,00:00:08.472,0,8,2,0.468691,17,Pressure,209,Celta Vigo,9,From Kick Off,207,Valencia,,,['301a0ff7-51ca-4a6f-b126-a70c96972133'],"[102.8, 48.4]",6402.0,Francisco Alcácer García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.472
19100643-5bfa-425f-b8f9-0e1817864ab1,15,1,00:00:09.004,0,9,2,1.076216,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['d99f96f7-aa17-40ed-bb73-c9c9123b3702'],"[15.6, 35.2]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,6794.0,Gustavo Daniel Cabral Cáceres,21.168137,1.2834119,1.0,Ground Pass,"[21.6, 55.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.004
d99f96f7-aa17-40ed-bb73-c9c9123b3702,16,1,00:00:10.080,0,10,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['19100643-5bfa-425f-b8f9-0e1817864ab1'],"[21.6, 55.5]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.08
752f9959-05a2-45de-bdb6-5f1207a1fddf,17,1,00:00:10.080,0,10,2,2.190924,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['17a03a7d-0278-44ca-bef3-10229e5a3847', 'd99f96f7-aa17-40ed-bb73-c9c9123b3702']","[21.6, 55.5]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,,,,,,,,,,,,"[23.2, 57.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.08
17a03a7d-0278-44ca-bef3-10229e5a3847,18,1,00:00:12.271,0,12,2,0.898786,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['73e98b53-3668-44c5-b944-bbf304a9e1f5'],"[23.2, 57.2]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,6805.0,Hugo Mallo Novegil,19.743607,1.3147616,1.0,Ground Pass,"[28.2, 76.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.271
73e98b53-3668-44c5-b944-bbf304a9e1f5,19,1,00:00:13.170,0,13,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['17a03a7d-0278-44ca-bef3-10229e5a3847'],"[28.2, 76.3]",6805.0,Hugo Mallo Novegil,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.17
1094d4fd-05ec-4159-98b9-2f00257e243a,20,1,00:00:13.170,0,13,2,1.694971,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['73e98b53-3668-44c5-b944-bbf304a9e1f5', '7d92bc70-4694-4a81-b7ca-da28e691a7ae']","[28.2, 76.3]",6805.0,Hugo Mallo Novegil,2.0,Right Back,,,,,,,,,,,,"[28.5, 77.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.17
7d92bc70-4694-4a81-b7ca-da28e691a7ae,21,1,00:00:14.865,0,14,2,2.548911,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['77730b00-1280-4ac6-be08-0ccbd839394d', 'a804f0c8-7142-4cd0-8f45-3744cfa7a6dc']","[28.5, 77.5]",6805.0,Hugo Mallo Novegil,2.0,Right Back,6802.0,Jonathan Castro Otto,51.385796,-0.18594567,3.0,High Pass,"[79.0, 68.0]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.865
77730b00-1280-4ac6-be08-0ccbd839394d,22,1,00:00:17.414,0,17,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['7d92bc70-4694-4a81-b7ca-da28e691a7ae'],"[78.0, 67.1]",6802.0,Jonathan Castro Otto,6.0,Left Back,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.414
deb56069-2b9f-4a9b-ac76-8b5de4c08f22,23,1,00:00:17.414,0,17,2,0.0,4,Duel,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['a804f0c8-7142-4cd0-8f45-3744cfa7a6dc'],"[79.0, 68.0]",6038.0,John Guidetti,23.0,Center Forward,,,,,,,,,,,,,True,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.414
a804f0c8-7142-4cd0-8f45-3744cfa7a6dc,24,1,00:00:17.414,0,17,3,2.185233,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,"['75e21f4c-62fb-4454-8e86-aa05096adc9a', '7d92bc70-4694-4a81-b7ca-da28e691a7ae', 'deb56069-2b9f-4a9b-ac76-8b5de4c08f22']","[41.1, 12.1]",4406.0,Aymen Abdennour,5.0,Left Center Back,10037.0,Danilo Barbosa da Silva,14.17392,0.3529904,3.0,High Pass,"[54.4, 17.0]",64.0,Interception,,,,True,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.414
75e21f4c-62fb-4454-8e86-aa05096adc9a,25,1,00:00:19.599,0,19,3,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['a804f0c8-7142-4cd0-8f45-3744cfa7a6dc'],"[54.4, 17.0]",10037.0,Danilo Barbosa da Silva,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.599
f608b538-cd72-4e07-b975-cbf6f6e938c6,26,1,00:00:19.664,0,19,3,2.429432,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,['22a639f1-2625-4903-801a-95ec444007ea'],"[54.8, 17.0]",10037.0,Danilo Barbosa da Silva,9.0,Right Defensive Midfield,6751.0,Javier Fuego Martínez,12.101653,-0.9438226,3.0,High Pass,"[61.9, 7.2]",,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.664
f254b459-fbb6-424c-a85d-8f987f6e3082,27,1,00:00:20.813,0,20,3,1.506895,17,Pressure,207,Valencia,1,Regular Play,209,Celta Vigo,,,"['22a639f1-2625-4903-801a-95ec444007ea', '2840b014-a298-4e7d-8a92-fcf227fe5028', 'e315a3b9-f5d5-4a39-804b-ba37c3dd1990']","[57.2, 72.5]",6600.0,Claudio Beauvue,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.813
22a639f1-2625-4903-801a-95ec444007ea,28,1,00:00:22.093,0,22,3,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,"['f254b459-fbb6-424c-a85d-8f987f6e3082', 'f608b538-cd72-4e07-b975-cbf6f6e938c6']","[61.9, 7.2]",6751.0,Javier Fuego Martínez,11.0,Left Defensive Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.093
2840b014-a298-4e7d-8a92-fcf227fe5028,29,1,00:00:22.093,0,22,3,0.115073,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['22a639f1-2625-4903-801a-95ec444007ea', 'e315a3b9-f5d5-4a39-804b-ba37c3dd1990', 'f254b459-fbb6-424c-a85d-8f987f6e3082']","[61.9, 7.2]",6751.0,Javier Fuego Martínez,11.0,Left Defensive Midfield,,,,,,,,,,,,"[63.8, 6.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.093
e315a3b9-f5d5-4a39-804b-ba37c3dd1990,30,1,00:00:22.208,0,22,3,0.667577,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,"['721d1fad-1523-4209-94df-d0e5df3a43c7', 'f254b459-fbb6-424c-a85d-8f987f6e3082']","[63.8, 6.6]",6751.0,Javier Fuego Martínez,11.0,Left Defensive Midfield,10802.0,André Filipe Tavares Gomes,7.4330344,-3.0472786,1.0,Ground Pass,"[56.4, 5.9]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.208
721d1fad-1523-4209-94df-d0e5df3a43c7,31,1,00:00:22.876,0,22,3,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['e315a3b9-f5d5-4a39-804b-ba37c3dd1990'],"[56.4, 5.9]",10802.0,André Filipe Tavares Gomes,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.876
3af7b103-0af5-4b64-bfef-89ad24be2c84,32,1,00:00:22.876,0,22,3,0.096875,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['21b4f038-a98b-44ca-b34e-f66143e53e94', '721d1fad-1523-4209-94df-d0e5df3a43c7']","[56.4, 5.9]",10802.0,André Filipe Tavares Gomes,21.0,Left Wing,,,,,,,,,,,,"[55.9, 5.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.876
21b4f038-a98b-44ca-b34e-f66143e53e94,33,1,00:00:22.973,0,22,3,1.1,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,['016a308d-4ec8-4663-945f-3837bbc5ca93'],"[55.9, 5.6]",10802.0,André Filipe Tavares Gomes,21.0,Left Wing,26780.0,Guilherme Magdalena Siqueira,7.984986,-2.7564352,1.0,Ground Pass,"[48.5, 2.6]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.973
016a308d-4ec8-4663-945f-3837bbc5ca93,34,1,00:00:24.073,0,24,3,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['21b4f038-a98b-44ca-b34e-f66143e53e94'],"[48.5, 2.6]",26780.0,Guilherme Magdalena Siqueira,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.073
0c487ca0-c670-4215-adfa-b586acd9fa0b,35,1,00:00:24.073,0,24,3,0.706942,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['016a308d-4ec8-4663-945f-3837bbc5ca93', '566d0329-5ecc-404e-8ab5-75b359772cdb']","[48.5, 2.6]",26780.0,Guilherme Magdalena Siqueira,6.0,Left Back,,,,,,,,,,,,"[47.9, 1.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.073
566d0329-5ecc-404e-8ab5-75b359772cdb,36,1,00:00:24.780,0,24,3,1.2,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,['9c21af98-44e6-41af-a71a-f3ab9b853b81'],"[47.9, 1.5]",26780.0,Guilherme Magdalena Siqueira,6.0,Left Back,4406.0,Aymen Abdennour,12.836277,2.6640086,1.0,Ground Pass,"[36.5, 7.4]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.78
