id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,interception_outcome_id,interception_outcome_name,pass_cross,pass_switch,out,duel_type_id,duel_type_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,clearance_right_foot,goalkeeper_end_location,clearance_aerial_won,ball_recovery_recovery_failure,foul_committed_advantage,foul_won_advantage,pass_through_ball,pass_technique_id,pass_technique_name,pass_inswinging,clearance_left_foot,dribble_nutmeg,miscontrol_aerial_won,block_deflection,shot_aerial_won,pass_cut_back,foul_committed_card_id,foul_committed_card_name,dribble_overrun,50_50_outcome_id,50_50_outcome_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_other,foul_committed_offensive,pass_outswinging,timestamp_seconds
b140772d-7f3b-48aa-a9b2-0cf18331ec58,11,1,00:00:03.309,0,3,2,2.009864,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['722266ac-b8d2-45fc-bf6b-ff63ae7ccead', 'd5b0e1b4-b209-49db-af45-0f63f887fed0']",,"[38.9, 46.3]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,,,40.15084,-0.14999832,3.0,High Pass,"[78.6, 40.3]",38.0,Left Foot,,,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.309
722266ac-b8d2-45fc-bf6b-ff63ae7ccead,12,1,00:00:05.319,0,5,2,1.709406,30,Pass,207,Valencia,9,From Kick Off,360,Rayo Vallecano,,,"['3300fee4-4562-4b8a-8d40-b4ab14b4aa35', 'b140772d-7f3b-48aa-a9b2-0cf18331ec58']",,"[41.5, 39.8]",26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,7900.0,Tiago Manuel Dias Correia,19.936148,-0.7037297,2.0,Low Pass,"[56.7, 26.9]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.319
3300fee4-4562-4b8a-8d40-b4ab14b4aa35,13,1,00:00:07.029,0,7,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,360,Rayo Vallecano,,,['722266ac-b8d2-45fc-bf6b-ff63ae7ccead'],,"[56.7, 26.9]",7900.0,Tiago Manuel Dias Correia,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.029
8816d6d4-3130-434b-acd3-c28059602a2d,14,1,00:00:07.029,0,7,2,0.652297,30,Pass,207,Valencia,9,From Kick Off,360,Rayo Vallecano,,,"['3ef5591c-eb26-4bab-97c9-99630d1757b8', '9bf86d1b-4b28-45ae-af57-5974b82d584a']",,"[56.7, 26.9]",7900.0,Tiago Manuel Dias Correia,16.0,Left Midfield,26848.0,Roberto Trashorras Gayoso,14.020699,0.9372806,2.0,Low Pass,"[65.0, 38.2]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.029
9bf86d1b-4b28-45ae-af57-5974b82d584a,15,1,00:00:07.681,0,7,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,360,Rayo Vallecano,,,['8816d6d4-3130-434b-acd3-c28059602a2d'],,"[63.6, 41.5]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.681
3ef5591c-eb26-4bab-97c9-99630d1757b8,16,1,00:00:07.681,0,7,2,0.0,10,Interception,207,Valencia,9,From Kick Off,207,Valencia,,,['8816d6d4-3130-434b-acd3-c28059602a2d'],,"[55.1, 41.9]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,True,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.681
8a3724bd-2a15-47dc-979f-07319a4ee105,17,1,00:00:07.681,0,7,2,1.50635,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['3ef5591c-eb26-4bab-97c9-99630d1757b8', '65608455-2a19-4118-9ee0-62f6838fae86', 'cc32572a-00b1-46fe-a473-4fb9ac306a3f']",,"[55.1, 41.9]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,,,,,,,,,,,,True,"[61.7, 45.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.681
65608455-2a19-4118-9ee0-62f6838fae86,18,1,00:00:08.764,0,8,2,0.730524,17,Pressure,207,Valencia,9,From Kick Off,360,Rayo Vallecano,,,"['8a3724bd-2a15-47dc-979f-07319a4ee105', 'cc32572a-00b1-46fe-a473-4fb9ac306a3f']",,"[52.9, 35.9]",26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.764
cc32572a-00b1-46fe-a473-4fb9ac306a3f,19,1,00:00:09.187,0,9,2,1.364194,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['51e3e892-6e21-4407-a9b7-07af2f453b7d', '65608455-2a19-4118-9ee0-62f6838fae86']",,"[61.7, 45.0]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,6594.0,Santiago Mina Lorenzo,19.744873,1.213804,3.0,High Pass,"[68.6, 63.5]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.187
b0d44663-6c21-4d86-a1d2-a3b360773382,20,1,00:00:10.152,0,10,2,1.362338,17,Pressure,207,Valencia,9,From Kick Off,360,Rayo Vallecano,,,"['51e3e892-6e21-4407-a9b7-07af2f453b7d', 'ac25d4d7-dfe3-4c5d-a6a3-24fa18a67bf1', 'e0178a8d-6835-4ea4-afcf-ed9dc0a7af70']",,"[49.6, 16.3]",11298.0,José Ignacio Martínez García,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.152
51e3e892-6e21-4407-a9b7-07af2f453b7d,21,1,00:00:10.551,0,10,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,"['b0d44663-6c21-4d86-a1d2-a3b360773382', 'cc32572a-00b1-46fe-a473-4fb9ac306a3f']",,"[68.6, 63.5]",6594.0,Santiago Mina Lorenzo,17.0,Right Wing,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.551
e0178a8d-6835-4ea4-afcf-ed9dc0a7af70,22,1,00:00:10.551,0,10,2,0.619453,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['51e3e892-6e21-4407-a9b7-07af2f453b7d', 'ac25d4d7-dfe3-4c5d-a6a3-24fa18a67bf1', 'b0d44663-6c21-4d86-a1d2-a3b360773382']",,"[68.6, 63.5]",6594.0,Santiago Mina Lorenzo,17.0,Right Wing,,,,,,,,,,,,True,"[66.7, 64.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.551
ac25d4d7-dfe3-4c5d-a6a3-24fa18a67bf1,23,1,00:00:11.171,0,11,2,1.296576,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['7e96c5a5-649c-42a0-8f46-8eb2c498bc69', 'b0d44663-6c21-4d86-a1d2-a3b360773382']",,"[66.7, 64.6]",6594.0,Santiago Mina Lorenzo,17.0,Right Wing,7005.0,João Pedro Cavaco Cancelo,17.839283,2.7985687,1.0,Ground Pass,"[49.9, 70.6]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.171
7e96c5a5-649c-42a0-8f46-8eb2c498bc69,24,1,00:00:12.467,0,12,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['ac25d4d7-dfe3-4c5d-a6a3-24fa18a67bf1'],,"[49.9, 70.6]",7005.0,João Pedro Cavaco Cancelo,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.467
eebf7b81-cc11-4536-ab27-e3ad597473ba,25,1,00:00:12.467,0,12,2,1.425879,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['7e96c5a5-649c-42a0-8f46-8eb2c498bc69', '8aa1ed31-8237-45c1-ada3-988b20da120d']",,"[49.9, 70.6]",7005.0,João Pedro Cavaco Cancelo,2.0,Right Back,,,,,,,,,,,,,"[41.4, 72.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.467
8aa1ed31-8237-45c1-ada3-988b20da120d,26,1,00:00:13.893,0,13,2,2.240645,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['cbc08e93-1355-431a-aeb6-df3fa29f0e1e'],,"[41.4, 72.8]",7005.0,João Pedro Cavaco Cancelo,2.0,Right Back,3240.0,Mathew Ryan,36.548325,-2.4142687,1.0,Ground Pass,"[14.1, 48.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.893
cbc08e93-1355-431a-aeb6-df3fa29f0e1e,27,1,00:00:16.134,0,16,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['8aa1ed31-8237-45c1-ada3-988b20da120d'],,"[14.1, 48.5]",3240.0,Mathew Ryan,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.134
a655bd13-de4d-478d-80dc-a42b39385011,28,1,00:00:16.134,0,16,2,3.892265,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['2b2d69ee-3323-44b6-905e-51a54d12ac80', 'cbc08e93-1355-431a-aeb6-df3fa29f0e1e', 'f35e5890-fdc7-4465-9006-90c3bc89ab8b']",,"[14.1, 48.5]",3240.0,Mathew Ryan,1.0,Goalkeeper,,,,,,,,,,,,True,"[8.3, 29.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.134
2b2d69ee-3323-44b6-905e-51a54d12ac80,29,1,00:00:19.894,0,19,2,0.730678,17,Pressure,207,Valencia,9,From Kick Off,360,Rayo Vallecano,,,"['a655bd13-de4d-478d-80dc-a42b39385011', 'f35e5890-fdc7-4465-9006-90c3bc89ab8b']",,"[107.9, 40.6]",26690.0,Alberto Mateus Contreiras Gonçalves,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.894
f35e5890-fdc7-4465-9006-90c3bc89ab8b,30,1,00:00:20.026,0,20,2,1.625228,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['2b2d69ee-3323-44b6-905e-51a54d12ac80', '8f2b8f5d-b45d-44b1-ac2a-01e389004c14']",,"[8.3, 29.9]",3240.0,Mathew Ryan,1.0,Goalkeeper,6751.0,Javier Fuego Martínez,36.43103,0.13490959,1.0,Ground Pass,"[44.4, 34.8]",38.0,Left Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.026
8f2b8f5d-b45d-44b1-ac2a-01e389004c14,31,1,00:00:21.651,0,21,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['f35e5890-fdc7-4465-9006-90c3bc89ab8b'],,"[44.4, 34.8]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.651
e74a9039-3212-4c80-b032-3994da3844a7,32,1,00:00:21.651,0,21,2,1.086715,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['53061f9c-fb33-4715-a449-3311a55d3591', '8f2b8f5d-b45d-44b1-ac2a-01e389004c14']",,"[44.4, 34.8]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,,,,,,,,,,,,,"[44.1, 41.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.651
53061f9c-fb33-4715-a449-3311a55d3591,33,1,00:00:22.738,0,22,2,0.840467,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['87ff90df-816a-4864-9c37-2c4aefc5e60d'],,"[44.1, 41.9]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,20542.0,Álvaro Negredo Sánchez,16.924833,-0.19623682,1.0,Ground Pass,"[60.7, 38.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.738
bfd905c1-e5ef-4653-b628-34b5d3b862ab,34,1,00:00:23.229,0,23,2,0.959195,17,Pressure,207,Valencia,9,From Kick Off,360,Rayo Vallecano,,,"['87ff90df-816a-4864-9c37-2c4aefc5e60d', 'd1ced49d-6b61-43cc-a87a-bc2a3827454e']",,"[54.7, 39.0]",26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.229
87ff90df-816a-4864-9c37-2c4aefc5e60d,35,1,00:00:23.579,0,23,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,"['53061f9c-fb33-4715-a449-3311a55d3591', 'bfd905c1-e5ef-4653-b628-34b5d3b862ab']",,"[60.7, 38.6]",20542.0,Álvaro Negredo Sánchez,23.0,Center Forward,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.579
d1ced49d-6b61-43cc-a87a-bc2a3827454e,36,1,00:00:23.579,0,23,2,1.082701,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['12b49ce6-299d-4f8a-a45a-9f94989c3088', 'bfd905c1-e5ef-4653-b628-34b5d3b862ab']",,"[59.3, 38.6]",20542.0,Álvaro Negredo Sánchez,23.0,Center Forward,7797.0,Rodrigo Javier De Paul,10.5019045,-1.811156,1.0,Ground Pass,"[56.8, 28.4]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.579
279719ab-42ef-493a-9631-6c25c899a500,37,1,00:00:24.464,0,24,2,0.451451,17,Pressure,207,Valencia,9,From Kick Off,360,Rayo Vallecano,,,"['12b49ce6-299d-4f8a-a45a-9f94989c3088', '6631e303-3f3a-4a54-8625-b72c86fbf1c3']",,"[62.4, 55.4]",9246.0,Patrick Ebert,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.464
