id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,out,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,dribble_outcome_id,dribble_outcome_name,pass_switch,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_cross,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_outcome_id,goalkeeper_outcome_name,shot_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_goal_assist,shot_one_on_one,pass_outswinging,pass_technique_id,pass_technique_name,clearance_head,foul_won_defensive,pass_aerial_won,pass_through_ball,pass_cut_back,clearance_right_foot,shot_first_time,pass_inswinging,clearance_aerial_won,ball_recovery_recovery_failure,foul_committed_card_id,foul_committed_card_name,dribble_overrun,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_type_id,foul_committed_type_name,dribble_nutmeg,foul_committed_advantage,foul_won_advantage,shot_deflected,block_deflection,foul_committed_offensive,goalkeeper_lost_in_play,block_save_block,miscontrol_aerial_won,timestamp_seconds
c5d61694-cc07-423b-97e5-d319c89c4609,11,1,00:00:05.852,0,5,2,1.241155,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['03897413-3d2d-45f4-b2f1-4dc38b96b041', '78219089-2d9b-4ad3-97bc-cdacb3c6e8dd']",,"[31.1, 55.6]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,"[31.5, 52.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.852
78219089-2d9b-4ad3-97bc-cdacb3c6e8dd,12,1,00:00:07.094,0,7,2,1.083672,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['fb27bd6e-8036-4e7a-a5b3-6becd7252246'],,"[31.5, 52.5]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,6573.0,Bernardo José Espinosa Zúñiga,31.975773,-1.6396528,1.0,Ground Pass,"[29.3, 20.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.094
fb27bd6e-8036-4e7a-a5b3-6becd7252246,13,1,00:00:08.177,0,8,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['78219089-2d9b-4ad3-97bc-cdacb3c6e8dd'],,"[29.3, 20.6]",6573.0,Bernardo José Espinosa Zúñiga,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.177
1b0739f4-de21-4de6-a5d4-6281bff25494,14,1,00:00:08.177,0,8,2,0.039999,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['31047b6e-66ff-4f1b-8b11-0604e7bc9412', 'fb27bd6e-8036-4e7a-a5b3-6becd7252246']",,"[29.3, 20.6]",6573.0,Bernardo José Espinosa Zúñiga,5.0,Left Center Back,,,,,,,,,,,,"[29.7, 22.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.177
31047b6e-66ff-4f1b-8b11-0604e7bc9412,15,1,00:00:08.217,0,8,2,2.486054,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['32ec1586-0992-482d-b5e7-b56e1375fa41'],,"[29.7, 22.6]",6573.0,Bernardo José Espinosa Zúñiga,5.0,Left Center Back,6561.0,Luis Hernández Rodríguez,28.91107,1.3333678,1.0,Ground Pass,"[36.5, 50.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.217
32ec1586-0992-482d-b5e7-b56e1375fa41,16,1,00:00:10.703,0,10,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['31047b6e-66ff-4f1b-8b11-0604e7bc9412'],,"[36.5, 50.7]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.703
94030349-2023-4056-991d-420388659044,17,1,00:00:10.703,0,10,2,1.391964,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['32ec1586-0992-482d-b5e7-b56e1375fa41', 'bfad9343-7943-4095-b7a1-a44efff69fb5']",,"[36.5, 50.7]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,"[42.2, 53.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.703
bfad9343-7943-4095-b7a1-a44efff69fb5,18,1,00:00:12.095,0,12,2,1.558181,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['1a9d7b73-050a-4162-8adf-ea889b14a416'],,"[42.2, 53.7]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,24173.0,Carlos Castro García,39.872925,-0.24315384,1.0,Ground Pass,"[80.9, 44.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.095
1a9d7b73-050a-4162-8adf-ea889b14a416,19,1,00:00:13.653,0,13,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['bfad9343-7943-4095-b7a1-a44efff69fb5'],,"[80.9, 44.1]",24173.0,Carlos Castro García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.653
d4d184ff-06da-4ff2-87b1-f22bc2247eeb,20,1,00:00:13.653,0,13,2,0.069807,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['1a9d7b73-050a-4162-8adf-ea889b14a416', 'c7131d9a-a91b-4297-a9c0-74912fd24802']",,"[80.9, 44.1]",24173.0,Carlos Castro García,23.0,Center Forward,,,,,,,,,,,,"[80.9, 44.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.653
c7131d9a-a91b-4297-a9c0-74912fd24802,21,1,00:00:13.723,0,13,2,1.475832,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['d9af14e8-3ffc-4fd8-acbe-783c1ca3e951'],,"[80.9, 44.1]",24173.0,Carlos Castro García,23.0,Center Forward,6926.0,Alen Halilović,3.544009,-2.8555412,1.0,Ground Pass,"[77.5, 43.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.723
d9af14e8-3ffc-4fd8-acbe-783c1ca3e951,22,1,00:00:15.199,0,15,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['c7131d9a-a91b-4297-a9c0-74912fd24802'],,"[77.5, 43.1]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.199
7f5af3d0-bc49-4544-b4ff-818debf7a57a,23,1,00:00:15.199,0,15,2,0.703508,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['106e9c0d-426c-4b6e-972b-f3749b52c533', '64b573bd-90a1-413b-a7d7-06a09f3b55f9', 'd9af14e8-3ffc-4fd8-acbe-783c1ca3e951']",,"[77.5, 43.1]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,,,,,,,,,,"[81.5, 53.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.199
64b573bd-90a1-413b-a7d7-06a09f3b55f9,24,1,00:00:15.329,0,15,2,0.765429,17,Pressure,1041,Sporting Gijón,9,From Kick Off,1049,Granada,,,"['106e9c0d-426c-4b6e-972b-f3749b52c533', '7f5af3d0-bc49-4544-b4ff-818debf7a57a']",,"[40.4, 36.4]",4418.0,Matheus Dória Macedo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.329
106e9c0d-426c-4b6e-972b-f3749b52c533,25,1,00:00:15.903,0,15,2,0.0,38,Miscontrol,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['64b573bd-90a1-413b-a7d7-06a09f3b55f9'],,"[81.5, 53.1]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.903
d8ec1bd7-ef0b-42d4-9fed-a6d55190becc,26,1,00:00:17.882,0,17,2,0.432782,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['8b2bdb8a-4047-4ca9-ad84-e10eeeda8af0'],,"[82.5, 75.6]",6581.0,Jonathan Rodríguez Menéndez,17.0,Right Wing,26633.0,Alberto Lora Ramos,5.4,3.1415927,1.0,Ground Pass,"[77.1, 75.6]",38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.882
8b2bdb8a-4047-4ca9-ad84-e10eeeda8af0,27,1,00:00:18.315,0,18,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['d8ec1bd7-ef0b-42d4-9fed-a6d55190becc'],,"[77.1, 75.6]",26633.0,Alberto Lora Ramos,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.315
11a39db4-3251-442d-973e-1f5d96f13a52,28,1,00:00:18.315,0,18,2,0.124177,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['87842133-c1b5-48d2-a9bd-b9862fec98a5', '8b2bdb8a-4047-4ca9-ad84-e10eeeda8af0']",,"[77.1, 75.6]",26633.0,Alberto Lora Ramos,2.0,Right Back,,,,,,,,,,,,"[77.1, 75.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.315
87842133-c1b5-48d2-a9bd-b9862fec98a5,29,1,00:00:18.439,0,18,2,0.0,38,Miscontrol,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,,,"[77.1, 75.6]",26633.0,Alberto Lora Ramos,2.0,Right Back,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.439
82b9dfbd-06f3-46af-86fd-8ffdf4153c27,30,1,00:00:29.092,0,29,3,1.744153,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['c19153e4-690f-4be7-8c78-7916795f645b'],,"[41.2, 0.1]",7158.0,Cristiano Biraghi,6.0,Left Back,27109.0,Youssef El-Arabi,18.962067,0.45893067,3.0,High Pass,"[58.2, 8.5]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.092
c19153e4-690f-4be7-8c78-7916795f645b,31,1,00:00:30.836,0,30,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['82b9dfbd-06f3-46af-86fd-8ffdf4153c27'],,"[58.2, 8.5]",27109.0,Youssef El-Arabi,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.836
75fa2d98-0ca7-41f9-ac3a-3d8041ff0727,32,1,00:00:30.836,0,30,3,1.331341,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['044b074f-a6c4-41ea-8eaa-2e8523b4a3e5'],,"[58.4, 8.9]",27109.0,Youssef El-Arabi,23.0,Center Forward,6599.0,Rubén Salvador Pérez Del Mármol,20.379646,1.659235,3.0,High Pass,"[56.6, 29.2]",37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.836
044b074f-a6c4-41ea-8eaa-2e8523b4a3e5,33,1,00:00:32.167,0,32,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['75fa2d98-0ca7-41f9-ac3a-3d8041ff0727'],,"[56.6, 29.2]",6599.0,Rubén Salvador Pérez Del Mármol,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.167
f1c85b93-40bc-41e3-96a0-1d42e9373294,34,1,00:00:32.167,0,32,3,1.188716,43,Carry,1049,Granada,4,From Throw In,1049,Granada,,,"['044b074f-a6c4-41ea-8eaa-2e8523b4a3e5', '68e21497-301c-4857-b342-5c79a43e20a4', '93232985-54bd-4b9f-b3e8-a3fed66d66fd']",,"[56.6, 29.2]",6599.0,Rubén Salvador Pérez Del Mármol,13.0,Right Center Midfield,,,,,,,,,,,,"[56.3, 27.3]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.167
68e21497-301c-4857-b342-5c79a43e20a4,35,1,00:00:33.076,0,33,3,0.338362,17,Pressure,1049,Granada,4,From Throw In,1041,Sporting Gijón,,,"['93232985-54bd-4b9f-b3e8-a3fed66d66fd', 'f1c85b93-40bc-41e3-96a0-1d42e9373294']",,"[63.3, 51.5]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.076
93232985-54bd-4b9f-b3e8-a3fed66d66fd,36,1,00:00:33.356,0,33,3,2.439136,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,"['1b025811-2105-4e5e-9ba4-af82c0354f14', '68e21497-301c-4857-b342-5c79a43e20a4', 'eabcb698-4c40-4a44-938e-370ec1a6d5eb']",,"[56.3, 27.3]",6599.0,Rubén Salvador Pérez Del Mármol,13.0,Right Center Midfield,27109.0,Youssef El-Arabi,36.221817,-0.548942,3.0,High Pass,"[87.2, 8.4]",38.0,Left Foot,,,,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.356
1b025811-2105-4e5e-9ba4-af82c0354f14,37,1,00:00:35.795,0,35,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['93232985-54bd-4b9f-b3e8-a3fed66d66fd'],,"[81.6, 10.1]",27109.0,Youssef El-Arabi,23.0,Center Forward,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.795
