id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,under_pressure,pass_switch,foul_won_defensive,out,pass_no_touch,dribble_outcome_id,dribble_outcome_name,dribble_nutmeg,dribble_overrun,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,interception_outcome_id,interception_outcome_name,pass_inswinging,pass_technique_id,pass_technique_name,clearance_left_foot,pass_cross,shot_statsbomb_xg,shot_end_location,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance_head,pass_aerial_won,pass_outswinging,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_aerial_won,shot_one_on_one,goalkeeper_technique_id,goalkeeper_technique_name,pass_goal_assist,pass_through_ball,block_offensive,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,bad_behaviour_card_id,bad_behaviour_card_name,shot_aerial_won,foul_committed_type_id,foul_committed_type_name,injury_stoppage_in_chain,foul_committed_offensive,timestamp_seconds
291f7bb4-0224-4006-9846-31cebfd7e775,967,1,00:23:35.867,23,35,52,0.0,38,Miscontrol,207,Valencia,4,From Throw In,207,Valencia,,,['c021c082-9aba-4447-af79-28c2c4fbfef2'],,"[91.3, 69.0]",6594.0,Santiago Mina Lorenzo,17.0,Right Wing,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.867
8dc7ba33-5757-482b-ac58-0a647affbd9f,968,1,00:23:37.319,23,37,53,0.0,2,Ball Recovery,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,,,"[30.5, 15.4]",6733.0,Pedro Mosquera Parada,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.319
b9c17f05-617b-4c31-9d73-04729a34d6b0,969,1,00:23:37.319,23,37,53,1.621363,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['8dc7ba33-5757-482b-ac58-0a647affbd9f', 'c9e6fadb-cd02-4ea8-b571-69cdbfbbb2d3']",,"[30.5, 15.4]",6733.0,Pedro Mosquera Parada,11.0,Left Defensive Midfield,,,,,,,,,,,,"[27.4, 11.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.319
c9e6fadb-cd02-4ea8-b571-69cdbfbbb2d3,970,1,00:23:38.940,23,38,53,0.639627,30,Pass,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['6c532e23-5cfb-4e6d-aefc-585ad3e10d88'],,"[27.4, 11.5]",6733.0,Pedro Mosquera Parada,11.0,Left Defensive Midfield,5724.0,Fayçal Fajr,7.203471,-0.23824476,1.0,Ground Pass,"[34.4, 9.8]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.94
26215a58-b23f-454e-aec9-750ca60d2f7b,971,1,00:23:39.518,23,39,53,0.16,17,Pressure,219,RC Deportivo La Coruña,1,Regular Play,207,Valencia,,,"['45397693-9fa0-4905-b446-ae9a3b8e8153', '6c532e23-5cfb-4e6d-aefc-585ad3e10d88']",,"[82.8, 69.0]",12349.0,Wilfried Aimeric Zahibo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.518
6c532e23-5cfb-4e6d-aefc-585ad3e10d88,972,1,00:23:39.580,23,39,53,,42,Ball Receipt*,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['26215a58-b23f-454e-aec9-750ca60d2f7b', 'c9e6fadb-cd02-4ea8-b571-69cdbfbbb2d3']",,"[34.4, 9.8]",5724.0,Fayçal Fajr,17.0,Right Wing,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.58
45397693-9fa0-4905-b446-ae9a3b8e8153,973,1,00:23:39.580,23,39,53,1.101979,30,Pass,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['26215a58-b23f-454e-aec9-750ca60d2f7b', '7218c5ac-1bd9-445d-99d5-fe1681e01b16']",,"[34.4, 9.4]",5724.0,Fayçal Fajr,17.0,Right Wing,23806.0,Alejandro Bergantiños García,14.611297,1.4472902,1.0,Ground Pass,"[36.2, 23.9]",,,40.0,Right Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.58
7218c5ac-1bd9-445d-99d5-fe1681e01b16,974,1,00:23:40.682,23,40,53,,42,Ball Receipt*,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['45397693-9fa0-4905-b446-ae9a3b8e8153'],,"[36.2, 23.9]",23806.0,Alejandro Bergantiños García,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.682
c9ddf3d4-d1fe-4b8a-82d5-070f5d025ded,975,1,00:23:40.682,23,40,53,1.170096,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['0e950875-f3a2-4e07-abf4-e56e8cf15c4b', '7218c5ac-1bd9-445d-99d5-fe1681e01b16']",,"[36.2, 23.9]",23806.0,Alejandro Bergantiños García,9.0,Right Defensive Midfield,,,,,,,,,,,,"[36.2, 23.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.682
0e950875-f3a2-4e07-abf4-e56e8cf15c4b,976,1,00:23:41.852,23,41,53,0.822779,30,Pass,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['5efb055f-0dec-4034-9384-71f1406c79fe'],,"[36.2, 23.9]",23806.0,Alejandro Bergantiños García,9.0,Right Defensive Midfield,25921.0,Rubén Gracia Calmache,27.503635,0.4636476,1.0,Ground Pass,"[60.8, 36.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421.852
