id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,counterpress,interception_outcome_id,interception_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,miscontrol_aerial_won,off_camera,pass_cross,out,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_switch,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,clearance_head,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_inswinging,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_aerial_won,pass_through_ball,dribble_overrun,clearance_left_foot,foul_won_defensive,bad_behaviour_card_id,bad_behaviour_card_name,shot_aerial_won,pass_cut_back,shot_deflected,block_deflection,dribble_no_touch,ball_recovery_recovery_failure,foul_committed_advantage,foul_won_advantage,foul_committed_card_id,foul_committed_card_name,50_50_outcome_id,50_50_outcome_name,shot_one_on_one,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_miscommunication,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,timestamp_seconds
b756cef5-b3db-4d49-ab2c-883d721afa60,11,1,00:00:04.832,0,4,2,1.496429,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['ce0453de-c6c9-46fc-8bf5-aa506c253b19'],"[43.5, 45.3]",19431.0,Fernando Damián Tissone,9.0,Right Defensive Midfield,26669.0,Weligton Róbson Pena de Oliveira,14.152385,-2.6241994,1.0,Ground Pass,"[31.2, 38.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.832
ce0453de-c6c9-46fc-8bf5-aa506c253b19,12,1,00:00:06.328,0,6,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['b756cef5-b3db-4d49-ab2c-883d721afa60'],"[31.2, 38.3]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.328
b60283ea-8ee9-455c-b6c5-a78ff8fc1793,13,1,00:00:06.328,0,6,2,2.116576,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['857ba068-ff7d-40b7-aa3c-5d05107df1dd'],"[31.5, 39.8]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,27184.0,Marcos Alberto Angeleri,22.033611,1.7165445,1.0,Ground Pass,"[28.3, 61.6]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.328
857ba068-ff7d-40b7-aa3c-5d05107df1dd,14,1,00:00:08.445,0,8,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['b60283ea-8ee9-455c-b6c5-a78ff8fc1793'],"[28.3, 61.6]",27184.0,Marcos Alberto Angeleri,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.445
37cf2933-afd1-4266-b86f-760a34670c23,15,1,00:00:08.445,0,8,2,4.456598,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['7db03799-3b50-4934-82d9-aad5a039fb3f', '857ba068-ff7d-40b7-aa3c-5d05107df1dd']","[28.3, 61.6]",27184.0,Marcos Alberto Angeleri,3.0,Right Center Back,,,,,,,,,,,,"[34.8, 64.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.445
7db03799-3b50-4934-82d9-aad5a039fb3f,16,1,00:00:12.902,0,12,2,0.92487,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['73d78b58-bc1e-436e-ad2f-14371d27cbe6'],"[34.8, 64.6]",27184.0,Marcos Alberto Angeleri,3.0,Right Center Back,6569.0,Roberto José Rosales Altuve,15.892766,0.9915195,1.0,Ground Pass,"[43.5, 77.9]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.902
73d78b58-bc1e-436e-ad2f-14371d27cbe6,17,1,00:00:13.827,0,13,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['7db03799-3b50-4934-82d9-aad5a039fb3f'],"[43.5, 77.9]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.827
d8539e12-e406-4620-b9ba-b1d9cfa6b3ff,18,1,00:00:13.827,0,13,2,1.089499,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['73d78b58-bc1e-436e-ad2f-14371d27cbe6', 'd2fb57fd-166a-432c-814d-2611680f823b']","[43.5, 77.9]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,,,,,,,,,,,,"[43.5, 77.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.827
d2fb57fd-166a-432c-814d-2611680f823b,19,1,00:00:14.916,0,14,2,1.057049,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['430d3a56-967a-4bdc-8b3d-2d14f8912a7e'],"[43.5, 77.3]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,19431.0,Fernando Damián Tissone,12.111565,-1.2516568,1.0,Ground Pass,"[47.3, 65.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.916
430d3a56-967a-4bdc-8b3d-2d14f8912a7e,20,1,00:00:15.973,0,15,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['d2fb57fd-166a-432c-814d-2611680f823b'],"[47.3, 65.8]",19431.0,Fernando Damián Tissone,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.973
15979d24-337f-47ac-b402-33c7580e678e,21,1,00:00:15.973,0,15,2,2.333502,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['430d3a56-967a-4bdc-8b3d-2d14f8912a7e', '6eb24a33-379f-4e67-8df8-e0fb81708693']","[47.3, 65.8]",19431.0,Fernando Damián Tissone,9.0,Right Defensive Midfield,,,,,,,,,,,,"[54.3, 63.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.973
6eb24a33-379f-4e67-8df8-e0fb81708693,22,1,00:00:18.307,0,18,2,1.31269,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['b43abd4b-0da2-4657-bc57-acf4fd7052a7'],"[54.3, 63.9]",19431.0,Fernando Damián Tissone,9.0,Right Defensive Midfield,3302.0,Nordin Amrabat,20.708694,-0.028977394,1.0,Ground Pass,"[75.0, 63.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.307
4d1b0bef-ac01-484f-abfb-3ff40b72955e,23,1,00:00:19.313,0,19,2,0.581121,17,Pressure,223,Málaga,9,From Kick Off,220,Real Madrid,,,"['625e1352-45e3-4a31-b302-4a00ea06553c', 'b43abd4b-0da2-4657-bc57-acf4fd7052a7']","[45.1, 16.8]",5202.0,José Ignacio Fernández Iglesias,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.313
b43abd4b-0da2-4657-bc57-acf4fd7052a7,24,1,00:00:19.619,0,19,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,"['4d1b0bef-ac01-484f-abfb-3ff40b72955e', '6eb24a33-379f-4e67-8df8-e0fb81708693']","[75.0, 63.3]",3302.0,Nordin Amrabat,22.0,Right Center Forward,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.619
625e1352-45e3-4a31-b302-4a00ea06553c,25,1,00:00:19.619,0,19,2,2.03794,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['4d1b0bef-ac01-484f-abfb-3ff40b72955e', 'b43abd4b-0da2-4657-bc57-acf4fd7052a7', 'bfe3f5b7-301a-4aa4-baf6-8e9385877f16', 'dd859ee2-cdb6-4118-b29f-c2b0b87be516']","[75.0, 63.3]",3302.0,Nordin Amrabat,22.0,Right Center Forward,,,,,,,,,,,,"[76.9, 76.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.619
dd859ee2-cdb6-4118-b29f-c2b0b87be516,26,1,00:00:20.702,0,20,2,1.917494,17,Pressure,223,Málaga,9,From Kick Off,220,Real Madrid,,,"['625e1352-45e3-4a31-b302-4a00ea06553c', 'bfe3f5b7-301a-4aa4-baf6-8e9385877f16']","[45.9, 11.5]",4926.0,Francisco Román Alarcón Suárez,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.702
bfe3f5b7-301a-4aa4-baf6-8e9385877f16,27,1,00:00:21.657,0,21,2,0.0,38,Miscontrol,223,Málaga,9,From Kick Off,223,Málaga,,,['dd859ee2-cdb6-4118-b29f-c2b0b87be516'],"[76.9, 76.0]",3302.0,Nordin Amrabat,22.0,Right Center Forward,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.657
5f6aa21f-9949-448b-93e2-26475d75dfaa,28,1,00:00:23.985,0,23,2,0.0,2,Ball Recovery,223,Málaga,9,From Kick Off,220,Real Madrid,,,,"[39.1, 1.6]",4926.0,Francisco Román Alarcón Suárez,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.985
ecc72985-5664-47f9-aa73-8799fe30deda,29,1,00:00:23.985,0,23,2,1.218074,43,Carry,223,Málaga,9,From Kick Off,220,Real Madrid,,,"['5f6aa21f-9949-448b-93e2-26475d75dfaa', '742a288c-8835-4fdd-89b3-3dfb457bd897', 'd394a119-719f-4285-bb33-e6aa7611959d']","[39.1, 1.6]",4926.0,Francisco Román Alarcón Suárez,15.0,Left Center Midfield,,,,,,,,,,,,"[31.1, 1.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.985
742a288c-8835-4fdd-89b3-3dfb457bd897,30,1,00:00:24.710,0,24,2,0.413201,17,Pressure,223,Málaga,9,From Kick Off,223,Málaga,,,['ecc72985-5664-47f9-aa73-8799fe30deda'],"[85.4, 78.5]",3302.0,Nordin Amrabat,22.0,Right Center Forward,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.71
d394a119-719f-4285-bb33-e6aa7611959d,31,1,00:00:25.203,0,25,2,0.802086,30,Pass,223,Málaga,9,From Kick Off,220,Real Madrid,,,['1d30cde3-eaa7-4907-8bb4-6dc3defdde49'],"[31.1, 1.6]",4926.0,Francisco Román Alarcón Suárez,15.0,Left Center Midfield,5574.0,Toni Kroos,9.729337,1.3532422,1.0,Ground Pass,"[33.2, 11.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.203
1d30cde3-eaa7-4907-8bb4-6dc3defdde49,32,1,00:00:25.996,0,25,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,220,Real Madrid,,,['d394a119-719f-4285-bb33-e6aa7611959d'],"[33.2, 11.1]",5574.0,Toni Kroos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.996
95e79796-f9f3-4a93-b3fd-7e660676a8f8,33,1,00:00:25.996,0,25,2,0.049544,43,Carry,223,Málaga,9,From Kick Off,220,Real Madrid,,,"['03feb0bb-d78a-42df-9843-aa31d3fb25f1', '1d30cde3-eaa7-4907-8bb4-6dc3defdde49', '8ef3a2b5-751a-43a0-935e-afd24f553538']","[33.2, 11.1]",5574.0,Toni Kroos,10.0,Center Defensive Midfield,,,,,,,,,,,,"[32.8, 10.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.996
03feb0bb-d78a-42df-9843-aa31d3fb25f1,34,1,00:00:25.996,0,25,2,0.0,10,Interception,223,Málaga,9,From Kick Off,223,Málaga,,,['95e79796-f9f3-4a93-b3fd-7e660676a8f8'],"[87.3, 69.2]",6764.0,Pablo Fornals Malla,12.0,Right Midfield,,,,,,,,,,,,,,True,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.996
4f462e63-bca6-4df1-a0ea-288715a610f3,35,1,00:00:25.996,0,25,2,1.550122,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['03feb0bb-d78a-42df-9843-aa31d3fb25f1', '75e749f6-883b-4bb2-bf41-6372178a49b6']","[87.3, 69.2]",6764.0,Pablo Fornals Malla,12.0,Right Midfield,,,,,,,,,,,,"[78.8, 73.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.996
8ef3a2b5-751a-43a0-935e-afd24f553538,36,1,00:00:26.045,0,26,2,0.0,38,Miscontrol,223,Málaga,9,From Kick Off,220,Real Madrid,,,,"[32.8, 10.9]",5574.0,Toni Kroos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.045
75e749f6-883b-4bb2-bf41-6372178a49b6,37,1,00:00:27.546,0,27,2,0.744397,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['0597f6e5-f366-44a6-81f3-28bf117ad68c'],"[78.8, 73.7]",6764.0,Pablo Fornals Malla,12.0,Right Midfield,6569.0,Roberto José Rosales Altuve,9.507892,2.753274,1.0,Ground Pass,"[70.0, 77.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.546
0597f6e5-f366-44a6-81f3-28bf117ad68c,38,1,00:00:28.290,0,28,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['75e749f6-883b-4bb2-bf41-6372178a49b6'],"[70.0, 77.3]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.29
