id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_aerial_won,duel_type_id,duel_type_name,counterpress,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_cross,pass_switch,out,clearance_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_technique_id,pass_technique_name,pass_outswinging,shot_first_time,ball_recovery_recovery_failure,clearance_right_foot,clearance_left_foot,pass_through_ball,dribble_overrun,foul_committed_advantage,foul_won_advantage,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_inswinging,foul_won_defensive,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,pass_miscommunication,miscontrol_aerial_won,pass_deflected,pass_goal_assist,shot_deflected,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_cut_back,dribble_nutmeg,foul_committed_card_id,foul_committed_card_name,block_offensive,timestamp_seconds
219518bd-af3f-4882-afaf-044d326ce880,11,1,00:00:05.884,0,5,2,1.022182,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['730167a9-f5ca-4009-8f06-8f2eea1a1369', 'f4b84709-9226-4ad5-b8ae-f93897648a8e']",,"[47.9, 40.6]",3610.0,Roque Mesa Quevedo,10.0,Center Defensive Midfield,,,,,,,,,,,,"[44.7, 44.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.884
730167a9-f5ca-4009-8f06-8f2eea1a1369,12,1,00:00:06.906,0,6,2,1.672915,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['e9ee6803-c398-4a0e-9cc8-d0b286bcae0b'],,"[44.7, 44.4]",3610.0,Roque Mesa Quevedo,10.0,Center Defensive Midfield,6927.0,David García Santana,22.240728,1.8114129,1.0,Ground Pass,"[39.4, 66.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.906
e9ee6803-c398-4a0e-9cc8-d0b286bcae0b,13,1,00:00:08.579,0,8,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['730167a9-f5ca-4009-8f06-8f2eea1a1369'],,"[39.4, 66.0]",6927.0,David García Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.579
347fd18c-d7f1-4ce0-a427-d6c556989d77,14,1,00:00:08.579,0,8,2,0.947961,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['04efe42a-a44b-4e63-9c3c-42b212208af7', 'e9ee6803-c398-4a0e-9cc8-d0b286bcae0b']",,"[39.4, 66.0]",6927.0,David García Santana,2.0,Right Back,,,,,,,,,,,,"[41.3, 67.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.579
04efe42a-a44b-4e63-9c3c-42b212208af7,15,1,00:00:09.527,0,9,2,1.564305,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['7d46be3e-3f77-4c4b-a5a2-44828e5d767d'],,"[41.3, 67.5]",6927.0,David García Santana,2.0,Right Back,6608.0,Nabil El Zhar,29.883942,0.22955781,1.0,Ground Pass,"[70.4, 74.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.527
a82341c7-6103-4ade-b2b1-3b04cd488bb9,16,1,00:00:11.013,0,11,2,1.453549,17,Pressure,208,Las Palmas,9,From Kick Off,322,Eibar,,,"['1afbc02b-e2bb-4443-8426-10a51c265844', '7d46be3e-3f77-4c4b-a5a2-44828e5d767d', '9dea511e-47c9-4b53-bf1f-9feaf2e7dda3']",,"[47.0, 6.0]",6776.0,David Juncà Reñé,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.013
7d46be3e-3f77-4c4b-a5a2-44828e5d767d,17,1,00:00:11.091,0,11,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['04efe42a-a44b-4e63-9c3c-42b212208af7', 'a82341c7-6103-4ade-b2b1-3b04cd488bb9']",,"[70.4, 74.3]",6608.0,Nabil El Zhar,12.0,Right Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.091
1afbc02b-e2bb-4443-8426-10a51c265844,18,1,00:00:11.091,0,11,2,1.135312,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['7d46be3e-3f77-4c4b-a5a2-44828e5d767d', '9dea511e-47c9-4b53-bf1f-9feaf2e7dda3', 'a82341c7-6103-4ade-b2b1-3b04cd488bb9']",,"[70.4, 74.3]",6608.0,Nabil El Zhar,12.0,Right Midfield,,,,,,,,,,,,"[74.1, 75.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.091
4774ba3e-5b01-4694-aadf-42a11a716478,19,1,00:00:12.226,0,12,2,0.0,22,Foul Committed,208,Las Palmas,9,From Kick Off,322,Eibar,,,['9dea511e-47c9-4b53-bf1f-9feaf2e7dda3'],,"[46.0, 4.7]",6776.0,David Juncà Reñé,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.226
9dea511e-47c9-4b53-bf1f-9feaf2e7dda3,20,1,00:00:12.226,0,12,2,0.0,21,Foul Won,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['4774ba3e-5b01-4694-aadf-42a11a716478', 'a82341c7-6103-4ade-b2b1-3b04cd488bb9']",,"[74.1, 75.4]",6608.0,Nabil El Zhar,12.0,Right Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.226
4add17d3-86ce-4303-b118-c7b58e4925a2,21,1,00:00:35.946,0,35,3,2.511708,30,Pass,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,"['03e6efe3-f5e1-48b6-8ca2-fb652d1979d7', '676fac33-2cd0-4c85-b883-41fd92f8a98e']",,"[74.8, 73.4]",6927.0,David García Santana,2.0,Right Back,6721.0,Willian José da Silva,44.077774,-0.7517031,3.0,High Pass,"[107.0, 43.3]",40.0,Right Foot,62.0,Free Kick,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.946
676fac33-2cd0-4c85-b883-41fd92f8a98e,22,1,00:00:38.458,0,38,3,,42,Ball Receipt*,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,['4add17d3-86ce-4303-b118-c7b58e4925a2'],,"[106.3, 45.5]",6721.0,Willian José da Silva,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.458
03e6efe3-f5e1-48b6-8ca2-fb652d1979d7,23,1,00:00:38.458,0,38,3,0.0,9,Clearance,208,Las Palmas,3,From Free Kick,322,Eibar,,,['4add17d3-86ce-4303-b118-c7b58e4925a2'],,"[13.1, 36.8]",27239.0,Aleksandar Pantić,3.0,Right Center Back,,,,,,,,,,,,,True,,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.458
3aaffd28-5248-467c-833a-6df3f1bbe277,24,1,00:00:40.297,0,40,3,1.964352,30,Pass,208,Las Palmas,3,From Free Kick,322,Eibar,,,"['665b8918-1445-4f7f-8e1e-475f3b228f11', 'd1bcb797-1dcf-49a2-969f-57f26ea7f740']",,"[26.7, 29.1]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,6700.0,Sergio Enrich Ametller,11.0,0.0,3.0,High Pass,"[37.7, 29.1]",37.0,Head,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.297
d1bcb797-1dcf-49a2-969f-57f26ea7f740,25,1,00:00:42.262,0,42,3,,42,Ball Receipt*,208,Las Palmas,3,From Free Kick,322,Eibar,,,['3aaffd28-5248-467c-833a-6df3f1bbe277'],,"[36.9, 29.4]",6700.0,Sergio Enrich Ametller,24.0,Left Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.262
665b8918-1445-4f7f-8e1e-475f3b228f11,26,1,00:00:42.262,0,42,3,0.970055,30,Pass,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,"['3aaffd28-5248-467c-833a-6df3f1bbe277', 'b5a64156-d7b0-4ff3-a5f2-43a955eb7efd']",,"[82.4, 51.0]",3610.0,Roque Mesa Quevedo,10.0,Center Defensive Midfield,6928.0,Pedro Taunausú Domínguez Placeres,4.9648767,-0.16183743,2.0,Low Pass,"[87.3, 50.2]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.262
04481f43-eb1d-4b42-98f7-b78d0e155d5e,27,1,00:00:42.909,0,42,3,0.433208,17,Pressure,208,Las Palmas,3,From Free Kick,322,Eibar,,,"['436063df-375a-4f1d-9e72-1df49f6bc561', 'b5a64156-d7b0-4ff3-a5f2-43a955eb7efd']",,"[32.5, 27.9]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.909
b5a64156-d7b0-4ff3-a5f2-43a955eb7efd,28,1,00:00:43.232,0,43,3,,42,Ball Receipt*,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,"['04481f43-eb1d-4b42-98f7-b78d0e155d5e', '665b8918-1445-4f7f-8e1e-475f3b228f11']",,"[87.3, 50.2]",6928.0,Pedro Taunausú Domínguez Placeres,13.0,Right Center Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.232
436063df-375a-4f1d-9e72-1df49f6bc561,29,1,00:00:43.232,0,43,3,0.270803,30,Pass,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,"['04481f43-eb1d-4b42-98f7-b78d0e155d5e', '6e9b7891-8468-4ac6-aedf-3dd3fa944782']",,"[86.5, 50.0]",6928.0,Pedro Taunausú Domínguez Placeres,13.0,Right Center Midfield,,,2.1587033,1.8045396,2.0,Low Pass,"[86.0, 52.1]",37.0,Head,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.232
6e9b7891-8468-4ac6-aedf-3dd3fa944782,30,1,00:00:43.503,0,43,3,0.0,6,Block,208,Las Palmas,3,From Free Kick,322,Eibar,,,['436063df-375a-4f1d-9e72-1df49f6bc561'],,"[34.1, 28.0]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.503
0aea5001-6b17-4968-8162-74e57f98c679,31,1,00:00:44.537,0,44,3,0.501608,30,Pass,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,['d19ac07e-a1c6-4d95-b556-9636390dbf83'],,"[76.9, 54.8]",6927.0,David García Santana,2.0,Right Back,6608.0,Nabil El Zhar,6.1073728,0.049140733,2.0,Low Pass,"[83.0, 55.1]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.537
d19ac07e-a1c6-4d95-b556-9636390dbf83,32,1,00:00:45.038,0,45,3,,42,Ball Receipt*,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,['0aea5001-6b17-4968-8162-74e57f98c679'],,"[83.0, 55.1]",6608.0,Nabil El Zhar,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.038
4f7ad56d-c8cb-4e39-97d3-6ec8a74ecc71,33,1,00:00:45.038,0,45,3,0.559322,43,Carry,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,"['11161eb6-488f-4cd4-b8a6-98e4dca7b6e5', '63999f56-8ea4-40ee-817b-52f1215522c4', 'd19ac07e-a1c6-4d95-b556-9636390dbf83']",,"[83.0, 55.1]",6608.0,Nabil El Zhar,12.0,Right Midfield,,,,,,,,,,,,"[83.5, 54.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.038
63999f56-8ea4-40ee-817b-52f1215522c4,34,1,00:00:45.321,0,45,3,0.368702,17,Pressure,208,Las Palmas,3,From Free Kick,322,Eibar,,,"['11161eb6-488f-4cd4-b8a6-98e4dca7b6e5', '4f7ad56d-c8cb-4e39-97d3-6ec8a74ecc71']",,"[35.7, 25.3]",6776.0,David Juncà Reñé,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.321
11161eb6-488f-4cd4-b8a6-98e4dca7b6e5,35,1,00:00:45.598,0,45,3,2.208198,30,Pass,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,"['008367b8-1d50-4ef8-8ec0-3f3fd219479c', '63999f56-8ea4-40ee-817b-52f1215522c4']",,"[83.5, 54.8]",6608.0,Nabil El Zhar,12.0,Right Midfield,6927.0,David García Santana,21.07368,1.6992713,2.0,Low Pass,"[80.8, 75.7]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.598
008367b8-1d50-4ef8-8ec0-3f3fd219479c,36,1,00:00:47.806,0,47,3,,42,Ball Receipt*,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,['11161eb6-488f-4cd4-b8a6-98e4dca7b6e5'],,"[80.8, 75.7]",6927.0,David García Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.806
27455927-e867-4bb3-842a-8a511585f02c,37,1,00:00:47.806,0,47,3,5.173088,30,Pass,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,['309f8df2-13ae-46dd-98d0-2e52ee97a80b'],,"[80.8, 75.7]",6927.0,David García Santana,2.0,Right Back,6608.0,Nabil El Zhar,42.517056,-0.40365645,2.0,Low Pass,"[119.9, 59.0]",40.0,Right Foot,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.806
