id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,carry_end_location,counterpress,out,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_left_foot,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,foul_won_defensive,foul_committed_advantage,foul_won_advantage,pass_switch,pass_cross,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_aerial_won,clearance_aerial_won,clearance_head,pass_assisted_shot_id,pass_goal_assist,shot_one_on_one,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,foul_committed_card_id,foul_committed_card_name,miscontrol_aerial_won,pass_shot_assist,goalkeeper_end_location,pass_technique_id,pass_technique_name,pass_inswinging,shot_first_time,pass_outswinging,shot_aerial_won,foul_committed_type_id,foul_committed_type_name,pass_through_ball,50_50_outcome_id,50_50_outcome_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,ball_recovery_offensive,foul_committed_offensive,pass_cut_back,bad_behaviour_card_id,bad_behaviour_card_name,goalkeeper_body_part_id,goalkeeper_body_part_name,timestamp_seconds
517dd614-3b69-40f0-b452-86cf2fa587b5,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,215,Athletic Club,1,Regular Play,215,Athletic Club,4231.0,"[{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 26087, 'name': 'Carlos Gurpegi Nausia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6666, 'name': 'Sabin Merino Zuloaga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
ef6d635d-6e79-4208-a073-8b7be2f25d49,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,215,Athletic Club,1,Regular Play,214,Espanyol,4231.0,"[{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 16456, 'name': 'Enzo Pablo Roco Roco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 4741, 'name': 'Juan Rafael Fuentes Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 5}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
0fe20283-a9ad-474f-9981-47b0360f1fab,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['b27d2d79-ec93-4fc7-981a-9aea23be9ee7'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
b27d2d79-ec93-4fc7-981a-9aea23be9ee7,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,215,Athletic Club,1,Regular Play,214,Espanyol,,,['0fe20283-a9ad-474f-9981-47b0360f1fab'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
7d38894d-657e-49ce-ae06-cc484b3488a2,5,1,00:00:02.462,0,2,2,0.611629,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['72442920-699b-4e0e-90f1-7072af5be44a'],True,"[61.0, 40.1]",6396.0,Beñat Etxebarria Urkiaga,9.0,Right Defensive Midfield,6391.0,Raúl García Escudero,2.2022715,1.6162196,1.0,Ground Pass,"[60.9, 42.3]",38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.462
72442920-699b-4e0e-90f1-7072af5be44a,6,1,00:00:03.073,0,3,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['7d38894d-657e-49ce-ae06-cc484b3488a2'],,"[60.9, 42.3]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.073
e27b2fa9-df78-465f-a9c9-b6c6ac66c382,7,1,00:00:03.084,0,3,2,1.558702,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['fa9e91c6-9e8d-45a2-bd24-5d775344b219'],True,"[60.9, 42.0]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,26087.0,Carlos Gurpegi Nausia,20.155893,2.8857841,1.0,Ground Pass,"[41.4, 47.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.084
fa9e91c6-9e8d-45a2-bd24-5d775344b219,8,1,00:00:04.643,0,4,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['e27b2fa9-df78-465f-a9c9-b6c6ac66c382'],,"[41.4, 47.1]",26087.0,Carlos Gurpegi Nausia,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.643
c0acc270-d33f-4b41-b6d9-2a079fbb61ed,9,1,00:00:06.164,0,6,2,0.338603,17,Pressure,215,Athletic Club,9,From Kick Off,214,Espanyol,,,['5d321172-0f51-4d75-8728-691397e0c449'],,"[76.5, 34.4]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.164
5d321172-0f51-4d75-8728-691397e0c449,10,1,00:00:06.489,0,6,2,0.965797,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['205ffa72-a609-4f20-86bb-7665146118f9', '8a8d7259-05f3-4df2-b2b0-d8abd9b55986', 'c0acc270-d33f-4b41-b6d9-2a079fbb61ed']",,"[42.8, 47.7]",26087.0,Carlos Gurpegi Nausia,3.0,Right Center Back,6396.0,Beñat Etxebarria Urkiaga,26.209158,-0.4499966,2.0,Low Pass,"[66.4, 36.3]",40.0,Right Foot,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.489
8a8d7259-05f3-4df2-b2b0-d8abd9b55986,11,1,00:00:07.455,0,7,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['5d321172-0f51-4d75-8728-691397e0c449'],,"[67.2, 34.1]",6396.0,Beñat Etxebarria Urkiaga,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.455
205ffa72-a609-4f20-86bb-7665146118f9,12,1,00:00:07.455,0,7,2,0.0,10,Interception,215,Athletic Club,9,From Kick Off,214,Espanyol,,,['5d321172-0f51-4d75-8728-691397e0c449'],,"[53.7, 43.8]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.455
f8932ef4-da6d-4064-9d69-5ea0c472ece4,13,1,00:00:09.271,0,9,3,0.469753,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,['02f05437-b111-4efc-ae9b-935977c14cab'],,"[63.1, 26.4]",27241.0,Víctor Guillermo Álvarez Delgado,21.0,Left Wing,7781.0,Felipe Salvador Caicedo Corozo,6.1131005,-0.06548002,1.0,Ground Pass,"[69.2, 26.0]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.271
02f05437-b111-4efc-ae9b-935977c14cab,14,1,00:00:09.741,0,9,3,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['f8932ef4-da6d-4064-9d69-5ea0c472ece4'],,"[69.2, 26.0]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.741
ad4a83f8-f8e4-4bb0-9065-611263017f3f,15,1,00:00:09.741,0,9,3,0.579508,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['02f05437-b111-4efc-ae9b-935977c14cab', '187fce8f-0d69-4739-bf28-61a47d79798f', '63bd0cee-d4dd-4c53-b797-1ad023ba7d65']",,"[69.2, 26.0]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,,,,,,,,,,,,True,,,,,,,"[68.2, 29.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.741
63bd0cee-d4dd-4c53-b797-1ad023ba7d65,16,1,00:00:09.883,0,9,3,0.490285,17,Pressure,214,Espanyol,1,Regular Play,215,Athletic Club,,,"['187fce8f-0d69-4739-bf28-61a47d79798f', 'ad4a83f8-f8e4-4bb0-9065-611263017f3f']",,"[53.1, 51.8]",6649.0,Óscar de Marcos Arana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.883
187fce8f-0d69-4739-bf28-61a47d79798f,17,1,00:00:10.321,0,10,3,0.218332,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,"['0d64669b-1f6c-44ad-b438-e4f9465e6549', '63bd0cee-d4dd-4c53-b797-1ad023ba7d65']",,"[68.2, 29.2]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,27241.0,Víctor Guillermo Álvarez Delgado,5.6035705,-2.5337906,2.0,Low Pass,"[63.6, 26.0]",38.0,Left Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.321
0d64669b-1f6c-44ad-b438-e4f9465e6549,18,1,00:00:10.539,0,10,3,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['187fce8f-0d69-4739-bf28-61a47d79798f'],,"[63.6, 26.0]",27241.0,Víctor Guillermo Álvarez Delgado,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.539
d5768c93-c9df-4782-a50e-e1bda0dfe255,19,1,00:00:10.539,0,10,3,0.019325,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['0d64669b-1f6c-44ad-b438-e4f9465e6549', '71058b6a-ecac-491b-9aab-135ef6812bef']",,"[63.6, 26.0]",27241.0,Víctor Guillermo Álvarez Delgado,21.0,Left Wing,,,,,,,,,,,,,,,,,,,"[66.7, 22.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.539
71058b6a-ecac-491b-9aab-135ef6812bef,20,1,00:00:10.558,0,10,3,0.0,38,Miscontrol,214,Espanyol,1,Regular Play,214,Espanyol,,,,,"[66.7, 22.7]",27241.0,Víctor Guillermo Álvarez Delgado,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.558
054d8df8-120f-4302-952d-e43beb4e2b9b,21,1,00:00:12.212,0,12,3,0.194076,17,Pressure,214,Espanyol,1,Regular Play,214,Espanyol,,,['6eed8919-e89e-406c-b291-664bac93ba9b'],,"[73.1, 16.6]",27241.0,Víctor Guillermo Álvarez Delgado,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.212
6eed8919-e89e-406c-b291-664bac93ba9b,22,1,00:00:12.309,0,12,3,0.0,9,Clearance,214,Espanyol,1,Regular Play,215,Athletic Club,,,['054d8df8-120f-4302-952d-e43beb4e2b9b'],,"[44.7, 64.1]",26087.0,Carlos Gurpegi Nausia,3.0,Right Center Back,,,,,,,,,,,,True,,,,,,,,,True,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.309
064cd17c-ae34-4ad1-84d9-60b424410887,23,1,00:00:27.575,0,27,4,1.397871,30,Pass,214,Espanyol,4,From Throw In,214,Espanyol,,,['a4c22964-2f2d-4581-a444-5734a38a393c'],,"[75.7, 0.1]",4741.0,Juan Rafael Fuentes Hernández,6.0,Left Back,7781.0,Felipe Salvador Caicedo Corozo,15.465122,0.33606452,3.0,High Pass,"[90.3, 5.2]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.575
1c026e27-2328-4e0b-a0b4-c970b36f7e36,24,1,00:00:28.896,0,28,4,1.192886,17,Pressure,214,Espanyol,4,From Throw In,215,Athletic Club,,,"['6ff7dccc-13de-4cfa-a859-6daae07976a9', 'a4c22964-2f2d-4581-a444-5734a38a393c']",,"[28.7, 74.9]",6649.0,Óscar de Marcos Arana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.896
a4c22964-2f2d-4581-a444-5734a38a393c,25,1,00:00:28.973,0,28,4,,42,Ball Receipt*,214,Espanyol,4,From Throw In,214,Espanyol,,,"['064cd17c-ae34-4ad1-84d9-60b424410887', '1c026e27-2328-4e0b-a0b4-c970b36f7e36']",,"[90.3, 5.2]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.973
6ff7dccc-13de-4cfa-a859-6daae07976a9,26,1,00:00:28.973,0,28,4,1.154529,43,Carry,214,Espanyol,4,From Throw In,214,Espanyol,,,"['1c026e27-2328-4e0b-a0b4-c970b36f7e36', '4f6c021a-9b09-4c9b-b82d-164fc2fb528b', '52398caf-d71f-41eb-adc9-882e3604756e', 'a4c22964-2f2d-4581-a444-5734a38a393c']",,"[90.3, 5.2]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,,,,,,,,,,,,True,,,,,,,"[90.3, 2.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.973
52398caf-d71f-41eb-adc9-882e3604756e,27,1,00:00:29.289,0,29,4,0.519795,17,Pressure,214,Espanyol,4,From Throw In,215,Athletic Club,,,['6ff7dccc-13de-4cfa-a859-6daae07976a9'],,"[30.9, 74.6]",6393.0,Iñaki Williams Arthuer,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.289
4f6c021a-9b09-4c9b-b82d-164fc2fb528b,28,1,00:00:30.127,0,30,4,0.0,3,Dispossessed,214,Espanyol,4,From Throw In,214,Espanyol,,,['4819b49c-0596-4e94-91b7-fe0e9ac55d10'],,"[90.3, 2.5]",7781.0,Felipe Salvador Caicedo Corozo,23.0,Center Forward,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.127
4819b49c-0596-4e94-91b7-fe0e9ac55d10,29,1,00:00:30.127,0,30,4,0.0,4,Duel,214,Espanyol,4,From Throw In,215,Athletic Club,,,['4f6c021a-9b09-4c9b-b82d-164fc2fb528b'],,"[29.8, 77.6]",6393.0,Iñaki Williams Arthuer,17.0,Right Wing,,,,,,,,,,,,True,,,,,,,,,,,,,11.0,Tackle,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.127
f1d44a7c-a703-489e-a3e3-0dd04f5ec12f,30,1,00:00:43.224,0,43,5,2.525051,30,Pass,214,Espanyol,4,From Throw In,214,Espanyol,,,['013fd8e6-9afa-4cd7-95f6-0242a0840b6a'],,"[96.7, 0.1]",4741.0,Juan Rafael Fuentes Hernández,6.0,Left Back,27241.0,Víctor Guillermo Álvarez Delgado,8.700575,1.5593026,2.0,Low Pass,"[96.8, 8.8]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.224
57c22929-52f8-46b3-b488-3d89baec70a4,31,1,00:00:44.232,0,44,5,2.556472,17,Pressure,214,Espanyol,4,From Throw In,215,Athletic Club,,,"['013fd8e6-9afa-4cd7-95f6-0242a0840b6a', '2456a4ba-4c04-4fbd-9830-bd466da86c87', '9dc5aa4b-3bf1-4947-8032-071dd6ecdcb7']",,"[21.9, 71.0]",6396.0,Beñat Etxebarria Urkiaga,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.232
013fd8e6-9afa-4cd7-95f6-0242a0840b6a,32,1,00:00:45.749,0,45,5,,42,Ball Receipt*,214,Espanyol,4,From Throw In,214,Espanyol,,,"['57c22929-52f8-46b3-b488-3d89baec70a4', 'f1d44a7c-a703-489e-a3e3-0dd04f5ec12f']",,"[96.8, 8.8]",27241.0,Víctor Guillermo Álvarez Delgado,21.0,Left Wing,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.749
