id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,under_pressure,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_switch,off_camera,dribble_outcome_id,dribble_outcome_name,pass_cross,out,pass_aerial_won,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,pass_technique_id,pass_technique_name,pass_outswinging,clearance_body_part_id,clearance_body_part_name,clearance_head,dribble_nutmeg,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_no_touch,pass_shot_assist,shot_aerial_won,clearance_left_foot,clearance_right_foot,goalkeeper_end_location,ball_recovery_recovery_failure,clearance_aerial_won,pass_miscommunication,pass_deflected,shot_deflected,block_deflection,dribble_overrun,shot_follows_dribble,foul_committed_card_id,foul_committed_card_name,shot_one_on_one,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,ball_recovery_offensive,pass_inswinging,timestamp_seconds
50c7e593-95b2-4148-ba3b-fc1eb2f15722,11,1,00:00:02.670,0,2,2,2.369504,30,Pass,216,Getafe,9,From Kick Off,216,Getafe,,,['f45ca8c1-f07b-446f-aa96-0c4c67f78acf'],"[47.7, 39.3]",6745.0,Mehdi Lacen,10.0,Center Defensive Midfield,27054.0,Roberto Lago Soto,33.58467,-1.848278,1.0,Ground Pass,"[38.5, 7.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67
f45ca8c1-f07b-446f-aa96-0c4c67f78acf,12,1,00:00:05.040,0,5,2,,42,Ball Receipt*,216,Getafe,9,From Kick Off,216,Getafe,,,['50c7e593-95b2-4148-ba3b-fc1eb2f15722'],"[38.5, 7.0]",27054.0,Roberto Lago Soto,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04
53198a2c-ce99-410c-952f-ed50a798c564,13,1,00:00:05.040,0,5,2,0.875261,43,Carry,216,Getafe,9,From Kick Off,216,Getafe,,,"['b825453d-da22-4e83-b542-ec2cab171be1', 'f45ca8c1-f07b-446f-aa96-0c4c67f78acf']","[38.5, 7.0]",27054.0,Roberto Lago Soto,6.0,Left Back,,,,,,,,,,,,"[37.5, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04
b825453d-da22-4e83-b542-ec2cab171be1,14,1,00:00:05.915,0,5,2,0.07217,30,Pass,216,Getafe,9,From Kick Off,216,Getafe,,,"['7e2a1e1d-3495-4f58-a995-4832bbc46119', 'b5122440-6b33-4737-b7c0-0a71e1c5730c']","[37.5, 4.0]",27054.0,Roberto Lago Soto,6.0,Left Back,6720.0,Pablo Sarabia García,5.3460264,0.13131544,2.0,Low Pass,"[42.8, 4.7]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.915
7e2a1e1d-3495-4f58-a995-4832bbc46119,15,1,00:00:05.987,0,5,2,,42,Ball Receipt*,216,Getafe,9,From Kick Off,216,Getafe,,,['b825453d-da22-4e83-b542-ec2cab171be1'],"[61.9, 9.2]",6720.0,Pablo Sarabia García,12.0,Right Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.987
b5122440-6b33-4737-b7c0-0a71e1c5730c,16,1,00:00:05.987,0,5,2,0.0,10,Interception,216,Getafe,9,From Kick Off,220,Real Madrid,,,['b825453d-da22-4e83-b542-ec2cab171be1'],"[77.3, 75.4]",6399.0,Gareth Frank Bale,17.0,Right Wing,,,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.987
d7005f88-90eb-499d-a664-b5690e95251f,17,1,00:00:24.880,0,24,3,1.49035,30,Pass,216,Getafe,4,From Throw In,216,Getafe,,,['892806c2-0bdb-47c4-9026-a75ebece89f2'],"[66.1, 0.1]",27054.0,Roberto Lago Soto,6.0,Left Back,26020.0,Ángel Lafita Castillo,13.647344,0.49642277,2.0,Low Pass,"[78.1, 6.6]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.88
892806c2-0bdb-47c4-9026-a75ebece89f2,18,1,00:00:26.370,0,26,3,,42,Ball Receipt*,216,Getafe,4,From Throw In,216,Getafe,,,['d7005f88-90eb-499d-a664-b5690e95251f'],"[78.1, 6.6]",26020.0,Ángel Lafita Castillo,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.37
c3bd7c54-8c9f-4f6b-8656-c9bcbc3d0d6c,19,1,00:00:26.370,0,26,3,0.652369,43,Carry,216,Getafe,4,From Throw In,216,Getafe,,,"['1018b2fd-25ce-43e9-997b-40a493444ddb', '892806c2-0bdb-47c4-9026-a75ebece89f2', 'd07dded2-ee29-48ba-a83d-043d3075dfa0']","[78.1, 6.6]",26020.0,Ángel Lafita Castillo,16.0,Left Midfield,,,,,,,,,,,,"[76.4, 8.1]",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.37
d07dded2-ee29-48ba-a83d-043d3075dfa0,20,1,00:00:26.454,0,26,3,0.555168,17,Pressure,216,Getafe,4,From Throw In,220,Real Madrid,,,['c3bd7c54-8c9f-4f6b-8656-c9bcbc3d0d6c'],"[39.6, 72.7]",5200.0,Lucas Vázquez Iglesias,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.454
1018b2fd-25ce-43e9-997b-40a493444ddb,21,1,00:00:27.022,0,27,3,0.027205,30,Pass,216,Getafe,4,From Throw In,216,Getafe,,,"['533be6f7-61b1-4ff8-a135-7459f5e38e86', 'b6fda452-deba-44f6-b30a-7bbd6fde5fda']","[76.4, 8.1]",26020.0,Ángel Lafita Castillo,16.0,Left Midfield,24035.0,Álvaro Vázquez García,3.275668,2.1164513,1.0,Ground Pass,"[74.7, 10.9]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.022
b6fda452-deba-44f6-b30a-7bbd6fde5fda,22,1,00:00:27.050,0,27,3,,42,Ball Receipt*,216,Getafe,4,From Throw In,216,Getafe,,,['1018b2fd-25ce-43e9-997b-40a493444ddb'],"[73.6, 16.4]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.05
533be6f7-61b1-4ff8-a135-7459f5e38e86,23,1,00:00:27.050,0,27,3,0.0,6,Block,216,Getafe,4,From Throw In,220,Real Madrid,,,['1018b2fd-25ce-43e9-997b-40a493444ddb'],"[45.4, 69.2]",5200.0,Lucas Vázquez Iglesias,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.05
29438bd2-9789-4658-aaf2-184842f56948,24,1,00:00:27.210,0,27,3,0.0,6,Block,216,Getafe,4,From Throw In,220,Real Madrid,,,,"[46.5, 70.5]",5463.0,Luka Modrić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.21
5dfb6152-511d-48db-ab1d-8b7b30349e4e,25,1,00:00:28.173,0,28,3,1.316098,30,Pass,216,Getafe,4,From Throw In,216,Getafe,,,['3fdee3d6-13a1-466d-89b4-01fc253e4aca'],"[70.0, 6.8]",27054.0,Roberto Lago Soto,6.0,Left Back,24035.0,Álvaro Vázquez García,15.843295,0.3277385,3.0,High Pass,"[85.0, 11.9]",38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.173
3fdee3d6-13a1-466d-89b4-01fc253e4aca,26,1,00:00:29.489,0,29,3,,42,Ball Receipt*,216,Getafe,4,From Throw In,216,Getafe,,,['5dfb6152-511d-48db-ab1d-8b7b30349e4e'],"[85.0, 11.9]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.489
401f79e3-3064-4b03-b999-55a1601bfe67,27,1,00:00:29.489,0,29,3,1.764125,43,Carry,216,Getafe,4,From Throw In,216,Getafe,,,"['3fdee3d6-13a1-466d-89b4-01fc253e4aca', '5fa94f38-5d7f-418b-8d1e-e62b76e940a5', 'fb277dee-28f8-4c70-83c0-3df207e5f3ba']","[85.0, 11.9]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,"[84.7, 7.9]",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.489
5fa94f38-5d7f-418b-8d1e-e62b76e940a5,28,1,00:00:30.848,0,30,3,0.365373,17,Pressure,216,Getafe,4,From Throw In,220,Real Madrid,,,['401f79e3-3064-4b03-b999-55a1601bfe67'],"[35.8, 72.4]",5463.0,Luka Modrić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.848
fb277dee-28f8-4c70-83c0-3df207e5f3ba,29,1,00:00:31.253,0,31,3,0.0,3,Dispossessed,216,Getafe,4,From Throw In,216,Getafe,,,['fb7838f2-1c77-4541-a683-5607d127f150'],"[84.7, 7.9]",24035.0,Álvaro Vázquez García,23.0,Center Forward,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.253
fb7838f2-1c77-4541-a683-5607d127f150,30,1,00:00:31.253,0,31,4,0.0,4,Duel,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['fb277dee-28f8-4c70-83c0-3df207e5f3ba'],"[35.4, 72.2]",5463.0,Luka Modrić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,True,True,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.253
d3c2989a-265a-4b2d-a8e9-7d369f324569,31,1,00:00:32.257,0,32,4,0.967122,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['f71bd014-2068-4a66-997b-9f1ad75882cd'],"[27.4, 69.7]",5200.0,Lucas Vázquez Iglesias,2.0,Right Back,5574.0,Toni Kroos,10.288342,-1.2951669,3.0,High Pass,"[30.2, 59.8]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.257
f71bd014-2068-4a66-997b-9f1ad75882cd,32,1,00:00:33.224,0,33,4,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['d3c2989a-265a-4b2d-a8e9-7d369f324569'],"[30.2, 59.8]",5574.0,Toni Kroos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.224
d6263cbe-e52c-4486-9990-e5485983bb05,33,1,00:00:33.224,0,33,4,0.059525,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['5e2937d4-a975-4e9b-85fb-902dc44240e7', 'f71bd014-2068-4a66-997b-9f1ad75882cd']","[30.2, 59.8]",5574.0,Toni Kroos,10.0,Center Defensive Midfield,,,,,,,,,,,,"[30.2, 59.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.224
5e2937d4-a975-4e9b-85fb-902dc44240e7,34,1,00:00:33.283,0,33,4,0.959987,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['9aa4afe6-dbd4-43ee-b9ea-292f65db4a5f'],"[30.2, 59.8]",5574.0,Toni Kroos,10.0,Center Defensive Midfield,20016.0,Kléper Laveran Lima Ferreira,16.985289,3.0413382,2.0,Low Pass,"[13.3, 61.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.283
9aa4afe6-dbd4-43ee-b9ea-292f65db4a5f,35,1,00:00:34.243,0,34,4,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['5e2937d4-a975-4e9b-85fb-902dc44240e7'],"[13.3, 61.5]",20016.0,Kléper Laveran Lima Ferreira,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.243
4db35ba0-131c-4803-8de4-9717163dc705,36,1,00:00:34.243,0,34,4,1.495495,43,Carry,220,Real Madrid,1,Regular Play,220,Real Madrid,,,"['1ebe1d1b-33e7-4cfc-9e52-3b43d16fcf78', '9aa4afe6-dbd4-43ee-b9ea-292f65db4a5f']","[13.3, 61.5]",20016.0,Kléper Laveran Lima Ferreira,3.0,Right Center Back,,,,,,,,,,,,"[14.6, 54.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.243
1ebe1d1b-33e7-4cfc-9e52-3b43d16fcf78,37,1,00:00:35.739,0,35,4,2.822528,30,Pass,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['81a13bfe-6f5e-4224-a1de-7311c43b9245'],"[14.6, 54.7]",20016.0,Kléper Laveran Lima Ferreira,3.0,Right Center Back,5202.0,José Ignacio Fernández Iglesias,18.421997,-1.5219222,1.0,Ground Pass,"[15.5, 36.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.739
81a13bfe-6f5e-4224-a1de-7311c43b9245,38,1,00:00:38.561,0,38,4,,42,Ball Receipt*,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['1ebe1d1b-33e7-4cfc-9e52-3b43d16fcf78'],"[15.5, 36.3]",5202.0,José Ignacio Fernández Iglesias,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.561
