id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,counterpress,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,interception_outcome_id,interception_outcome_name,pass_aerial_won,pass_through_ball,pass_technique_id,pass_technique_name,off_camera,pass_no_touch,pass_switch,out,pass_outswinging,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_shot_assist,goalkeeper_end_location,pass_inswinging,ball_recovery_recovery_failure,foul_won_defensive,pass_cross,clearance_aerial_won,clearance_head,clearance_left_foot,dribble_nutmeg,shot_first_time,dribble_overrun,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_committed_card_id,foul_committed_card_name,shot_aerial_won,pass_cut_back,pass_miscommunication,clearance_other,foul_committed_advantage,foul_won_advantage,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,block_deflection,foul_committed_penalty,foul_won_penalty,shot_one_on_one,pass_deflected,block_offensive,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
15578bd8-6b5a-4a0b-82b2-5ed082a9f10b,16,1,00:00:11.742,0,11,2,0.01412,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['de23cbb4-d137-4c2c-9a72-565f1e9929c7', 'fe06ea4e-c65a-4589-89f7-a27029a029e0']","[42.4, 78.9]",6805.0,Hugo Mallo Novegil,2.0,Right Back,,,,,,,,,,,,"[42.6, 78.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.742
de23cbb4-d137-4c2c-9a72-565f1e9929c7,17,1,00:00:11.756,0,11,2,1.019106,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['ed8f750c-a11a-4aa5-9e8e-e01ead09ccec'],"[42.6, 78.9]",6805.0,Hugo Mallo Novegil,2.0,Right Back,6797.0,Daniel Wass,11.677756,-0.827797,1.0,Ground Pass,"[50.5, 70.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.756
ed8f750c-a11a-4aa5-9e8e-e01ead09ccec,18,1,00:00:12.775,0,12,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['de23cbb4-d137-4c2c-9a72-565f1e9929c7'],"[50.5, 70.3]",6797.0,Daniel Wass,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.775
ab0055f4-d6e7-40d4-85fe-075d319f9c61,19,1,00:00:12.775,0,12,2,0.975492,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['a847d352-abe1-4653-b1a1-376b074f05d7', 'ed8f750c-a11a-4aa5-9e8e-e01ead09ccec']","[50.5, 70.3]",6797.0,Daniel Wass,15.0,Left Center Midfield,,,,,,,,,,,,"[49.5, 68.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.775
a847d352-abe1-4653-b1a1-376b074f05d7,20,1,00:00:13.751,0,13,2,1.387256,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['43caf60f-61f6-411a-8a68-53d311d907c5'],"[49.5, 68.6]",6797.0,Daniel Wass,15.0,Left Center Midfield,6804.0,Sergi Gómez Solà,13.905754,-1.5420272,1.0,Ground Pass,"[49.9, 54.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.751
951e1797-b612-486a-95cf-e4be867d3f1f,21,1,00:00:14.847,0,14,2,1.093139,17,Pressure,209,Celta Vigo,9,From Kick Off,223,Málaga,,,"['2000f139-5faf-4041-a5ce-d02bb4629493', '43caf60f-61f6-411a-8a68-53d311d907c5']","[71.5, 28.6]",6707.0,Charles Días Barbosa de Oliveira,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.847
43caf60f-61f6-411a-8a68-53d311d907c5,22,1,00:00:15.138,0,15,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['951e1797-b612-486a-95cf-e4be867d3f1f', 'a847d352-abe1-4653-b1a1-376b074f05d7']","[49.9, 54.7]",6804.0,Sergi Gómez Solà,13.0,Right Center Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.138
2000f139-5faf-4041-a5ce-d02bb4629493,23,1,00:00:15.138,0,15,2,0.822858,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['384d568d-81c0-4fd2-aafc-472c472ef42c', '43caf60f-61f6-411a-8a68-53d311d907c5', '8689da38-89ec-4694-bd1d-90c5b735675f', '951e1797-b612-486a-95cf-e4be867d3f1f']","[49.9, 54.7]",6804.0,Sergi Gómez Solà,13.0,Right Center Midfield,,,,,,,,,,,,"[52.9, 54.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.138
384d568d-81c0-4fd2-aafc-472c472ef42c,24,1,00:00:15.651,0,15,2,0.189777,17,Pressure,209,Celta Vigo,9,From Kick Off,223,Málaga,,,['2000f139-5faf-4041-a5ce-d02bb4629493'],"[69.6, 25.8]",8419.0,Duje Čop,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.651
8689da38-89ec-4694-bd1d-90c5b735675f,25,1,00:00:15.961,0,15,2,1.041713,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['5f42f40d-6fd3-406f-b297-d72c5c0c1515'],"[52.9, 54.7]",6804.0,Sergi Gómez Solà,13.0,Right Center Midfield,7105.0,Fabián Ariel Orellana Valenzuela,14.927156,0.33446175,1.0,Ground Pass,"[67.0, 59.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.961
5f42f40d-6fd3-406f-b297-d72c5c0c1515,26,1,00:00:17.002,0,17,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['8689da38-89ec-4694-bd1d-90c5b735675f'],"[67.0, 59.6]",7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.002
0ff51e85-8de1-4696-a82d-ae2f45093240,27,1,00:00:17.002,0,17,2,0.85806,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['5f42f40d-6fd3-406f-b297-d72c5c0c1515', 'f6ac980a-67d2-4195-91eb-5287a4962768', 'f97b59cb-d088-4d64-80d8-929eb3e8c367']","[67.0, 59.6]",7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,,,,,,,,,,,,"[63.6, 59.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.002
f6ac980a-67d2-4195-91eb-5287a4962768,28,1,00:00:17.313,0,17,2,0.322006,17,Pressure,209,Celta Vigo,9,From Kick Off,223,Málaga,,,['0ff51e85-8de1-4696-a82d-ae2f45093240'],"[55.7, 20.5]",8234.0,Ignacio Camacho Barnola,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.313
481485f8-6962-47e0-b700-0abaa28ec294,29,1,00:00:17.820,0,17,2,0.327237,17,Pressure,209,Celta Vigo,9,From Kick Off,223,Málaga,,,['f97b59cb-d088-4d64-80d8-929eb3e8c367'],"[56.1, 19.6]",27335.0,Arthur Etienne Boka,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.82
f97b59cb-d088-4d64-80d8-929eb3e8c367,30,1,00:00:17.861,0,17,2,0.947816,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['481485f8-6962-47e0-b700-0abaa28ec294', '9d03657c-e342-431e-9c28-7a94cc8c1b08']","[63.6, 59.6]",7105.0,Fabián Ariel Orellana Valenzuela,17.0,Right Wing,6797.0,Daniel Wass,14.190842,2.8778129,1.0,Ground Pass,"[49.9, 63.3]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.861
9d03657c-e342-431e-9c28-7a94cc8c1b08,31,1,00:00:18.808,0,18,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['f97b59cb-d088-4d64-80d8-929eb3e8c367'],"[49.9, 63.3]",6797.0,Daniel Wass,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.808
1f7956e2-4a3b-4046-8065-2a8d95fd77f5,32,1,00:00:18.808,0,18,2,0.929553,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['90d89be9-57fa-4095-9cad-e9d932f02e11'],"[49.9, 63.5]",6797.0,Daniel Wass,15.0,Left Center Midfield,6805.0,Hugo Mallo Novegil,12.220065,1.6281105,1.0,Ground Pass,"[49.2, 75.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.808
90d89be9-57fa-4095-9cad-e9d932f02e11,33,1,00:00:19.738,0,19,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['1f7956e2-4a3b-4046-8065-2a8d95fd77f5'],"[49.2, 75.7]",6805.0,Hugo Mallo Novegil,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.738
56c551c1-e4e2-485b-a29f-a8c34ae221a2,34,1,00:00:19.738,0,19,2,2.453281,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['57660eab-7796-4721-b7e7-60d7fdfa04cc'],"[49.2, 75.9]",6805.0,Hugo Mallo Novegil,2.0,Right Back,6794.0,Gustavo Daniel Cabral Cáceres,26.159893,-2.4590907,1.0,Ground Pass,"[28.9, 59.4]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.738
57660eab-7796-4721-b7e7-60d7fdfa04cc,35,1,00:00:22.191,0,22,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['56c551c1-e4e2-485b-a29f-a8c34ae221a2'],"[28.9, 59.4]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.191
31e66919-c0bf-4d12-ae0a-2f1f1e04d46a,36,1,00:00:22.191,0,22,2,5.041912,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['57660eab-7796-4721-b7e7-60d7fdfa04cc', 'cf01be5f-1506-4747-b366-c01a09d7a359']","[28.9, 59.4]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,,,,,,,,,,,,"[35.8, 60.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.191
