id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,foul_won_defensive,pass_switch,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,ball_recovery_recovery_failure,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,counterpress,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_cross,pass_technique_id,pass_technique_name,pass_through_ball,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,clearance_head,clearance_aerial_won,pass_outswinging,block_deflection,clearance_left_foot,out,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,foul_committed_type_id,foul_committed_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_one_on_one,pass_deflected,miscontrol_aerial_won,pass_aerial_won,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,shot_follows_dribble,dribble_overrun,pass_no_touch,foul_committed_advantage,foul_won_advantage,shot_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,timestamp_seconds
0f2f6580-077f-4f3e-a5a1-12869a756ce8,11,1,00:00:05.289,0,5,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['8d17704d-49a6-485f-baec-f5fb25db0758'],,"[36.8, 13.2]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.289
d067b219-ad5c-4797-b9b5-b732611c5ee9,12,1,00:00:05.289,0,5,2,1.28,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['0f2f6580-077f-4f3e-a5a1-12869a756ce8', '3d03eeac-cd1d-4d9c-9c7b-30c3b8ee6380']",,"[36.8, 13.2]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,"[38.9, 10.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.289
3d03eeac-cd1d-4d9c-9c7b-30c3b8ee6380,13,1,00:00:06.569,0,6,2,1.36,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['0c989e97-643d-4e09-96ca-ca8bb7008339'],,"[38.9, 10.8]",5211.0,Jordi Alba Ramos,6.0,Left Back,4320.0,Neymar da Silva Santos Junior,19.43399,-0.41299972,1.0,Ground Pass,"[56.7, 3.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.569
0c989e97-643d-4e09-96ca-ca8bb7008339,14,1,00:00:07.929,0,7,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['3d03eeac-cd1d-4d9c-9c7b-30c3b8ee6380'],,"[56.7, 3.0]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.929
939812f2-ad80-47be-bb52-19e2c4a7f49e,15,1,00:00:07.929,0,7,2,1.48,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['0c989e97-643d-4e09-96ca-ca8bb7008339', '47192bba-707c-4e17-9140-07abf37d0b3c']",,"[56.7, 3.0]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,,"[57.3, 3.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.929
47192bba-707c-4e17-9140-07abf37d0b3c,16,1,00:00:09.409,0,9,2,1.2406,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['9babe6e6-221e-4337-9eb8-0046e813482c'],,"[57.3, 3.0]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,6379.0,Sergi Roberto Carnicer,20.214846,2.0432932,1.0,Ground Pass,"[48.1, 21.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.409
088c9e87-14b8-45aa-ae08-c0f692cd5d6d,17,1,00:00:10.352,0,10,2,0.390908,17,Pressure,217,Barcelona,9,From Kick Off,221,Levante UD,,,"['728e5eb3-3800-4eb6-aec3-7b4c0ac9d472', '98915556-989b-4e12-adb5-9f2b76b54f86', '9babe6e6-221e-4337-9eb8-0046e813482c']",,"[68.5, 56.2]",27122.0,Simão Mate,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.352
9babe6e6-221e-4337-9eb8-0046e813482c,18,1,00:00:10.650,0,10,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['088c9e87-14b8-45aa-ae08-c0f692cd5d6d', '47192bba-707c-4e17-9140-07abf37d0b3c']",,"[48.1, 21.0]",6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.65
98915556-989b-4e12-adb5-9f2b76b54f86,19,1,00:00:10.650,0,10,2,0.04,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['088c9e87-14b8-45aa-ae08-c0f692cd5d6d', '728e5eb3-3800-4eb6-aec3-7b4c0ac9d472', '9babe6e6-221e-4337-9eb8-0046e813482c']",,"[48.1, 21.0]",6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,,,,,,,,,,,,True,"[44.9, 21.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.65
728e5eb3-3800-4eb6-aec3-7b4c0ac9d472,20,1,00:00:10.690,0,10,2,1.4224,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['088c9e87-14b8-45aa-ae08-c0f692cd5d6d', 'd483fe79-430b-45da-b81f-8e624c567e94']",,"[44.9, 21.4]",6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,5211.0,Jordi Alba Ramos,13.954211,-2.0472639,1.0,Ground Pass,"[38.5, 9.0]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.69
d483fe79-430b-45da-b81f-8e624c567e94,21,1,00:00:12.112,0,12,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['728e5eb3-3800-4eb6-aec3-7b4c0ac9d472'],,"[38.5, 9.0]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.112
d0b3f406-5b98-415f-85a5-3c8f4956998e,22,1,00:00:12.112,0,12,2,0.5782,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['2c87eaf1-a267-42f1-968c-97c29bace8b3', 'd483fe79-430b-45da-b81f-8e624c567e94']",,"[38.5, 9.0]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,"[38.4, 8.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.112
2c87eaf1-a267-42f1-968c-97c29bace8b3,23,1,00:00:12.690,0,12,2,1.2055,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['9f822f18-75d8-4b42-bdf5-48ff1d47f59c'],,"[38.4, 8.7]",5211.0,Jordi Alba Ramos,6.0,Left Back,4320.0,Neymar da Silva Santos Junior,17.582378,-0.31815344,1.0,Ground Pass,"[55.1, 3.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69
9f822f18-75d8-4b42-bdf5-48ff1d47f59c,24,1,00:00:13.896,0,13,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['2c87eaf1-a267-42f1-968c-97c29bace8b3'],,"[55.1, 3.2]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.896
db50951d-1a8b-46a2-b8ac-7160b5a47281,25,1,00:00:13.896,0,13,2,3.6977,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['227891a3-2a12-4d24-b7b6-540e2a7e9eb7', '91e79743-ec06-4f87-adab-8abab38593f5', '9f822f18-75d8-4b42-bdf5-48ff1d47f59c']",,"[55.1, 3.2]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,True,"[52.3, 19.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.896
91e79743-ec06-4f87-adab-8abab38593f5,26,1,00:00:15.519,0,15,2,1.548264,17,Pressure,217,Barcelona,9,From Kick Off,221,Levante UD,,,['db50951d-1a8b-46a2-b8ac-7160b5a47281'],,"[61.6, 75.7]",8801.0,Iván López Mendoza,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.519
7646d710-6c04-4a4c-910f-6a4059b055e2,27,1,00:00:17.573,0,17,2,0.343757,17,Pressure,217,Barcelona,9,From Kick Off,221,Levante UD,,,['227891a3-2a12-4d24-b7b6-540e2a7e9eb7'],,"[69.2, 63.3]",25134.0,Deyverson Brum Silva Acosta,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.573
227891a3-2a12-4d24-b7b6-540e2a7e9eb7,28,1,00:00:17.594,0,17,2,0.5304,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['7646d710-6c04-4a4c-910f-6a4059b055e2', '8d414203-9ff1-4bec-b689-a9cbf09e1b4b']",,"[52.3, 19.1]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,5216.0,Andrés Iniesta Luján,7.547185,0.5585993,1.0,Ground Pass,"[58.7, 23.1]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.594
457cbab4-6880-4d62-9734-c481c8f59cf0,29,1,00:00:17.945,0,17,2,0.277951,17,Pressure,217,Barcelona,9,From Kick Off,221,Levante UD,,,"['279734bc-5849-4afc-8f87-868fc9ed8ea9', '831af7c0-5e0c-4dcc-bea5-65105e647f27', '8d414203-9ff1-4bec-b689-a9cbf09e1b4b']",,"[61.1, 53.2]",27122.0,Simão Mate,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.945
8d414203-9ff1-4bec-b689-a9cbf09e1b4b,30,1,00:00:18.124,0,18,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['227891a3-2a12-4d24-b7b6-540e2a7e9eb7', '457cbab4-6880-4d62-9734-c481c8f59cf0']",,"[58.7, 23.1]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.124
279734bc-5849-4afc-8f87-868fc9ed8ea9,31,1,00:00:18.124,0,18,2,0.08,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['457cbab4-6880-4d62-9734-c481c8f59cf0', '831af7c0-5e0c-4dcc-bea5-65105e647f27', '8d414203-9ff1-4bec-b689-a9cbf09e1b4b']",,"[58.7, 23.1]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,True,"[59.0, 24.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.124
831af7c0-5e0c-4dcc-bea5-65105e647f27,32,1,00:00:18.204,0,18,2,0.3865,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['457cbab4-6880-4d62-9734-c481c8f59cf0'],,"[59.0, 24.2]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,2.6476405,-2.9516044,2.0,Low Pass,"[56.4, 23.7]",40.0,Right Foot,,,True,,77.0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.204
b59f1d8c-19b2-4857-be77-5f3ecbe2741d,33,1,00:00:18.707,0,18,2,0.0,22,Foul Committed,217,Barcelona,9,From Kick Off,221,Levante UD,,,['adfaf795-20ff-4311-96b8-2aca4d9075e8'],,"[65.3, 61.2]",25134.0,Deyverson Brum Silva Acosta,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.707
adfaf795-20ff-4311-96b8-2aca4d9075e8,34,1,00:00:18.707,0,18,2,0.0,21,Foul Won,217,Barcelona,9,From Kick Off,217,Barcelona,,,['b59f1d8c-19b2-4857-be77-5f3ecbe2741d'],,"[54.8, 18.9]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.707
6a0b482d-81dd-4d65-969e-688da5d1a5cb,35,1,00:00:32.679,0,32,3,2.3908,30,Pass,217,Barcelona,3,From Free Kick,217,Barcelona,,,['1f56e2bf-7ef4-45aa-8716-b35da35fd57e'],True,"[54.6, 18.6]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,5216.0,Andrés Iniesta Luján,9.413288,0.053141408,1.0,Ground Pass,"[64.0, 19.1]",40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.679
1f56e2bf-7ef4-45aa-8716-b35da35fd57e,36,1,00:00:35.070,0,35,3,,42,Ball Receipt*,217,Barcelona,3,From Free Kick,217,Barcelona,,,['6a0b482d-81dd-4d65-969e-688da5d1a5cb'],,"[64.0, 19.1]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.07
799399e7-08fe-4f0c-8d8b-dc9c2d14b0c0,37,1,00:00:35.194,0,35,3,1.4606,30,Pass,217,Barcelona,3,From Free Kick,217,Barcelona,,,['ba2fca99-a4ef-401d-8bb8-e0b059b4b152'],,"[64.0, 19.1]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,5211.0,Jordi Alba Ramos,12.233151,-1.6444334,1.0,Ground Pass,"[63.1, 6.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.194
ba2fca99-a4ef-401d-8bb8-e0b059b4b152,38,1,00:00:36.654,0,36,3,,42,Ball Receipt*,217,Barcelona,3,From Free Kick,217,Barcelona,,,['799399e7-08fe-4f0c-8d8b-dc9c2d14b0c0'],,"[63.1, 6.9]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.654
