id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_switch,pass_outcome_id,pass_outcome_name,carry_end_location,ball_receipt_outcome_id,ball_receipt_outcome_name,out,counterpress,ball_recovery_recovery_failure,under_pressure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_one_on_one,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_aerial_won,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,interception_outcome_id,interception_outcome_name,pass_aerial_won,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_inswinging,pass_technique_id,pass_technique_name,foul_committed_advantage,foul_won_advantage,pass_outswinging,clearance_head,50_50_outcome_id,50_50_outcome_name,foul_won_defensive,dribble_overrun,block_offensive,shot_first_time,clearance_aerial_won,pass_no_touch,pass_goal_assist,shot_open_goal,dribble_nutmeg,clearance_left_foot,bad_behaviour_card_id,bad_behaviour_card_name,miscontrol_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_card_id,foul_committed_card_name,pass_through_ball,pass_cut_back,pass_miscommunication,ball_recovery_offensive,block_save_block,timestamp_seconds
d467baa6-c31f-43cf-97d6-cc600b870c8f,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,222,Villarreal,1,Regular Play,222,Villarreal,442.0,"[{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7034, 'name': 'Mateo Pablo Musacchio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6935, 'name': 'Adrián Marín Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 27}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
412ef951-d8a8-4c6a-a1d4-a7877ea4d0b0,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,222,Villarreal,1,Regular Play,1041,Sporting Gijón,4231.0,"[{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 3}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
d6470357-fc13-43f8-9254-d93bd35e7c85,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,222,Villarreal,1,Regular Play,1041,Sporting Gijón,,,['6942be1e-4e52-4e3d-90ba-e188a301a044'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
6942be1e-4e52-4e3d-90ba-e188a301a044,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,222,Villarreal,1,Regular Play,222,Villarreal,,,['d6470357-fc13-43f8-9254-d93bd35e7c85'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1216f465-0772-416c-bd15-8e4e8d10ad31,5,1,00:00:00.483,0,0,2,0.525121,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['9455d783-d5ab-4262-a03d-3b458fe0b76b'],True,"[60.0, 40.0]",23848.0,Carlos Carmona Bonet,17.0,Right Wing,6926.0,Alen Halilović,1.8681542,1.2998495,1.0,Ground Pass,"[60.5, 41.8]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483
9455d783-d5ab-4262-a03d-3b458fe0b76b,6,1,00:00:01.008,0,1,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['1216f465-0772-416c-bd15-8e4e8d10ad31'],,"[60.5, 41.8]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.008
32e287b7-204c-4b5b-80e3-ba0aa6d243a5,7,1,00:00:01.048,0,1,2,1.50827,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['f033e9a4-58c2-4615-bd3a-ee9b92300de8'],True,"[60.5, 41.8]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,18398.0,Omar Mascarell González,10.507616,-2.9983497,1.0,Ground Pass,"[50.1, 40.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.048
f033e9a4-58c2-4615-bd3a-ee9b92300de8,8,1,00:00:02.556,0,2,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['32e287b7-204c-4b5b-80e3-ba0aa6d243a5'],,"[50.1, 40.3]",18398.0,Omar Mascarell González,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.556
a39d24e7-d712-4892-9fee-ccd178dfe035,9,1,00:00:02.636,0,2,2,3.362331,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,,,"[50.1, 40.3]",18398.0,Omar Mascarell González,11.0,Left Defensive Midfield,,,45.354603,-1.0893991,3.0,High Pass,"[71.1, 0.1]",40.0,Right Foot,,,True,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.636
bc5eb570-d395-4406-a23c-04520a3c16bf,10,1,00:00:12.899,0,12,3,1.36936,30,Pass,222,Villarreal,4,From Throw In,222,Villarreal,,,['061c5645-7cbb-4f87-ba8f-752f111d19c4'],,"[49.0, 80.0]",6357.0,Jonathan dos Santos Ramírez,12.0,Right Midfield,26009.0,Roberto Soldado Rillo,16.100311,-0.38858002,2.0,Low Pass,"[63.9, 73.9]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.899
061c5645-7cbb-4f87-ba8f-752f111d19c4,11,1,00:00:14.268,0,14,3,,42,Ball Receipt*,222,Villarreal,4,From Throw In,222,Villarreal,,,['bc5eb570-d395-4406-a23c-04520a3c16bf'],,"[63.9, 73.9]",26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.268
a43f0369-3cd6-41bc-84d5-8f03b94fd7c4,12,1,00:00:14.268,0,14,3,1.249541,30,Pass,222,Villarreal,4,From Throw In,222,Villarreal,,,['9e8930f8-f972-4b91-a6f0-b73a199ec4a6'],,"[63.9, 73.9]",26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,6771.0,Manuel Trigueros Muñoz,8.637708,2.786887,2.0,Low Pass,"[55.8, 76.9]",37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.268
9e8930f8-f972-4b91-a6f0-b73a199ec4a6,13,1,00:00:15.518,0,15,3,,42,Ball Receipt*,222,Villarreal,4,From Throw In,222,Villarreal,,,['a43f0369-3cd6-41bc-84d5-8f03b94fd7c4'],,"[55.8, 76.9]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.518
42d2a272-2763-4956-9c33-61d9a76899c6,14,1,00:00:15.518,0,15,3,0.128819,43,Carry,222,Villarreal,4,From Throw In,222,Villarreal,,,"['42459378-1698-433c-bb68-88d76877437c', '9e8930f8-f972-4b91-a6f0-b73a199ec4a6']",,"[55.8, 76.9]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,"[55.8, 76.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.518
42459378-1698-433c-bb68-88d76877437c,15,1,00:00:15.647,0,15,3,1.179309,30,Pass,222,Villarreal,4,From Throw In,222,Villarreal,,,['f3a6fb12-c270-4156-af17-89edb4ee3ae8'],,"[55.8, 76.9]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,6862.0,Cédric Bakambu,22.165062,-0.83965796,1.0,Ground Pass,"[70.6, 60.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.647
f3a6fb12-c270-4156-af17-89edb4ee3ae8,16,1,00:00:16.826,0,16,3,,42,Ball Receipt*,222,Villarreal,4,From Throw In,222,Villarreal,,,['42459378-1698-433c-bb68-88d76877437c'],,"[70.6, 60.4]",6862.0,Cédric Bakambu,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.826
fbf97aa8-3c5a-408e-8154-dfc1024ff7ed,17,1,00:00:16.826,0,16,3,0.206881,43,Carry,222,Villarreal,4,From Throw In,222,Villarreal,,,"['a4b36418-b098-4936-bf51-bd70341d139e', 'f3a6fb12-c270-4156-af17-89edb4ee3ae8']",,"[70.6, 60.4]",6862.0,Cédric Bakambu,24.0,Left Center Forward,,,,,,,,,,,,,,,"[70.6, 60.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.826
a4b36418-b098-4936-bf51-bd70341d139e,18,1,00:00:17.033,0,17,3,0.0,38,Miscontrol,222,Villarreal,4,From Throw In,222,Villarreal,,,,,"[70.6, 60.4]",6862.0,Cédric Bakambu,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.033
36ca3ffe-2b76-400f-b4ca-63e4556726a2,19,1,00:00:18.167,0,18,4,0.0,2,Ball Recovery,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,,,"[49.0, 23.5]",18398.0,Omar Mascarell González,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.167
d84ae085-8b37-44ea-b30e-e1493ca0ad86,20,1,00:00:18.167,0,18,4,1.605461,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['26d8b6eb-c461-4cf9-a2d2-b334b81ca607', '36ca3ffe-2b76-400f-b4ca-63e4556726a2']",,"[49.0, 23.5]",18398.0,Omar Mascarell González,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,"[46.5, 30.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.167
26d8b6eb-c461-4cf9-a2d2-b334b81ca607,21,1,00:00:19.772,0,19,4,2.353818,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['861cf699-6269-4804-9d86-76428be7fe8b'],,"[46.5, 30.1]",18398.0,Omar Mascarell González,11.0,Left Defensive Midfield,26633.0,Alberto Lora Ramos,32.29396,1.9415272,1.0,Ground Pass,"[34.8, 60.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.772
861cf699-6269-4804-9d86-76428be7fe8b,22,1,00:00:22.126,0,22,4,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['26d8b6eb-c461-4cf9-a2d2-b334b81ca607'],,"[34.8, 60.2]",26633.0,Alberto Lora Ramos,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.126
db6afcdd-8cd1-4a40-aee4-3999517852fb,23,1,00:00:22.126,0,22,4,0.302207,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['861cf699-6269-4804-9d86-76428be7fe8b', 'ea7e8f82-abbf-4b5a-a025-e840d313cdfd']",,"[34.8, 60.2]",26633.0,Alberto Lora Ramos,2.0,Right Back,,,,,,,,,,,,,,,"[34.8, 60.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.126
ea7e8f82-abbf-4b5a-a025-e840d313cdfd,24,1,00:00:22.428,0,22,4,0.320844,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['47b6428f-425b-45a3-975e-9091ada4cbfe', '52a1910d-3366-46db-b739-6f7a98393bf0']",,"[34.8, 60.2]",26633.0,Alberto Lora Ramos,2.0,Right Back,23848.0,Carlos Carmona Bonet,9.538343,0.51524496,1.0,Ground Pass,"[43.1, 64.9]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.428
52a1910d-3366-46db-b739-6f7a98393bf0,25,1,00:00:22.749,0,22,4,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['ea7e8f82-abbf-4b5a-a025-e840d313cdfd'],,"[59.4, 67.6]",23848.0,Carlos Carmona Bonet,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.749
47b6428f-425b-45a3-975e-9091ada4cbfe,26,1,00:00:22.749,0,22,4,0.0,6,Block,1041,Sporting Gijón,1,Regular Play,222,Villarreal,,,['ea7e8f82-abbf-4b5a-a025-e840d313cdfd'],,"[77.0, 15.2]",6609.0,Denis Suárez Fernández,16.0,Left Midfield,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.749
99340a3a-9eb4-49cb-b2d8-ac11c6fcaeae,27,1,00:00:37.853,0,37,5,1.316182,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['cfc368f7-7d95-446c-b9ac-9df45bc74c80'],,"[69.8, 80.0]",26633.0,Alberto Lora Ramos,2.0,Right Back,6926.0,Alen Halilović,17.390802,-0.5305579,3.0,High Pass,"[84.8, 71.2]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.853
cfc368f7-7d95-446c-b9ac-9df45bc74c80,28,1,00:00:39.169,0,39,5,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['99340a3a-9eb4-49cb-b2d8-ac11c6fcaeae'],,"[84.8, 71.2]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.169
dff12829-0d94-4dd0-a377-8b32c172c755,29,1,00:00:39.214,0,39,5,0.226524,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['4fc64a49-a40a-42d5-a78f-973820565124'],,"[84.8, 71.2]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,4.3863425,-0.8176451,2.0,Low Pass,"[87.8, 68.0]",37.0,Head,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.214
4fc64a49-a40a-42d5-a78f-973820565124,30,1,00:00:39.441,0,39,5,0.0,2,Ball Recovery,1041,Sporting Gijón,4,From Throw In,222,Villarreal,,,['dff12829-0d94-4dd0-a377-8b32c172c755'],,"[32.3, 12.1]",6935.0,Adrián Marín Gómez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.441
b3fd79ad-2d0a-49d8-ac1f-a1aa396e5bf7,31,1,00:00:40.527,0,40,5,0.0,2,Ball Recovery,1041,Sporting Gijón,4,From Throw In,222,Villarreal,,,,,"[39.3, 11.8]",22819.0,Bruno Soriano Llido,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.527
31182c7d-2c82-4d7d-b1d6-2ad8f19436d9,32,1,00:00:40.527,0,40,5,2.886554,43,Carry,1041,Sporting Gijón,4,From Throw In,222,Villarreal,,,"['0672d36e-018d-481b-b377-382b2fe2f805', '566ddbbc-fd7a-429a-81af-cb5049e70b19', 'b3fd79ad-2d0a-49d8-ac1f-a1aa396e5bf7']",,"[39.3, 11.8]",22819.0,Bruno Soriano Llido,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,"[34.4, 7.8]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.527
0672d36e-018d-481b-b377-382b2fe2f805,33,1,00:00:41.431,0,41,5,0.950318,17,Pressure,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['31182c7d-2c82-4d7d-b1d6-2ad8f19436d9'],,"[78.5, 71.2]",26633.0,Alberto Lora Ramos,2.0,Right Back,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.431
863551bc-3cf7-43d5-92e4-2924bd660b4a,34,1,00:00:42.203,0,42,5,0.981765,17,Pressure,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,,,"[80.4, 68.3]",23848.0,Carlos Carmona Bonet,17.0,Right Wing,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.203
566ddbbc-fd7a-429a-81af-cb5049e70b19,35,1,00:00:43.413,0,43,5,0.0,3,Dispossessed,1041,Sporting Gijón,4,From Throw In,222,Villarreal,,,['85660cec-f6da-4664-8230-c7b3c0b0ea90'],,"[34.4, 7.8]",22819.0,Bruno Soriano Llido,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.413
85660cec-f6da-4664-8230-c7b3c0b0ea90,36,1,00:00:43.413,0,43,5,0.0,4,Duel,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['566ddbbc-fd7a-429a-81af-cb5049e70b19'],,"[85.7, 72.3]",23848.0,Carlos Carmona Bonet,17.0,Right Wing,,,,,,,,,,,,,,,,,,,True,,True,11.0,Tackle,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.413
0fe36791-4b89-40a1-a513-f2537e6ef42f,37,1,00:00:43.413,0,43,5,2.767569,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['85660cec-f6da-4664-8230-c7b3c0b0ea90', 'd2c6b01f-3733-4465-babb-e2a1cfd42922']",,"[85.7, 72.3]",23848.0,Carlos Carmona Bonet,17.0,Right Wing,,,,,,,,,,,,,,,"[87.8, 65.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.413
d2c6b01f-3733-4465-babb-e2a1cfd42922,38,1,00:00:46.181,0,46,5,0.644551,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['705a05a0-6788-459c-8d38-c857a74c6a48'],,"[87.8, 65.5]",23848.0,Carlos Carmona Bonet,17.0,Right Wing,6926.0,Alen Halilović,13.146863,-0.579564,1.0,Ground Pass,"[98.8, 58.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.181
705a05a0-6788-459c-8d38-c857a74c6a48,39,1,00:00:46.825,0,46,5,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['d2c6b01f-3733-4465-babb-e2a1cfd42922'],,"[98.8, 58.3]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.825
4c946784-dfe2-41e4-9605-2a2bbe885b12,40,1,00:00:46.825,0,46,5,0.4564,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['705a05a0-6788-459c-8d38-c857a74c6a48', '8409e41b-7560-4505-beca-5a474e59d536', 'f04ee26f-844b-46e8-9be0-7a0ae479e762']",,"[98.8, 58.3]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,"[96.9, 58.3]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.825
8409e41b-7560-4505-beca-5a474e59d536,41,1,00:00:47.132,0,47,5,0.549867,17,Pressure,1041,Sporting Gijón,4,From Throw In,222,Villarreal,,,"['4c946784-dfe2-41e4-9605-2a2bbe885b12', 'f04ee26f-844b-46e8-9be0-7a0ae479e762']",,"[21.1, 23.9]",6752.0,Víctor Ruíz Torre,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.132
f04ee26f-844b-46e8-9be0-7a0ae479e762,42,1,00:00:47.282,0,47,5,0.0,38,Miscontrol,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['8409e41b-7560-4505-beca-5a474e59d536'],,"[96.9, 58.3]",6926.0,Alen Halilović,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.282
