id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_first_time,goalkeeper_end_location,pass_aerial_won,counterpress,pass_miscommunication,pass_cross,pass_switch,out,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,pass_cut_back,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,block_deflection,dribble_overrun,foul_won_defensive,ball_recovery_recovery_failure,clearance_aerial_won,clearance_head,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,pass_inswinging,pass_technique_id,pass_technique_name,shot_open_goal,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_advantage,foul_won_advantage,clearance_other,pass_outswinging,clearance_left_foot,pass_deflected,pass_through_ball,foul_committed_card_id,foul_committed_card_name,pass_goal_assist,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,50_50_outcome_id,50_50_outcome_name,shot_aerial_won,dribble_nutmeg,timestamp_seconds
15899a94-1e8f-41db-90f0-67d5927acbda,11,1,00:00:07.544,0,7,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['03262ac4-e4c7-4034-afb1-0093e34182db', '988ae797-18da-4c5c-a87d-0e9dac5b1db3']",,"[78.5, 68.5]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.544
e48c57e0-94bf-49b3-bc73-ff4b19125382,12,1,00:00:07.544,0,7,2,0.159998,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['03262ac4-e4c7-4034-afb1-0093e34182db', '15899a94-1e8f-41db-90f0-67d5927acbda', '270f2a96-05bd-4bc3-adf8-64c16642b544']",,"[78.5, 68.5]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,True,"[77.6, 68.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.544
270f2a96-05bd-4bc3-adf8-64c16642b544,13,1,00:00:07.704,0,7,2,1.293292,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['03262ac4-e4c7-4034-afb1-0093e34182db', '9928987c-61f1-4ef9-a23c-405939d1e200']",,"[77.6, 68.3]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,6649.0,Óscar de Marcos Arana,14.040655,2.8153377,1.0,Ground Pass,"[64.3, 72.8]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.704
9928987c-61f1-4ef9-a23c-405939d1e200,14,1,00:00:08.997,0,8,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['270f2a96-05bd-4bc3-adf8-64c16642b544'],,"[64.3, 72.8]",6649.0,Óscar de Marcos Arana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.997
4b51b33c-85e2-48ac-99b0-d47421b1fafe,15,1,00:00:08.997,0,8,2,0.616008,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['9928987c-61f1-4ef9-a23c-405939d1e200', 'eca98a9b-b681-444c-b1b5-2712334585d2']",,"[64.3, 72.8]",6649.0,Óscar de Marcos Arana,2.0,Right Back,,,,,,,,,,,,,"[64.3, 72.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.997
eca98a9b-b681-444c-b1b5-2712334585d2,16,1,00:00:09.613,0,9,2,0.965479,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['1bf9e3d6-271e-4475-8454-259649a9e94b'],,"[64.3, 72.8]",6649.0,Óscar de Marcos Arana,2.0,Right Back,6389.0,Mikel San José Domínguez,8.161495,-1.6936315,1.0,Ground Pass,"[63.3, 64.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.613
1bf9e3d6-271e-4475-8454-259649a9e94b,17,1,00:00:10.578,0,10,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['eca98a9b-b681-444c-b1b5-2712334585d2'],,"[63.3, 64.7]",6389.0,Mikel San José Domínguez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.578
da1484a3-5447-4a90-8f6b-fd53354c65bd,18,1,00:00:10.578,0,10,2,1.109105,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['1bf9e3d6-271e-4475-8454-259649a9e94b', '923638e8-82cf-4ca7-b02c-bef6fa8e473a']",,"[63.3, 64.7]",6389.0,Mikel San José Domínguez,11.0,Left Defensive Midfield,,,,,,,,,,,,,"[60.8, 63.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.578
923638e8-82cf-4ca7-b02c-bef6fa8e473a,19,1,00:00:11.687,0,11,2,1.703586,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['6845b817-95e6-489f-8597-68befce5ca37'],,"[60.8, 63.3]",6389.0,Mikel San José Domínguez,11.0,Left Defensive Midfield,6788.0,Xabier Etxeita Gorritxategi,16.924833,-2.945356,1.0,Ground Pass,"[44.2, 60.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.687
6845b817-95e6-489f-8597-68befce5ca37,20,1,00:00:13.391,0,13,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['923638e8-82cf-4ca7-b02c-bef6fa8e473a'],,"[44.2, 60.0]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.391
3287f187-54be-4c27-82e0-aec09e351bde,21,1,00:00:13.391,0,13,2,1.886431,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['51b676bc-5c54-4a12-94b0-e907e8bb68cc'],,"[44.2, 60.0]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,4353.0,Aymeric Laporte,32.24934,-1.4745216,1.0,Ground Pass,"[47.3, 27.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.391
51b676bc-5c54-4a12-94b0-e907e8bb68cc,22,1,00:00:15.277,0,15,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['3287f187-54be-4c27-82e0-aec09e351bde'],,"[47.3, 27.9]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.277
4ab4da92-0d4e-4cdc-ae06-b27319f679a5,23,1,00:00:15.277,0,15,2,0.854928,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['38d68822-4073-4d07-a124-2844b970794b', '51b676bc-5c54-4a12-94b0-e907e8bb68cc']",,"[47.3, 27.9]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,,"[46.3, 27.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.277
38d68822-4073-4d07-a124-2844b970794b,24,1,00:00:16.132,0,16,2,1.7611,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['be68ee06-b666-4bb3-acfc-6ff1351323f9'],,"[46.3, 27.8]",4353.0,Aymeric Laporte,5.0,Left Center Back,6788.0,Xabier Etxeita Gorritxategi,26.383707,1.6504751,1.0,Ground Pass,"[44.2, 54.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.132
be68ee06-b666-4bb3-acfc-6ff1351323f9,25,1,00:00:17.893,0,17,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['38d68822-4073-4d07-a124-2844b970794b'],,"[44.2, 54.1]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.893
62ffef2b-0a0c-46b3-89ce-472f610f1215,26,1,00:00:17.893,0,17,2,0.505055,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['a6577404-2b4d-4257-80ac-7c97e926c1d3', 'be68ee06-b666-4bb3-acfc-6ff1351323f9']",,"[44.2, 54.1]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,,"[48.7, 55.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.893
a6577404-2b4d-4257-80ac-7c97e926c1d3,27,1,00:00:18.399,0,18,2,1.775152,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['4e55e456-3905-4ad1-bbeb-31949fb7d420'],,"[48.7, 55.0]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,6389.0,Mikel San José Domínguez,17.710167,1.1147243,1.0,Ground Pass,"[56.5, 70.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.399
4e55e456-3905-4ad1-bbeb-31949fb7d420,28,1,00:00:20.174,0,20,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['a6577404-2b4d-4257-80ac-7c97e926c1d3'],,"[56.5, 70.9]",6389.0,Mikel San José Domínguez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.174
e5f89161-204c-46bf-bf8c-5b76eeadcc4e,29,1,00:00:20.174,0,20,2,1.265731,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['4e55e456-3905-4ad1-bbeb-31949fb7d420', 'f8ff0d08-c1cb-45c8-8e81-be4cf5f3ad32']",,"[56.5, 70.9]",6389.0,Mikel San José Domínguez,11.0,Left Defensive Midfield,,,,,,,,,,,,,"[58.4, 75.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.174
f8ff0d08-c1cb-45c8-8e81-be4cf5f3ad32,30,1,00:00:21.439,0,21,2,0.866823,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['f2a3e49a-83bb-4185-8d3e-a9773da93df3'],,"[58.4, 75.4]",6389.0,Mikel San José Domínguez,11.0,Left Defensive Midfield,6390.0,Markel Susaeta Laskurain,21.18726,-0.32175055,1.0,Ground Pass,"[78.5, 68.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.439
0d076a9e-4adb-4ee8-83dc-3424fe764c6b,31,1,00:00:22.136,0,22,2,0.458566,17,Pressure,215,Athletic Club,9,From Kick Off,207,Valencia,,,"['78306cd3-0821-40d4-ab45-28da8adaaa31', 'f2a3e49a-83bb-4185-8d3e-a9773da93df3']",,"[39.2, 12.8]",6751.0,Javier Fuego Martínez,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.136
f2a3e49a-83bb-4185-8d3e-a9773da93df3,32,1,00:00:22.306,0,22,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['0d076a9e-4adb-4ee8-83dc-3424fe764c6b', 'f8ff0d08-c1cb-45c8-8e81-be4cf5f3ad32']",,"[78.5, 68.7]",6390.0,Markel Susaeta Laskurain,17.0,Right Wing,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.306
78306cd3-0821-40d4-ab45-28da8adaaa31,33,1,00:00:22.306,0,22,2,0.32617,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['0d076a9e-4adb-4ee8-83dc-3424fe764c6b', 'dc145457-3e50-478f-b2a2-156eb48934bc', 'f2a3e49a-83bb-4185-8d3e-a9773da93df3']",,"[78.5, 68.7]",6390.0,Markel Susaeta Laskurain,17.0,Right Wing,,,,,,,,,,,,True,"[79.4, 69.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.306
dc145457-3e50-478f-b2a2-156eb48934bc,34,1,00:00:22.632,0,22,2,0.0,3,Dispossessed,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['9dd59e67-be03-41ef-bead-78e3f720aff3'],,"[79.4, 69.2]",6390.0,Markel Susaeta Laskurain,17.0,Right Wing,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.632
9dd59e67-be03-41ef-bead-78e3f720aff3,35,1,00:00:22.632,0,22,2,0.0,4,Duel,215,Athletic Club,9,From Kick Off,207,Valencia,,,['dc145457-3e50-478f-b2a2-156eb48934bc'],,"[40.7, 10.9]",6751.0,Javier Fuego Martínez,9.0,Right Defensive Midfield,,,,,,,,,,,,True,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.632
183d3745-37d6-48d2-9b79-4db8ea7a9169,36,1,00:00:23.789,0,23,2,1.907509,30,Pass,215,Athletic Club,9,From Kick Off,207,Valencia,,,"['2a2376de-716f-4993-be2f-ecfdc23b13b0', '55047ea4-b54a-443c-b976-d0b9a616a6f1']",,"[50.6, 5.7]",10802.0,André Filipe Tavares Gomes,19.0,Center Attacking Midfield,6751.0,Javier Fuego Martínez,20.930838,1.96816,1.0,Ground Pass,"[42.5, 25.0]",40.0,Right Foot,66.0,Recovery,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.789
55047ea4-b54a-443c-b976-d0b9a616a6f1,37,1,00:00:25.697,0,25,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,207,Valencia,,,['183d3745-37d6-48d2-9b79-4db8ea7a9169'],,"[42.5, 16.1]",6751.0,Javier Fuego Martínez,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.697
