id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,counterpress,out,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,interception_outcome_id,interception_outcome_name,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_cross,clearance_head,foul_committed_advantage,foul_won_advantage,clearance_right_foot,goalkeeper_end_location,pass_technique_id,pass_technique_name,pass_outswinging,pass_switch,bad_behaviour_card_id,bad_behaviour_card_name,shot_aerial_won,clearance_aerial_won,miscontrol_aerial_won,dribble_overrun,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,shot_one_on_one,pass_through_ball,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,pass_cut_back,pass_deflected,timestamp_seconds
9b6072e6-fe8f-4971-bcb8-c522a0253e07,11,1,00:00:03.684,0,3,2,2.100255,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['a08f73ab-c1f7-4456-834d-9fc998acb652', 'a7157e2f-4e4b-4f2b-89db-a727eb6bc7da']",,"[32.2, 28.2]",18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,,,,,,,,,,,,"[36.1, 24.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.684
a7157e2f-4e4b-4f2b-89db-a727eb6bc7da,12,1,00:00:05.785,0,5,2,3.067324,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['7fa64b86-e1a8-4fb8-8136-47cfd80e1398', '83003a9d-ba37-42f5-a0ae-8db9e4786a17']",,"[36.1, 24.5]",18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,26685.0,Nicolás Ladislao Fedor Flores,47.602627,-0.0105038155,3.0,High Pass,"[83.7, 24.0]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.785
7fa64b86-e1a8-4fb8-8136-47cfd80e1398,13,1,00:00:08.852,0,8,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['a7157e2f-4e4b-4f2b-89db-a727eb6bc7da'],,"[82.5, 24.5]",26685.0,Nicolás Ladislao Fedor Flores,22.0,Right Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.852
7a1219cd-50f1-4da6-90f7-5cde1c7bfa67,14,1,00:00:08.852,0,8,2,0.0,4,Duel,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['83003a9d-ba37-42f5-a0ae-8db9e4786a17'],,"[83.7, 24.0]",26685.0,Nicolás Ladislao Fedor Flores,22.0,Right Center Forward,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.852
83003a9d-ba37-42f5-a0ae-8db9e4786a17,15,1,00:00:08.852,0,8,3,1.886125,30,Pass,215,Athletic Club,1,Regular Play,215,Athletic Club,,,"['734b135d-df3a-40ec-aa18-5bfcb2e10a2a', '7a1219cd-50f1-4da6-90f7-5cde1c7bfa67', 'a7157e2f-4e4b-4f2b-89db-a727eb6bc7da']",,"[36.4, 56.1]",6386.0,Eneko Bóveda Altube,3.0,Right Center Back,6788.0,Xabier Etxeita Gorritxategi,17.980545,-3.0469046,3.0,High Pass,"[18.5, 54.4]",,,66.0,Recovery,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.852
3932c520-5290-4f82-806b-ae9146574f44,16,1,00:00:10.130,0,10,3,0.735558,17,Pressure,215,Athletic Club,1,Regular Play,360,Rayo Vallecano,,,"['6ec5b24c-aae4-4b38-8839-18281c397f34', '734b135d-df3a-40ec-aa18-5bfcb2e10a2a']",,"[99.5, 24.1]",7900.0,Tiago Manuel Dias Correia,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.13
734b135d-df3a-40ec-aa18-5bfcb2e10a2a,17,1,00:00:10.738,0,10,3,,42,Ball Receipt*,215,Athletic Club,1,Regular Play,215,Athletic Club,,,"['3932c520-5290-4f82-806b-ae9146574f44', '83003a9d-ba37-42f5-a0ae-8db9e4786a17']",,"[18.5, 54.4]",6788.0,Xabier Etxeita Gorritxategi,5.0,Left Center Back,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.738
6ec5b24c-aae4-4b38-8839-18281c397f34,18,1,00:00:10.748,0,10,3,3.144381,30,Pass,215,Athletic Club,1,Regular Play,215,Athletic Club,,,"['3932c520-5290-4f82-806b-ae9146574f44', '94b3ce68-26a1-4ea5-8fe8-3201f68efbaf']",,"[18.7, 53.9]",6788.0,Xabier Etxeita Gorritxategi,5.0,Left Center Back,6649.0,Óscar de Marcos Arana,21.858637,2.1410344,2.0,Low Pass,"[6.9, 72.3]",37.0,Head,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.748
94b3ce68-26a1-4ea5-8fe8-3201f68efbaf,19,1,00:00:13.892,0,13,3,,42,Ball Receipt*,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['6ec5b24c-aae4-4b38-8839-18281c397f34'],,"[6.9, 72.3]",6649.0,Óscar de Marcos Arana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.892
51076bf0-7e8d-4ab3-a194-00afa2f3a38e,20,1,00:00:13.892,0,13,3,0.025082,43,Carry,215,Athletic Club,1,Regular Play,215,Athletic Club,,,"['053bd579-c714-4e88-9beb-93505246cdb2', '94b3ce68-26a1-4ea5-8fe8-3201f68efbaf']",,"[6.9, 72.3]",6649.0,Óscar de Marcos Arana,2.0,Right Back,,,,,,,,,,,,"[4.3, 74.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.892
053bd579-c714-4e88-9beb-93505246cdb2,21,1,00:00:13.917,0,13,3,2.147606,30,Pass,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['0d4a5fa6-4a2c-4858-8652-7339b5f9ccd2'],,"[4.3, 74.0]",6649.0,Óscar de Marcos Arana,2.0,Right Back,,,44.123463,-0.39060703,3.0,High Pass,"[45.1, 57.2]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.917
0d4a5fa6-4a2c-4858-8652-7339b5f9ccd2,22,1,00:00:16.065,0,16,4,0.978514,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['053bd579-c714-4e88-9beb-93505246cdb2', '70f36a8d-8f83-4dd5-afcd-c1ef0366e617']",,"[75.0, 22.9]",26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,26848.0,Roberto Trashorras Gayoso,7.1021123,-2.1353657,2.0,Low Pass,"[71.2, 16.9]",70.0,Other,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.065
70f36a8d-8f83-4dd5-afcd-c1ef0366e617,23,1,00:00:17.043,0,17,4,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['0d4a5fa6-4a2c-4858-8652-7339b5f9ccd2'],,"[71.2, 16.9]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.043
43596195-01ac-4156-945a-78f0e0c9aa4a,24,1,00:00:17.043,0,17,4,1.045435,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['1ec8bd69-f48b-4343-b732-66beaa510886', '5ddf1f5c-e742-41a7-b379-75232567319e', '70f36a8d-8f83-4dd5-afcd-c1ef0366e617']",,"[71.2, 16.9]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,,,,,,,,,,,,"[70.9, 16.7]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.043
1ec8bd69-f48b-4343-b732-66beaa510886,25,1,00:00:17.773,0,17,4,0.657247,17,Pressure,360,Rayo Vallecano,1,Regular Play,215,Athletic Club,,,"['43596195-01ac-4156-945a-78f0e0c9aa4a', '5ddf1f5c-e742-41a7-b379-75232567319e']",,"[46.8, 59.8]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.773
5ddf1f5c-e742-41a7-b379-75232567319e,26,1,00:00:18.089,0,18,4,1.112592,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['1ec8bd69-f48b-4343-b732-66beaa510886', '89c79361-dece-47cf-a089-61c8eaa71b25']",,"[70.9, 16.7]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,26685.0,Nicolás Ladislao Fedor Flores,18.516209,-0.3644596,1.0,Ground Pass,"[88.2, 10.1]",40.0,Right Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.089
c27fed41-4b31-4446-9a2b-1f392a35ba90,27,1,00:00:18.952,0,18,4,0.302378,17,Pressure,360,Rayo Vallecano,1,Regular Play,215,Athletic Club,,,"['35ce474f-352c-4823-9a14-9960a6d5d789', '89c79361-dece-47cf-a089-61c8eaa71b25']",,"[31.2, 67.1]",6649.0,Óscar de Marcos Arana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.952
89c79361-dece-47cf-a089-61c8eaa71b25,28,1,00:00:19.201,0,19,4,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['5ddf1f5c-e742-41a7-b379-75232567319e', 'c27fed41-4b31-4446-9a2b-1f392a35ba90']",,"[88.2, 10.1]",26685.0,Nicolás Ladislao Fedor Flores,22.0,Right Center Forward,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.201
35ce474f-352c-4823-9a14-9960a6d5d789,29,1,00:00:19.201,0,19,4,0.073535,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['89c79361-dece-47cf-a089-61c8eaa71b25', '9b42df5d-3b1b-4333-b3ff-9f7aba39fcad', 'c27fed41-4b31-4446-9a2b-1f392a35ba90']",,"[88.2, 10.1]",26685.0,Nicolás Ladislao Fedor Flores,22.0,Right Center Forward,,,,,,,,,,,,"[87.2, 9.1]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.201
9b42df5d-3b1b-4333-b3ff-9f7aba39fcad,30,1,00:00:19.275,0,19,4,0.0,38,Miscontrol,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,,,"[87.2, 9.1]",26685.0,Nicolás Ladislao Fedor Flores,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.275
85645183-c8a0-4f35-8938-4cc2136b5f62,31,1,00:00:27.684,0,27,5,1.159691,30,Pass,215,Athletic Club,4,From Throw In,215,Athletic Club,,,['9c179128-4119-401e-975c-355dbfdfc7d5'],,"[32.6, 80.0]",6649.0,Óscar de Marcos Arana,2.0,Right Back,6388.0,Ander Iturraspe Derteano,15.285614,-1.9318641,2.0,Low Pass,"[27.2, 65.7]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.684
9c179128-4119-401e-975c-355dbfdfc7d5,32,1,00:00:28.844,0,28,5,,42,Ball Receipt*,215,Athletic Club,4,From Throw In,215,Athletic Club,,,['85645183-c8a0-4f35-8938-4cc2136b5f62'],,"[27.2, 65.7]",6388.0,Ander Iturraspe Derteano,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.844
c5e8e609-6e28-474b-b83c-fdba1f7b61f3,33,1,00:00:28.844,0,28,5,0.121979,43,Carry,215,Athletic Club,4,From Throw In,215,Athletic Club,,,"['9c179128-4119-401e-975c-355dbfdfc7d5', 'c2bad229-4b4e-49d7-85e1-71873834d9da']",,"[27.2, 65.7]",6388.0,Ander Iturraspe Derteano,9.0,Right Defensive Midfield,,,,,,,,,,,,"[27.4, 65.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.844
c2bad229-4b4e-49d7-85e1-71873834d9da,34,1,00:00:28.966,0,28,5,1.0886,30,Pass,215,Athletic Club,4,From Throw In,215,Athletic Club,,,"['715aa40b-3f1c-4630-b1dd-403df94cbfbd', 'ae377844-7f0a-4eb8-af50-58c0788050b5']",,"[27.4, 65.7]",6388.0,Ander Iturraspe Derteano,9.0,Right Defensive Midfield,6393.0,Iñaki Williams Arthuer,22.542849,0.14691584,3.0,High Pass,"[49.7, 69.0]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.966
ae377844-7f0a-4eb8-af50-58c0788050b5,35,1,00:00:30.055,0,30,5,,42,Ball Receipt*,215,Athletic Club,4,From Throw In,215,Athletic Club,,,['c2bad229-4b4e-49d7-85e1-71873834d9da'],,"[52.0, 68.4]",6393.0,Iñaki Williams Arthuer,23.0,Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.055
715aa40b-3f1c-4630-b1dd-403df94cbfbd,36,1,00:00:30.055,0,30,5,1.746155,30,Pass,215,Athletic Club,4,From Throw In,360,Rayo Vallecano,,,"['c2bad229-4b4e-49d7-85e1-71873834d9da', 'f532c95c-7195-4f3d-af32-809cb8b96aea']",,"[70.4, 11.1]",11298.0,José Ignacio Martínez García,6.0,Left Back,11542.0,Javier Guerra Rodríguez,22.707928,0.6699267,3.0,High Pass,"[88.2, 25.2]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.055
550118be-9369-4213-97dc-00b23db26ec8,37,1,00:00:31.553,0,31,5,0.178138,17,Pressure,215,Athletic Club,4,From Throw In,215,Athletic Club,,,,,"[30.0, 55.4]",6386.0,Eneko Bóveda Altube,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.553
