id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,carry_end_location,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,counterpress,pass_miscommunication,pass_switch,pass_cross,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,interception_outcome_id,interception_outcome_name,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,out,miscontrol_aerial_won,dribble_overrun,clearance_left_foot,foul_committed_card_id,foul_committed_card_name,50_50_outcome_id,50_50_outcome_name,pass_goal_assist,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_offensive,clearance_right_foot,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_through_ball,pass_technique_id,pass_technique_name,ball_recovery_recovery_failure,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_inswinging,shot_aerial_won,ball_recovery_offensive,pass_straight,shot_one_on_one,pass_outswinging,pass_cut_back,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
23ef9083-b085-45ec-839d-a61c35043aa7,11,1,00:00:16.644,0,16,3,2.032441,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,['6e6c3674-6b02-4c9c-bcc2-1bfb7c456b1e'],True,"[62.7, 80.0]",21210.0,Mariano Ferreira Filho,2.0,Right Back,23816.0,José Antonio Reyes Calderón,22.99239,-0.5904151,2.0,Low Pass,"[81.8, 67.2]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.644
bc4f2c7e-dc0d-4b0d-9b40-f92e17f26975,12,1,00:00:18.600,0,18,3,0.035575,17,Pressure,213,Sevilla,4,From Throw In,209,Celta Vigo,,,,,"[36.4, 14.2]",19668.0,Augusto Matías Fernández,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6
6e6c3674-6b02-4c9c-bcc2-1bfb7c456b1e,13,1,00:00:18.677,0,18,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['23ef9083-b085-45ec-839d-a61c35043aa7'],,"[81.8, 67.2]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.677
da61ea58-9f4f-4258-a458-a5fe38be5172,14,1,00:00:18.677,0,18,3,1.224453,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,['5fc0890f-41bf-4b94-b3fa-10c66bdc1fa9'],,"[82.1, 67.7]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,6401.0,Kevin Gameiro,14.308739,-0.034950797,2.0,Low Pass,"[96.4, 67.2]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.677
0b9bd665-94ea-46d9-876a-06b28428e67c,15,1,00:00:19.531,0,19,3,0.35121,17,Pressure,213,Sevilla,4,From Throw In,209,Celta Vigo,,,,,"[23.7, 11.8]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.531
5fc0890f-41bf-4b94-b3fa-10c66bdc1fa9,16,1,00:00:19.901,0,19,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['da61ea58-9f4f-4258-a458-a5fe38be5172'],,"[96.4, 67.2]",6401.0,Kevin Gameiro,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.901
baf31f9b-2890-4115-ad3c-fe9308e2949b,17,1,00:00:19.901,0,19,3,0.180861,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['5fc0890f-41bf-4b94-b3fa-10c66bdc1fa9', 'e8fb4bcb-d429-4ad3-b773-5acf2ae5f3bf']",,"[96.4, 67.2]",6401.0,Kevin Gameiro,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,"[96.9, 66.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.901
e8fb4bcb-d429-4ad3-b773-5acf2ae5f3bf,18,1,00:00:20.082,0,20,3,0.0,14,Dribble,213,Sevilla,4,From Throw In,213,Sevilla,,,['830df945-7f5f-427a-9ef3-36dfe2a3a4b8'],,"[96.9, 66.4]",6401.0,Kevin Gameiro,23.0,Center Forward,,,,,,,,,,,,,,,,True,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.082
830df945-7f5f-427a-9ef3-36dfe2a3a4b8,19,1,00:00:20.082,0,20,3,0.0,4,Duel,213,Sevilla,4,From Throw In,209,Celta Vigo,,,['e8fb4bcb-d429-4ad3-b773-5acf2ae5f3bf'],,"[23.2, 13.7]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,,,,,,,,,,,,,,,,True,11.0,Tackle,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.082
ad53ccb1-6f65-4089-8deb-2240497023a4,20,1,00:00:20.082,0,20,3,3.525232,43,Carry,213,Sevilla,4,From Throw In,209,Celta Vigo,,,"['5a8adb8b-f9f1-4049-9d94-835b18e1df03', '830df945-7f5f-427a-9ef3-36dfe2a3a4b8', 'e0af12a2-5445-4345-bba7-f2941d15568f']",,"[23.2, 13.7]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,,,,,,,,,,,,,,,,True,,,,"[27.3, 11.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.082
e0af12a2-5445-4345-bba7-f2941d15568f,21,1,00:00:22.069,0,22,3,1.130616,17,Pressure,213,Sevilla,4,From Throw In,213,Sevilla,,,['ad53ccb1-6f65-4089-8deb-2240497023a4'],,"[96.6, 64.5]",6401.0,Kevin Gameiro,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.069
0eace93d-c6ed-4c99-be5d-fdb537749f11,22,1,00:00:22.462,0,22,3,0.87414,17,Pressure,213,Sevilla,4,From Throw In,213,Sevilla,,,,,"[92.8, 70.5]",6841.0,Víctor Machín Pérez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.462
5a8adb8b-f9f1-4049-9d94-835b18e1df03,23,1,00:00:23.607,0,23,3,0.0,3,Dispossessed,213,Sevilla,4,From Throw In,209,Celta Vigo,,,['d67c05c5-cbab-450c-a537-81abfc37356b'],,"[27.3, 11.8]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.607
d67c05c5-cbab-450c-a537-81abfc37356b,24,1,00:00:23.607,0,23,3,0.0,4,Duel,213,Sevilla,4,From Throw In,213,Sevilla,,,['5a8adb8b-f9f1-4049-9d94-835b18e1df03'],,"[92.8, 68.3]",6401.0,Kevin Gameiro,23.0,Center Forward,,,,,,,,,,,,,,,,True,11.0,Tackle,,,,,16.0,Success In Play,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.607
b1ce7fe3-868e-455b-9e1f-db38c79a9285,25,1,00:00:24.091,0,24,3,0.0,2,Ball Recovery,213,Sevilla,4,From Throw In,213,Sevilla,,,,,"[93.4, 70.7]",6841.0,Víctor Machín Pérez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.091
c28b4be6-e355-47ff-b5b3-d611fb08b5bb,26,1,00:00:24.091,0,24,3,1.69734,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['2d1d8594-539a-4710-883b-756f661150cd', '3e31f6ba-0e09-4bed-b109-db212686ea47', 'b1ce7fe3-868e-455b-9e1f-db38c79a9285']",,"[93.4, 70.7]",6841.0,Víctor Machín Pérez,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,"[97.8, 64.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.091
3e31f6ba-0e09-4bed-b109-db212686ea47,27,1,00:00:25.218,0,25,3,0.82509,17,Pressure,213,Sevilla,4,From Throw In,209,Celta Vigo,,,"['2d1d8594-539a-4710-883b-756f661150cd', 'c28b4be6-e355-47ff-b5b3-d611fb08b5bb']",,"[22.9, 9.4]",6802.0,Jonathan Castro Otto,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.218
2d1d8594-539a-4710-883b-756f661150cd,28,1,00:00:25.788,0,25,3,0.87987,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,"['3e31f6ba-0e09-4bed-b109-db212686ea47', '4b596cea-6bf7-46e2-abdf-b0ab2b059d3e']",,"[97.8, 64.7]",6841.0,Víctor Machín Pérez,17.0,Right Wing,5504.0,Éver Maximiliano David Banega,12.146193,-1.1734719,1.0,Ground Pass,"[102.5, 53.5]",,,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.788
4b596cea-6bf7-46e2-abdf-b0ab2b059d3e,29,1,00:00:26.668,0,26,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['2d1d8594-539a-4710-883b-756f661150cd'],,"[102.5, 53.5]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.668
5fc8d0a1-548e-4078-b9b9-bfb7f32c0986,30,1,00:00:26.668,0,26,3,0.58734,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['4b596cea-6bf7-46e2-abdf-b0ab2b059d3e', '76cd7749-5cd7-43db-9539-6e874a7bea87', '85f98df7-7b8e-4f33-87d4-f0b3fb145988']",,"[102.5, 53.5]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,True,,,,"[100.8, 53.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.668
85f98df7-7b8e-4f33-87d4-f0b3fb145988,31,1,00:00:26.715,0,26,3,0.622756,17,Pressure,213,Sevilla,4,From Throw In,209,Celta Vigo,,,"['5fc8d0a1-548e-4078-b9b9-bfb7f32c0986', '76cd7749-5cd7-43db-9539-6e874a7bea87']",,"[14.9, 27.2]",6805.0,Hugo Mallo Novegil,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.715
76cd7749-5cd7-43db-9539-6e874a7bea87,32,1,00:00:27.256,0,27,3,1.935733,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,"['6330939f-e4aa-4c82-8b72-a6f108946cb3', '85f98df7-7b8e-4f33-87d4-f0b3fb145988', 'b21062c2-915d-439c-9aa1-03919f885961']",,"[100.8, 53.5]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,23816.0,José Antonio Reyes Calderón,6.735726,2.2826433,1.0,Ground Pass,"[96.4, 58.6]",,,40.0,Right Foot,9.0,Incomplete,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.256
6330939f-e4aa-4c82-8b72-a6f108946cb3,33,1,00:00:29.191,0,29,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['76cd7749-5cd7-43db-9539-6e874a7bea87'],,"[100.5, 57.3]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.191
b21062c2-915d-439c-9aa1-03919f885961,34,1,00:00:29.191,0,29,4,3.07927,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['76cd7749-5cd7-43db-9539-6e874a7bea87', 'c3f47a9e-35ca-4487-bd4b-8089f4606c15']",,"[23.7, 21.5]",6801.0,Pedro Pablo Hernández,19.0,Center Attacking Midfield,6724.0,Manuel Agudo Durán,43.653294,-0.27609703,1.0,Ground Pass,"[65.7, 9.6]",66.0,Recovery,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.191
c3f47a9e-35ca-4487-bd4b-8089f4606c15,35,1,00:00:32.271,0,32,4,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['b21062c2-915d-439c-9aa1-03919f885961'],,"[65.7, 9.6]",6724.0,Manuel Agudo Durán,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.271
e71df7f5-22cf-491d-9a6f-099b08bc74d9,36,1,00:00:32.271,0,32,4,3.191691,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['79245bec-0dbb-4176-9197-fa1190b38c33', '901887f1-0b7a-42ab-a783-414e98e67f56', 'c3f47a9e-35ca-4487-bd4b-8089f4606c15']",,"[65.7, 9.6]",6724.0,Manuel Agudo Durán,21.0,Left Wing,,,,,,,,,,,,,,,,True,,,,"[79.4, 18.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.271
79245bec-0dbb-4176-9197-fa1190b38c33,37,1,00:00:34.961,0,34,4,0.425965,17,Pressure,209,Celta Vigo,1,Regular Play,213,Sevilla,,,['e71df7f5-22cf-491d-9a6f-099b08bc74d9'],,"[42.8, 64.2]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.961
901887f1-0b7a-42ab-a783-414e98e67f56,38,1,00:00:35.462,0,35,4,4.663443,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['0a61f236-8f63-444a-9121-2e978f97ff07'],,"[79.4, 18.6]",6724.0,Manuel Agudo Durán,21.0,Left Wing,5217.0,Iago Aspas Juncal,67.96124,1.000343,3.0,High Pass,"[116.1, 75.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.462
