id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,counterpress,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,ball_recovery_recovery_failure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,pass_aerial_won,clearance_right_foot,interception_outcome_id,interception_outcome_name,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_end_location,pass_through_ball,pass_technique_id,pass_technique_name,clearance_aerial_won,foul_won_defensive,pass_assisted_shot_id,pass_goal_assist,shot_key_pass_id,shot_first_time,miscontrol_aerial_won,foul_committed_offensive,dribble_outcome_id,dribble_outcome_name,pass_shot_assist,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_one_on_one,clearance_left_foot,pass_cross,pass_switch,pass_outswinging,foul_committed_card_id,foul_committed_card_name,pass_inswinging,clearance_other,shot_aerial_won,block_save_block,pass_straight,foul_committed_advantage,foul_won_advantage,foul_committed_type_id,foul_committed_type_name,dribble_nutmeg,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_cut_back,timestamp_seconds
e39a2163-b0c0-4bdc-ab4d-659de66e9480,840,1,00:25:32.960,25,32,57,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['d48a37de-f8ff-4106-a497-4abb66a84973'],,"[92.2, 8.0]",26776.0,Juan Isaac Cuenca López,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532.96
6f09237c-7080-4bfe-8213-825e1dafaa12,841,1,00:25:32.960,25,32,57,2.537274,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['52aa6dce-03f5-4ce3-ab2d-6760ab9a0a80', 'e39a2163-b0c0-4bdc-ab4d-659de66e9480']",,"[92.2, 8.0]",26776.0,Juan Isaac Cuenca López,16.0,Left Midfield,,,,,,,,,,,,,"[92.2, 8.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532.96
52aa6dce-03f5-4ce3-ab2d-6760ab9a0a80,842,1,00:25:35.497,25,35,57,1.535271,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['f4d056b0-7da4-4208-b070-751084a1f849'],,"[92.2, 8.0]",26776.0,Juan Isaac Cuenca López,16.0,Left Midfield,7158.0,Cristiano Biraghi,13.8361845,-3.0692554,1.0,Ground Pass,"[78.4, 7.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535.497
f4d056b0-7da4-4208-b070-751084a1f849,843,1,00:25:37.033,25,37,57,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['52aa6dce-03f5-4ce3-ab2d-6760ab9a0a80'],,"[78.4, 7.0]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.033
3fabb4a4-efad-453d-b685-3b121fd8e1cc,844,1,00:25:37.033,25,37,57,0.701337,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['d8b5313d-e050-4581-9059-fb7b0dff1c50', 'f4d056b0-7da4-4208-b070-751084a1f849']",,"[78.4, 7.0]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,,"[78.4, 7.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.033
d8b5313d-e050-4581-9059-fb7b0dff1c50,845,1,00:25:37.734,25,37,57,1.136176,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['e7519eba-1a96-4253-b27a-9ca6df70738e'],,"[78.4, 7.0]",7158.0,Cristiano Biraghi,6.0,Left Back,6599.0,Rubén Salvador Pérez Del Mármol,16.693111,2.3307762,1.0,Ground Pass,"[66.9, 19.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.734
e7519eba-1a96-4253-b27a-9ca6df70738e,846,1,00:25:38.870,25,38,57,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['d8b5313d-e050-4581-9059-fb7b0dff1c50'],,"[66.9, 19.1]",6599.0,Rubén Salvador Pérez Del Mármol,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.87
66d8143e-31a3-4d44-96e5-989479fca199,847,1,00:25:38.870,25,38,57,1.612256,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['0fabbe8c-eda4-45df-a292-82c866524371', 'e7519eba-1a96-4253-b27a-9ca6df70738e']",,"[66.9, 19.1]",6599.0,Rubén Salvador Pérez Del Mármol,9.0,Right Defensive Midfield,,,,,,,,,,,,,"[63.7, 25.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.87
0fabbe8c-eda4-45df-a292-82c866524371,848,1,00:25:40.482,25,40,57,1.329165,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['e05beca2-2da0-43a7-b25f-b7fb31a1c159'],,"[63.7, 25.9]",6599.0,Rubén Salvador Pérez Del Mármol,9.0,Right Defensive Midfield,19454.0,Ricardo Miguel Moreira da Costa,20.219297,2.1519403,1.0,Ground Pass,"[52.6, 42.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.482
e05beca2-2da0-43a7-b25f-b7fb31a1c159,849,1,00:25:41.812,25,41,57,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['0fabbe8c-eda4-45df-a292-82c866524371'],,"[52.6, 42.8]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541.812
e92221a1-9e1c-430b-80be-5bcffabe674a,850,1,00:25:41.812,25,41,57,3.124119,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['bcf03944-e68b-46d5-8eb5-1cd9d615a06e', 'e05beca2-2da0-43a7-b25f-b7fb31a1c159']",,"[52.6, 42.8]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,,,,,,,,,,,,,"[63.0, 43.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541.812
bcf03944-e68b-46d5-8eb5-1cd9d615a06e,851,1,00:25:44.936,25,44,57,4.36132,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['002d039b-5f89-4a75-8ea4-6532b18a95fc'],,"[63.0, 43.0]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,26776.0,Juan Isaac Cuenca López,68.34281,-0.65257317,3.0,High Pass,"[117.3, 1.5]",40.0,Right Foot,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,1544.936
002d039b-5f89-4a75-8ea4-6532b18a95fc,852,1,00:25:49.297,25,49,57,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['bcf03944-e68b-46d5-8eb5-1cd9d615a06e'],,"[109.3, 9.2]",26776.0,Juan Isaac Cuenca López,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.297
dd4b3b77-0750-4af0-8fb4-3b1c80681aa7,853,1,00:26:06.011,26,6,58,1.647784,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['b141c6a3-b33d-45d4-9da8-acb72b096409'],,"[14.4, 80.0]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,6928.0,Pedro Taunausú Domínguez Placeres,25.76063,-0.65048856,3.0,High Pass,"[34.9, 64.4]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.011
b141c6a3-b33d-45d4-9da8-acb72b096409,854,1,00:26:07.659,26,7,58,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['dd4b3b77-0750-4af0-8fb4-3b1c80681aa7'],,"[34.9, 64.4]",6928.0,Pedro Taunausú Domínguez Placeres,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.659
f8d6e205-ab1e-4460-be63-3732e0bb3861,855,1,00:26:07.659,26,7,58,2.260747,43,Carry,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['032c758f-4ded-4080-9230-7b9d0f04ae2a', '69cc581d-9c0d-4eab-b64c-c54719bd76f1', 'b141c6a3-b33d-45d4-9da8-acb72b096409']",,"[34.9, 64.4]",6928.0,Pedro Taunausú Domínguez Placeres,17.0,Right Wing,,,,,,,,,,,,True,"[29.1, 62.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.659
032c758f-4ded-4080-9230-7b9d0f04ae2a,856,1,00:26:07.851,26,7,58,1.75352,17,Pressure,208,Las Palmas,4,From Throw In,1049,Granada,,,['f8d6e205-ab1e-4460-be63-3732e0bb3861'],,"[82.5, 15.7]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.851
69cc581d-9c0d-4eab-b64c-c54719bd76f1,857,1,00:26:09.920,26,9,58,0.105595,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['23dfe799-767d-4624-af8d-9eb80b974487'],,"[29.1, 62.2]",6928.0,Pedro Taunausú Domínguez Placeres,17.0,Right Wing,,,2.9410882,-2.5252957,1.0,Ground Pass,"[26.7, 60.5]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569.92
23dfe799-767d-4624-af8d-9eb80b974487,858,1,00:26:10.025,26,10,58,0.0,6,Block,208,Las Palmas,4,From Throw In,1049,Granada,,,['69cc581d-9c0d-4eab-b64c-c54719bd76f1'],,"[93.4, 19.6]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.025
61f74f23-5d32-4b70-a18f-53d423e31d9f,859,1,00:26:10.682,26,10,59,0.0,2,Ball Recovery,1049,Granada,1,Regular Play,1049,Granada,,,,,"[99.2, 20.3]",27109.0,Youssef El-Arabi,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.682
32529046-64c8-4255-b480-56310d9e6f37,860,1,00:26:10.682,26,10,59,3.112821,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['61f74f23-5d32-4b70-a18f-53d423e31d9f', '97ebb328-776d-48a3-a2a0-1c62c2c1dc4e']",,"[99.2, 20.3]",27109.0,Youssef El-Arabi,24.0,Left Center Forward,,,,,,,,,,,,,"[93.2, 20.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.682
97ebb328-776d-48a3-a2a0-1c62c2c1dc4e,861,1,00:26:13.795,26,13,59,1.377879,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['1a905d40-f09c-4572-9154-165a15595f81'],,"[93.2, 20.3]",27109.0,Youssef El-Arabi,24.0,Left Center Forward,26776.0,Juan Isaac Cuenca López,11.764778,-1.084339,1.0,Ground Pass,"[98.7, 9.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.795
1a905d40-f09c-4572-9154-165a15595f81,862,1,00:26:15.173,26,15,59,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['97ebb328-776d-48a3-a2a0-1c62c2c1dc4e'],,"[98.7, 9.9]",26776.0,Juan Isaac Cuenca López,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.173
60e25715-c4d3-45dd-9937-41a96a43f542,863,1,00:26:15.173,26,15,59,2.012997,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['1a905d40-f09c-4572-9154-165a15595f81', 'd2c357d9-82f2-4129-8b61-31a61f0e4016']",,"[98.7, 9.9]",26776.0,Juan Isaac Cuenca López,16.0,Left Midfield,,,,,,,,,,,,,"[108.6, 6.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.173
d2c357d9-82f2-4129-8b61-31a61f0e4016,864,1,00:26:17.186,26,17,59,2.604233,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,"['1aa7f03d-0412-40c7-bf12-05dd14c96c05', 'b672c968-c203-46c0-aaca-af4813518bb4']",,"[108.6, 6.1]",26776.0,Juan Isaac Cuenca López,16.0,Left Midfield,6847.0,Adalberto Peñaranda Maestre,41.4367,1.4254863,3.0,High Pass,"[114.6, 47.1]",38.0,Left Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,1577.186
1aa7f03d-0412-40c7-bf12-05dd14c96c05,865,1,00:26:19.790,26,19,59,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['d2c357d9-82f2-4129-8b61-31a61f0e4016'],,"[113.2, 44.0]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579.79
b672c968-c203-46c0-aaca-af4813518bb4,866,1,00:26:19.790,26,19,59,0.0,23,Goal Keeper,1049,Granada,1,Regular Play,208,Las Palmas,,,['d2c357d9-82f2-4129-8b61-31a61f0e4016'],,"[5.5, 33.0]",7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,30.0,Punch,52.0,In Play Danger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579.79
5bd30dd4-d13a-418f-830b-685f24c98951,867,1,00:26:21.716,26,21,59,0.0,2,Ball Recovery,1049,Granada,1,Regular Play,1049,Granada,,,,,"[99.4, 58.4]",6680.0,Rubén Rochina Naixes,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.716
d94c0511-1192-42ab-9307-7d78f35bcb9e,868,1,00:26:21.879,26,21,59,0.682253,16,Shot,1049,Granada,1,Regular Play,1049,Granada,,,"['47115a74-a789-4f7d-a1d4-6bb5eb223c59', 'f9d1680d-ba84-4818-8e61-f0b047bacef1']",,"[99.8, 53.9]",6680.0,Rubén Rochina Naixes,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033879504,"[111.7, 47.0]",40.0,Right Foot,91.0,Half Volley,87.0,Open Play,96.0,Blocked,"[{'location': [94.8, 20.7], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.8, 20.7], 'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': True}, {'location': [110.1, 54.3], 'player': {'id': 26448, 'name': 'Javier Garrido Behovide'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.3, 46.2], 'player': {'id': 24144, 'name': 'Ángel Montoro Sánchez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 46.8], 'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 30.5], 'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 26.9], 'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.5, 49.9], 'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.4, 35.6], 'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.0, 39.8], 'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.8, 49.9], 'player': {'id': 7905, 'name': 'Raúl Lizoáin Cruz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.4, 54.3], 'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.6, 58.8], 'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.5, 38.5], 'player': {'id': 19454, 'name': 'Ricardo Miguel Moreira da Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.1, 41.6], 'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.879
47115a74-a789-4f7d-a1d4-6bb5eb223c59,869,1,00:26:22.561,26,22,59,0.0,6,Block,1049,Granada,1,Regular Play,208,Las Palmas,,,['d94c0511-1192-42ab-9307-7d78f35bcb9e'],,"[8.4, 33.1]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,1582.561
f9d1680d-ba84-4818-8e61-f0b047bacef1,870,1,00:26:22.747,26,22,59,0.0,23,Goal Keeper,1049,Granada,1,Regular Play,208,Las Palmas,,,['d94c0511-1192-42ab-9307-7d78f35bcb9e'],,"[7.3, 30.2]",7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,32.0,Shot Faced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,Prone,"[7.3, 30.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582.747
ae287352-9dbf-4966-a8d3-79322f7ac2d7,871,1,00:26:24.428,26,24,59,0.0,2,Ball Recovery,1049,Granada,1,Regular Play,208,Las Palmas,,,,,"[2.8, 31.8]",7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.428
c7821850-729f-45ce-a971-739e5e8ae6ca,872,1,00:26:29.653,26,29,59,1.202179,30,Pass,1049,Granada,1,Regular Play,208,Las Palmas,,,,True,"[10.3, 30.6]",7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,,,30.57924,-1.4987899,3.0,High Pass,"[12.5, 0.1]",69.0,Keeper Arm,,,,,74.0,Injury Clearance,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589.653
514dc861-020b-4e03-9288-ae9480800221,873,1,00:26:38.437,26,38,59,0.0,40,Injury Stoppage,1049,Granada,1,Regular Play,208,Las Palmas,,,,,,7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.437
cdea390a-7076-4a58-b68c-adef776807bd,874,1,00:27:55.882,27,55,60,2.393218,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['411e64ec-a429-4171-a395-5d00480dd611'],,"[106.7, 80.0]",6680.0,Rubén Rochina Naixes,12.0,Right Midfield,6847.0,Adalberto Peñaranda Maestre,26.509243,-1.3230729,2.0,Low Pass,"[113.2, 54.3]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.882
411e64ec-a429-4171-a395-5d00480dd611,875,1,00:27:58.276,27,58,60,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['cdea390a-7076-4a58-b68c-adef776807bd'],,"[113.2, 54.3]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678.276
9204862d-895a-41ab-88b7-24b32d8003b7,876,1,00:27:58.276,27,58,60,0.497749,43,Carry,1049,Granada,4,From Throw In,1049,Granada,,,"['086535ef-f170-4870-8cb5-11522d26a118', '411e64ec-a429-4171-a395-5d00480dd611']",,"[113.2, 54.3]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,,,,,,,,,,,"[113.2, 54.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678.276
086535ef-f170-4870-8cb5-11522d26a118,877,1,00:27:58.773,27,58,60,2.430759,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,,,"[113.2, 54.3]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,3.2280025,-0.28255495,1.0,Ground Pass,"[116.3, 53.4]",40.0,Right Foot,,,,,74.0,Injury Clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678.773
480a697a-e661-4d4a-807f-5a3458ce5ef2,878,1,00:28:01.281,28,1,60,0.0,2,Ball Recovery,1049,Granada,4,From Throw In,208,Las Palmas,,,,,"[3.8, 26.7]",7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681.281
8dea7474-ff97-4210-b49c-6f5db7518036,879,1,00:28:01.281,28,1,60,12.349467,43,Carry,1049,Granada,4,From Throw In,208,Las Palmas,,,"['480a697a-e661-4d4a-807f-5a3458ce5ef2', 'e7eb5784-6c7b-4a71-b327-07c8b3bdbf05']",,"[3.8, 26.7]",7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,,,,,,,,,,,,,"[19.0, 34.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681.281
e7eb5784-6c7b-4a71-b327-07c8b3bdbf05,880,1,00:28:13.630,28,13,60,4.739261,30,Pass,1049,Granada,4,From Throw In,208,Las Palmas,,,['9821c393-2ff5-46a4-9df7-3ab753dd3a8f'],,"[19.0, 34.0]",7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,,,74.82226,-0.24433036,3.0,High Pass,"[91.6, 15.9]",38.0,Left Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693.63
9821c393-2ff5-46a4-9df7-3ab753dd3a8f,881,1,00:28:18.369,28,18,60,2.433704,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,"['1c259887-57db-4e84-adc4-60755e6faca4', 'e7eb5784-6c7b-4a71-b327-07c8b3bdbf05']",,"[28.5, 64.2]",20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,8697.0,Andrés Eduardo Fernández Moreno,24.249537,-2.1862519,2.0,Low Pass,"[14.5, 44.4]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.369
