id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,counterpress,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,ball_recovery_recovery_failure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,pass_aerial_won,clearance_right_foot,interception_outcome_id,interception_outcome_name,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_end_location,pass_through_ball,pass_technique_id,pass_technique_name,clearance_aerial_won,foul_won_defensive,pass_assisted_shot_id,pass_goal_assist,shot_key_pass_id,shot_first_time,miscontrol_aerial_won,foul_committed_offensive,dribble_outcome_id,dribble_outcome_name,pass_shot_assist,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_one_on_one,clearance_left_foot,pass_cross,pass_switch,pass_outswinging,foul_committed_card_id,foul_committed_card_name,pass_inswinging,clearance_other,shot_aerial_won,block_save_block,pass_straight,foul_committed_advantage,foul_won_advantage,foul_committed_type_id,foul_committed_type_name,dribble_nutmeg,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_cut_back,timestamp_seconds
e99a9797-dbf1-4f84-a6ac-9c7352baaa04,11,1,00:00:04.001,0,4,2,1.531683,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['20bc8ccc-7b3f-430e-ab9e-85b7013f3582', '7c2e9d62-18d1-4ab9-ad45-c5961b5b8f6f']",,"[53.0, 35.7]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,26448.0,Javier Garrido Behovide,31.751535,-1.9044985,1.0,Ground Pass,"[42.6, 5.7]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.001
20bc8ccc-7b3f-430e-ab9e-85b7013f3582,12,1,00:00:05.533,0,5,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['e99a9797-dbf1-4f84-a6ac-9c7352baaa04'],,"[42.6, 5.7]",26448.0,Javier Garrido Behovide,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.533
e6e1e99a-1597-4e98-9a17-4589227d514d,13,1,00:00:05.533,0,5,2,0.396018,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['20bc8ccc-7b3f-430e-ab9e-85b7013f3582', 'cbed2559-ceac-48a8-915a-bc017255f0c6']",,"[42.6, 5.7]",26448.0,Javier Garrido Behovide,6.0,Left Back,,,,,,,,,,,,,"[42.6, 5.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.533
cbed2559-ceac-48a8-915a-bc017255f0c6,14,1,00:00:05.929,0,5,2,0.886576,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['2061725d-abc5-4a67-b788-4029ad90aaac'],,"[42.6, 5.7]",26448.0,Javier Garrido Behovide,6.0,Left Back,6626.0,Mubarak Wakaso,13.553228,-0.08865588,1.0,Ground Pass,"[56.1, 4.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.929
2061725d-abc5-4a67-b788-4029ad90aaac,15,1,00:00:06.816,0,6,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['cbed2559-ceac-48a8-915a-bc017255f0c6'],,"[56.1, 4.5]",6626.0,Mubarak Wakaso,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.816
28f9d73c-0f12-4f26-8aee-7cb46fadb33b,16,1,00:00:06.816,0,6,2,1.506277,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['2061725d-abc5-4a67-b788-4029ad90aaac', '65a7aabf-1c65-4631-9e4c-ce77e3ae7e4f']",,"[56.1, 4.5]",6626.0,Mubarak Wakaso,21.0,Left Wing,,,,,,,,,,,,,"[56.1, 4.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.816
65a7aabf-1c65-4631-9e4c-ce77e3ae7e4f,17,1,00:00:08.322,0,8,2,1.81199,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['32011d1f-d198-4b37-a434-4d9670512cea'],,"[56.1, 4.5]",6626.0,Mubarak Wakaso,21.0,Left Wing,26448.0,Javier Garrido Behovide,13.230646,-3.0735161,1.0,Ground Pass,"[42.9, 3.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.322
32011d1f-d198-4b37-a434-4d9670512cea,18,1,00:00:10.134,0,10,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['65a7aabf-1c65-4631-9e4c-ce77e3ae7e4f'],,"[42.9, 3.6]",26448.0,Javier Garrido Behovide,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.134
e7b0b243-632d-43fd-8824-f68944de72d4,19,1,00:00:10.134,0,10,2,0.73022,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['32011d1f-d198-4b37-a434-4d9670512cea', '9c5f12c1-b688-4062-9720-bbbf19fc195e', 'fd4d582d-33c7-4d2e-8b27-1a6acb67701b']",,"[42.9, 3.6]",26448.0,Javier Garrido Behovide,6.0,Left Back,,,,,,,,,,,,True,"[40.7, 2.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.134
fd4d582d-33c7-4d2e-8b27-1a6acb67701b,20,1,00:00:10.378,0,10,2,0.487212,17,Pressure,208,Las Palmas,9,From Kick Off,1049,Granada,,,"['9c5f12c1-b688-4062-9720-bbbf19fc195e', 'e7b0b243-632d-43fd-8824-f68944de72d4']",,"[72.9, 76.1]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.378
9c5f12c1-b688-4062-9720-bbbf19fc195e,21,1,00:00:10.864,0,10,2,1.602682,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['26313c46-5bd4-4d91-bcc7-34c6837a4d55', 'fd4d582d-33c7-4d2e-8b27-1a6acb67701b']",,"[40.7, 2.4]",26448.0,Javier Garrido Behovide,6.0,Left Back,7907.0,Pedro Bigas Rigo,23.796638,2.55359,1.0,Ground Pass,"[20.9, 15.6]",38.0,Left Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.864
26313c46-5bd4-4d91-bcc7-34c6837a4d55,22,1,00:00:12.467,0,12,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['9c5f12c1-b688-4062-9720-bbbf19fc195e'],,"[20.9, 15.6]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.467
d3d1d1a6-9a05-40ad-b792-b22f1014c9c8,23,1,00:00:12.467,0,12,2,1.548592,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['21d481e9-dd61-42c0-87f8-d0a00ff0ee53', '26313c46-5bd4-4d91-bcc7-34c6837a4d55']",,"[20.9, 15.6]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,"[20.9, 15.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.467
21d481e9-dd61-42c0-87f8-d0a00ff0ee53,24,1,00:00:14.015,0,14,2,1.330781,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['6f062b6a-4a3a-49ca-a08b-22e4c7d3f25b'],,"[20.9, 15.6]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,7905.0,Raúl Lizoáin Cruz,27.330935,2.3044274,1.0,Ground Pass,"[2.6, 35.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.015
6f062b6a-4a3a-49ca-a08b-22e4c7d3f25b,25,1,00:00:15.346,0,15,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['21d481e9-dd61-42c0-87f8-d0a00ff0ee53'],,"[2.6, 35.9]",7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.346
8c62a2dd-f2f1-41c9-a0d4-6425ab9de055,26,1,00:00:15.346,0,15,2,3.703866,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['6ce05208-6918-4c03-9f41-b8b1026a7ec6', '6f062b6a-4a3a-49ca-a08b-22e4c7d3f25b']",,"[2.6, 35.9]",7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,,,,,,,,,,,,,"[7.6, 37.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.346
6ce05208-6918-4c03-9f41-b8b1026a7ec6,27,1,00:00:19.050,0,19,2,2.283344,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['dfadfe7b-9915-4707-a037-1328d8b79e3e'],,"[7.6, 37.1]",7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,,,44.244095,-0.28171474,3.0,High Pass,"[50.1, 24.8]",38.0,Left Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.05
dfadfe7b-9915-4707-a037-1328d8b79e3e,28,1,00:00:21.333,0,21,2,1.079169,30,Pass,208,Las Palmas,9,From Kick Off,1049,Granada,,,"['34e4834d-73ba-400a-9fe7-5c4581d82a5d', '6ce05208-6918-4c03-9f41-b8b1026a7ec6']",,"[70.0, 55.3]",3292.0,Abdoulaye Doucouré,11.0,Left Defensive Midfield,6847.0,Adalberto Peñaranda Maestre,9.1836815,0.6151862,2.0,Low Pass,"[77.5, 60.6]",37.0,Head,64.0,Interception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.333
34e4834d-73ba-400a-9fe7-5c4581d82a5d,29,1,00:00:22.413,0,22,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,1049,Granada,,,['dfadfe7b-9915-4707-a037-1328d8b79e3e'],,"[77.5, 60.6]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.413
427c0272-8280-4558-8138-4f615be63f0d,30,1,00:00:22.413,0,22,2,1.778113,43,Carry,208,Las Palmas,9,From Kick Off,1049,Granada,,,"['34e4834d-73ba-400a-9fe7-5c4581d82a5d', '6b3cec5a-5bc7-412a-850d-2d0d27881a46', 'ffc8992a-3b65-44c8-a24b-371f5a2b6cde']",,"[77.5, 60.6]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,,,,,,,,,,True,"[70.5, 60.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.413
6b3cec5a-5bc7-412a-850d-2d0d27881a46,31,1,00:00:23.414,0,23,2,0.717414,17,Pressure,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['427c0272-8280-4558-8138-4f615be63f0d'],,"[51.8, 15.9]",6626.0,Mubarak Wakaso,21.0,Left Wing,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.414
8c8b1f4b-32f9-42dc-af0c-460486d59940,32,1,00:00:24.191,0,24,2,0.0,22,Foul Committed,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['ffc8992a-3b65-44c8-a24b-371f5a2b6cde'],,"[49.6, 19.5]",6626.0,Mubarak Wakaso,21.0,Left Wing,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.191
ffc8992a-3b65-44c8-a24b-371f5a2b6cde,33,1,00:00:24.191,0,24,2,0.0,21,Foul Won,208,Las Palmas,9,From Kick Off,1049,Granada,,,['8c8b1f4b-32f9-42dc-af0c-460486d59940'],,"[70.5, 60.6]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.191
95c1250f-bf20-4d36-a01a-c1fd1516d1e3,34,1,00:00:47.055,0,47,3,2.305124,30,Pass,1049,Granada,3,From Free Kick,1049,Granada,,,['c4c707a3-e30d-46fb-a70d-79428d269e13'],,"[76.3, 69.3]",6680.0,Rubén Rochina Naixes,12.0,Right Midfield,,,48.196682,-0.6825178,3.0,High Pass,"[113.7, 38.9]",38.0,Left Foot,62.0,Free Kick,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.055
c4c707a3-e30d-46fb-a70d-79428d269e13,35,1,00:00:49.360,0,49,3,0.0,23,Goal Keeper,1049,Granada,3,From Free Kick,208,Las Palmas,,,['95c1250f-bf20-4d36-a01a-c1fd1516d1e3'],,"[6.4, 41.2]",7905.0,Raúl Lizoáin Cruz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,30.0,Punch,53.0,In Play Safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.36
3853b1c1-6865-4791-ae80-f245c8f53645,36,1,00:00:51.050,0,51,3,0.0,9,Clearance,1049,Granada,3,From Free Kick,208,Las Palmas,,,,,"[22.6, 21.9]",26448.0,Javier Garrido Behovide,6.0,Left Back,,,,,,,,,,,,True,,,,,,,,,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.05
d1aefd91-3c5f-4cce-a24e-f31d037997f8,37,1,00:00:53.294,0,53,3,0.0,2,Ball Recovery,1049,Granada,3,From Free Kick,208,Las Palmas,,,,,"[33.9, 15.6]",8167.0,Sergio Ezequiel Araújo,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.294
dd4c97b2-3c39-473a-9332-ad2df7bcee32,38,1,00:00:54.521,0,54,3,0.0,2,Ball Recovery,1049,Granada,3,From Free Kick,208,Las Palmas,,,,,"[40.9, 14.7]",24144.0,Ángel Montoro Sánchez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.521
