id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,out,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_aerial_won,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,off_camera,pass_switch,dribble_outcome_id,dribble_outcome_name,foul_committed_advantage,foul_won_advantage,duel_outcome_id,duel_outcome_name,foul_won_defensive,pass_technique_id,pass_technique_name,pass_through_ball,clearance_left_foot,pass_cross,interception_outcome_id,interception_outcome_name,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,foul_committed_type_id,foul_committed_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,injury_stoppage_in_chain,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_assisted_shot_id,pass_shot_assist,pass_outswinging,shot_key_pass_id,shot_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,dribble_overrun,ball_recovery_recovery_failure,foul_committed_penalty,foul_committed_card_id,foul_committed_card_name,foul_won_penalty,shot_one_on_one,bad_behaviour_card_id,bad_behaviour_card_name,pass_cut_back,pass_goal_assist,pass_deflected,block_deflection,shot_saved_to_post,goalkeeper_shot_saved_to_post,pass_straight,dribble_nutmeg,timestamp_seconds
1e02de30-18dc-40fb-bea0-f001a72760d3,11,1,00:00:03.582,0,3,2,0.957292,17,Pressure,218,Real Betis,9,From Kick Off,217,Barcelona,,,"['26299fac-68f5-429c-9f5d-73c39622bb2b', '85630b22-c034-4c30-8fb6-023bd8d64232']","[72.7, 43.4]",5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.582
85630b22-c034-4c30-8fb6-023bd8d64232,12,1,00:00:04.440,0,4,2,5.3592,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['1e02de30-18dc-40fb-bea0-f001a72760d3', '5e8522e1-a6fb-43e6-8cee-03aa1124aae6', '65fc602e-d2b1-488f-bd63-9f14b784a586']","[40.0, 46.3]",27349.0,Heiko Westermann,5.0,Left Center Back,27348.0,Ricky van Wolfswinkel,67.466805,-0.3700471,3.0,High Pass,"[102.9, 21.9]",40.0,Right Foot,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44
65fc602e-d2b1-488f-bd63-9f14b784a586,13,1,00:00:09.799,0,9,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['85630b22-c034-4c30-8fb6-023bd8d64232'],"[100.6, 27.8]",27348.0,Ricky van Wolfswinkel,22.0,Right Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.799
5e8522e1-a6fb-43e6-8cee-03aa1124aae6,14,1,00:00:09.799,0,9,3,0.0,2,Ball Recovery,217,Barcelona,1,Regular Play,217,Barcelona,,,['85630b22-c034-4c30-8fb6-023bd8d64232'],"[17.2, 58.2]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.799
e6ac866e-6e2b-429f-a8ab-1f8d9484a2c4,15,1,00:00:09.799,0,9,3,0.7812,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['5e8522e1-a6fb-43e6-8cee-03aa1124aae6', 'b92c62b7-0f06-49ce-8870-f4fecaff8c6e', 'fb19d8e1-8fcc-4bdd-9c67-30b5a113a247']","[17.2, 58.2]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,"[20.0, 59.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.799
fb19d8e1-8fcc-4bdd-9c67-30b5a113a247,16,1,00:00:09.857,0,9,3,0.6715,17,Pressure,217,Barcelona,1,Regular Play,218,Real Betis,,,['e6ac866e-6e2b-429f-a8ab-1f8d9484a2c4'],"[93.6, 21.3]",5671.0,Alfred John Momar N''Diaye,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.857
b92c62b7-0f06-49ce-8870-f4fecaff8c6e,17,1,00:00:10.581,0,10,3,0.7006,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['5f95c5ee-d92f-4218-8e06-72526d7475f7'],"[20.0, 59.1]",4324.0,Daniel Alves da Silva,2.0,Right Back,5203.0,Sergio Busquets i Burgos,9.17878,-1.0584068,1.0,Ground Pass,"[24.5, 51.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.581
5f95c5ee-d92f-4218-8e06-72526d7475f7,18,1,00:00:11.281,0,11,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['b92c62b7-0f06-49ce-8870-f4fecaff8c6e'],"[24.5, 51.1]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.281
2dc474e8-4632-4125-9f2e-3ffcc9e54d17,19,1,00:00:11.281,0,11,3,0.5475,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['4ab72a79-eaa7-4e4f-90f8-2a826490cd79', '5f95c5ee-d92f-4218-8e06-72526d7475f7']","[24.5, 51.1]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,"[25.4, 51.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.281
4ab72a79-eaa7-4e4f-90f8-2a826490cd79,20,1,00:00:11.829,0,11,3,0.7536,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['597f3e65-5964-4607-b8e1-9a775e11e136'],"[25.4, 51.7]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,4324.0,Daniel Alves da Silva,11.049435,1.941219,1.0,Ground Pass,"[21.4, 62.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.829
597f3e65-5964-4607-b8e1-9a775e11e136,21,1,00:00:12.582,0,12,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['4ab72a79-eaa7-4e4f-90f8-2a826490cd79'],"[21.4, 62.0]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.582
b9ae8987-039e-4680-b0fb-39f156e1909a,22,1,00:00:12.582,0,12,3,1.494,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['3cf832a7-b694-4b24-8524-9a6942cb591b'],"[21.4, 62.0]",4324.0,Daniel Alves da Silva,2.0,Right Back,5506.0,Javier Alejandro Mascherano,12.370934,-2.172251,1.0,Ground Pass,"[14.4, 51.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.582
3cf832a7-b694-4b24-8524-9a6942cb591b,23,1,00:00:14.076,0,14,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['b9ae8987-039e-4680-b0fb-39f156e1909a'],"[14.4, 51.8]",5506.0,Javier Alejandro Mascherano,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.076
7dd53583-b422-4e58-a515-f4b5b08c84e4,24,1,00:00:14.076,0,14,3,0.7876,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['3cf832a7-b694-4b24-8524-9a6942cb591b', '53d3a9b2-0f93-4b41-ad99-96308825f7a4']","[14.4, 51.8]",5506.0,Javier Alejandro Mascherano,3.0,Right Center Back,,,,,,,,,,,,"[16.6, 50.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.076
53d3a9b2-0f93-4b41-ad99-96308825f7a4,25,1,00:00:14.864,0,14,3,2.3079,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['ed6e484c-ae1a-4671-a745-5c48be9f261e'],"[16.6, 50.3]",5506.0,Javier Alejandro Mascherano,3.0,Right Center Back,6379.0,Sergi Roberto Carnicer,40.35468,-0.591439,1.0,Ground Pass,"[50.1, 27.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.864
ed6e484c-ae1a-4671-a745-5c48be9f261e,26,1,00:00:17.172,0,17,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['53d3a9b2-0f93-4b41-ad99-96308825f7a4'],"[50.1, 27.8]",6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.172
94906f9b-7a84-484a-bd27-57f68c69e3e0,27,1,00:00:17.172,0,17,3,2.1775,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['618b9124-8815-42dd-84dd-9d2bff9e44c2', 'ed6e484c-ae1a-4671-a745-5c48be9f261e']","[50.1, 27.8]",6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,,,,,,,,,,,,"[63.2, 14.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.172
618b9124-8815-42dd-84dd-9d2bff9e44c2,28,1,00:00:19.349,0,19,3,1.4995,30,Pass,217,Barcelona,1,Regular Play,217,Barcelona,,,['e1ed224a-9ffc-4a99-8028-7ed63ee4cdda'],"[63.2, 14.4]",6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,4320.0,Neymar da Silva Santos Junior,18.879883,-0.78165287,1.0,Ground Pass,"[76.6, 1.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.349
e1ed224a-9ffc-4a99-8028-7ed63ee4cdda,29,1,00:00:20.849,0,20,3,,42,Ball Receipt*,217,Barcelona,1,Regular Play,217,Barcelona,,,['618b9124-8815-42dd-84dd-9d2bff9e44c2'],"[76.6, 1.1]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.849
3a1e85d7-6b14-45cd-8251-2c378176cd66,30,1,00:00:20.849,0,20,3,1.605795,43,Carry,217,Barcelona,1,Regular Play,217,Barcelona,,,"['9fb87805-a05c-479b-96da-89f5efb9b99a', 'e1ed224a-9ffc-4a99-8028-7ed63ee4cdda']","[76.6, 1.1]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,"[77.5, 0.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.849
9fb87805-a05c-479b-96da-89f5efb9b99a,31,1,00:00:22.455,0,22,3,0.0,38,Miscontrol,217,Barcelona,1,Regular Play,217,Barcelona,,,,"[77.5, 0.9]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.455
0b1834f1-700e-4bed-93cb-d08e7a12abcc,32,1,00:00:35.747,0,35,4,1.5689,30,Pass,218,Real Betis,4,From Throw In,218,Real Betis,,,"['bbb85393-6dbc-44f5-bf79-4693c8a9baff', 'ff168245-6576-4be4-9dc2-0ba947b0b989']","[45.2, 80.0]",6865.0,Francisco José Molinero Calderón,2.0,Right Back,27348.0,Ricky van Wolfswinkel,17.87568,-0.14031477,3.0,High Pass,"[62.9, 77.5]",,,67.0,Throw-in,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.747
ff168245-6576-4be4-9dc2-0ba947b0b989,33,1,00:00:37.316,0,37,4,,42,Ball Receipt*,218,Real Betis,4,From Throw In,218,Real Betis,,,['0b1834f1-700e-4bed-93cb-d08e7a12abcc'],"[62.2, 75.9]",27348.0,Ricky van Wolfswinkel,22.0,Right Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.316
bbb85393-6dbc-44f5-bf79-4693c8a9baff,34,1,00:00:37.316,0,37,4,1.972,30,Pass,218,Real Betis,4,From Throw In,217,Barcelona,,,"['0b1834f1-700e-4bed-93cb-d08e7a12abcc', '3688ef4b-58dd-4d79-a180-cfbeee1c8d71']","[57.2, 2.6]",10609.0,Jérémy Mathieu,6.0,Left Back,6379.0,Sergi Roberto Carnicer,15.4402075,0.9324765,3.0,High Pass,"[66.4, 15.0]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.316
c9c3d0c5-43b9-49bd-af14-8cc8a3ac4af3,35,1,00:00:38.674,0,38,4,1.132577,17,Pressure,218,Real Betis,4,From Throw In,218,Real Betis,,,"['03e2fd65-ae7a-4ec4-9820-76df3e8c9179', '3688ef4b-58dd-4d79-a180-cfbeee1c8d71', '88750d27-9f30-4698-b54d-bc6353a10bd0']","[56.5, 64.8]",6832.0,Rubén Castro Martín,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.674
3688ef4b-58dd-4d79-a180-cfbeee1c8d71,36,1,00:00:39.288,0,39,4,,42,Ball Receipt*,218,Real Betis,4,From Throw In,217,Barcelona,,,"['bbb85393-6dbc-44f5-bf79-4693c8a9baff', 'c9c3d0c5-43b9-49bd-af14-8cc8a3ac4af3']","[66.4, 15.0]",6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.288
03e2fd65-ae7a-4ec4-9820-76df3e8c9179,37,1,00:00:39.288,0,39,4,0.1316,43,Carry,218,Real Betis,4,From Throw In,217,Barcelona,,,"['3688ef4b-58dd-4d79-a180-cfbeee1c8d71', '88750d27-9f30-4698-b54d-bc6353a10bd0', 'c9c3d0c5-43b9-49bd-af14-8cc8a3ac4af3']","[66.4, 15.0]",6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,,,,,,,,,,,,"[67.8, 16.5]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.288
