id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,out,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_outcome_id,pass_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,counterpress,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_end_location,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,off_camera,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_inswinging,pass_technique_id,pass_technique_name,clearance_left_foot,clearance_head,foul_won_defensive,dribble_overrun,ball_recovery_offensive,foul_committed_card_id,foul_committed_card_name,pass_outswinging,clearance_aerial_won,pass_no_touch,miscontrol_aerial_won,50_50_outcome_id,50_50_outcome_name,pass_miscommunication,foul_committed_advantage,foul_won_advantage,pass_through_ball,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,pass_straight,shot_one_on_one,pass_cut_back,shot_first_time,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,timestamp_seconds
6681254a-66b8-4ab9-a772-059c8e42d76f,11,1,00:00:04.962,0,4,2,2.099033,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['89e1ffd6-286d-4d24-8753-18ebfc293feb'],"[50.1, 32.3]",22819.0,Bruno Soriano Llido,11.0,Left Defensive Midfield,6935.0,Adrián Marín Gómez,22.58008,-1.3247435,1.0,Ground Pass,"[55.6, 10.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.962
89e1ffd6-286d-4d24-8753-18ebfc293feb,12,1,00:00:07.061,0,7,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['6681254a-66b8-4ab9-a772-059c8e42d76f'],"[55.6, 10.4]",6935.0,Adrián Marín Gómez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.061
30ff1b99-6739-48c4-a396-4a0d49fb75a4,13,1,00:00:07.061,0,7,2,1.469686,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['0d11105e-9782-43c9-a440-3db31eb3fe2b', '89e1ffd6-286d-4d24-8753-18ebfc293feb']","[55.6, 10.4]",6935.0,Adrián Marín Gómez,6.0,Left Back,,,,,,,,,,,,"[55.6, 13.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.061
0d11105e-9782-43c9-a440-3db31eb3fe2b,14,1,00:00:08.530,0,8,2,1.104965,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['1efc8b95-8535-4cb1-852e-e6701bc68110'],"[55.6, 13.2]",6935.0,Adrián Marín Gómez,6.0,Left Back,6862.0,Cédric Bakambu,24.509794,0.52572495,1.0,Ground Pass,"[76.8, 25.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53
f38ce2c1-b229-4bf2-a14c-713e57b90ff2,15,1,00:00:09.452,0,9,2,0.560735,17,Pressure,222,Villarreal,9,From Kick Off,207,Valencia,,,"['1efc8b95-8535-4cb1-852e-e6701bc68110', 'aa18515f-7499-47db-bf43-3a5ed88caeca']","[43.7, 52.3]",10802.0,André Filipe Tavares Gomes,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.452
1efc8b95-8535-4cb1-852e-e6701bc68110,16,1,00:00:09.635,0,9,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['0d11105e-9782-43c9-a440-3db31eb3fe2b', 'f38ce2c1-b229-4bf2-a14c-713e57b90ff2']","[76.8, 25.5]",6862.0,Cédric Bakambu,22.0,Right Center Forward,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.635
aa18515f-7499-47db-bf43-3a5ed88caeca,17,1,00:00:09.635,0,9,2,2.538263,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['1efc8b95-8535-4cb1-852e-e6701bc68110', '686cd512-d20f-44a5-82fa-704a06d54b14', 'f38ce2c1-b229-4bf2-a14c-713e57b90ff2']","[76.8, 25.5]",6862.0,Cédric Bakambu,22.0,Right Center Forward,,,,,,,,,,,,"[84.4, 11.5]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.635
686cd512-d20f-44a5-82fa-704a06d54b14,18,1,00:00:12.174,0,12,2,0.0,38,Miscontrol,222,Villarreal,9,From Kick Off,222,Villarreal,,,,"[84.4, 11.5]",6862.0,Cédric Bakambu,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.174
7efb0d69-b8be-4a02-9a34-99294c5bfb5c,19,1,00:00:14.324,0,14,2,1.021551,17,Pressure,222,Villarreal,9,From Kick Off,222,Villarreal,,,['48a5e765-e1f4-493b-adcd-428aab6dd7b6'],"[105.4, 8.9]",6862.0,Cédric Bakambu,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.324
48a5e765-e1f4-493b-adcd-428aab6dd7b6,20,1,00:00:15.283,0,15,2,0.0,9,Clearance,222,Villarreal,9,From Kick Off,207,Valencia,,,['7efb0d69-b8be-4a02-9a34-99294c5bfb5c'],"[10.2, 74.3]",6592.0,Rúben Miguel Nunes Vezo,3.0,Right Center Back,,,,,,,,,,,,,True,True,True,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.283
5d95d89c-572e-4960-8091-3e24bc39c26c,21,1,00:00:15.426,0,15,2,0.0,6,Block,222,Villarreal,9,From Kick Off,222,Villarreal,,,,"[108.7, 3.9]",6862.0,Cédric Bakambu,22.0,Right Center Forward,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.426
e5f2c666-b8ef-4a27-a239-afafe5a5ba5a,22,1,00:00:20.733,0,20,3,0.979727,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['51208889-f209-4d09-85d9-32f19885e37e'],"[18.4, 80.0]",6663.0,Antonio Barragán Fernández,7.0,Right Wing Back,10802.0,André Filipe Tavares Gomes,16.224981,-0.98279375,2.0,Low Pass,"[27.4, 66.5]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.733
51208889-f209-4d09-85d9-32f19885e37e,23,1,00:00:21.713,0,21,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['e5f2c666-b8ef-4a27-a239-afafe5a5ba5a'],"[27.4, 66.5]",10802.0,André Filipe Tavares Gomes,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.713
21e35ee3-69a0-4a42-8f68-6384592b6627,24,1,00:00:21.713,0,21,3,1.321552,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['5f702c6d-b089-4332-ad17-7629d9a1fe43'],"[27.4, 66.5]",10802.0,André Filipe Tavares Gomes,13.0,Right Center Midfield,6663.0,Antonio Barragán Fernández,9.213577,1.5165019,1.0,Ground Pass,"[27.9, 75.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.713
cf290103-38ef-4d96-ae5e-6cc0a81dd4c9,25,1,00:00:22.677,0,22,3,0.506324,17,Pressure,207,Valencia,4,From Throw In,222,Villarreal,,,"['5f702c6d-b089-4332-ad17-7629d9a1fe43', 'fc550b4f-31f5-4296-b4ea-7bcad9d5d6ac']","[90.3, 11.0]",6609.0,Denis Suárez Fernández,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.677
5f702c6d-b089-4332-ad17-7629d9a1fe43,26,1,00:00:23.034,0,23,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,"['21e35ee3-69a0-4a42-8f68-6384592b6627', 'cf290103-38ef-4d96-ae5e-6cc0a81dd4c9']","[27.9, 75.7]",6663.0,Antonio Barragán Fernández,7.0,Right Wing Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.034
fc550b4f-31f5-4296-b4ea-7bcad9d5d6ac,27,1,00:00:23.034,0,23,3,1.122791,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,"['120bb389-4e6a-4062-b8d0-2738cd031024', 'cf290103-38ef-4d96-ae5e-6cc0a81dd4c9']","[27.7, 74.7]",6663.0,Antonio Barragán Fernández,7.0,Right Wing Back,10037.0,Danilo Barbosa da Silva,9.831073,-0.16347644,1.0,Ground Pass,"[37.4, 73.1]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.034
120bb389-4e6a-4062-b8d0-2738cd031024,28,1,00:00:24.157,0,24,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['fc550b4f-31f5-4296-b4ea-7bcad9d5d6ac'],"[37.4, 73.1]",10037.0,Danilo Barbosa da Silva,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.157
91beacbe-b8ec-4aa6-943b-aa45383e0c9c,29,1,00:00:24.157,0,24,3,0.818961,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['120bb389-4e6a-4062-b8d0-2738cd031024', 'c86fa03c-ce2a-4c42-8a1b-3631e072feba']","[37.4, 73.1]",10037.0,Danilo Barbosa da Silva,15.0,Left Center Midfield,,,,,,,,,,,,"[42.6, 71.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.157
c86fa03c-ce2a-4c42-8a1b-3631e072feba,30,1,00:00:24.976,0,24,3,0.16063,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['82a8a332-c602-4f17-9b9d-cbe81d415a8e'],"[42.6, 71.7]",10037.0,Danilo Barbosa da Silva,15.0,Left Center Midfield,,,4.6173587,1.2627436,1.0,Ground Pass,"[44.0, 76.1]",40.0,Right Foot,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.976
82a8a332-c602-4f17-9b9d-cbe81d415a8e,31,1,00:00:25.136,0,25,3,0.0,10,Interception,207,Valencia,4,From Throw In,222,Villarreal,,,['c86fa03c-ce2a-4c42-8a1b-3631e072feba'],"[76.1, 4.0]",6935.0,Adrián Marín Gómez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.136
ea5b8aea-df3d-41a4-b177-1a9184dedbd8,32,1,00:00:42.045,0,42,4,1.745057,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['e7955892-4860-4497-8041-c7c0f3298c3d'],"[44.4, 80.0]",6663.0,Antonio Barragán Fernández,7.0,Right Wing Back,20542.0,Álvaro Negredo Sánchez,31.01032,-0.8355843,3.0,High Pass,"[65.2, 57.0]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.045
e7955892-4860-4497-8041-c7c0f3298c3d,33,1,00:00:43.790,0,43,4,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['ea5b8aea-df3d-41a4-b177-1a9184dedbd8'],"[65.2, 57.0]",20542.0,Álvaro Negredo Sánchez,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.79
e73e41b5-03de-44f7-8616-a406253303df,34,1,00:00:43.808,0,43,4,1.047689,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['fd8ccce3-1c39-485d-9253-40222135f619'],"[65.2, 57.4]",20542.0,Álvaro Negredo Sánchez,24.0,Left Center Forward,6595.0,Daniel Parejo Muñoz,15.654073,3.0584514,3.0,High Pass,"[49.6, 58.7]",37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.808
fd8ccce3-1c39-485d-9253-40222135f619,35,1,00:00:44.856,0,44,4,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['e73e41b5-03de-44f7-8616-a406253303df'],"[49.6, 58.7]",6595.0,Daniel Parejo Muñoz,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.856
5d14b626-647d-4caf-a49d-ee05d0f73587,36,1,00:00:44.856,0,44,4,3.402041,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['a0be671e-b7a3-430f-859d-20ae0b014ec4'],"[49.6, 58.7]",6595.0,Daniel Parejo Muñoz,10.0,Center Defensive Midfield,7005.0,João Pedro Cavaco Cancelo,44.53235,-1.8506383,3.0,High Pass,"[37.3, 15.9]",40.0,Right Foot,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.856
a0be671e-b7a3-430f-859d-20ae0b014ec4,37,1,00:00:48.258,0,48,4,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['5d14b626-647d-4caf-a49d-ee05d0f73587'],"[37.3, 15.9]",7005.0,João Pedro Cavaco Cancelo,8.0,Left Wing Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.258
9f9247f5-5074-4c60-8c99-59bf076d65c8,38,1,00:00:48.258,0,48,4,2.656726,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['a0be671e-b7a3-430f-859d-20ae0b014ec4', 'e0acb0f6-cea0-48b6-8c68-e9918b42c0c9']","[37.3, 15.9]",7005.0,João Pedro Cavaco Cancelo,8.0,Left Wing Back,,,,,,,,,,,,"[36.6, 19.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.258
e0acb0f6-cea0-48b6-8c68-e9918b42c0c9,39,1,00:00:50.915,0,50,4,1.150918,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['f879a103-1a17-4d4c-92d1-4e482fa3ca64'],"[36.6, 19.8]",7005.0,João Pedro Cavaco Cancelo,8.0,Left Wing Back,27482.0,Aderllan Leandro de Jesus Santos,19.05151,1.6443477,1.0,Ground Pass,"[35.2, 38.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.915
