id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,carry_end_location,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,counterpress,pass_aerial_won,pass_cross,out,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,ball_recovery_recovery_failure,interception_outcome_id,interception_outcome_name,pass_cut_back,off_camera,pass_switch,goalkeeper_end_location,clearance_head,clearance_aerial_won,dribble_outcome_id,dribble_outcome_name,pass_no_touch,pass_goal_assist,shot_first_time,shot_one_on_one,foul_committed_advantage,foul_won_advantage,foul_won_defensive,miscontrol_aerial_won,pass_technique_id,pass_technique_name,pass_outswinging,clearance_left_foot,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_card_id,foul_committed_card_name,dribble_overrun,pass_through_ball,pass_inswinging,pass_straight,timestamp_seconds
0697fe2f-00f3-4804-ae93-a612940b51c2,11,1,00:00:06.913,0,6,2,0.0,2,Ball Recovery,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['e052d78c-0365-4dea-9d2d-a509ed657e29'],"[55.2, 3.4]",24263.0,Ismael López Blanco,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.913
0f04673a-9686-40c8-9c1a-3ac7571ecce6,12,1,00:00:06.913,0,6,2,3.402388,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['0697fe2f-00f3-4804-ae93-a612940b51c2', '1354fa00-df02-4948-83df-1508e70b54b8', 'cc849f00-b9d6-41fc-a163-6b9b91357776']","[55.2, 3.4]",24263.0,Ismael López Blanco,6.0,Left Back,,,,,,,,,,,,,,,,True,"[64.1, 2.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.913
cc849f00-b9d6-41fc-a163-6b9b91357776,13,1,00:00:09.273,0,9,2,1.010987,17,Pressure,1041,Sporting Gijón,9,From Kick Off,222,Villarreal,,,['0f04673a-9686-40c8-9c1a-3ac7571ecce6'],"[60.7, 73.7]",6783.0,Samuel García Sánchez,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.273
1354fa00-df02-4948-83df-1508e70b54b8,14,1,00:00:10.315,0,10,2,0.826901,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['7c480bda-f20d-43e8-812a-02734902fb26'],"[64.1, 2.7]",24263.0,Ismael López Blanco,6.0,Left Back,6581.0,Jonathan Rodríguez Menéndez,12.340584,-0.08112239,1.0,Ground Pass,"[76.4, 1.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.315
7c480bda-f20d-43e8-812a-02734902fb26,15,1,00:00:11.142,0,11,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['1354fa00-df02-4948-83df-1508e70b54b8'],"[76.4, 1.7]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.142
cfe9405d-fc31-478b-81d8-973ffa844d69,16,1,00:00:11.142,0,11,2,0.582373,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['7c480bda-f20d-43e8-812a-02734902fb26', 'c44fb6fc-3932-4cdb-9f36-35f41d66a564', 'c7dd8c6c-486d-4194-a663-0dec373badaa']","[76.4, 1.7]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,,,,,True,"[75.9, 3.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.142
c7dd8c6c-486d-4194-a663-0dec373badaa,17,1,00:00:11.515,0,11,2,0.327704,17,Pressure,1041,Sporting Gijón,9,From Kick Off,222,Villarreal,,,"['c44fb6fc-3932-4cdb-9f36-35f41d66a564', 'cfe9405d-fc31-478b-81d8-973ffa844d69']","[43.7, 76.9]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.515
c44fb6fc-3932-4cdb-9f36-35f41d66a564,18,1,00:00:11.724,0,11,2,0.0,38,Miscontrol,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['c7dd8c6c-486d-4194-a663-0dec373badaa'],"[75.9, 3.2]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.724
26097594-3180-40a0-9455-e01d264354f1,19,1,00:00:12.018,0,12,2,0.0,6,Block,1041,Sporting Gijón,9,From Kick Off,222,Villarreal,,,,"[45.0, 74.6]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.018
1a3ecb2e-15e1-482a-9baf-2a7d6e7bc5ba,20,1,00:00:12.695,0,12,2,0.0,2,Ball Recovery,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,,"[75.6, 2.7]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.695
248dac9c-a7e6-4128-9c94-3abab1e2fd19,21,1,00:00:12.695,0,12,2,0.608836,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['1a3ecb2e-15e1-482a-9baf-2a7d6e7bc5ba', '45dfc100-ca77-4dc8-9ca4-c7d6d5a5f287']","[75.6, 2.7]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,,,,,,"[75.6, 3.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.695
45dfc100-ca77-4dc8-9ca4-c7d6d5a5f287,22,1,00:00:13.304,0,13,2,0.0,3,Dispossessed,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['b0abc96f-03ea-4420-ab87-047dfab00ae0'],"[75.6, 3.0]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.304
b0abc96f-03ea-4420-ab87-047dfab00ae0,23,1,00:00:13.304,0,13,2,0.0,4,Duel,1041,Sporting Gijón,9,From Kick Off,222,Villarreal,,,['45dfc100-ca77-4dc8-9ca4-c7d6d5a5f287'],"[44.5, 77.1]",6772.0,Mario Gaspar Pérez Martínez,2.0,Right Back,,,,,,,,,,,,,,,,True,,14.0,Lost Out,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.304
bad12dda-3fcd-428e-8cf6-e41eb6365537,24,1,00:00:17.480,0,17,3,1.450658,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['61941945-8b49-4e55-a9f7-868037a9557d'],"[73.1, 0.1]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,8818.0,Jorge Meré Pérez,24.249537,2.7074568,2.0,Low Pass,"[51.1, 10.3]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48
61941945-8b49-4e55-a9f7-868037a9557d,25,1,00:00:18.931,0,18,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['bad12dda-3fcd-428e-8cf6-e41eb6365537'],"[51.1, 10.3]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.931
18f6e2e1-d97d-486e-95b9-63b407e4d1f6,26,1,00:00:18.931,0,18,3,1.785958,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['371aaa86-265b-4ede-a534-241afdf59b4c', '61941945-8b49-4e55-a9f7-868037a9557d']","[51.1, 10.3]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,,,,,,,,,,,,,,,,,"[49.2, 12.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.931
371aaa86-265b-4ede-a534-241afdf59b4c,27,1,00:00:20.717,0,20,3,1.859467,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['1b617984-3797-45dd-b727-5cc2ad0792c2'],"[49.2, 12.5]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,6561.0,Luis Hernández Rodríguez,27.940115,1.816643,1.0,Ground Pass,"[42.4, 39.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.717
1b617984-3797-45dd-b727-5cc2ad0792c2,28,1,00:00:22.576,0,22,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['371aaa86-265b-4ede-a534-241afdf59b4c'],"[42.4, 39.6]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.576
50c6b81d-61dc-427b-8efe-9d39406c99ee,29,1,00:00:22.576,0,22,3,1.445606,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['1b617984-3797-45dd-b727-5cc2ad0792c2', 'a1a9d386-be62-41ba-9bd3-e3b58afa0fd3']","[42.4, 39.6]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,,,,,,,,,,,,,,,,,"[42.2, 40.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.576
a1a9d386-be62-41ba-9bd3-e3b58afa0fd3,30,1,00:00:24.022,0,24,3,1.625548,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['9f8dfc91-a86f-462e-9b26-76ef5739c471'],"[42.2, 40.5]",6561.0,Luis Hernández Rodríguez,3.0,Right Center Back,8818.0,Jorge Meré Pérez,22.785303,-1.4431752,1.0,Ground Pass,"[45.1, 17.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.022
9f8dfc91-a86f-462e-9b26-76ef5739c471,31,1,00:00:25.647,0,25,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['a1a9d386-be62-41ba-9bd3-e3b58afa0fd3'],"[45.1, 17.9]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.647
d7bf8a05-2b53-4f38-aa41-28eb14428c25,32,1,00:00:25.647,0,25,3,0.341446,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['652f12f4-ea97-4d4d-b7ca-40ae05f2a4a3', '9f8dfc91-a86f-462e-9b26-76ef5739c471']","[45.1, 17.9]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,,,,,,,,,,,,,,,,,"[45.9, 17.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.647
652f12f4-ea97-4d4d-b7ca-40ae05f2a4a3,33,1,00:00:25.989,0,25,3,1.310361,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['1eed2fb3-ed52-4bf5-84b0-890efecbce69'],"[45.9, 17.4]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,24263.0,Ismael López Blanco,21.644861,-0.7592603,1.0,Ground Pass,"[61.6, 2.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.989
1eed2fb3-ed52-4bf5-84b0-890efecbce69,34,1,00:00:27.299,0,27,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['652f12f4-ea97-4d4d-b7ca-40ae05f2a4a3'],"[61.6, 2.5]",24263.0,Ismael López Blanco,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.299
034be6a0-bf54-41f4-855b-078f3c01c605,35,1,00:00:27.299,0,27,3,3.225909,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['1eed2fb3-ed52-4bf5-84b0-890efecbce69', '5b7178f6-d2c6-4ccf-8b5e-38759f9b1a32', 'c3b1d3a4-b482-444f-b14b-60228c1a068c']","[61.6, 2.5]",24263.0,Ismael López Blanco,6.0,Left Back,,,,,,,,,,,,,,,,True,"[62.4, 5.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.299
5b7178f6-d2c6-4ccf-8b5e-38759f9b1a32,36,1,00:00:29.732,0,29,3,0.731266,17,Pressure,1041,Sporting Gijón,4,From Throw In,222,Villarreal,,,['034be6a0-bf54-41f4-855b-078f3c01c605'],"[56.6, 77.6]",18867.0,Matías Nahuel Leiva Esquivel,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.732
c3b1d3a4-b482-444f-b14b-60228c1a068c,37,1,00:00:30.525,0,30,3,3.965213,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['c680cc98-23b6-4b3e-8c62-9f0083ae690b'],"[62.4, 5.8]",24263.0,Ismael López Blanco,6.0,Left Back,6610.0,Iván Cuéllar Sacristán,49.576202,2.45047,2.0,Low Pass,"[24.2, 37.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.525
c680cc98-23b6-4b3e-8c62-9f0083ae690b,38,1,00:00:34.490,0,34,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['c3b1d3a4-b482-444f-b14b-60228c1a068c'],"[24.2, 37.4]",6610.0,Iván Cuéllar Sacristán,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.49
67b5f346-505b-4737-8d18-2568414f7f02,39,1,00:00:34.490,0,34,3,1.37764,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['3a5a0270-642d-4ded-ba28-4bb4005e2648'],"[25.5, 38.8]",6610.0,Iván Cuéllar Sacristán,1.0,Goalkeeper,6561.0,Luis Hernández Rodríguez,12.775759,1.2440953,1.0,Ground Pass,"[29.6, 50.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.49
